poly_updown_btc_15m_momo_HEDGE_f7,30,60.0,152.96,5.0986,1.21,,05-27,6.2
poly_sniper_v5_btc_15m_ema50_ema800_off600_down_H,115,92.9,147.96,1.2866,1.91,0.743,06-02,4.3
kalshi_sniper_btc_15m_ema50_ema800_off600_down,108,84.3,143.53,1.3290,2.00,0.741,06-02,3.1
poly_updown_btc_15m_momo_SELL_f7,30,53.3,141.78,4.7261,1.13,,05-27,6.2
poly_sniper_v5_eth_5m_l_ema50_hurst_grandparent_v8,183,71.0,120.43,0.6581,2.20,0.633,06-02,3.5
shadow_poly_updown_eth_15m_fade_sniper,152,54.6,120.33,0.7917,0.40,,06-02,8.2
poly_sniper_v5_btc_5m_up_b2_contrarian2k_v9,383,53.3,119.81,0.3128,1.08,0.510,06-02,3.6
poly_updown_eth_5m_v3_1,50,54.0,116.60,2.3321,0.80,,06-02,22.2
kalshi_sniper_btc_15m_ema50_ema800_off600_down_H,82,84.1,112.69,1.3742,1.66,0.745,06-02,2.2
poly_updown_eth_15m_momo_v2_HOLD_f7,59,54.2,107.10,1.8153,0.56,,06-02,12.3
poly_sniper_v5_btc_5m_down_b2_contrarian2k_v9,394,50.3,102.18,0.2593,0.86,0.481,06-02,3.6
shadow_poly_updown_btc_5m_fade_sniper,247,52.6,96.27,0.3898,0.25,,06-02,8.2
poly_updown_btc_15m_momo_hod,8,75.0,94.81,11.8506,1.47,,06-01,9.9
poly_updown_eth_15m_momo_HOLD_f7,52,53.8,92.43,1.7774,0.51,,06-02,10.4
poly_updown_eth_5m_v3_3,64,51.6,87.39,1.3655,0.54,,06-02,22.2
poly_updown_eth_5m_v3_2,64,51.6,87.34,1.3647,0.54,,06-02,22.2
poly_sniper_v5_btc_5m_parent15m_slope_ts_mpnx_v7,76,61.8,76.85,1.0112,1.85,0.505,06-02,3.3
poly_updown_sol_15m_momo_v2_HOLD_f7,49,53.1,66.27,1.3524,0.37,,06-02,12.3
poly_sniper_v5_sol_5m_b3_abs500_no_opp_v9,179,54.2,59.82,0.3342,0.65,0.533,06-02,3.6
shadow_poly_updown_btc_15m_momo_v2_fairedge500_cvd30,11,63.6,59.10,5.3723,0.73,,06-02,0.7
poly_sniper_v5_eth_5m_bb_mp_hurst_band_v6,269,68.8,56.22,0.2090,0.95,0.652,06-02,3.5
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,382,67.5,53.92,0.1412,0.73,0.658,06-02,5.5
poly_sniper_v5_sol_5m_rf_tr_partial_mid,608,69.9,53.02,0.0872,0.51,0.674,06-02,5.5
poly_sniper_v5_eth_5m_cloud_vwap_hurstmp_v7,223,69.1,51.36,0.2303,0.96,0.653,06-02,3.5
poly_updown_sol_5m_momo_SELL_f7,84,51.2,50.84,0.6052,0.23,,05-27,6.6
poly_sniper_v5_sol_5m_down_b1_500_v9,12,83.3,48.22,4.0180,1.44,0.581,06-02,3.5
poly_sniper_v5_btc_15m_ts_trstack_off600_down,37,89.2,47.90,1.2946,2.10,0.756,06-02,4.0
poly_updown_eth_15m_momo_v2_hod,18,55.6,47.20,2.6220,0.43,,06-02,9.5
poly_updown_sol_15m_momo_HOLD_f7,56,51.8,47.15,0.8420,0.24,,06-02,12.0
poly_updown_eth_5m_vwap_off210_f7_m1v,16,56.3,45.66,2.8535,0.45,,06-02,0.6
poly_updown_btc_15m_sniper,463,51.2,43.20,0.0933,0.10,,05-22,15.2
poly_sniper_v5_eth_5m_bb_mp_hurst_band_v6_vL,308,67.9,42.70,0.1386,0.67,0.652,06-02,3.5
poly_updown_eth_15m_momo_SELL_f7,28,39.3,38.44,1.3728,0.35,,05-27,4.8
poly_sniper_v5_btc_15m_vwapprem_ema50_mpskew_off600_v6,151,88.1,37.22,0.2465,1.42,0.835,06-02,3.5
poly_sniper_v5_sol_5m_b1_polyflow_aligned_v9,35,71.4,34.97,0.9991,0.89,0.625,06-02,3.5
poly_sniper_v5_eth_5m_cloud_ribbon_mp_hurst_v6,208,72.6,33.50,0.1611,0.71,0.698,06-02,3.5
poly_sniper_v5_eth_5m_cloud_ribbon_mp_hurst_v6_vL,241,72.6,33.42,0.1387,0.66,0.700,06-02,3.5
poly_sniper_v5_btc_15m_mpskew_trstack_off600_down,50,94.0,30.58,0.6115,2.40,0.844,06-02,3.3
poly_sniper_v5_eth_5m_cloud_vwap_hurstmp_v7_vL,259,67.6,29.93,0.1156,0.51,0.652,06-02,3.5
poly_updown_sol_15m_momo_v2_SELL,75,50.7,29.09,0.3879,0.14,,05-21,13.5
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,105,75.2,28.87,0.2749,0.89,0.708,06-02,5.5
poly_sniper_v5_eth_5m_v5repl_off120_v6,44,81.8,24.42,0.5549,1.29,0.747,06-02,3.4
poly_sniper_v5_eth_5m_tr200_mp_sms_active_off120,44,81.8,24.42,0.5549,1.29,0.747,06-02,3.4
poly_updown_sol_5m_momo_v2_hod_SELL,1,100.0,23.73,23.7306,,,05-22,0.0
poly_updown_sol_5m_momo_v2_hod_HEDGE,1,100.0,23.73,23.7306,,,05-22,0.0
poly_updown_sol_5m_momo_v2_hod_HOLD,1,100.0,23.73,23.7306,,,05-22,0.0
poly_updown_sol_5m_sniper_hod_HOLD,1,100.0,23.38,23.3798,,,05-22,0.0
poly_updown_sol_5m_sniper_hod_SELL,1,100.0,23.22,23.2172,,,05-22,0.0
poly_updown_btc_5m_momo_v2_hod_mtf,35,51.4,21.65,0.6186,0.14,,06-02,10.1
poly_sniper_v5_btc_5m_a2_hlcascade100k_v9,29,51.7,20.09,0.6927,0.56,0.508,06-02,3.5
poly_sniper_v5_btc_15m_ema200_mpskew_rf_off600_down_v6,66,87.9,19.53,0.2959,1.07,0.830,06-02,3.3
poly_updown_sol_15m_momo_v2_SELL_f7,23,47.8,18.71,0.8135,0.17,,05-27,6.4
poly_updown_eth_15m_momo_HEDGE_f7,28,50.0,13.27,0.4738,0.12,,05-27,4.7
poly_updown_btc_5m_momo_v2_SELL_f7,127,45.7,13.25,0.1043,0.05,,05-27,6.3
poly_updown_sol_15m_momo_v2_HOLD,75,52.0,12.61,0.1682,0.06,,05-21,13.5
poly_updown_eth_5m_v3,91,50.5,12.52,0.1376,0.07,,06-02,25.4
poly_sniper_v5_eth_5m_lq_ema50_hurst_grandparent_prev15m_v8,18,66.7,9.90,0.5502,0.56,0.609,06-02,3.5
poly_updown_sol_5m_momo_HEDGE_f7,84,52.4,8.57,0.1020,0.04,,05-27,6.6
poly_sniper_v5_eth_5m_cloud_mp_sms_active_off120,29,75.9,7.22,0.2488,0.42,0.728,06-01,3.3
poly_sniper_v5_btc_5m_up_a2_hlcascade50k_v9,18,44.4,7.07,0.3930,0.22,0.530,06-02,3.5
poly_sniper_v5_eth_5m_lq_ema50_hurst_grandparent_prev15m_v8_vL,22,63.6,5.02,0.2280,0.26,0.618,06-02,3.5
poly_sniper_v5_sol_5m_down_b1_flow250_v9,108,59.3,4.30,0.0398,0.08,0.581,06-02,3.5
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,419,74.9,2.99,0.0071,0.04,0.735,06-02,5.5
poly_updown_sol_5m_momo_HOLD_f7,176,51.1,2.57,0.0146,0.01,,06-02,12.4
poly_fast_taker_b2_nomerge_eth_5m,28,64.3,2.51,0.0896,0.29,0.624,06-02,0.4
poly_sniper_v5_sol_5m_rf_tr_pp_mid,59,69.5,1.61,0.0272,0.06,0.684,06-02,5.2
poly_fast_taker_b2_nomerge_btc_5m,30,63.3,-0.57,-0.0190,-0.07,0.638,06-02,0.5
poly_updown_sol_5m_sniper_hod_HEDGE,1,100.0,-2.12,-2.1202,,,05-22,0.0
poly_sniper_v5_sol_15m_btc_adx_btcvollow_v7,5,80.0,-2.17,-0.4347,-0.38,0.838,06-01,3.0
poly_updown_sol_15m_momo_SELL_f7,29,48.3,-4.56,-0.1573,-0.03,,05-27,6.3
poly_fast_taker_lagv2_btc_5m,32,84.0,-4.75,-0.1485,-0.05,0.683,06-02,0.4
poly_sniper_v5_sol_15m_v7s5_plus_eth1h_adx_v8,2,50.0,-4.81,-2.4028,-0.93,0.825,06-01,0.0
poly_sniper_v5_sol_15m_v7_base_s5_slope_str_v8,2,50.0,-4.81,-2.4028,-0.93,0.825,06-01,0.0
poly_sniper_v5_sol_15m_v6_j_btceth_vollow_l_ethadx_v8,2,50.0,-4.81,-2.4028,-0.93,0.825,06-01,0.0
poly_sniper_v5_sol_15m_btc_slope_pair_v7,2,50.0,-4.81,-2.4028,-0.93,0.825,06-01,0.0
poly_sniper_v5_sol_5m_f7_mp_ema200_vwap_v6,1,0.0,-5.00,-5.0000,,0.516,06-01,0.0
poly_sniper_v5_sol_15m_rfaged_trstack_late,6,66.7,-5.06,-0.8436,-0.59,0.709,06-01,5.0
poly_sniper_v5_sol_15m_rfaged_trstack_late_vL,5,60.0,-5.21,-1.0412,-0.60,0.657,06-01,4.3
poly_sniper_v5_eth_5m_cloud_ribbon_mp_hurst_V10,8,62.5,-6.25,-0.7809,-0.62,0.744,06-02,0.1
poly_sniper_v5_sol_15m_hod_eu_off60_240_rf_tr_vwap80_v6,6,66.7,-7.17,-1.1956,-0.98,0.795,06-01,3.0
poly_updown_btc_15m_momo_v2_hod,18,50.0,-8.04,-0.4466,-0.07,,06-01,9.9
poly_sniper_v5_sol_5m_depth_up_hod_session,3,33.3,-8.22,-2.7392,-1.21,0.709,05-28,1.0
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,676,68.9,-8.24,-0.0122,-0.09,0.678,06-02,5.5
poly_sniper_v5_btc_15m_regime_trstack_off480_up,13,69.2,-8.29,-0.6375,-0.71,0.763,06-02,3.4
poly_sniper_v5_sol_15m_hod_eu_off60_240_rf_tr_vwap30_70_v6,2,0.0,-10.00,-5.0000,,0.635,06-01,2.9
poly_sniper_v5_btc_5m_ts_mpskew_s6_0_60,14,50.0,-11.75,-0.8392,-0.72,0.579,06-02,2.0
poly_sniper_v5_eth_5m_ema50_hurst_parent15mrang_v7,277,64.3,-11.86,-0.0428,-0.18,0.644,06-02,4.6
shadow_poly_updown_sol_5m_momo_v2_cvd_macd,14,50.0,-12.79,-0.9139,-0.13,,06-02,0.6
poly_sniper_v5_eth_5m_bb_mp_hurst_band_V10,7,28.6,-16.20,-2.3146,-1.34,0.523,06-02,0.6
poly_fast_taker_lagv2_eth_15m,2,,-18.78,-9.3903,-6.78,0.520,06-02,0.0
poly_sniper_v5_sol_15m_hod_eu_tightrib_rf_tr_vwap80_v6,15,60.0,-19.64,-1.3091,-1.57,0.768,06-01,4.0
poly_sniper_v5_btc_15m_btceth_diverg_stoch_volcontr_v8,16,62.5,-20.03,-1.2518,-1.41,0.636,06-02,3.3
poly_sniper_v5_sol_5m_b1_120s_250_v9,436,56.7,-20.35,-0.0467,-0.17,0.580,06-02,3.6
poly_updown_sol_15m_momo_HEDGE_f7,29,51.7,-20.92,-0.7215,-0.15,,05-27,6.3
poly_updown_sol_15m_momo_v2_HEDGE_f7,23,52.2,-21.23,-0.9231,-0.19,,05-27,6.4
kalshi_sniper_all_15m_s4_prewindow,9,22.2,-24.76,-2.7511,-1.90,0.377,06-01,0.4
poly_sniper_v5_eth_5m_v6c3_parent15mrang_v7,113,68.1,-24.90,-0.2203,-0.69,0.708,06-02,3.4
poly_updown_btc_5m_volume,1,0.0,-25.00,-25.0000,,,05-06,0.0
poly_updown_eth_5m_volume,1,0.0,-25.14,-25.1402,,,05-06,0.0
poly_sniper_v5_eth_5m_ema50_hurst_parent15mrang_v7_vL,321,64.2,-25.38,-0.0791,-0.36,0.648,06-02,4.6
poly_updown_sol_5m_volume,1,0.0,-25.56,-25.5570,,,05-06,0.0
poly_sniper_v5_eth_5m_up_a2_hlcascade25k_v9,19,47.4,-25.69,-1.3522,-1.36,0.550,06-02,2.1
poly_sniper_v5_eth_5m_a2_hlcascade50k_v9,27,48.1,-29.91,-1.1076,-1.31,0.511,06-02,1.3
shadow_poly_updown_ALL_5m_S3_prewindow,458,52.0,-32.00,-0.0699,-0.06,,06-02,6.6
poly_sniper_v5_eth_15m_trstack_vwap_offearly,85,52.9,-34.26,-0.4031,-0.83,0.575,06-02,5.5
poly_sniper_v5_sol_5m_b3_abs500_v9,214,50.0,-34.89,-0.1630,-0.36,0.510,06-02,3.6
poly_sniper_v5_eth_5m_v6c3_parent15mrang_v7_vL,131,67.2,-35.12,-0.2681,-0.90,0.701,06-02,3.4
poly_fast_taker_lagv2_btc_15m,13,100.0,-35.30,-2.7151,-0.76,0.600,06-02,0.4
poly_updown_sol_5m_sniper_hod,105,53.3,-37.87,-0.3606,-0.19,,06-02,10.8
poly_updown_eth_5m_sniper_DOWN_INV,262,53.4,-39.64,-0.1513,-0.10,,05-22,15.0
poly_updown_btc_5m_momo_v2_HEDGE_f7,127,46.5,-40.08,-0.3156,-0.16,,05-27,6.3
poly_updown_eth_15m_sniper_hod,53,49.1,-45.91,-0.8662,-0.36,,06-01,9.9
poly_updown_btc_15m_momo_v2_SELL_f7,2,0.0,-50.00,-25.0000,,,05-22,0.0
poly_updown_btc_15m_momo_v2_HEDGE_f7,2,0.0,-50.00,-25.0000,,,05-22,0.0
poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8_vL,39,51.3,-50.60,-1.2976,-1.98,0.611,06-01,3.4
poly_updown_sol_5m_momo_SELL,353,50.4,-51.77,-0.1467,-0.12,,05-21,14.1
poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8,35,48.6,-55.89,-1.5969,-2.35,0.616,06-01,3.4
poly_updown_sol_15m_momo_v2_hod,16,43.8,-56.53,-3.5331,-0.56,,06-02,8.1
shadow_poly_updown_sol_5m_momo_v1_m5v,18,44.4,-62.81,-3.4893,-0.59,,06-02,0.6
poly_updown_sol_15m_momo_v2_HEDGE,75,52.0,-65.78,-0.8770,-0.32,,05-21,13.5
poly_updown_sol_5m_momo_v2_hod,47,48.9,-67.23,-1.4304,-0.40,,06-01,10.6
poly_fast_taker_lagv2_eth_5m,22,90.9,-73.92,-3.3601,-1.01,0.685,06-02,0.4
poly_updown_sol_5m_momo_HEDGE,353,51.0,-80.42,-0.2278,-0.18,,05-21,14.1
poly_updown_eth_5m_momo_SELL_f7,105,46.7,-81.28,-0.7741,-0.33,,05-27,6.5
poly_sniper_v5_btc_5m_ts_mpskew_any_off30,313,58.8,-89.79,-0.2869,-1.26,0.616,06-02,3.5
poly_updown_eth_5m_momo_HEDGE_f7,105,47.6,-91.16,-0.8682,-0.37,,05-27,6.5
poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1243,74.3,-100.00,-0.0804,-0.91,0.748,06-02,3.4
poly_sniper_v5_eth_5m_ema200_vwap_regimerang_xa3_v7,237,58.6,-121.41,-0.5123,-1.94,0.629,06-02,5.5
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,64,54.7,-122.55,-1.9148,-4.15,0.627,06-01,5.4
poly_updown_btc_15m_momo_v2_HOLD_f7,23,39.1,-129.65,-5.6370,-1.09,,06-02,11.0
poly_updown_btc_5m_vwap_off240_m1v,30,40.0,-147.74,-4.9247,-1.08,,06-02,0.7
poly_updown_btc_5m_vwap_off90_cross,14,28.6,-152.34,-10.8812,-1.76,,06-02,0.6
poly_updown_sol_5m_momo_HOLD,353,51.0,-178.26,-0.5050,-0.39,,05-21,14.1
poly_updown_sol_5m_v3_1,370,53.5,-182.07,-0.4921,-0.46,,06-02,26.1
poly_updown_sol_5m_v4,185,53.0,-186.33,-1.0072,-0.66,,05-22,15.2
poly_updown_sol_5m_vwap_off60,13,23.1,-186.46,-14.3432,-2.48,,06-02,0.6
poly_updown_btc_5m_vwap_off60_f7_cross,8,0.0,-200.00,-25.0000,-14182713.17,,06-02,0.6
poly_updown_eth_5m_momo_v2_HOLD_f7,75,45.3,-211.42,-2.8189,-0.99,,06-02,5.3
poly_updown_btc_15m_sniper_hod,54,40.7,-246.41,-4.5632,-2.13,,06-01,10.3
poly_updown_eth_15m_momo_HOLD,73,43.8,-248.52,-3.4045,-1.18,,05-20,13.6
shadow_poly_updown_btc_5m_momo_v2_fairedge500,38,36.8,-266.88,-7.0231,-1.81,,06-02,0.7
shadow_poly_updown_sol_5m_fade_sniper,217,50.7,-268.08,-1.2354,-0.75,,06-02,8.3
poly_updown_eth_15m_momo_HEDGE,73,43.8,-285.64,-3.9128,-1.50,,05-20,13.6
poly_updown_sol_15m_momo_HOLD,77,44.2,-299.01,-3.8833,-1.38,,05-20,13.5
poly_sniper_v5_btc_5m_l_1hrf_imb5_ribbon_v8,1527,76.4,-309.77,-0.2029,-2.80,0.770,06-02,3.7
poly_updown_btc_5m_v3_1,267,50.6,-325.96,-1.2208,-1.10,,06-02,26.1
shadow_poly_updown_sol_15m_fade_momo_v2,61,42.6,-326.79,-5.3573,-1.77,,06-02,8.3
poly_updown_eth_15m_momo_SELL,73,38.4,-336.41,-4.6084,-1.80,,05-20,13.6
shadow_poly_updown_btc_5m_fade_momo_v2,232,48.7,-342.41,-1.4759,-0.93,,06-02,8.3
poly_updown_sol_15m_momo_SELL,77,42.9,-348.75,-4.5293,-1.65,,05-20,13.5
poly_updown_btc_5m_sniper_hod,129,43.4,-372.81,-2.8900,-1.76,,06-02,10.5
poly_updown_eth_5m_sniper_hod,132,45.5,-387.64,-2.9367,-1.81,,06-02,10.5
poly_updown_sol_15m_momo_HEDGE,77,44.2,-415.08,-5.3907,-2.03,,05-20,13.5
poly_updown_sol_5m_v3_2,507,52.9,-440.79,-0.8694,-0.94,,06-02,26.1
poly_updown_btc_15m_volume_INV_NIGHT,985,51.0,-441.63,-0.4484,-0.58,,06-02,26.1
poly_updown_sol_15m_sniper,453,51.4,-485.18,-1.0710,-1.04,,05-22,15.2
poly_updown_btc_5m_v3_3,156,48.1,-490.31,-3.1430,-2.10,,05-21,14.5
poly_updown_btc_5m_v4,204,48.5,-518.19,-2.5401,-1.99,,06-02,25.9
poly_updown_sol_5m_v3,451,52.1,-522.51,-1.1586,-1.18,,06-02,26.1
poly_updown_btc_5m_v3_2,156,48.1,-527.63,-3.3823,-2.24,,05-21,14.5
poly_updown_btc_5m_v3,222,50.0,-541.32,-2.4384,-2.02,,05-21,14.7
poly_updown_eth_5m_momo_HOLD_f7,196,44.9,-549.71,-2.8046,-1.58,,06-02,12.3
poly_updown_btc_5m_momo_v2_HOLD_f7,219,45.2,-555.56,-2.5368,-1.51,,06-01,11.9
poly_updown_sol_5m_momo_v2_HOLD,304,48.0,-577.92,-1.9011,-1.35,,05-21,13.6
poly_updown_eth_5m_momo_HEDGE,369,47.2,-585.83,-1.5876,-1.27,,05-21,14.0
shadow_poly_updown_sol_5m_fade_momo_v2,203,46.8,-596.48,-2.9383,-1.73,,06-02,8.3
poly_updown_eth_5m_momo_SELL,369,45.5,-606.42,-1.6434,-1.31,,05-21,14.0
poly_sniper_v5_btc_5m_l_1hrf_imb5_rf_v8,1922,73.6,-610.96,-0.3179,-4.69,0.740,06-02,3.7
poly_updown_sol_5m_momo_v2_SELL,304,44.7,-629.72,-2.0714,-1.54,,05-21,13.6
poly_updown_btc_5m_momo_v2_HOLD,537,48.8,-664.22,-1.2369,-1.17,,05-21,13.6
poly_updown_eth_5m_momo_HOLD,369,47.2,-682.44,-1.8494,-1.44,,05-21,14.0
poly_updown_sol_5m_momo_v2_HEDGE,304,48.0,-700.34,-2.3038,-1.75,,05-21,13.6
poly_updown_sol_5m_v3_3,379,50.7,-710.25,-1.8740,-1.75,,06-02,26.1
poly_updown_sol_5m_sniper_INV,581,50.8,-731.47,-1.2590,-1.28,,05-22,15.2
poly_updown_eth_5m_sniper,514,48.1,-892.72,-1.7368,-1.89,,05-22,15.0
poly_updown_btc_5m_momo_v2_SELL,537,41.5,-930.19,-1.7322,-1.81,,05-21,13.6
poly_updown_eth_15m_sniper,388,49.0,-975.84,-2.5151,-2.39,,05-22,15.2
poly_updown_btc_5m_momo_v2_HEDGE,537,48.8,-982.51,-1.8296,-1.92,,05-21,13.6
poly_updown_sol_5m_sniper,581,49.2,-1034.52,-1.7806,-2.03,,05-22,15.2
shadow_poly_updown_ALL_5m_phase1_kelly_fe1000_V10,428,47.9,-1096.45,-2.5618,-1.39,,06-02,0.7
poly_updown_btc_5m_momo_SELL,562,44.8,-1188.66,-2.1151,-2.10,,05-21,14.1
poly_updown_eth_15m_volume_INV_NIGHT,960,49.8,-1192.34,-1.2420,-1.59,,06-01,25.1
poly_updown_btc_5m_momo_HEDGE,562,46.4,-1195.34,-2.1269,-2.11,,05-21,14.1
poly_updown_btc_5m_momo_HOLD,562,46.4,-1199.89,-2.1350,-2.05,,05-21,14.1
poly_updown_sol_15m_volume_INV_NIGHT,900,49.3,-1632.34,-1.8137,-2.27,,06-01,25.1
shadow_poly_updown_ALL_5m_phase1_kelly,1287,50.8,-1713.80,-1.3316,-0.64,,06-02,6.7
poly_updown_btc_5m_sniper,643,48.1,-1781.30,-2.7703,-3.96,,05-22,15.2
poly_updown_eth_5m_volume_INV_NIGHT,2487,51.1,-1886.78,-0.7587,-1.57,,06-01,25.1
poly_updown_btc_5m_volume_INV_NIGHT,2819,50.1,-2103.82,-0.7463,-1.63,,06-01,25.1
poly_updown_sol_5m_volume_INV_NIGHT,2244,50.6,-2744.39,-1.2230,-2.41,,06-01,25.1
