poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8_vL,39,51.3,-50.60,-1.2976,4.1001,-1.98,0.611,44,05-29,06-01,3.4
poly_updown_btc_5m_v4,204,48.5,-518.19,-2.5401,18.2355,-1.99,,0,05-07,06-02,25.9
poly_updown_btc_5m_v3,222,50.0,-541.32,-2.4384,17.9967,-2.02,,0,05-07,05-21,14.7
poly_updown_sol_15m_momo_HEDGE,77,44.2,-415.08,-5.3907,23.2747,-2.03,,0,05-07,05-20,13.5
poly_updown_sol_5m_sniper,581,49.2,-1034.52,-1.7806,21.1235,-2.03,,0,05-07,05-22,15.2
poly_updown_btc_5m_momo_HOLD,562,46.4,-1199.89,-2.1350,24.7284,-2.05,,0,05-07,05-21,14.1
poly_updown_btc_5m_momo_SELL,562,44.8,-1188.66,-2.1151,23.8778,-2.10,,0,05-07,05-21,14.1
poly_updown_btc_5m_v3_3,156,48.1,-490.31,-3.1430,18.6706,-2.10,,0,05-07,05-21,14.5
poly_updown_btc_5m_momo_HEDGE,562,46.4,-1195.34,-2.1269,23.8461,-2.11,,0,05-07,05-21,14.1
poly_updown_btc_15m_sniper_hod,54,40.7,-246.41,-4.5632,15.7373,-2.13,,0,05-22,06-01,10.3
poly_updown_btc_5m_v3_2,156,48.1,-527.63,-3.3823,18.8278,-2.24,,0,05-07,05-21,14.5
poly_updown_sol_15m_volume_INV_NIGHT,900,49.3,-1632.34,-1.8137,23.9579,-2.27,,0,05-07,06-01,25.1
poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8,35,48.6,-55.89,-1.5969,4.0278,-2.35,0.616,43,05-29,06-01,3.4
poly_updown_eth_15m_sniper,388,49.0,-975.84,-2.5151,20.7218,-2.39,,0,05-07,05-22,15.2
poly_updown_sol_5m_volume_INV_NIGHT,2244,50.6,-2744.39,-1.2230,24.0213,-2.41,,0,05-07,06-01,25.1
poly_sniper_v5_btc_5m_l_1hrf_imb5_ribbon_v8,1513,76.4,-311.15,-0.2057,2.8320,-2.82,0.770,42,05-29,06-02,3.6
poly_updown_btc_5m_sniper,643,48.1,-1781.30,-2.7703,17.7576,-3.96,,0,05-07,05-22,15.2
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,64,54.7,-122.55,-1.9148,3.6885,-4.15,0.627,47,05-27,06-01,5.4
poly_sniper_v5_btc_5m_l_1hrf_imb5_rf_v8,1905,73.5,-614.53,-0.3226,2.9735,-4.74,0.739,43,05-29,06-02,3.6
