slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,mom_imb_l5,mom_cvd_norm,mom_aggressor,bb_position,rsi14,fired,skip_reason,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
eth-updown-15m-1776995100,1776994200,Up,2320.0,-3,-1,-1,0,0.20109890109890843,-0.029093416063426403,-0.072733540158566,0.0,0.0,no_data,,False,vwap_guard_0.130<0.30,,,,,,,,,
eth-updown-15m-1776999600,1776998700,Down,2329.18,-3,-1,-1,1,0.13053435114505618,0.17965230848352162,0.449130771208804,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777000500,1776999600,Down,2319.33,-3,-1,-1,-1,0.21236897274634386,-0.2402819235337913,-0.6007048088344782,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777001400,1777000500,Down,2317.05,-3,-1,0,0,0.5947589098532209,-0.040975866185506415,-0.10243966546376604,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777002300,1777001400,Up,2305.31,-3,-1,1,0,0.7492817679558068,0.02487558889717819,0.06218897224294547,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777003200,1777002300,Up,2306.01,-3,-1,1,0,0.8777623349548245,0.04017820086210592,0.1004455021552648,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777004100,1777003200,Down,2307.71,-3,-1,1,0,0.824005891016202,-0.06590923047976203,-0.16477307619940507,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777005000,1777004100,Down,2308.2,-3,-1,1,0,0.8873227689741716,0.1344644750795334,0.3361611876988335,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777005900,1777005000,Up,2306.51,-3,-1,1,-1,0.8946980854197264,-0.2791562341801032,-0.6978905854502581,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777006800,1777005900,Down,2305.98,-3,-1,1,0,0.8794301598332235,0.13911995177817962,0.34779987944544904,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777007700,1777006800,Up,2305.63,-3,-1,1,0,0.8988881167477425,-0.016238349844313,-0.0405958746107825,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777008600,1777007700,Up,2303.1,-3,-1,0,0,0.5666666666667298,-0.1106452427578289,-0.27661310689457225,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777009500,1777008600,Up,2307.64,-3,-1,1,0,0.828129602356418,0.04641865630205441,0.11604664075513603,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777010400,1777009500,Up,2309.87,-3,-1,1,0,0.7758965804837561,-0.026245963453808963,-0.0656149086345224,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777011300,1777010400,Down,2313.12,-3,-1,1,0,0.8807092198581483,-0.12179636793898885,-0.3044909198474721,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777012200,1777011300,Down,2314.72,-3,-1,1,-1,0.69914893617022,-0.15426136363636367,-0.3856534090909091,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777013100,1777012200,Down,2310.89,-3,-1,1,0,0.7078398665554825,-0.06480500911559949,-0.16201252278899872,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777014000,1777013100,Up,2308.82,-3,-1,1,-1,0.8459549624687266,-0.2720454412949786,-0.6801136032374464,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777014900,1777014000,Up,2310.84,-3,-1,1,-1,0.7111759799833208,-0.20182440969775672,-0.5045610242443918,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777015800,1777014900,Down,2312.77,-3,-1,0,1,0.49229122055675195,0.30665382179541534,0.7666345544885383,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777016700,1777015800,Down,2313.54,-3,-1,1,0,0.7927272727272485,-0.022255639097744362,-0.055639097744360905,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777017600,1777016700,Down,2313.86,-3,-1,1,0,0.7345454545454018,0.029387897115515996,0.07346974278878998,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777018500,1777017600,Up,2309.88,-3,-1,1,0,0.7398286937901539,-0.07523840457142887,-0.18809601142857216,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777019400,1777018500,Down,2315.52,-3,-1,1,0,0.7905660377358572,-0.14447064128769893,-0.3611766032192473,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777020300,1777019400,Up,2315.29,-2,-1,1,0,0.8773584905660572,-0.030352689704310654,-0.07588172426077663,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777021200,1777020300,Down,2314.02,-2,-1,1,-1,0.7054545454545197,-0.18660664040517727,-0.4665166010129432,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777022100,1777021200,Down,2314.01,-2,-1,1,0,0.7072727272726584,0.08442256056443963,0.21105640141109905,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777023000,1777022100,Up,2309.57,-2,-1,1,0,0.7663811563169167,-0.12180616845792916,-0.3045154211448229,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777023900,1777023000,Down,2310.28,-2,-1,1,0,0.7055674518201236,-0.024206111443978433,-0.06051527860994608,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777024800,1777023900,Down,2310.01,-2,-1,1,0,0.7286937901498872,-0.05959241040056219,-0.14898102600140548,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777025700,1777024800,Up,2308.0,-3,-1,1,0,0.8783558792923859,0.017425383667876406,0.04356345916969102,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
eth-updown-15m-1777026600,1777025700,Down,2310.02,-3,-1,1,-1,0.727837259100657,-0.17035339055912468,-0.42588347639781166,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777027500,1777026600,Up,2314.57,-3,-1,0,0,0.6054545454544887,-0.07037037037037037,-0.17592592592592593,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777028400,1777027500,Up,2314.9,-3,-1,0,1,0.5454545454545032,0.15299197698655903,0.38247994246639755,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777029300,1777028400,Up,2319.72,-3,-1,-1,-1,0.14696016771491838,-0.19752900911587898,-0.4938225227896974,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777030200,1777029300,Down,2325.92,-3,-1,-1,0,0.13162623539982388,0.08789043165391207,0.21972607913478015,0.0,0.0,no_data,,True,,Down,25.0,0.52,48.07692307692307,1.0,False,True,22.615384615384613,22.615384615384613
eth-updown-15m-1777031100,1777030200,Down,2332.25,-3,-1,0,0,0.4652173913043822,-0.11355289511792664,-0.2838822377948166,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777032000,1777031100,Up,2328.25,-3,-1,-1,0,0.1690526315789484,-0.08623462755940793,-0.21558656889851982,0.0,0.0,no_data,,True,,Down,25.0,0.3777335984095428,66.18421052631578,2.0,False,False,-25.0,-2.384615384615387
eth-updown-15m-1777032900,1777032000,Down,2329.43,-3,-1,-1,0,0.10280701754386984,-0.12423526961625389,-0.3105881740406347,0.0,0.0,no_data,,True,,Down,25.0,0.61,40.98360655737705,1.0,False,True,15.66393442622951,13.279319041614123
eth-updown-15m-1777033800,1777032900,Down,2330.78,-3,-1,-1,0,0.10205259781911291,-0.04855368988038997,-0.12138422470097493,0.0,0.0,no_data,,True,,Down,25.0,0.6075697211155378,41.14754098360656,2.0,False,True,15.82459016393443,29.103909205548554
eth-updown-15m-1777034700,1777033800,Up,2327.26,-1,-1,-1,-1,0.11564792176037697,-0.21790721303335212,-0.5447680325833802,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777035600,1777034700,Up,2326.28,-1,-1,-1,-1,0.10575022461814387,-0.20850848732601965,-0.5212712183150491,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777036500,1777035600,Down,2326.66,0,0,-1,0,0.1263959390863162,-0.06042003231017771,-0.15105008077544427,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777037400,1777036500,Down,2327.03,0,0,-1,0,0.10135363790185997,-0.04337278958853333,-0.1084319739713333,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777038300,1777037400,Down,2321.48,0,0,-1,-1,0.25567010309276383,-0.21082283172720537,-0.5270570793180134,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777039200,1777038300,Down,2320.99,0,0,-1,0,0.3061855670103155,-0.07464547149250732,-0.18661367873126827,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777040100,1777039200,Down,2313.52,0,0,1,-1,0.7963636363636089,-0.2536176267922838,-0.6340440669807094,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777041000,1777040100,Up,2313.2,0,0,1,-1,0.8545454545454555,-0.1715062292623996,-0.428765573155999,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777041900,1777041000,Down,2308.37,0,0,1,-1,0.8691648822270077,-0.28459304359293275,-0.7114826089823318,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777042800,1777041900,Down,2317.63,0,0,0,0,0.497484276729543,0.09215589541193883,0.23038973852984707,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
eth-updown-15m-1777043700,1777042800,Up,2310.71,0,0,1,0,0.6687366167023634,-0.13099760189285684,-0.3274940047321421,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777044600,1777043700,Up,2308.18,0,0,1,-1,0.8854389721627731,-0.1953146198301804,-0.488286549575451,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777045500,1777044600,Down,2315.85,0,0,1,1,0.6660377358490858,0.22155378269788764,0.5538844567447191,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777046400,1777045500,Down,2322.75,0,0,-1,-1,0.12474226804121535,-0.20227074235807863,-0.5056768558951965,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
eth-updown-15m-1777047300,1777046400,Down,2319.99,0,0,-1,0,0.10167714884699675,-0.04892345690327775,-0.12230864225819436,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777048200,1777047300,Down,2316.73,0,0,-1,0,0.33396226415091423,-0.12365362225933058,-0.3091340556483264,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777049100,1777048200,Up,2318.88,0,0,-1,0,0.28784067085952114,-0.0647678501755755,-0.16191962543893873,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777050000,1777049100,Up,2315.42,0,0,1,0,0.8283018867924286,-0.10066952564493672,-0.2516738141123418,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
eth-updown-15m-1777050900,1777050000,Down,2316.1,0,0,0,0,0.5716981132075715,0.11326313819465905,0.28315784548664763,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
eth-updown-15m-1777051800,1777050900,Down,2317.36,0,0,0,0,0.5427672955974646,-0.11592961146639269,-0.2898240286659817,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
eth-updown-15m-1777052700,1777051800,Up,2314.71,0,0,0,0,0.579999999999967,-0.09867482161060143,-0.24668705402650357,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
