fired,skip_reason,slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,bb_position,rsi14,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
False,pre_open_11.87<13.00,btc-updown-5m-1778154900,1778154600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.95<13.00,btc-updown-5m-1778155200,1778154900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.03<13.00,btc-updown-5m-1778155500,1778155200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.12<13.00,btc-updown-5m-1778155800,1778155500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.20<13.00,btc-updown-5m-1778156100,1778155800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.28<13.00,btc-updown-5m-1778156400,1778156100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.37<13.00,btc-updown-5m-1778156700,1778156400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.45<13.00,btc-updown-5m-1778157000,1778156700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.53<13.00,btc-updown-5m-1778157300,1778157000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.62<13.00,btc-updown-5m-1778157600,1778157300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.70<13.00,btc-updown-5m-1778157900,1778157600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.78<13.00,btc-updown-5m-1778158200,1778157900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.87<13.00,btc-updown-5m-1778158500,1778158200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.95<13.00,btc-updown-5m-1778158800,1778158500,Down,,,,,,,,,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778159100,1778158800,Down,81104.76,-3.0,-1.0,0.0,0.0,0.4324716020368528,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778159400,1778159100,Down,81050.0,-3.0,-1.0,1.0,0.0,0.8352988909925855,0.0650370044920499,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778159700,1778159400,Up,81034.4,-3.0,-1.0,0.0,0.0,0.5723029292689131,0.12468727264193014,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778160000,1778159700,Up,80943.94,-3.0,-1.0,1.0,1.0,0.877406148081288,0.16951280639621358,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778160300,1778160000,Down,81114.12,-3.0,-1.0,-1.0,1.0,0.334704269486901,0.2306533471642115,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778160600,1778160300,Down,80994.5,-3.0,-1.0,0.0,0.0,0.5967316633127226,0.08682205862183595,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778160900,1778160600,Down,80878.99,-3.0,-1.0,1.0,0.0,0.8825165815717826,0.1235918002393131,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778161200,1778160900,Down,80748.91,-3.0,-1.0,0.0,0.0,0.5899454743729236,0.14793454855770666,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778161500,1778161200,Down,80648.35,-3.0,-1.0,0.0,-1.0,0.6030157876728773,-0.22689939660081027,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778161800,1778161500,Up,80546.48,-3.0,-1.0,1.0,-1.0,0.7610116009280656,-0.19458928829219,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778162100,1778161800,Up,80326.54,-3.0,-1.0,-1.0,-1.0,0.18664990494880584,-0.2996334938845436,no_data,,,,,,,,,,
True,,btc-updown-5m-1778162400,1778162100,Down,80544.0,-3.0,-1.0,-1.0,0.0,0.15376220562885784,0.09232286659591736,inside,29.702797811922466,Down,25.0,0.42,59.523809523809526,1.0,False,True,33.833333333333336,10147.362784079514
False,conflict_pos1_neg1,btc-updown-5m-1778162700,1778162400,Up,80532.32,-3.0,-1.0,1.0,0.0,0.6904652498558848,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778163000,1778162700,Up,80423.53,-3.0,-1.0,-1.0,-1.0,0.2216004798440509,-0.15513307984790875,no_data,,,,,,,,,,
True,,btc-updown-5m-1778163300,1778163000,Down,80616.9,-3.0,-1.0,-1.0,0.0,0.3359055617176411,-0.08487308067593219,inside,27.98330564447484,Down,25.0,0.85,29.411764705882355,1.0,False,True,4.323529411764708,10151.686313491278
False,momentum_engaged,btc-updown-5m-1778163600,1778163300,Up,80568.14,-3.0,-1.0,0.0,1.0,0.6001948955916128,0.20559702000179586,no_data,,,,,,,,,,
True,,btc-updown-5m-1778163900,1778163600,Down,80442.98,-3.0,-1.0,-1.0,0.0,0.20215679904031486,-0.042892708239599286,inside,33.5864527209839,Down,25.0,0.84,29.761904761904763,1.0,False,True,4.666666666666668,10156.352980157944
False,momentum_engaged,btc-updown-5m-1778164200,1778163900,Down,80442.15,-3.0,-1.0,-1.0,1.0,0.20298652937795691,0.15432482520676133,no_data,,,,,,,,,,
False,no_l25_entry,btc-updown-5m-1778164500,1778164200,Down,80347.24,-3.0,-1.0,-1.0,0.0,0.16126203470901718,0.0,inside,30.324280649284702,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778164800,1778164500,Up,80180.0,-3.0,-1.0,0.0,0.0,0.3663764027718191,-0.09058217657037748,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778165100,1778164800,Up,80110.0,-3.0,-1.0,0.0,0.0,0.4522291040657421,0.044259581308902715,no_data,,,,,,,,,,
False,vwap_guard_0.180<0.30,btc-updown-5m-1778165400,1778165100,Up,80223.9,-3.0,-1.0,-1.0,0.0,0.3125344943889231,-0.0019111860595840216,inside,28.9482900958141,,,,,,,,,
True,,btc-updown-5m-1778165700,1778165400,Down,80285.65,-3.0,-1.0,-1.0,0.0,0.23680014717606956,0.1179069867103465,inside,34.6020984665052,Down,25.0,0.7600000000000001,32.89473684210526,1.0,False,True,7.736842105263155,10164.089822263208
False,abstention_1_of_2,btc-updown-5m-1778169000,1778168700,Down,80036.98,-3.0,-1.0,0.0,0.0,0.5417857361869223,0.07482138535517745,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778169300,1778169000,Down,79979.43,-3.0,-1.0,0.0,0.0,0.6123689213221439,-0.11769726386418289,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778169600,1778169300,Down,79965.42,-3.0,-1.0,0.0,0.0,0.6295517262525355,0.127130013509107,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778169900,1778169600,Down,79862.8,-3.0,-1.0,0.0,0.0,0.39045329299259113,0.11756903389358522,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778170200,1778169900,Down,79786.25,-3.0,-1.0,1.0,0.0,0.7213193581501008,-0.08250450534947443,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778170500,1778170200,Down,79775.81,-3.0,-1.0,1.0,0.0,0.7664433518828904,-0.10620735100888806,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778170800,1778170500,Up,79747.7,-3.0,-1.0,1.0,0.0,0.8879410016748883,-0.029790267925224302,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778171100,1778170800,Up,79830.01,-3.0,-1.0,0.0,0.0,0.5321789399751781,-0.07277694321372656,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778171400,1778171100,Down,79991.23,-3.0,-1.0,0.0,0.0,0.5978966088183076,0.10998453573589727,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778171700,1778171400,Down,79961.48,-3.0,-1.0,0.0,0.0,0.6343840068682249,-0.06963060297565549,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778172000,1778171700,Up,79822.0,-3.0,-1.0,0.0,0.0,0.5667999351666845,-0.11486708543592015,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778172300,1778172000,Up,79859.73,-3.0,-1.0,0.0,0.0,0.40372251337189646,0.04936147425524732,no_data,,,,,,,,,,
True,,btc-updown-5m-1778172600,1778172300,Down,79911.89,-3.0,-1.0,-1.0,0.0,0.1782754335728604,0.0721673178579637,inside,44.94976203067082,Down,25.0,0.83,30.120481927710845,1.0,False,True,5.018072289156628,10169.107894552364
False,abstention_1_of_2,btc-updown-5m-1778172900,1778172600,Down,79859.51,-3.0,-1.0,0.0,0.0,0.40467340212872255,-0.03704881251761152,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778173200,1778172900,Up,79804.84,-3.0,-1.0,0.0,-1.0,0.6409692581987394,-0.22037216061668718,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778173500,1778173200,Up,79806.48,-3.0,-1.0,0.0,0.0,0.6338808147388034,0.04660424688033733,no_data,,,,,,,,,,
True,,btc-updown-5m-1778173800,1778173500,Up,79905.77,-3.0,-1.0,-1.0,0.0,0.20472742989895243,-0.1293138691047465,inside,40.06868669303948,Down,25.0,0.44,56.81818181818182,1.0,False,False,-25.0,10144.107894552364
False,abstention_1_of_2,btc-updown-5m-1778174100,1778173800,Down,79855.95,-3.0,-1.0,0.0,0.0,0.4200605111027254,0.08975273998715443,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778174400,1778174100,Up,79834.35,-3.0,-1.0,0.0,0.0,0.5134204981360245,0.0007267671501248001,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778174700,1778174400,Down,79761.29,-3.0,-1.0,1.0,1.0,0.8292020098330957,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778175000,1778174700,Up,79583.93,-3.0,-1.0,1.0,0.0,0.7438511627907107,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778175300,1778175000,Up,79760.0,-3.0,-1.0,1.0,0.0,0.8347776757253367,0.019278503508546926,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778175600,1778175300,Up,79812.99,-3.0,-1.0,0.0,0.0,0.6057431519801046,0.12916820878950322,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778175900,1778175600,Down,79911.45,-3.0,-1.0,-1.0,1.0,0.18017721108651252,0.2127048936634095,no_data,,,,,,,,,,
False,vwap_guard_0.290<0.30,btc-updown-5m-1778176200,1778175900,Up,79902.99,-3.0,-1.0,-1.0,0.0,0.21674320600786762,-0.09183468919675086,inside,49.3565112501089,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778176500,1778176200,Up,79899.65,-3.0,-1.0,-1.0,1.0,0.2311794262251073,0.22562688835075007,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778176800,1778176500,Up,80016.83,-3.0,-1.0,0.0,0.0,0.5664990494879515,-0.009238124273714997,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778177100,1778176800,Down,80134.02,-3.0,-1.0,0.0,0.0,0.4227693628503081,-0.026972684817690586,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778177400,1778177100,Up,80184.3,-3.0,-1.0,0.0,-1.0,0.361102593978046,-0.23974314262780597,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778177700,1778177400,Up,80117.66,-3.0,-1.0,0.0,0.0,0.44283436560986,-0.0189421134296985,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778178000,1778177700,Up,80178.25,-3.0,-1.0,0.0,0.0,0.3685227203041672,-0.04636708647954532,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778178300,1778178000,Down,80171.15,-3.0,-1.0,0.0,0.0,0.3772306371497008,-0.007733384414266364,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778178600,1778178300,Up,80180.01,-3.0,-1.0,0.0,-1.0,0.3663641381002121,-0.298965585015509,no_data,,,,,,,,,,
False,vwap_guard_0.210<0.30,btc-updown-5m-1778178900,1778178600,Up,80211.04,-3.0,-1.0,-1.0,0.0,0.3283068620837788,0.06341514159738171,inside,70.64413385579294,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778179200,1778178900,Down,80229.68,-3.0,-1.0,-1.0,1.0,0.30544551419636917,0.2218336175307478,no_data,,,,,,,,,,
True,,btc-updown-5m-1778179500,1778179200,Down,80202.22,-3.0,-1.0,-1.0,0.0,0.3391243024468038,0.04468789253614917,inside,86.23332047308018,Down,25.0,0.3,83.33333333333334,1.0,False,True,57.16666666666668,10201.27456121903
False,momentum_engaged,btc-updown-5m-1778179800,1778179500,Up,80165.83,-3.0,-1.0,0.0,1.0,0.38375544244802967,0.2215010809125574,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778180100,1778179800,Up,80035.14,-3.0,-1.0,0.0,1.0,0.5440424357637867,1.0,no_data,,,,,,,,,,
True,,btc-updown-5m-1778180400,1778180100,Down,80262.0,-3.0,-1.0,-1.0,0.0,0.265806095541795,0.12355045699794052,inside,64.88544749464292,Down,25.0,0.83,30.120481927710845,1.0,False,True,5.018072289156628,10206.292633508187
False,abstention_1_of_2,btc-updown-5m-1778180700,1778180400,Up,80158.54,-3.0,-1.0,0.0,0.0,0.3926963880542211,0.05362600722422894,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778181000,1778180700,Up,80090.95,-3.0,-1.0,0.0,0.0,0.4755933034893062,0.12996075167040355,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778181300,1778181000,Down,80130.0,-3.0,-1.0,0.0,1.0,0.427699760838907,0.18564191743535463,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778181600,1778181300,Down,80189.86,-3.0,-1.0,0.0,0.0,0.3542834365609887,0.031117869594243765,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778181900,1778181600,Up,80000.01,-3.0,-1.0,0.0,0.0,0.5871282271417284,0.1409530047486491,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778182200,1778181900,Up,79967.02,-3.0,-1.0,0.0,0.0,0.6275893787943816,-0.05385987297066765,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778182500,1778182200,Up,80045.63,-3.0,-1.0,0.0,0.0,0.5311767952413053,-0.11772238909970903,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778182800,1778182500,Down,80081.46,-3.0,-1.0,0.0,0.0,0.48723247685042803,-0.0054015991988358054,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778183100,1778182800,Up,80146.91,-3.0,-1.0,0.0,0.0,0.4069602011406136,-0.1448127953471465,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778183400,1778183100,Down,80120.0,-3.0,-1.0,0.0,1.0,0.4399644324523245,0.21375439996972068,no_data,,,,,,,,,,
False,vwap_guard_0.290<0.30,btc-updown-5m-1778183700,1778183400,Up,80196.46,-3.0,-1.0,-1.0,0.0,0.3461887532961259,0.036567378328741955,inside,45.35479006270327,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778184000,1778183700,Up,80099.77,-3.0,-1.0,0.0,0.0,0.4647758631262633,-0.09233560090702948,no_data,,,,,,,,,,
True,,btc-updown-5m-1778184300,1778184000,Down,80217.57,-3.0,-1.0,-1.0,0.0,0.32029803152020075,0.09039935372835518,inside,54.12509516368163,Down,25.0,0.81,30.864197530864196,1.0,False,True,5.746913580246912,10212.039547088434
False,momentum_engaged,btc-updown-5m-1778184600,1778184300,Down,80220.0,-3.0,-1.0,-1.0,1.0,0.3173177163181488,0.18899778788251198,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778184900,1778184600,Down,80191.44,-3.0,-1.0,0.0,0.0,0.35234561844606654,0.12822737702705309,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778185200,1778184900,Up,80163.17,-3.0,-1.0,0.0,0.0,0.38701784509720305,0.0743592414362991,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778185500,1778185200,Up,80108.9,-3.0,-1.0,0.0,1.0,0.45357821794322517,0.16653950723965688,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778185800,1778185500,Down,80130.43,-3.0,-1.0,0.0,0.0,0.4271723799595386,0.03825885345806132,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778186100,1778185800,Down,80132.01,-3.0,-1.0,0.0,0.0,0.4252345618446165,0.05456024423065336,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778186400,1778186100,Up,80080.0,-3.0,-1.0,0.0,0.0,0.4890231189059948,-0.08503077136643376,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778186700,1778186400,Up,79952.22,-3.0,-1.0,0.0,0.0,0.6457410927822431,0.09307635209501139,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778187000,1778186700,Down,79973.09,-3.0,-1.0,0.0,0.0,0.6201447231250464,-0.1187712439160616,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778187300,1778187000,Down,79988.4,-3.0,-1.0,0.0,0.0,0.6013675108849069,-0.14040753203103767,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778187600,1778187300,Down,79903.29,-3.0,-1.0,-1.0,-1.0,0.2154465395213438,-0.16631910417121443,no_data,,,,,,,,,,
False,post_close_21.03>=21.00,btc-updown-5m-1778187900,1778187600,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.12>=21.00,btc-updown-5m-1778188200,1778187900,Up,,,,,,,,,,,,,,,,,,
False,post_close_21.20>=21.00,btc-updown-5m-1778188500,1778188200,Up,,,,,,,,,,,,,,,,,,
False,post_close_21.28>=21.00,btc-updown-5m-1778188800,1778188500,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.37>=21.00,btc-updown-5m-1778189100,1778188800,Up,,,,,,,,,,,,,,,,,,
False,post_close_21.45>=21.00,btc-updown-5m-1778189400,1778189100,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.53>=21.00,btc-updown-5m-1778189700,1778189400,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.62>=21.00,btc-updown-5m-1778190000,1778189700,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.70>=21.00,btc-updown-5m-1778190300,1778190000,Up,,,,,,,,,,,,,,,,,,
False,post_close_21.78>=21.00,btc-updown-5m-1778190600,1778190300,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.87>=21.00,btc-updown-5m-1778190900,1778190600,Down,,,,,,,,,,,,,,,,,,
False,post_close_21.95>=21.00,btc-updown-5m-1778191200,1778190900,Down,,,,,,,,,,,,,,,,,,
False,post_close_22.03>=21.00,btc-updown-5m-1778191500,1778191200,Down,,,,,,,,,,,,,,,,,,
False,post_close_22.12>=21.00,btc-updown-5m-1778191800,1778191500,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.20>=21.00,btc-updown-5m-1778192100,1778191800,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.28>=21.00,btc-updown-5m-1778192400,1778192100,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.37>=21.00,btc-updown-5m-1778192700,1778192400,Down,,,,,,,,,,,,,,,,,,
False,post_close_22.45>=21.00,btc-updown-5m-1778193000,1778192700,Down,,,,,,,,,,,,,,,,,,
False,post_close_22.53>=21.00,btc-updown-5m-1778193300,1778193000,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.62>=21.00,btc-updown-5m-1778193600,1778193300,Down,,,,,,,,,,,,,,,,,,
False,post_close_22.70>=21.00,btc-updown-5m-1778193900,1778193600,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.78>=21.00,btc-updown-5m-1778194200,1778193900,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.87>=21.00,btc-updown-5m-1778194500,1778194200,Up,,,,,,,,,,,,,,,,,,
False,post_close_22.95>=21.00,btc-updown-5m-1778194800,1778194500,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.03>=21.00,btc-updown-5m-1778195100,1778194800,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.12>=21.00,btc-updown-5m-1778195400,1778195100,Down,,,,,,,,,,,,,,,,,,
False,post_close_23.20>=21.00,btc-updown-5m-1778195700,1778195400,Down,,,,,,,,,,,,,,,,,,
False,post_close_23.28>=21.00,btc-updown-5m-1778196000,1778195700,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.37>=21.00,btc-updown-5m-1778196300,1778196000,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.45>=21.00,btc-updown-5m-1778196600,1778196300,Down,,,,,,,,,,,,,,,,,,
False,post_close_23.53>=21.00,btc-updown-5m-1778196900,1778196600,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.62>=21.00,btc-updown-5m-1778197200,1778196900,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.70>=21.00,btc-updown-5m-1778197500,1778197200,Up,,,,,,,,,,,,,,,,,,
False,post_close_23.78>=21.00,btc-updown-5m-1778197800,1778197500,Down,,,,,,,,,,,,,,,,,,
False,post_close_23.87>=21.00,btc-updown-5m-1778198100,1778197800,Down,,,,,,,,,,,,,,,,,,
False,post_close_23.95>=21.00,btc-updown-5m-1778198400,1778198100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_0.03<13.00,btc-updown-5m-1778198700,1778198400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_0.12<13.00,btc-updown-5m-1778199000,1778198700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_0.20<13.00,btc-updown-5m-1778199300,1778199000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_0.28<13.00,btc-updown-5m-1778199600,1778199300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_0.37<13.00,btc-updown-5m-1778199900,1778199600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_0.45<13.00,btc-updown-5m-1778200200,1778199900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_0.53<13.00,btc-updown-5m-1778200500,1778200200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_0.62<13.00,btc-updown-5m-1778200800,1778200500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_0.70<13.00,btc-updown-5m-1778201100,1778200800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_0.78<13.00,btc-updown-5m-1778201400,1778201100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_0.87<13.00,btc-updown-5m-1778201700,1778201400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_0.95<13.00,btc-updown-5m-1778202000,1778201700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.03<13.00,btc-updown-5m-1778202300,1778202000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.12<13.00,btc-updown-5m-1778202600,1778202300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.20<13.00,btc-updown-5m-1778202900,1778202600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.28<13.00,btc-updown-5m-1778203200,1778202900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.37<13.00,btc-updown-5m-1778203500,1778203200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.45<13.00,btc-updown-5m-1778203800,1778203500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.53<13.00,btc-updown-5m-1778204100,1778203800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_1.62<13.00,btc-updown-5m-1778204400,1778204100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.70<13.00,btc-updown-5m-1778204700,1778204400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.78<13.00,btc-updown-5m-1778205000,1778204700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.87<13.00,btc-updown-5m-1778205300,1778205000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_1.95<13.00,btc-updown-5m-1778205600,1778205300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.03<13.00,btc-updown-5m-1778205900,1778205600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.12<13.00,btc-updown-5m-1778206200,1778205900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.20<13.00,btc-updown-5m-1778206500,1778206200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.28<13.00,btc-updown-5m-1778206800,1778206500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.37<13.00,btc-updown-5m-1778207100,1778206800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.45<13.00,btc-updown-5m-1778207400,1778207100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.53<13.00,btc-updown-5m-1778207700,1778207400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.62<13.00,btc-updown-5m-1778208000,1778207700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.70<13.00,btc-updown-5m-1778208300,1778208000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_2.78<13.00,btc-updown-5m-1778208600,1778208300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.87<13.00,btc-updown-5m-1778208900,1778208600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_2.95<13.00,btc-updown-5m-1778209200,1778208900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.03<13.00,btc-updown-5m-1778209500,1778209200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.12<13.00,btc-updown-5m-1778209800,1778209500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.20<13.00,btc-updown-5m-1778210100,1778209800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.28<13.00,btc-updown-5m-1778210400,1778210100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.37<13.00,btc-updown-5m-1778210700,1778210400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.45<13.00,btc-updown-5m-1778211000,1778210700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.53<13.00,btc-updown-5m-1778211300,1778211000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.62<13.00,btc-updown-5m-1778211600,1778211300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.70<13.00,btc-updown-5m-1778211900,1778211600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.78<13.00,btc-updown-5m-1778212200,1778211900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_3.87<13.00,btc-updown-5m-1778212500,1778212200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_3.95<13.00,btc-updown-5m-1778212800,1778212500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.03<13.00,btc-updown-5m-1778213100,1778212800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.12<13.00,btc-updown-5m-1778213400,1778213100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.20<13.00,btc-updown-5m-1778213700,1778213400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.28<13.00,btc-updown-5m-1778214000,1778213700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.37<13.00,btc-updown-5m-1778214300,1778214000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.45<13.00,btc-updown-5m-1778214600,1778214300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.70<13.00,btc-updown-5m-1778215500,1778215200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.78<13.00,btc-updown-5m-1778215800,1778215500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.87<13.00,btc-updown-5m-1778216100,1778215800,Down,,,,,,,,,,,,,,,,,,
