slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,mom_imb_l5,mom_cvd_norm,mom_aggressor,bb_position,rsi14,fired,skip_reason,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
sol-updown-15m-1776995100,1776994200,Up,85.87,0,0,0,-1,0.3999999999999704,-0.23125,-0.578125,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1776999600,1776998700,Up,86.09,0,0,0,0,0.4999999999999763,0.002283539486203616,0.005708848715509039,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777000500,1776999600,Down,85.9,0,0,-1,-1,0.29999999999996446,-0.19275766016713092,-0.4818941504178273,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777001400,1777000500,Down,85.81,0,0,-1,-1,0.24545454545451723,-0.18840579710144928,-0.47101449275362317,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777002300,1777001400,Up,85.57,0,0,1,0,0.7769230769231106,0.008759124087591242,0.021897810218978103,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777003200,1777002300,Down,85.55,0,0,1,0,0.7500000000000044,-0.11763235991544174,-0.29408089978860436,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777004100,1777003200,Down,85.63,0,0,0,0,0.5444444444445287,0.0009489916963226572,0.002372479240806643,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777005000,1777004100,Down,85.56,0,0,1,-1,0.8384615384615115,-0.19381443298969073,-0.4845360824742268,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777005900,1777005000,Down,85.49,0,0,1,0,0.7857142857143786,-0.12394366197183099,-0.30985915492957744,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777006800,1777005900,Up,85.36,0,0,-1,0,0.31333333333335855,-0.03859649122807018,-0.09649122807017543,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777007700,1777006800,Up,85.29,0,0,1,-1,0.6866666666666414,-0.19405940594059407,-0.48514851485148514,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777008600,1777007700,Up,85.32,0,0,0,0,0.5266666666667172,-0.07486631016042782,-0.18716577540106952,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777009500,1777008600,Up,85.42,0,0,1,0,0.7933333333333485,0.06376811594202898,0.15942028985507245,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777010400,1777009500,Down,85.5,0,0,1,0,0.6714285714285946,0.08813559322033898,0.22033898305084745,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777011300,1777010400,Down,85.59,0,0,1,-1,0.8199999999999659,-0.20320855614973266,-0.5080213903743316,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777012200,1777011300,Down,85.66,0,0,-1,0,0.277777777777862,0.0009408075264602117,0.002352018816150529,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777013100,1777012200,Down,85.55,0,0,1,0,0.7500000000000044,0.05765765765765766,0.14414414414414414,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777014000,1777013100,Up,85.4,0,0,0,-1,0.49999999999998107,-0.22083333333333335,-0.5520833333333334,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777014900,1777014000,Down,85.47,0,0,0,-1,0.5266666666666818,-0.2314540059347181,-0.5786350148367952,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777015800,1777014900,Down,85.49,0,0,1,0,0.7857142857143786,0.0009408075264602117,0.002352018816150529,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777016700,1777015800,Up,85.41,0,0,1,0,0.8466666666667122,0.008108108108108109,0.02027027027027027,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777017600,1777016700,Down,85.45,0,0,0,0,0.6333333333333333,0.0009156810377718427,0.002289202594429607,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777018500,1777017600,Up,85.4,0,0,0,0,0.49999999999998107,0.000711954909522397,0.0017798872738059924,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777019400,1777018500,Down,85.47,0,0,0,0,0.5266666666666818,0.000711954909522397,0.0017798872738059924,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777020300,1777019400,Down,85.48,0,0,0,0,0.4733333333333182,-0.13249211356466878,-0.3312302839116719,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777021200,1777020300,Down,85.42,0,0,1,0,0.7933333333333485,0.0009489916963226572,0.002372479240806643,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777022100,1777021200,Up,85.31,0,0,0,0,0.5800000000000001,-0.04623115577889447,-0.11557788944723618,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777023000,1777022100,Up,85.2,0,0,1,0,0.861904761904744,-0.0007874015748031496,-0.001968503937007874,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777023900,1777023000,Up,85.24,0,0,1,-1,0.773684210526319,-0.19354838709677422,-0.4838709677419355,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777024800,1777023900,Down,85.32,0,0,0,0,0.5266666666667172,0.0005482670843939691,0.0013706677109849227,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777025700,1777024800,Up,85.31,0,0,0,0,0.5800000000000001,0.008108108108108109,0.02027027027027027,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777026600,1777025700,Up,85.38,0,0,-1,0,0.20666666666671718,0.0009408075264602117,0.002352018816150529,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777027500,1777026600,Up,85.54,0,0,0,-1,0.366666666666414,-0.23025080818652346,-0.5756270204663086,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777028400,1777027500,Up,85.62,0,0,0,0,0.6333333333333333,0.0009408075264602117,0.002352018816150529,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777029300,1777028400,Up,85.83,0,0,1,0,0.7204081632653052,0.008108108108108109,0.02027027027027027,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777030200,1777029300,Down,86.01,0,0,1,-1,0.7666666666666431,-0.23921179927769065,-0.5980294981942266,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
sol-updown-15m-1777031100,1777030200,Up,86.26,0,0,-1,0,0.19696969696967814,0.12781161195764523,0.3195290298941131,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777032000,1777031100,Up,86.12,0,0,0,0,0.3999999999999704,-0.006417112299465242,-0.016042780748663103,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777032900,1777032000,Down,86.2,0,0,-1,0,0.13333333333330372,0.12295976934582319,0.30739942336455794,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777033800,1777032900,Down,86.72,0,0,-1,0,0.24782608695652292,-0.0743833018150871,-0.18595825453771772,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
sol-updown-15m-1777034700,1777033800,Up,86.4,0,0,0,0,0.4014492753623093,0.08610140977548277,0.2152535244387069,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777035600,1777034700,Up,86.38,0,0,0,0,0.4246376811594227,-0.033453794617853826,-0.08363448654463455,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
sol-updown-15m-1777036500,1777035600,Down,86.39,0,0,0,0,0.41304347826086596,0.008108108108108109,0.02027027027027027,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
