slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,mom_imb_l5,mom_cvd_norm,mom_aggressor,bb_position,rsi14,fired,skip_reason,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
btc-updown-15m-1776995100,1776994200,Up,78003.65,0,0,0,0,0.5376359625770288,-0.02342243328711683,-0.05855608321779207,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
btc-updown-15m-1776999600,1776998700,Up,78400.0,1,1,-1,0,0.2234518246879827,-0.09622266401590457,-0.24055666003976142,0.0,0.0,no_data,,False,conflict_pos1_neg1,,,,,,,,,
btc-updown-15m-1777000500,1776999600,Down,78142.09,1,1,1,-1,0.6870361582993241,-0.15548496841758144,-0.3887124210439536,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777001400,1777000500,Down,78064.01,1,1,0,-1,0.5651824134705593,-0.15711768481173485,-0.3927942120293371,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777002300,1777001400,Up,77666.89,1,1,0,0,0.4509738969126813,0.023119579702939236,0.05779894925734808,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
btc-updown-15m-1777003200,1777002300,Down,77645.98,0,0,0,0,0.5617993904863035,0.037020647709584756,0.09255161927396188,0.0,0.0,no_data,,False,abstention_2_of_2,,,,,,,,,
btc-updown-15m-1777004100,1777003200,Down,77703.99,0,0,-1,-1,0.2543394726381073,-0.17861621249921023,-0.4465405312480255,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777005000,1777004100,Up,77687.03,0,0,-1,0,0.34422949516364665,-0.051732485901929526,-0.12933121475482381,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
btc-updown-15m-1777005900,1777005000,Up,77658.23,0,0,0,-1,0.4968729296409355,-0.15816991874977018,-0.39542479687442544,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777006800,1777005900,Down,77665.93,0,0,0,1,0.456062011395291,0.16665491331323729,0.4166372832830932,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777007700,1777006800,Up,77679.16,0,0,0,-1,0.385941433682238,-0.24059729213715897,-0.6014932303428974,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777008600,1777007700,Up,77526.5,0,0,1,-1,0.6909897025171482,-0.19074208922339908,-0.4768552230584977,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777009500,1777008600,Up,77701.26,0,0,-1,0,0.26880879819798764,-0.14800916412648477,-0.3700229103162119,0.0,0.0,no_data,,False,abstention_1_of_2,,,,,,,,,
btc-updown-15m-1777010400,1777009500,Down,77744.0,0,0,1,-1,0.6968363567886505,-0.21016190537269475,-0.5254047634317368,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
btc-updown-15m-1777011300,1777010400,Down,77922.13,0,0,1,-1,0.7029867396871199,-0.24738753966577615,-0.6184688491644403,0.0,0.0,no_data,,False,momentum_engaged,,,,,,,,,
