wallet,slug,outcome_truth,mint_cost,trading_cash,up_leftover,down_leftover,redeemed,actual_pnl,mc,asset_sym,slot_start_s
0xeebde7a0,eth-updown-5m-1778843700,Down,104.999735,120.98941504862569,-52.996314,-104.999735,0.0,15.989680048625686,updown_5m,ETH,1778843700
0xeebde7a0,eth-updown-5m-1778844000,Down,63.99444999999999,4.319833403444196,-63.99444999999999,-5.0,0.0,-59.67461659655579,updown_5m,ETH,1778844000
0xeebde7a0,eth-updown-5m-1778844300,Up,202.8104,125.47215817774989,-114.79,-202.8104,0.0,-77.3382418222501,updown_5m,ETH,1778844300
0xeebde7a0,eth-updown-5m-1778844600,Down,63.22,51.28813401978513,-15.387538,-63.22,0.0,-11.931865980214866,updown_5m,ETH,1778844600
0xeebde7a0,eth-updown-5m-1778844900,Down,66.996665,33.92467450704455,0.0,-66.996665,0.0,-33.07199049295544,updown_5m,ETH,1778844900
0xeebde7a0,eth-updown-5m-1778845200,Up,56.46739000000001,32.094658300376125,-11.0,-56.46739000000001,0.0,-24.372731699623884,updown_5m,ETH,1778845200
0xeebde7a0,eth-updown-5m-1778845500,Up,66.98,62.81180017399788,-66.98,-6.0,0.0,-4.168199826002123,updown_5m,ETH,1778845500
0xeebde7a0,eth-updown-5m-1778845800,Up,34.200828,25.820804879060244,-27.214997,-34.200828,0.0,-8.380023120939757,updown_5m,ETH,1778845800
0xeebde7a0,eth-updown-5m-1778846100,Down,168.174638,157.7525391422548,-41.0,-168.174638,0.0,-10.422098857745198,updown_5m,ETH,1778846100
0xeebde7a0,eth-updown-5m-1778846400,Down,23.996151,7.438806938725385,-23.996151,0.0,0.0,-16.557344061274616,updown_5m,ETH,1778846400
0xeebde7a0,eth-updown-5m-1778846700,Up,162.916517,35.43434264171162,-162.916517,0.0,0.0,-127.48217435828838,updown_5m,ETH,1778846700
0xeebde7a0,eth-updown-5m-1778847000,Down,212.70683099999997,61.96961288703133,-212.70683099999997,-70.947509,0.0,-150.73721811296863,updown_5m,ETH,1778847000
0xeebde7a0,eth-updown-5m-1778847300,Up,132.79208599999998,97.23595960956636,-132.79208599999998,-81.875379,0.0,-35.55612639043362,updown_5m,ETH,1778847300
0xeebde7a0,eth-updown-5m-1778848200,?,350.26505000000003,159.16420312822027,-350.26505000000003,-146.89880599999998,0.0,-191.10084687177977,updown_5m,ETH,1778848200
0xeebde7a0,eth-updown-5m-1778848500,?,80.024471,16.184504338054275,-80.024471,-10.552379,0.0,-63.83996666194573,updown_5m,ETH,1778848500
0xeebde7a0,eth-updown-5m-1778848800,?,42.332034,29.757891849931234,-42.332034,-25.992351,0.0,-12.574142150068766,updown_5m,ETH,1778848800
0xeebde7a0,eth-updown-5m-1778849100,?,119.962471,94.87336351216535,-119.962471,-13.56,0.0,-25.08910748783464,updown_5m,ETH,1778849100
0xeebde7a0,eth-updown-5m-1778849400,?,55.75582999999999,33.09793977392414,-46.075292,-55.75582999999999,0.0,-22.65789022607585,updown_5m,ETH,1778849400
0xeebde7a0,eth-updown-5m-1778849700,?,100.709619,29.793262262488497,0.0,-100.709619,0.0,-70.9163567375115,updown_5m,ETH,1778849700
0xeebde7a0,eth-updown-5m-1778850000,?,211.0,198.75383137169695,-5.62,-211.0,0.0,-12.246168628303053,updown_5m,ETH,1778850000
0xeebde7a0,eth-updown-5m-1778850300,?,156.524895,53.581036419713655,-156.524895,-48.532404,0.0,-102.94385858028633,updown_5m,ETH,1778850300
0xeebde7a0,eth-updown-5m-1778850600,?,36.493108,25.707120245212266,-13.370000000000001,-36.493108,0.0,-10.785987754787733,updown_5m,ETH,1778850600
0xeebde7a0,eth-updown-5m-1778850900,?,91.451367,29.360802405897616,-12.504602,-91.451367,0.0,-62.09056459410239,updown_5m,ETH,1778850900
0xeebde7a0,eth-updown-5m-1778851200,?,168.771312,24.96816110249015,-5.0,-168.771312,0.0,-143.80315089750985,updown_5m,ETH,1778851200
0xeebde7a0,eth-updown-5m-1778851500,Down,108.689472,20.379276366940474,-108.689472,0.0,0.0,-88.31019563305952,updown_5m,ETH,1778851500
0xeebde7a0,eth-updown-5m-1778851800,Down,219.321049,88.66280718360287,-219.321049,-86.0,0.0,-130.65824181639712,updown_5m,ETH,1778851800
0xeebde7a0,eth-updown-5m-1778852100,?,28.144273000000002,16.708744620367366,-28.144273000000002,-11.0,0.0,-11.435528379632636,updown_5m,ETH,1778852100
0xeebde7a0,eth-updown-5m-1778852400,?,140.942066,29.360469532067636,-140.942066,-60.89,0.0,-111.58159646793237,updown_5m,ETH,1778852400
0xeebde7a0,eth-updown-5m-1778852700,?,24.173912,15.21217378310348,-16.0,-24.173912,0.0,-8.96173821689652,updown_5m,ETH,1778852700
0xeebde7a0,eth-updown-5m-1778853000,?,2274.24642,-1413.3261869243388,-2274.24642,1515.5900000000001,0.0,-3687.5726069243387,updown_5m,ETH,1778853000
0xeebde7a0,eth-updown-5m-1778853300,?,399.21720000000005,360.77547617347307,262.121172,-399.21720000000005,0.0,-38.44172382652698,updown_5m,ETH,1778853300
0xeebde7a0,eth-updown-5m-1778853600,?,63.76045,24.41962536933083,-63.76045,-15.0,0.0,-39.34082463066917,updown_5m,ETH,1778853600
0xeebde7a0,eth-updown-5m-1778853900,?,12.041663,12.848191687562544,-12.041663,-10.0,0.0,0.8065286875625439,updown_5m,ETH,1778853900
0xeebde7a0,eth-updown-5m-1778854200,?,13.86,13.628056397313475,-13.86,-11.26714,0.0,-0.23194360268652403,updown_5m,ETH,1778854200
0xeebde7a0,eth-updown-5m-1778854500,?,127.79862,-33.625197193956524,90.0,-127.79862,0.0,-161.42381719395652,updown_5m,ETH,1778854500
0xeebde7a0,eth-updown-5m-1778854800,?,32.258188000000004,15.458103424064207,-10.0,-32.258188000000004,0.0,-16.8000845759358,updown_5m,ETH,1778854800
0xeebde7a0,eth-updown-5m-1778855100,?,193.695165,78.01616681621663,-193.695165,-64.51115200000001,0.0,-115.67899818378338,updown_5m,ETH,1778855100
0xeebde7a0,eth-updown-5m-1778855700,?,181.259645,35.75758423617214,0.0,-181.259645,0.0,-145.50206076382787,updown_5m,ETH,1778855700
0xeebde7a0,eth-updown-5m-1778856000,Down,115.883029,53.01695918552694,-17.0,-115.883029,0.0,-62.86606981447305,updown_5m,ETH,1778856000
0xeebde7a0,eth-updown-5m-1778856300,Down,310.279372,96.46689305988286,-310.279372,-49.0,0.0,-213.81247894011716,updown_5m,ETH,1778856300
0xeebde7a0,eth-updown-5m-1778856900,Up,227.6924,14.125339248635619,22.0,-227.6924,22.0,-191.56706075136438,updown_5m,ETH,1778856900
0xeebde7a0,eth-updown-5m-1778857200,Down,107.47270099999999,15.196724006914671,-107.47270099999999,-5.0,0.0,-92.27597699308532,updown_5m,ETH,1778857200
0xeebde7a0,eth-updown-5m-1778857500,Up,26.990293,13.157171668571817,-26.990293,-3.0,0.0,-13.833121331428185,updown_5m,ETH,1778857500
0xeebde7a0,eth-updown-5m-1778857800,Up,83.37337,30.343572040031532,-11.0,-83.37337,0.0,-53.02979795996846,updown_5m,ETH,1778857800
0xeebde7a0,eth-updown-5m-1778858100,Up,135.600782,31.83712549701464,-7.994863,-135.600782,0.0,-103.76365650298537,updown_5m,ETH,1778858100
0xeebde7a0,eth-updown-5m-1778858400,Down,107.589768,31.634023305262573,-6.0,-107.589768,0.0,-75.95574469473743,updown_5m,ETH,1778858400
0xeebde7a0,eth-updown-5m-1778858700,Down,178.150694,141.7475043428514,-178.150694,-146.88,0.0,-36.40318965714857,updown_5m,ETH,1778858700
0xeebde7a0,eth-updown-5m-1778859000,Up,90.1554,7.325126233207248,0.0,-90.1554,0.0,-82.83027376679276,updown_5m,ETH,1778859000
0xeebde7a0,eth-updown-5m-1778859300,Down,61.015496,27.460501351835752,-61.015496,-12.0,0.0,-33.55499464816425,updown_5m,ETH,1778859300
0xeebde7a0,eth-updown-5m-1778859600,Down,171.861874,93.34722161049058,-171.861874,-34.991766,0.0,-78.51465238950942,updown_5m,ETH,1778859600
0xeebde7a0,eth-updown-5m-1778859900,Up,98.93278900000001,23.189884023900614,-7.222220999999999,-98.93278900000001,0.0,-75.7429049760994,updown_5m,ETH,1778859900
0xeebde7a0,eth-updown-5m-1778860200,Up,213.53159399999998,83.15830461985783,-63.36,-213.53159399999998,0.0,-130.37328938014215,updown_5m,ETH,1778860200
0xeebde7a0,eth-updown-5m-1778860500,Down,139.041051,40.03597434645508,-139.041051,-21.757056,0.0,-99.00507665354493,updown_5m,ETH,1778860500
0xeebde7a0,eth-updown-5m-1778860800,Up,140.865089,49.38387423415357,-140.865089,-23.166665000000002,0.0,-91.48121476584643,updown_5m,ETH,1778860800
0xeebde7a0,eth-updown-5m-1778861100,Up,36.993885,17.55675559404654,-10.0,-36.993885,0.0,-19.43712940595346,updown_5m,ETH,1778861100
0xeebde7a0,eth-updown-5m-1778861400,Up,77.0,33.938121110465524,-77.0,-4.99652,0.0,-43.061878889534476,updown_5m,ETH,1778861400
0xeebde7a0,eth-updown-5m-1778861700,Up,55.996274,28.076773125812572,-55.996274,-15.0,0.0,-27.919500874187428,updown_5m,ETH,1778861700
0xeebde7a0,eth-updown-5m-1778862000,Up,108.002946,41.93468403784789,-38.406665000000004,-108.002946,0.0,-66.0682619621521,updown_5m,ETH,1778862000
0xeebde7a0,eth-updown-5m-1778862300,Down,275.419418,27.541941537083073,-275.419418,0.0,0.0,-247.87747646291695,updown_5m,ETH,1778862300
0xeebde7a0,eth-updown-5m-1778863500,Down,195.52336300000002,158.61018389233618,-195.52336300000002,-140.56,0.0,-36.91317910766384,updown_5m,ETH,1778863500
0xeebde7a0,eth-updown-5m-1778863800,Down,82.124725,41.421926152583815,-16.334055,-82.124725,0.0,-40.70279884741618,updown_5m,ETH,1778863800
0xeebde7a0,eth-updown-5m-1778864100,Up,311.730263,143.1684711289824,-119.0,-311.730263,0.0,-168.5617918710176,updown_5m,ETH,1778864100
0xeebde7a0,eth-updown-5m-1778864400,Up,151.338414,51.732599370078745,-46.176292000000004,-151.338414,0.0,-99.60581462992126,updown_5m,ETH,1778864400
0xeebde7a0,eth-updown-5m-1778864700,Up,161.943558,112.37826777067245,-103.52,-161.943558,0.0,-49.565290229327545,updown_5m,ETH,1778864700
0xeebde7a0,eth-updown-5m-1778865000,Down,448.829582,415.1019772764088,-136.0,-448.829582,0.0,-33.72760472359124,updown_5m,ETH,1778865000
0xeebde7a0,eth-updown-5m-1778865300,Down,154.25,154.1374629663258,-152.969333,-154.25,0.0,-0.11253703367418666,updown_5m,ETH,1778865300
0xeebde7a0,eth-updown-5m-1778865600,Up,98.277997,112.04774126196298,-98.277997,-86.055944,0.0,13.769744261962984,updown_5m,ETH,1778865600
0xeebde7a0,eth-updown-5m-1778866200,?,81.6554,46.39233994305752,-69.45762,-81.6554,0.0,-35.26306005694248,updown_5m,ETH,1778866200
0xeebde7a0,eth-updown-5m-1778866500,?,128.4179,40.21985218584739,-11.0,-128.4179,0.0,-88.19804781415262,updown_5m,ETH,1778866500
0xeebde7a0,eth-updown-5m-1778866800,Down,161.560206,60.99152816261315,-161.560206,-47.0,0.0,-100.56867783738684,updown_5m,ETH,1778866800
0xeebde7a0,eth-updown-5m-1778867400,Up,104.412165,92.65820817131102,-32.089284,-104.412165,0.0,-11.753956828688985,updown_5m,ETH,1778867400
0xeebde7a0,eth-updown-5m-1778867700,Up,14.538535,14.509276944912076,-10.0,-14.538535,0.0,-0.029258055087924006,updown_5m,ETH,1778867700
0xeebde7a0,eth-updown-5m-1778868000,Up,168.34745700000002,88.35532046767912,-89.098517,-168.34745700000002,0.0,-79.9921365323209,updown_5m,ETH,1778868000
0xeebde7a0,eth-updown-5m-1778868300,Down,262.477483,57.30538566203162,-262.477483,-13.575,0.0,-205.17209733796838,updown_5m,ETH,1778868300
0xeebde7a0,eth-updown-5m-1778868600,Up,256.124853,49.20116091996685,-31.718474999999998,-256.124853,0.0,-206.9236920800331,updown_5m,ETH,1778868600
0xeebde7a0,eth-updown-5m-1778868900,Down,124.0,152.8392836555525,-104.285595,-124.0,0.0,28.839283655552492,updown_5m,ETH,1778868900
0xeebde7a0,eth-updown-5m-1778869200,Up,281.0560270000001,32.95223828144621,-6.0,-281.0560270000001,0.0,-248.10378871855386,updown_5m,ETH,1778869200
0xeebde7a0,eth-updown-5m-1778869500,Down,141.26661000000001,53.69259426675175,-141.26661000000001,-43.205960000000005,0.0,-87.57401573324827,updown_5m,ETH,1778869500
0xeebde7a0,eth-updown-5m-1778869800,Down,63.903083,18.294801382423078,-63.903083,-3.0,0.0,-45.60828161757692,updown_5m,ETH,1778869800
0xeebde7a0,eth-updown-5m-1778870100,Up,276.97609900000003,59.88930588769314,-41.97,-276.97609900000003,0.0,-217.0867931123069,updown_5m,ETH,1778870100
0xeebde7a0,eth-updown-5m-1778870400,Down,228.676311,68.41084398320379,-228.676311,-71.802087,0.0,-160.2654670167962,updown_5m,ETH,1778870400
0xeebde7a0,eth-updown-5m-1778870700,Down,744.1034419999999,-152.51704124675595,-744.1034419999999,217.66048,217.66048,-678.9600032467558,updown_5m,ETH,1778870700
0xeebde7a0,eth-updown-5m-1778871000,Down,250.52205199999997,65.49505114314414,-250.52205199999997,-45.46,0.0,-185.02700085685584,updown_5m,ETH,1778871000
0xeebde7a0,eth-updown-5m-1778871300,Up,183.04272,81.0213976944281,-69.437101,-183.04272,0.0,-102.0213223055719,updown_5m,ETH,1778871300
0xeebde7a0,eth-updown-5m-1778871600,Down,2202.40856,-1818.1954286577732,-2202.40856,2020.38,2020.38,-2000.223988657773,updown_5m,ETH,1778871600
0xeebde7a0,eth-updown-5m-1778871900,Up,136.64936400000002,23.298716664829833,0.0,-136.64936400000002,0.0,-113.35064733517018,updown_5m,ETH,1778871900
0xeebde7a0,eth-updown-5m-1778872200,Down,234.764858,35.352825579606176,-234.764858,0.0,0.0,-199.4120324203938,updown_5m,ETH,1778872200
0xeebde7a0,eth-updown-5m-1778872500,Up,67.964275,46.284900262117645,-37.208332,-67.964275,0.0,-21.679374737882355,updown_5m,ETH,1778872500
0xeebde7a0,eth-updown-5m-1778872800,Up,156.428251,34.93564324823157,0.0,-156.428251,0.0,-121.49260775176842,updown_5m,ETH,1778872800
0xeebde7a0,eth-updown-5m-1778873100,Up,57.395672000000005,24.49411727038801,-5.0,-57.395672000000005,0.0,-32.901554729611995,updown_5m,ETH,1778873100
0xeebde7a0,eth-updown-5m-1778873400,Up,91.295865,13.136460498665636,0.0,-91.295865,0.0,-78.15940450133436,updown_5m,ETH,1778873400
0xeebde7a0,eth-updown-5m-1778873700,Down,118.29539399999999,73.96380444694483,25.0,-118.29539399999999,0.0,-44.33158955305515,updown_5m,ETH,1778873700
0xeebde7a0,eth-updown-5m-1778874000,Down,10.319133,8.434143946949696,-10.319133,-7.0,0.0,-1.8849890530503046,updown_5m,ETH,1778874000
0xeebde7a0,eth-updown-5m-1778874300,Up,68.137217,45.33348188984087,-68.137217,-19.999083,0.0,-22.80373511015914,updown_5m,ETH,1778874300
0xeebde7a0,eth-updown-5m-1778874600,Down,343.16082100000006,54.34651879077963,-343.16082100000006,-13.0,0.0,-288.81430220922044,updown_5m,ETH,1778874600
0xeebde7a0,eth-updown-5m-1778874900,Down,77.233487,44.433682263338625,-77.233487,-26.928964,0.0,-32.79980473666137,updown_5m,ETH,1778874900
0xeebde7a0,eth-updown-5m-1778875200,Up,128.676224,54.290309638817554,-47.07,-128.676224,0.0,-74.38591436118244,updown_5m,ETH,1778875200
0xeebde7a0,eth-updown-5m-1778875500,Down,208.066515,49.038188689937215,-208.066515,-11.996665,0.0,-159.0283263100628,updown_5m,ETH,1778875500
0xeebde7a0,eth-updown-5m-1778875800,Up,52.619322,29.96295690603516,-32.47,-52.619322,0.0,-22.656365093964837,updown_5m,ETH,1778875800
0xeebde7a0,eth-updown-5m-1778876100,Down,34.074656,20.24249743841933,-13.415582,-34.074656,0.0,-13.832158561580666,updown_5m,ETH,1778876100
0xeebde7a0,eth-updown-5m-1778876400,Down,120.350429,25.378242508302353,-120.350429,0.0,0.0,-94.97218649169766,updown_5m,ETH,1778876400
0xeebde7a0,eth-updown-5m-1778876700,Up,210.88,203.49128388649862,-210.88,-78.96636199999999,0.0,-7.388716113501374,updown_5m,ETH,1778876700
0xeebde7a0,eth-updown-5m-1778877000,Down,728.0841859999999,63.30872913748306,-728.0841859999999,-7.0,0.0,-664.7754568625169,updown_5m,ETH,1778877000
0xeebde7a0,eth-updown-5m-1778877300,Down,12.123683,9.929051598287383,-10.0,-12.123683,0.0,-2.1946314017126163,updown_5m,ETH,1778877300
0xeebde7a0,eth-updown-5m-1778877600,Down,60.531949,49.99498221970136,-40.526262,-60.531949,0.0,-10.536966780298634,updown_5m,ETH,1778877600
0xeebde7a0,eth-updown-5m-1778877900,Down,2173.5970580000003,-1692.770573270522,-2173.5970580000003,2030.8285730000002,2030.8285730000002,-1835.539058270522,updown_5m,ETH,1778877900
0xeebde7a0,eth-updown-5m-1778878200,Up,115.01578300000003,47.65456449706126,-19.0,-115.01578300000003,0.0,-67.36121850293877,updown_5m,ETH,1778878200
0xeebde7a0,eth-updown-5m-1778878800,Up,163.852616,136.6121177110261,-163.852616,0.0,0.0,-27.240498288973924,updown_5m,ETH,1778878800
0xeebde7a0,eth-updown-5m-1778879100,Up,70.0,65.33333222071329,-70.0,0.0,0.0,-4.666667779286712,updown_5m,ETH,1778879100
0xeebde7a0,eth-updown-5m-1778879400,Up,206.0,186.97000313798588,-206.0,-5.0,0.0,-19.029996862014116,updown_5m,ETH,1778879400
0xeebde7a0,eth-updown-5m-1778879700,Down,28.528077000000003,21.334578375821657,-5.054442999999999,-28.528077000000003,0.0,-7.193498624178346,updown_5m,ETH,1778879700
0xeebde7a0,eth-updown-5m-1778880000,Down,313.26333200000005,300.3847323344604,0.0,-313.26333200000005,0.0,-12.878599665539639,updown_5m,ETH,1778880000
0xeebde7a0,eth-updown-5m-1778880300,Down,4.682925,2.8097551116496327,0.0,-4.682925,0.0,-1.8731698883503674,updown_5m,ETH,1778880300
0xeebde7a0,eth-updown-5m-1778880600,Up,47.0,31.09999965503812,-47.0,-12.0,0.0,-15.900000344961882,updown_5m,ETH,1778880600
0xeebde7a0,eth-updown-5m-1778880900,Down,39.275690000000004,23.14974863611766,-39.275690000000004,-24.992856000000003,0.0,-16.125941363882344,updown_5m,ETH,1778880900
0xeebde7a0,eth-updown-5m-1778881200,Up,24.3373,15.13911847222342,-9.993648,-24.3373,0.0,-9.19818152777658,updown_5m,ETH,1778881200
0xeebde7a0,eth-updown-5m-1778881500,Down,12.1,4.718999826908111,0.0,-12.1,0.0,-7.381000173091889,updown_5m,ETH,1778881500
0xeebde7a0,eth-updown-5m-1778881800,Up,105.21470099999999,28.655533058391455,0.0,-105.21470099999999,0.0,-76.55916794160854,updown_5m,ETH,1778881800
0xeebde7a0,eth-updown-5m-1778882100,Down,326.607836,-62.303847116858975,-326.607836,91.99999999999999,91.99999999999999,-296.911683116859,updown_5m,ETH,1778882100
0xeebde7a0,eth-updown-5m-1778882400,Up,160.912977,37.51578535507439,-20.283075,-160.912977,0.0,-123.39719164492561,updown_5m,ETH,1778882400
0xeebde7a0,eth-updown-5m-1778882700,Up,143.648675,28.27267075484877,0.0,-143.648675,0.0,-115.37600424515122,updown_5m,ETH,1778882700
0xeebde7a0,eth-updown-5m-1778883000,Down,31.33333,4.8044438259456435,0.0,-31.33333,0.0,-26.528886174054357,updown_5m,ETH,1778883000
0xeebde7a0,eth-updown-5m-1778883300,Down,30.872783,10.188018334795162,0.0,-30.872783,0.0,-20.68476466520484,updown_5m,ETH,1778883300
0xeebde7a0,eth-updown-5m-1778883600,Up,73.45,73.71289750863117,-73.45,-16.776583,0.0,0.2628975086311698,updown_5m,ETH,1778883600
0xeebde7a0,eth-updown-5m-1778883900,Down,274.396665,241.51766940088532,-19.580000000000002,-274.396665,0.0,-32.87899559911466,updown_5m,ETH,1778883900
0xeebde7a0,eth-updown-5m-1778884200,Up,121.38493199999999,101.90579296983086,-73.0,-121.38493199999999,0.0,-19.479139030169137,updown_5m,ETH,1778884200
0xeebde7a0,eth-updown-5m-1778884500,Up,69.329997,69.54677434470501,-69.329997,-24.05444,0.0,0.2167773447050081,updown_5m,ETH,1778884500
0xeebde7a0,eth-updown-5m-1778884800,Up,75.56,59.818334459265074,-75.56,0.0,0.0,-15.741665540734928,updown_5m,ETH,1778884800
0xeebde7a0,eth-updown-5m-1778885100,Up,138.331108,121.41214968522137,-138.331108,0.0,0.0,-16.918958314778635,updown_5m,ETH,1778885100
0xeebde7a0,eth-updown-5m-1778885400,Down,29.0,11.59999982714653,-29.0,0.0,0.0,-17.40000017285347,updown_5m,ETH,1778885400
0xeebde7a0,eth-updown-5m-1778885700,Up,78.0,70.33000034093857,-78.0,0.0,0.0,-7.669999659061432,updown_5m,ETH,1778885700
0xeebde7a0,eth-updown-5m-1778886000,Down,123.89072600000002,70.27081897343221,-123.89072600000002,0.0,0.0,-53.6199070265678,updown_5m,ETH,1778886000
0xeebde7a0,eth-updown-5m-1778886300,Down,75.37415,26.051190634464636,-75.37415,0.0,0.0,-49.32295936553537,updown_5m,ETH,1778886300
0xeebde7a0,eth-updown-5m-1778886600,Down,33.196,30.926813813770455,-33.196,-32.16135,0.0,-2.2691861862295433,updown_5m,ETH,1778886600
0xeebde7a0,eth-updown-5m-1778886900,Up,307.076664,303.0135654900796,-307.076664,-2.849055,0.0,-4.063098509920394,updown_5m,ETH,1778886900
0xeebde7a0,eth-updown-5m-1778887200,Down,40.68392599999999,28.370327878818106,-40.68392599999999,-20.550474,0.0,-12.313598121181887,updown_5m,ETH,1778887200
0xeebde7a0,eth-updown-5m-1778887500,Down,35.12,33.36399958133697,0.0,-35.12,0.0,-1.756000418663028,updown_5m,ETH,1778887500
0xeebde7a0,eth-updown-5m-1778887800,Up,10.0,5.099999904632568,0.0,-10.0,0.0,-4.900000095367432,updown_5m,ETH,1778887800
0xeebde7a0,eth-updown-5m-1778888100,Down,135.887249,79.2796487995711,-135.887249,-76.0,0.0,-56.60760020042889,updown_5m,ETH,1778888100
0xeebde7a0,eth-updown-5m-1778888400,Up,113.049178,71.07568537562865,-61.34,-113.049178,0.0,-41.973492624371346,updown_5m,ETH,1778888400
0xeebde7a0,eth-updown-5m-1778888700,Down,159.611557,53.46279910700445,-159.611557,-43.35671,0.0,-106.14875789299555,updown_5m,ETH,1778888700
0xeebde7a0,eth-updown-5m-1778889000,Down,29.696077,14.62688159921041,-29.696077,-6.0,0.0,-15.069195400789589,updown_5m,ETH,1778889000
0xeebde7a0,eth-updown-5m-1778889300,Down,44.530849999999994,17.94593209081553,-44.530849999999994,0.0,0.0,-26.584917909184465,updown_5m,ETH,1778889300
0xeebde7a0,eth-updown-5m-1778889600,Up,63.177266,35.15873559396819,-63.177266,-30.565893,0.0,-28.018530406031815,updown_5m,ETH,1778889600
0xeebde7a0,eth-updown-5m-1778889900,Up,296.345713,286.47671741532986,-296.345713,-105.42264999999998,0.0,-9.868995584670131,updown_5m,ETH,1778889900
0xeebde7a0,eth-updown-5m-1778890200,Up,36.463042,21.11793861338928,-36.463042,-21.424975000000003,0.0,-15.34510338661072,updown_5m,ETH,1778890200
0xeebde7a0,eth-updown-5m-1778890500,Down,69.808524,69.0984467960348,-42.99222,-69.808524,0.0,-0.7100772039651986,updown_5m,ETH,1778890500
0xeebde7a0,eth-updown-5m-1778890800,Up,91.01333,90.75653212076448,-91.01333,-36.998954,0.0,-0.25679787923552055,updown_5m,ETH,1778890800
0xeebde7a0,eth-updown-5m-1778891100,Up,153.52986800000002,38.13678575931481,-32.454927999999995,-153.52986800000002,0.0,-115.3930822406852,updown_5m,ETH,1778891100
0xeebde7a0,eth-updown-5m-1778891400,Down,70.26298,35.73939079146978,-70.26298,-5.0,0.0,-34.52358920853022,updown_5m,ETH,1778891400
0xeebde7a0,eth-updown-5m-1778891700,Up,34.994928,31.31005419037804,-31.377893,-34.994928,0.0,-3.684873809621962,updown_5m,ETH,1778891700
0xeebde7a0,eth-updown-5m-1778892000,Down,124.0,111.34222473038567,-10.0,-124.0,0.0,-12.657775269614334,updown_5m,ETH,1778892000
0xeebde7a0,eth-updown-5m-1778892300,Up,164.064544,137.2124146028285,-164.064544,-3.3511100000000003,0.0,-26.852129397171524,updown_5m,ETH,1778892300
0xeebde7a0,eth-updown-5m-1778892600,Down,71.06212000000001,71.34441938161292,-42.286532,-71.06212000000001,0.0,0.28229938161291557,updown_5m,ETH,1778892600
0xeebde7a0,eth-updown-5m-1778892900,Down,197.647895,164.08091524147358,-13.0,-197.647895,0.0,-33.56697975852643,updown_5m,ETH,1778892900
0xeebde7a0,eth-updown-5m-1778893200,Up,264.32515599999994,171.7755228838124,31.22,-264.32515599999994,31.22,-61.32963311618752,updown_5m,ETH,1778893200
0xeebde7a0,eth-updown-5m-1778893500,Up,272.939135,50.87311277752936,-31.0,-272.939135,0.0,-222.06602222247068,updown_5m,ETH,1778893500
0xeebde7a0,eth-updown-5m-1778893800,?,31.0,26.668863928283223,-22.258153999999998,-31.0,0.0,-4.331136071716777,updown_5m,ETH,1778893800
0xeebde7a0,eth-updown-5m-1778894100,?,574.385129,498.91462380284923,-55.009067,-574.385129,0.0,-75.47050519715077,updown_5m,ETH,1778894100
0xeebde7a0,eth-updown-5m-1778894400,?,80.841832,58.16923526538221,-80.841832,-11.557105,0.0,-22.672596734617784,updown_5m,ETH,1778894400
0xeebde7a0,eth-updown-5m-1778894700,?,237.997032,206.5447996529539,-16.797074000000002,-237.997032,0.0,-31.452232347046078,updown_5m,ETH,1778894700
0xeebde7a0,eth-updown-5m-1778895000,?,61.89692899999999,30.59383730204968,-26.300808,-61.89692899999999,0.0,-31.303091697950315,updown_5m,ETH,1778895000
0xeebde7a0,eth-updown-5m-1778895300,?,379.058022,334.76808233813864,0.0,-379.058022,0.0,-44.289939661861354,updown_5m,ETH,1778895300
0xeebde7a0,eth-updown-5m-1778895600,?,41.250908,43.45046017800362,-41.250908,-30.0,0.0,2.1995521780036142,updown_5m,ETH,1778895600
0xeebde7a0,eth-updown-5m-1778895900,?,99.0,94.6898769701678,-99.0,-17.762866,0.0,-4.310123029832198,updown_5m,ETH,1778895900
0xeebde7a0,eth-updown-5m-1778896200,?,418.56280300000003,305.1548510955254,-418.56280300000003,-5.493969,0.0,-113.40795190447466,updown_5m,ETH,1778896200
0xeebde7a0,eth-updown-5m-1778896500,?,729.30965,649.534634338499,-729.30965,-10.0,0.0,-79.77501566150102,updown_5m,ETH,1778896500
0xeebde7a0,eth-updown-5m-1778896800,?,82.0,92.87584939000054,-51.617802999999995,-82.0,0.0,10.875849390000539,updown_5m,ETH,1778896800
0xeebde7a0,eth-updown-5m-1778897100,?,97.165017,38.17750374974037,-97.165017,-16.0,0.0,-58.98751325025964,updown_5m,ETH,1778897100
0xeebde7a0,eth-updown-5m-1778897400,?,168.93616400000002,100.60888337016759,-168.93616400000002,-11.553664999999999,0.0,-68.32728062983243,updown_5m,ETH,1778897400
0xeebde7a0,eth-updown-5m-1778897700,?,380.063332,337.1489696378827,-50.0,-380.063332,0.0,-42.91436236211729,updown_5m,ETH,1778897700
0xeebde7a0,eth-updown-5m-1778898900,?,734.153874,491.2353088889135,-734.153874,0.0,0.0,-242.91856511108648,updown_5m,ETH,1778898900
0xeebde7a0,eth-updown-5m-1778899200,?,282.290939,207.30403437386806,-282.290939,22.0,0.0,-74.98690462613192,updown_5m,ETH,1778899200
0xeebde7a0,eth-updown-5m-1778900700,?,245.352856,172.50843973332601,0.0,-245.352856,0.0,-72.84441626667399,updown_5m,ETH,1778900700
