slug,outcome_truth,slot_start_s,tf,ACC-M.n_maker_bid_up,ACC-M.n_maker_bid_dn,ACC-M.n_maker_ask_up,ACC-M.n_maker_ask_dn,ACC-M.n_taker_up,ACC-M.n_taker_dn,ACC-M.inv_up,ACC-M.inv_dn,ACC-M.cost_paid,ACC-M.cash_received,ACC-M.rebates,ACC-M.taker_fees,ACC-M.leftover_redeemed,ACC-M.leftover_burned_cost,ACC-M.n_merges,ACC-M.pairs_merged,ACC-M.pnl,ACC-M-lift1c.n_maker_bid_up,ACC-M-lift1c.n_maker_bid_dn,ACC-M-lift1c.n_maker_ask_up,ACC-M-lift1c.n_maker_ask_dn,ACC-M-lift1c.n_taker_up,ACC-M-lift1c.n_taker_dn,ACC-M-lift1c.inv_up,ACC-M-lift1c.inv_dn,ACC-M-lift1c.cost_paid,ACC-M-lift1c.cash_received,ACC-M-lift1c.rebates,ACC-M-lift1c.taker_fees,ACC-M-lift1c.leftover_redeemed,ACC-M-lift1c.leftover_burned_cost,ACC-M-lift1c.n_merges,ACC-M-lift1c.pairs_merged,ACC-M-lift1c.pnl,ACC-PC.n_maker_bid_up,ACC-PC.n_maker_bid_dn,ACC-PC.n_maker_ask_up,ACC-PC.n_maker_ask_dn,ACC-PC.n_taker_up,ACC-PC.n_taker_dn,ACC-PC.inv_up,ACC-PC.inv_dn,ACC-PC.cost_paid,ACC-PC.cash_received,ACC-PC.rebates,ACC-PC.taker_fees,ACC-PC.leftover_redeemed,ACC-PC.leftover_burned_cost,ACC-PC.n_merges,ACC-PC.pairs_merged,ACC-PC.pnl,ACC-H.n_maker_bid_up,ACC-H.n_maker_bid_dn,ACC-H.n_maker_ask_up,ACC-H.n_maker_ask_dn,ACC-H.n_taker_up,ACC-H.n_taker_dn,ACC-H.inv_up,ACC-H.inv_dn,ACC-H.cost_paid,ACC-H.cash_received,ACC-H.rebates,ACC-H.taker_fees,ACC-H.leftover_redeemed,ACC-H.leftover_burned_cost,ACC-H.n_merges,ACC-H.pairs_merged,ACC-H.pnl,MAS.n_maker_bid_up,MAS.n_maker_bid_dn,MAS.n_maker_ask_up,MAS.n_maker_ask_dn,MAS.n_taker_up,MAS.n_taker_dn,MAS.inv_up,MAS.inv_dn,MAS.cost_paid,MAS.cash_received,MAS.rebates,MAS.taker_fees,MAS.leftover_redeemed,MAS.leftover_burned_cost,MAS.n_merges,MAS.pairs_merged,MAS.pnl
btc-updown-15m-1778806800,Up,1778806800,15m,3,4,0,0,0,0,0.0,0.0,13.250000104308128,15.0,0.09517899924731249,0.0,0.0,0.0,3,15.0,1.8451788949391847,36,31,0,0,0,0,0.0,0.41999999999999993,125.01979981396201,120.07999999999998,0.729765433181413,0.0,0.0,0.20999999999999996,20,120.07999999999998,-4.210034380780613,4,4,0,0,0,0,5.0,0.0,16.300000175833702,20.0,0.11183199902701371,0.0,5.0,0.0,3,15.0,3.8118318231933124,4,0,0,0,30,30,20.0,0.0,172.3999997228384,170.0,0.06768999989986416,4.674039982250926,20.0,0.0,30,150.0,-7.006349705189459,0,0,7,7,0,0,2.8235360000000043,0.0,30.0,33.083532237773895,0.1981895774568906,0.0,2.8235360000000043,0.0,0,0.0,3.2817218152307888
btc-updown-15m-1778807700,Down,1778807700,15m,4,3,0,0,0,0,9.630000407695771,0.0,13.127399714601045,9.5699995803833,0.09768264672631594,0.0,0.0,9.457999980568886,2,9.5699995803833,-3.45971748749143,39,37,0,0,0,0,8.99,0.0,141.2015003105879,136.20000000000005,0.9391001870360798,0.0,0.0,4.495,22,136.20000000000005,-4.062400123551782,5,3,0,0,0,1,9.630000407695771,0.0,17.827399702680115,14.5699995803833,0.11511964672130914,0.08718499997496605,0.0,11.807999974608421,3,14.5699995803833,-3.2294654755504717,5,4,0,0,30,30,9.630000407695771,0.0,167.5273998397708,164.5699995803833,0.13035164654106468,4.983054986573454,0.0,4.815000203847886,31,164.5699995803833,-7.81010359941988,0,0,9,6,0,0,0.9417285817413301,0.0,30.0,30.38709711402179,0.20495901867612587,0.0,0.0,0.47086429087066506,0,0.0,0.5920561326979126
btc-updown-15m-1778808600,Up,1778808600,15m,4,1,0,0,0,0,10.0,0.0,6.649999991059303,15.0,0.046052999237298956,0.0,10.0,0.0,1,5.0,8.396053008177995,28,28,0,0,0,0,0.5299999999999985,0.0,115.66830025230645,110.61000000000001,0.4932986900524926,0.0,0.5299999999999985,0.0,19,110.08000000000001,-4.56500156225394,4,1,0,0,0,2,0.0,0.0,11.699999943375587,15.0,0.046052999237298956,0.16026500390529608,0.0,0.0,3,15.0,3.1857880519564152,3,1,0,0,30,30,5.0,0.0,158.249999769032,160.0,0.0381359994843006,3.4280749984562373,5.0,0.0,31,155.0,-1.6399387680039421,0,0,7,8,0,0,0.0,0.0,30.0,25.09999968111515,0.1869980004806518,0.0,0.0,0.0,0,0.0,-4.713002318404197
btc-updown-15m-1778809500,Down,1778809500,15m,3,1,0,0,0,0,2.1799999999999997,0.0,7.696399893164634,5.0,0.03586279193683431,0.0,0.0,3.6463998812437053,1,5.0,-2.6605371012278,14,10,0,0,0,0,8.1,0.0,47.92900007069111,42.199999999999996,0.221554340167744,0.0,0.0,13.953000065445899,7,42.199999999999996,-5.507445730523372,4,1,0,0,0,0,7.18,0.0,9.446399863362313,5.0,0.051787791811664555,0.0,0.0,5.396399851441383,1,5.0,-4.3946120715506485,3,1,0,0,30,30,2.1799999999999997,0.0,164.64639956086876,155.0,0.03586279193683431,3.881744987328646,0.0,1.0899999999999999,31,155.0,-13.492281756260567,0,0,9,8,0,0,1.8717613569335931,1.7106582370605459,30.0,28.302558298163813,0.1889493371412153,0.0,1.7106582370605459,0.9358806784667966,0,0.0,-1.5084923646949733
btc-updown-15m-1778810400,Down,1778810400,15m,3,5,0,0,0,0,0.0,9.999999084472663,19.799999620580667,24.999999084472663,0.13460999674940488,0.0,9.999999084472663,0.0,3,15.0,5.334609460641399,34,36,0,0,0,0,0.0,2.25,128.63519965211154,123.69000000000001,0.8295574286185116,0.0,2.25,0.0,19,121.44000000000001,-4.115642223493012,3,6,0,0,0,0,0.0,14.999999084472663,21.69999959673881,29.999999084472663,0.15237599649238964,0.0,14.999999084472663,0.0,3,15.0,8.452375484226241,3,6,0,0,30,30,0.0,14.999999084472663,171.7999989053249,179.99999908447268,0.15237599649238964,5.106290000817771,14.999999084472663,0.0,32,165.0,3.2460861748223886,0,0,7,6,0,0,0.0,0.75,30.0,30.42499965429306,0.2065279996962546,0.0,0.75,0.0,0,0.0,0.6315276539893162
btc-updown-15m-1778811300,Down,1778811300,15m,1,3,0,0,0,0,0.0,6.06999996304512,8.343299940657616,11.06999996304512,0.05486114188509917,0.0,6.06999996304512,0.0,1,5.0,2.7815611642726044,27,24,0,0,0,0,0.0,8.379999999999999,109.60220032134059,108.7,0.6965461684490639,0.0,8.379999999999999,0.0,18,100.32000000000001,-0.2056541528915261,1,4,0,0,1,0,0.0,6.06999996304512,12.04329983932972,16.06999996304512,0.07218614180165267,0.0720649987733364,6.06999996304512,0.0,2,10.0,4.026821266743716,1,4,0,0,30,30,0.0,6.06999996304512,150.5932999555588,161.06999996304512,0.05492414184838268,4.943329996420141,6.06999996304512,0.0,30,155.0,5.588294152914562,0,0,6,7,0,0,4.999999999999999,0.0,30.0,28.499999344348907,0.1918000002920625,0.0,0.0,2.4999999999999996,0,0.0,-1.3082006553590304
btc-updown-15m-1778812200,Up,1778812200,15m,5,2,0,0,0,0,10.0,0.0,8.449999988079071,15.0,0.055755000300407406,0.0,10.0,0.0,1,5.0,6.605755012221337,24,29,0,0,0,0,8.57,0.0,107.14189900443557,110.0,0.610653779311378,0.0,8.57,0.0,18,101.43,3.468754774875805,6,2,0,0,0,2,5.0,0.0,14.399999976158142,20.0,0.0688800003004074,0.16737000078439712,5.0,0.0,3,15.0,5.501510023357867,5,2,0,0,30,30,13.020000076293945,0.0,161.08319838612078,168.02000007629394,0.05438143203072166,4.792445020519491,13.020000076293945,0.0,30,155.0,2.1987381016843734,0,0,8,6,0,0,0.0,0.0,30.0,28.849999457597733,0.20820099980139714,0.0,0.0,0.0,0,0.0,-0.9417995426008687
btc-updown-15m-1778813100,Up,1778813100,15m,5,1,0,0,0,0,2.8599998474121104,0.0,6.141600032234193,7.85999984741211,0.04229545573354529,0.0,2.8599998474121104,0.0,1,5.0,1.7606952709114632,25,17,0,0,0,0,2.26,0.0,80.07249955465795,79.69,0.5246899130550249,0.0,2.26,0.0,14,77.42999999999999,0.14219035839707317,5,1,0,0,0,1,0.0,2.1400001525878896,8.141600062036515,7.85999984741211,0.04229545573354529,0.08400000041723252,0.0,3.6500000953674316,2,7.85999984741211,-0.32330475930809177,5,1,0,0,30,30,2.8599998474121104,0.0,156.5416000977993,157.8599998474121,0.04229545573354529,4.979729996879097,2.8599998474121104,0.0,31,155.0,-3.619034791532737,0,0,8,10,0,0,0.07052789509582524,0.0,30.0,29.88032684042358,0.20794499074166556,0.0,0.07052789509582524,0.0,0,0.0,0.0882718311652475
btc-updown-15m-1778814000,Down,1778814000,15m,4,1,0,0,0,0,10.0,0.0,10.050000250339508,5.0,0.06759899998998639,0.0,0.0,7.000000178813934,1,5.0,-4.982401250349522,18,17,0,0,0,0,0.0,7.0,76.21999947786333,75.0,0.48325479897093737,0.0,7.0,0.0,13,68.0,-0.7367446788923928,4,1,0,0,0,1,5.0,0.0,12.400000244379044,10.0,0.06759899998998639,0.08718499997496605,0.0,7.000000178813934,2,10.0,-2.4195862443640235,4,0,0,0,30,30,15.0,0.0,153.29999938607216,150.0,0.05094600021028517,5.180349999749657,0.0,7.5,30,150.0,-8.429403385611542,0,0,8,6,0,0,0.0,0.0,30.0,30.04999965429306,0.20968500018358222,0.0,0.0,0.0,0,0.0,0.2596846544766436
btc-updown-15m-1778814900,Up,1778814900,15m,5,3,0,0,0,0,0.0,0.03000020980834961,16.38589975837469,14.96999979019165,0.0989313776705565,0.0,0.0,0.015000104904174805,3,14.96999979019165,-1.3169685905124844,26,26,0,0,0,0,0.0,6.4399999999999995,118.2559986615658,112.0,0.7721476013302704,0.0,0.0,3.2199999999999998,21,112.0,-5.483851060235523,7,4,0,0,0,1,0.0,0.0,24.721199738729,24.96999979019165,0.14805737763884683,0.08694020639617918,0.0,0.0,4,24.96999979019165,0.30991722270531896,5,4,0,0,30,30,0.0,5.03000020980835,167.23589924577476,164.96999979019165,0.11642437768390793,5.064500005424017,0.0,2.515000104904175,32,164.96999979019165,-7.213975083323228,0,0,6,11,0,0,4.999999999999998,0.0,30.0,32.99999952316284,0.1923180003471373,0.0,4.999999999999998,0.0,0,0.0,3.1923175235099777
