slug,outcome_truth,slot_start_s,tf,ACC-M-sz5.n_maker_bid_up,ACC-M-sz5.n_maker_bid_dn,ACC-M-sz5.n_maker_ask_up,ACC-M-sz5.n_maker_ask_dn,ACC-M-sz5.n_taker_up,ACC-M-sz5.n_taker_dn,ACC-M-sz5.inv_up,ACC-M-sz5.inv_dn,ACC-M-sz5.cost_paid,ACC-M-sz5.cash_received,ACC-M-sz5.rebates,ACC-M-sz5.taker_fees,ACC-M-sz5.leftover_redeemed,ACC-M-sz5.leftover_burned_cost,ACC-M-sz5.n_merges,ACC-M-sz5.pairs_merged,ACC-M-sz5.pnl,ACC-M-sz10.n_maker_bid_up,ACC-M-sz10.n_maker_bid_dn,ACC-M-sz10.n_maker_ask_up,ACC-M-sz10.n_maker_ask_dn,ACC-M-sz10.n_taker_up,ACC-M-sz10.n_taker_dn,ACC-M-sz10.inv_up,ACC-M-sz10.inv_dn,ACC-M-sz10.cost_paid,ACC-M-sz10.cash_received,ACC-M-sz10.rebates,ACC-M-sz10.taker_fees,ACC-M-sz10.leftover_redeemed,ACC-M-sz10.leftover_burned_cost,ACC-M-sz10.n_merges,ACC-M-sz10.pairs_merged,ACC-M-sz10.pnl,ACC-M-sz20.n_maker_bid_up,ACC-M-sz20.n_maker_bid_dn,ACC-M-sz20.n_maker_ask_up,ACC-M-sz20.n_maker_ask_dn,ACC-M-sz20.n_taker_up,ACC-M-sz20.n_taker_dn,ACC-M-sz20.inv_up,ACC-M-sz20.inv_dn,ACC-M-sz20.cost_paid,ACC-M-sz20.cash_received,ACC-M-sz20.rebates,ACC-M-sz20.taker_fees,ACC-M-sz20.leftover_redeemed,ACC-M-sz20.leftover_burned_cost,ACC-M-sz20.n_merges,ACC-M-sz20.pairs_merged,ACC-M-sz20.pnl,ACC-M-sz50.n_maker_bid_up,ACC-M-sz50.n_maker_bid_dn,ACC-M-sz50.n_maker_ask_up,ACC-M-sz50.n_maker_ask_dn,ACC-M-sz50.n_taker_up,ACC-M-sz50.n_taker_dn,ACC-M-sz50.inv_up,ACC-M-sz50.inv_dn,ACC-M-sz50.cost_paid,ACC-M-sz50.cash_received,ACC-M-sz50.rebates,ACC-M-sz50.taker_fees,ACC-M-sz50.leftover_redeemed,ACC-M-sz50.leftover_burned_cost,ACC-M-sz50.n_merges,ACC-M-sz50.pairs_merged,ACC-M-sz50.pnl,ACC-M-sz5-imb10.n_maker_bid_up,ACC-M-sz5-imb10.n_maker_bid_dn,ACC-M-sz5-imb10.n_maker_ask_up,ACC-M-sz5-imb10.n_maker_ask_dn,ACC-M-sz5-imb10.n_taker_up,ACC-M-sz5-imb10.n_taker_dn,ACC-M-sz5-imb10.inv_up,ACC-M-sz5-imb10.inv_dn,ACC-M-sz5-imb10.cost_paid,ACC-M-sz5-imb10.cash_received,ACC-M-sz5-imb10.rebates,ACC-M-sz5-imb10.taker_fees,ACC-M-sz5-imb10.leftover_redeemed,ACC-M-sz5-imb10.leftover_burned_cost,ACC-M-sz5-imb10.n_merges,ACC-M-sz5-imb10.pairs_merged,ACC-M-sz5-imb10.pnl,ACC-M-sz10-imb10.n_maker_bid_up,ACC-M-sz10-imb10.n_maker_bid_dn,ACC-M-sz10-imb10.n_maker_ask_up,ACC-M-sz10-imb10.n_maker_ask_dn,ACC-M-sz10-imb10.n_taker_up,ACC-M-sz10-imb10.n_taker_dn,ACC-M-sz10-imb10.inv_up,ACC-M-sz10-imb10.inv_dn,ACC-M-sz10-imb10.cost_paid,ACC-M-sz10-imb10.cash_received,ACC-M-sz10-imb10.rebates,ACC-M-sz10-imb10.taker_fees,ACC-M-sz10-imb10.leftover_redeemed,ACC-M-sz10-imb10.leftover_burned_cost,ACC-M-sz10-imb10.n_merges,ACC-M-sz10-imb10.pairs_merged,ACC-M-sz10-imb10.pnl,ACC-M-sz20-imb10.n_maker_bid_up,ACC-M-sz20-imb10.n_maker_bid_dn,ACC-M-sz20-imb10.n_maker_ask_up,ACC-M-sz20-imb10.n_maker_ask_dn,ACC-M-sz20-imb10.n_taker_up,ACC-M-sz20-imb10.n_taker_dn,ACC-M-sz20-imb10.inv_up,ACC-M-sz20-imb10.inv_dn,ACC-M-sz20-imb10.cost_paid,ACC-M-sz20-imb10.cash_received,ACC-M-sz20-imb10.rebates,ACC-M-sz20-imb10.taker_fees,ACC-M-sz20-imb10.leftover_redeemed,ACC-M-sz20-imb10.leftover_burned_cost,ACC-M-sz20-imb10.n_merges,ACC-M-sz20-imb10.pairs_merged,ACC-M-sz20-imb10.pnl,MAS-pre30.n_maker_bid_up,MAS-pre30.n_maker_bid_dn,MAS-pre30.n_maker_ask_up,MAS-pre30.n_maker_ask_dn,MAS-pre30.n_taker_up,MAS-pre30.n_taker_dn,MAS-pre30.inv_up,MAS-pre30.inv_dn,MAS-pre30.cost_paid,MAS-pre30.cash_received,MAS-pre30.rebates,MAS-pre30.taker_fees,MAS-pre30.leftover_redeemed,MAS-pre30.leftover_burned_cost,MAS-pre30.n_merges,MAS-pre30.pairs_merged,MAS-pre30.pnl,MAS-pre100.n_maker_bid_up,MAS-pre100.n_maker_bid_dn,MAS-pre100.n_maker_ask_up,MAS-pre100.n_maker_ask_dn,MAS-pre100.n_taker_up,MAS-pre100.n_taker_dn,MAS-pre100.inv_up,MAS-pre100.inv_dn,MAS-pre100.cost_paid,MAS-pre100.cash_received,MAS-pre100.rebates,MAS-pre100.taker_fees,MAS-pre100.leftover_redeemed,MAS-pre100.leftover_burned_cost,MAS-pre100.n_merges,MAS-pre100.pairs_merged,MAS-pre100.pnl,MAS-pre200.n_maker_bid_up,MAS-pre200.n_maker_bid_dn,MAS-pre200.n_maker_ask_up,MAS-pre200.n_maker_ask_dn,MAS-pre200.n_taker_up,MAS-pre200.n_taker_dn,MAS-pre200.inv_up,MAS-pre200.inv_dn,MAS-pre200.cost_paid,MAS-pre200.cash_received,MAS-pre200.rebates,MAS-pre200.taker_fees,MAS-pre200.leftover_redeemed,MAS-pre200.leftover_burned_cost,MAS-pre200.n_merges,MAS-pre200.pairs_merged,MAS-pre200.pnl,MAS-pre100-tight.n_maker_bid_up,MAS-pre100-tight.n_maker_bid_dn,MAS-pre100-tight.n_maker_ask_up,MAS-pre100-tight.n_maker_ask_dn,MAS-pre100-tight.n_taker_up,MAS-pre100-tight.n_taker_dn,MAS-pre100-tight.inv_up,MAS-pre100-tight.inv_dn,MAS-pre100-tight.cost_paid,MAS-pre100-tight.cash_received,MAS-pre100-tight.rebates,MAS-pre100-tight.taker_fees,MAS-pre100-tight.leftover_redeemed,MAS-pre100-tight.leftover_burned_cost,MAS-pre100-tight.n_merges,MAS-pre100-tight.pairs_merged,MAS-pre100-tight.pnl
btc-updown-15m-1778806800,Up,1778806800,15m,3,4,0,0,0,0,0.0,0.0,13.250000104308128,15.0,0.09517899924731249,0.0,0.0,0.0,3,15.0,1.8451788949391847,2,5,0,0,0,0,0.0,9.719999998807907,20.190800164473057,20.0,0.15644143066320862,0.0,0.0,9.290799830687046,3,20.0,-0.03435873380984944,1,5,0,0,0,0,0.0,9.719999998807907,18.39079994393587,20.0,0.15341743084011528,0.0,0.0,8.590799753201008,2,20.0,1.7626174869042437,1,10,0,0,0,0,0.0,8.789999998807907,41.47740023015142,50.0,0.34149032282693403,0.0,0.0,16.97739975331426,7,50.0,8.864090092675518,4,4,0,0,0,0,5.0,0.0,16.300000175833702,20.0,0.11183199902701371,0.0,5.0,0.0,3,15.0,3.8118318231933124,3,5,0,0,0,0,0.0,9.719999998807907,20.390799973738194,20.0,0.15582543117056344,0.0,0.0,9.290799830687046,3,20.0,-0.23497454256763106,1,9,0,0,0,0,0.0,29.719999998807907,24.590799991619587,20.0,0.21330943109379263,0.0,0.0,14.790799800884724,2,20.0,-4.377490560525793,0,0,7,7,0,0,2.8235360000000043,0.0,30.0,33.083532237773895,0.1981895774568906,0.0,2.8235360000000043,0.0,0,0.0,3.2817218152307888,0,0,23,27,0,0,1.6402043814697294,2.9860479523162837,100.0,106.12408586321475,0.6416594972577565,0.0,1.6402043814697294,1.4930239761581419,0,0.0,6.765745360472508,0,0,28,30,0,0,91.64020438146973,94.21289395231628,200.0,206.30788421621133,0.6953138694423842,0.0,91.64020438146973,47.10644697615814,0,0.0,7.0031980856537075,0,0,16,13,0,0,40.0,55.0,100.0,95.30000030994415,0.32863599973463986,0.0,40.0,100.0,0,0.0,-4.371363690321203
btc-updown-15m-1778807700,Down,1778807700,15m,4,3,0,0,0,0,9.630000407695771,0.0,13.127399714601045,9.5699995803833,0.09768264672631594,0.0,0.0,9.457999980568886,2,9.5699995803833,-3.45971748749143,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,5,3,0,0,0,0,14.630000407695771,0.0,15.477399708640581,9.5699995803833,0.11511964672130914,0.0,0.0,11.807999974608421,2,9.5699995803833,-5.792280481535972,4,4,0,0,0,0,10.309999797344208,0.0,20.261700109064577,18.840000190734862,0.16128183403430316,0.0,0.0,13.56650024366379,2,18.840000190734862,-1.260418084295413,4,4,0,0,0,0,20.309999797344208,0.0,25.161700204432012,18.840000190734862,0.196267834061006,0.0,0.0,18.46650033903122,2,18.840000190734862,-6.125432179636142,0,0,9,6,0,0,0.9417285817413301,0.0,30.0,30.38709711402179,0.20495901867612587,0.0,0.0,0.47086429087066506,0,0.0,0.5920561326979126,0,0,27,25,0,0,2.636604581741331,3.717931,100.0,102.87408908951429,0.6531300990795679,0.0,3.717931,1.3183022908706654,0,0.0,3.527219188593847,0,0,30,47,0,0,92.63660458174132,28.717931000000007,200.0,170.3740890895143,0.9484040989861076,0.0,28.717931000000007,46.31830229087066,0,0.0,-28.67750681149957,0,0,23,26,0,0,18.02999997138977,3.588238000000006,100.0,94.030019799555,0.6049031461188354,0.0,3.588238000000006,9.014999985694885,0,0.0,-5.365077054326164
btc-updown-15m-1778808600,Up,1778808600,15m,4,1,0,0,0,0,10.0,0.0,6.649999991059303,15.0,0.046052999237298956,0.0,10.0,0.0,1,5.0,8.396053008177995,4,1,0,0,0,0,11.599999237060546,0.0,10.816000579118736,20.0,0.07196224112619393,0.0,11.599999237060546,0.0,1,8.400000762939454,9.255961662007458,5,1,0,0,0,0,11.599999237060546,0.0,11.416000453948984,20.0,0.07649824023498528,0.0,11.599999237060546,0.0,1,8.400000762939454,8.660497786286003,5,1,0,0,0,0,13.749999237060544,0.0,11.975000433444986,22.15,0.08228948009719841,0.0,13.749999237060544,0.0,1,8.400000762939454,10.257289046652211,4,1,0,0,0,0,10.0,0.0,6.649999991059303,15.0,0.046052999237298956,0.0,10.0,0.0,1,5.0,8.396053008177995,3,1,0,0,0,0,11.599999237060546,0.0,10.116000501632698,20.0,0.06539624038185113,0.0,11.599999237060546,0.0,1,8.400000762939454,9.949395738749153,5,1,0,0,0,0,11.599999237060546,0.0,11.416000453948984,20.0,0.07649824023498528,0.0,11.599999237060546,0.0,1,8.400000762939454,8.660497786286003,0,0,7,8,0,0,0.0,0.0,30.0,25.09999968111515,0.1869980004806518,0.0,0.0,0.0,0,0.0,-4.713002318404197,0,0,24,27,0,0,0.0,0.0,100.0,91.3499990850687,0.4966850027078387,0.0,0.0,0.0,0,0.0,-8.153315912223462,0,0,31,37,0,0,75.0,64.25122277111817,200.0,200.29902058801775,0.592505266476087,0.0,75.0,32.12561138555908,0,0.0,0.8915258544938354,0,0,5,18,0,0,85.0,34.25122277111815,100.0,140.04902186951762,0.18029625943904354,0.0,85.0,17.125611385559075,0,0.0,40.22931812895666
btc-updown-15m-1778809500,Down,1778809500,15m,3,1,0,0,0,0,2.1799999999999997,0.0,7.696399893164634,5.0,0.03586279193683431,0.0,0.0,3.6463998812437053,1,5.0,-2.6605371012278,2,1,0,0,0,0,0.0,1.4000000000000004,12.571999859809875,10.0,0.05159783988491054,0.0,1.4000000000000004,0.0,1,8.6,-2.5204020199249637,2,2,0,0,0,0,0.0,11.4,20.671999883651733,20.0,0.07314383967796322,0.0,11.4,0.0,1,8.6,-0.5988560439737682,2,5,0,0,0,0,0.0,41.39999999999999,44.97199995517731,49.99999999999999,0.1377818390571212,0.0,41.39999999999999,0.0,1,8.6,5.165781883879802,4,1,0,0,0,0,7.18,0.0,9.446399863362313,5.0,0.051787791811664555,0.0,0.0,5.396399851441383,1,5.0,-4.3946120715506485,3,1,0,0,0,0,0.7799999999999994,0.0,13.618399836421013,10.0,0.05921563187181277,0.0,0.0,0.3899999999999997,1,10.0,-3.559184204549199,3,2,0,0,0,0,0.0,9.22,21.71839986026287,20.0,0.08076163166486544,0.0,9.22,0.0,1,10.78,-1.6376382285980036,0,0,9,8,0,0,1.8717613569335931,1.7106582370605459,30.0,28.302558298163813,0.1889493371412153,0.0,1.7106582370605459,0.9358806784667966,0,0.0,-1.5084923646949733,0,0,23,23,0,0,1.8717613569335896,8.360669762939445,100.0,97.217059799091,0.43650270606620784,0.0,8.360669762939445,0.9358806784667948,0,0.0,-2.346437494842789,0,0,44,23,0,0,11.871761356933582,108.36066976293947,200.0,215.2170596947829,0.637668705287652,0.0,108.36066976293947,5.935880678466791,0,0.0,15.854728400070542,0,0,10,21,0,0,75.0,22.71065823706055,100.0,86.40715753198421,0.26507087508848126,0.0,22.71065823706055,100.0,0,0.0,-13.327771592927306
btc-updown-15m-1778810400,Down,1778810400,15m,3,5,0,0,0,0,0.0,9.999999084472663,19.799999620580667,24.999999084472663,0.13460999674940488,0.0,9.999999084472663,0.0,3,15.0,5.334609460641399,3,6,0,0,0,0,0.0,5.519998855590828,27.11299934848546,30.489998550415045,0.1852082057446799,0.0,5.519998855590828,0.0,3,24.969999694824217,3.562207407674265,3,8,0,0,0,0,0.0,5.519998855590828,35.91299959882497,40.489998550415045,0.2514002056645712,0.0,5.519998855590828,0.0,5,34.96999969482422,4.828399157254651,4,9,0,0,0,0,17.73000099182128,0.0,54.4080003185749,47.23999870300294,0.37693400553111,0.0,0.0,33.59670091246367,6,47.23999870300294,-6.791067610040848,3,6,0,0,0,0,0.0,14.999999084472663,21.69999959673881,29.999999084472663,0.15237599649238964,0.0,14.999999084472663,0.0,3,15.0,8.452375484226241,3,10,0,0,0,0,0.0,15.519998855590828,31.61299922927617,40.489998550415045,0.21985820557778687,0.0,15.519998855590828,0.0,3,24.969999694824217,9.096857526716661,4,12,0,0,0,0,0.0,5.519998855590828,56.112999408090104,60.489998550415045,0.3896922052506765,0.0,5.519998855590828,0.0,8,54.96999969482422,4.766691347575616,0,0,7,6,0,0,0.0,0.75,30.0,30.42499965429306,0.2065279996962546,0.0,0.75,0.0,0,0.0,0.6315276539893162,0,0,23,29,0,0,4.6939618637695375,0.2814290844726486,100.0,99.88482161123096,0.673722171383538,0.0,0.2814290844726486,2.3469809318847688,0,0.0,0.5585437826144926,0,0,53,57,0,0,3.212997570846589,0.2814290844726486,200.0,208.2654100905585,1.3329207324742263,0.0,0.2814290844726486,1.6064987854232946,0,0.0,9.59833082303274,0,0,24,25,0,0,3.5190357070770304,0.7499999999999982,100.0,103.35558945684372,0.6523175606133744,0.0,0.7499999999999982,1.7595178535385152,0,0.0,4.007907017457086
btc-updown-15m-1778811300,Down,1778811300,15m,1,3,0,0,0,0,0.0,6.06999996304512,8.343299940657616,11.06999996304512,0.05486114188509917,0.0,6.06999996304512,0.0,1,5.0,2.7815611642726044,2,3,0,0,0,0,0.0,6.06999996304512,13.743299857211113,16.06999996304512,0.08850314188843703,0.0,6.06999996304512,0.0,2,10.0,2.415203247722445,2,4,0,0,0,0,0.0,5.680000010728837,24.607799778413774,25.680000010728836,0.15443579206684566,0.0,5.680000010728837,0.0,2,20.0,1.2266360243819072,4,6,0,0,0,0,1.2999999892711713,0.0,55.938600129318246,48.700000010728836,0.3323921440343214,0.0,0.0,0.6499999946355857,3,48.700000010728836,-6.9062079745550875,1,4,0,0,0,0,0.0,11.06999996304512,10.593299881052971,16.06999996304512,0.07218614180165267,0.0,11.06999996304512,0.0,1,5.0,5.548886223793801,2,4,0,0,0,0,0.0,13.32999995827675,17.010299768519403,23.32999995827675,0.11365904175075028,0.0,13.32999995827675,0.0,2,10.0,6.433359231508099,2,4,0,0,0,0,0.0,10.53999995827675,26.55479963488579,30.539999958276752,0.17127569180398916,0.0,10.53999995827675,0.0,3,20.0,4.156476015194951,0,0,6,7,0,0,4.999999999999999,0.0,30.0,28.499999344348907,0.1918000002920625,0.0,0.0,2.4999999999999996,0,0.0,-1.3082006553590304,0,0,26,24,0,0,4.273108542236329,2.345714779296877,100.0,97.66757355857186,0.6552096601767619,0.0,2.345714779296877,2.1365542711181646,0,0.0,-1.6772167812513743,0,0,56,43,0,0,4.2731085422363435,32.345714779296884,200.0,219.31757362413697,1.2283906576082777,0.0,32.345714779296884,2.1365542711181718,0,0.0,20.545964281745256,0,0,26,23,0,0,0.0,0.0,100.0,102.85000085830688,0.67629099840784,0.0,0.0,0.0,0,0.0,3.526291856714721
btc-updown-15m-1778812200,Up,1778812200,15m,5,2,0,0,0,0,10.0,0.0,8.449999988079071,15.0,0.055755000300407406,0.0,10.0,0.0,1,5.0,6.605755012221337,4,2,0,0,0,0,13.389996337890604,0.0,11.257502698898332,20.0,0.0726652600870133,0.0,13.389996337890604,0.0,1,6.6100036621093965,8.815162561188682,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,6,2,0,0,0,0,15.0,0.0,9.699999988079071,20.0,0.0688800003004074,0.0,15.0,0.0,1,5.0,10.368880012221336,5,2,0,0,0,0,13.389996337890604,0.0,12.557502651214616,20.0,0.08194725957298284,0.0,13.389996337890604,0.0,1,6.6100036621093965,7.524444608358365,4,2,0,0,0,0,18.83999635696409,0.0,13.148402661585825,25.450000019073485,0.08864042212345603,0.0,18.83999635696409,0.0,1,6.6100036621093965,12.390237779611118,0,0,8,6,0,0,0.0,0.0,30.0,28.849999457597733,0.20820099980139714,0.0,0.0,0.0,0,0.0,-0.9417995426008687,0,0,24,22,0,0,1.182502999999997,4.289193051757806,100.0,98.0745342501571,0.6174437864261875,0.0,1.182502999999997,2.144596525878903,0,0.0,-1.3080219634167065,0,0,36,38,0,0,51.182503,36.10537255859375,200.0,211.63526634930597,0.8922138377550146,0.0,51.182503,18.052686279296875,0,0.0,12.527480187060974,0,0,14,26,0,0,38.42369376293945,0.9418195422363169,100.0,126.68258168431127,0.483857261640565,0.0,38.42369376293945,0.47090977111815846,0,0.0,27.16643894595184
btc-updown-15m-1778813100,Up,1778813100,15m,5,1,0,0,0,0,2.8599998474121104,0.0,6.141600032234193,7.85999984741211,0.04229545573354529,0.0,2.8599998474121104,0.0,1,5.0,1.7606952709114632,5,4,0,0,0,0,0.0,3.0000003051757798,12.416800164318083,12.85999984741211,0.09294936021578595,0.0,0.0,5.175200138044356,3,12.85999984741211,0.5361490433098126,5,2,0,0,0,0,0.0,3.079999885559081,16.074600483798985,16.920000114440917,0.12011935744386476,0.0,0.0,1.5399999427795406,3,16.920000114440917,0.9655189880857975,5,4,0,0,0,0,0.0,33.07999988555908,25.97460087718964,16.920000114440917,0.21298135931640425,0.0,0.0,16.500000655651093,3,16.920000114440917,-8.841619403432318,5,1,0,0,0,0,2.8599998474121104,0.0,6.141600032234193,7.85999984741211,0.04229545573354529,0.0,2.8599998474121104,0.0,1,5.0,1.7606952709114632,5,4,0,0,0,0,0.0,3.0000003051757798,12.416800164318083,12.85999984741211,0.09294936021578595,0.0,0.0,5.175200138044356,3,12.85999984741211,0.5361490433098126,5,4,0,0,0,0,0.0,8.940000038146971,17.949800490713123,16.920000114440917,0.13797126169746202,0.0,0.0,8.475200269174575,3,16.920000114440917,-0.8918291145747439,0,0,8,10,0,0,0.07052789509582524,0.0,30.0,29.88032684042358,0.20794499074166556,0.0,0.07052789509582524,0.0,0,0.0,0.0882718311652475,0,0,29,30,0,0,0.0705278950958359,2.3664286185302714,100.0,101.46543354922062,0.6680803167611691,0.0,0.0705278950958359,1.1832143092651357,0,0.0,2.133513865981783,0,0,36,34,0,0,65.07052789509585,87.36642861853022,200.0,194.8154333346439,0.83537331702486,0.0,65.07052789509585,43.68321430926511,0,0.0,-4.349193348331255,0,0,13,25,0,0,54.99604799999999,9.481841694824233,100.0,119.96865088299411,0.45533641238059874,0.0,54.99604799999999,4.7409208474121165,0,0.0,20.423987295374715
btc-updown-15m-1778814000,Down,1778814000,15m,4,1,0,0,0,0,10.0,0.0,10.050000250339508,5.0,0.06759899998998639,0.0,0.0,7.000000178813934,1,5.0,-4.982401250349522,4,1,0,0,0,0,12.68,0.0,12.965200343132018,7.32,0.09162199226494594,0.0,0.0,8.500000238418579,1,7.32,-5.553578350867072,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,4,1,0,0,0,0,10.0,0.0,10.050000250339508,5.0,0.06759899998998639,0.0,0.0,7.000000178813934,1,5.0,-4.982401250349522,3,1,0,0,0,0,12.68,0.0,14.86520031929016,7.32,0.09401599153729245,0.0,0.0,10.400000214576721,1,7.32,-7.451184327752868,4,1,0,0,0,0,20.189999160766604,0.0,16.123800131750095,7.32,0.1168017457921256,0.0,0.0,11.658600027036655,1,7.32,-8.686998385957969,0,0,8,6,0,0,0.0,0.0,30.0,30.04999965429306,0.20968500018358222,0.0,0.0,0.0,0,0.0,0.2596846544766436,0,0,33,26,0,0,2.2229577465820327,0.0,100.0,100.216290133971,0.6859437595645849,0.0,0.0,1.1114788732910164,0,0.0,0.9022338935355805,0,0,39,43,0,0,72.22295774658207,35.0,200.0,182.91628994323614,1.0049337600485744,0.0,35.0,36.111478873291034,0,0.0,-16.07877629671529,0,0,18,15,0,0,45.0,34.1816683215332,100.0,93.67446778067796,0.41133757644825847,0.0,34.1816683215332,22.5,0,0.0,-5.914194642873781
btc-updown-15m-1778814900,Up,1778814900,15m,5,3,0,0,0,0,0.0,0.03000020980834961,16.38589975837469,14.96999979019165,0.0989313776705565,0.0,0.0,0.015000104904174805,3,14.96999979019165,-1.3169685905124844,6,3,0,0,0,0,0.8700005531311028,0.0,22.290900061166276,20.870000553131103,0.133689880616218,0.0,0.8700005531311028,0.0,4,20.0,-1.2872096274189566,7,3,0,0,0,0,14.870000724792478,0.0,23.870900285375107,30.8700005531311,0.15371827904251048,0.0,14.870000724792478,0.0,3,15.999999828338623,7.152818546798503,8,3,0,0,0,0,17.720000419616696,0.0,25.01090018029212,33.72000024795532,0.16329427806468438,0.0,17.720000419616696,0.0,3,15.999999828338623,8.872394345727884,6,4,0,0,0,0,0.0,0.03000020980834961,20.585899776256085,19.96999979019165,0.13234937755873818,0.0,0.0,0.015000104904174805,4,19.96999979019165,-0.48355060850569487,6,4,0,0,0,0,0.0,9.129999446868899,28.59090001348256,20.870000553131103,0.16632388078978672,0.0,0.0,4.5649997234344495,4,20.870000553131103,-7.554575579561671,7,4,0,0,0,0,0.0,5.129999275207526,36.87089980853795,30.8700005531311,0.21741828104522637,0.0,0.0,2.564999637603763,5,30.8700005531311,-5.783480974361623,0,0,6,11,0,0,4.999999999999998,0.0,30.0,32.99999952316284,0.1923180003471373,0.0,4.999999999999998,0.0,0,0.0,3.1923175235099777,0,0,25,32,0,0,0.6499999999999986,0.3136752098083484,100.0,98.81525089583994,0.683521000414204,0.0,0.6499999999999986,0.1568376049041742,0,0.0,-0.5012281037458592,0,0,30,42,0,0,89.63148600000001,60.313675209808316,200.0,215.48562329496832,0.8543660973418707,0.0,89.63148600000001,30.156837604904158,0,0.0,16.3399893923102,0,0,17,14,0,0,44.631486,45.0,100.0,100.75187283996434,0.3790260045143272,0.0,44.631486,22.5,0,0.0,1.130898844478665
