slug,outcome_truth,pnl,cost,cash_in,rebates,fees,leftover_redeemed,n_merges,pairs_merged,n_maker_bid_up,n_maker_bid_dn,n_maker_ask_up,n_maker_ask_dn,n_pat_up,n_pat_dn,strategy
btc-updown-5m-1776994800,Down,49.356537079208366,139.23039958111048,193.98999977111816,0.0,5.403063110799322,0.0,10,193.98999977111816,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1776995100,Up,11.330900528526307,181.79999947547913,200.0,0.0,6.869099995994567,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1776996000,Up,10.401719521549703,170.68830136163234,187.49000072479248,0.0,6.3999798416104365,0.0,10,187.49000072479248,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1776999300,Down,4.369939982352256,174.2000000178814,185.0,0.0,6.430059999766351,0.0,10,185.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1776999600,Up,23.417265938272713,121.08000006526709,149.25,0.0,4.752733996460199,0.0,8,149.25,0,0,0,0,8,8,PAT+ACC-M-t0
btc-updown-5m-1776999900,Up,12.756239177594185,180.40000081062317,200.0,0.0,6.843760011782646,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777000200,Down,6.393459862508773,172.20000013709068,185.0,0.0,6.406540000400544,0.0,10,185.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777000500,Down,54.183902108253776,137.52439947066307,197.1599998474121,0.0,5.451698268495264,0.0,10,197.1599998474121,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777000800,Down,27.23973963708639,166.20000034570694,200.0,0.0,6.5602600172066685,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777001400,Down,11.332299325418472,181.80000066757202,200.0,0.0,6.867700007009507,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777002000,Down,7.908359588279724,185.20000040531158,200.0,0.0,6.891640006408691,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777002300,Up,0.10223983217239385,19.200000166893005,20.0,0.0,0.6977600009346008,0.0,1,20.0,0,0,0,0,1,1,PAT+ACC-M-t0
btc-updown-5m-1777002600,Up,2.90923128792572,89.760000705719,96.0,0.0,3.330768006355286,0.0,5,96.0,0,0,0,0,5,5,PAT+ACC-M-t0
btc-updown-5m-1777002900,Up,16.577378881933235,163.72280017704963,186.6200008392334,0.0,6.31982178025053,0.0,10,186.6200008392334,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777003200,Down,14.572899247384072,178.6000007390976,200.0,0.0,6.827100013518333,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777003500,Up,10.27750591679842,173.59479999918938,190.42000007629395,0.0,6.547694160306149,0.0,10,190.42000007629395,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777004100,Up,3.7236281887518663,166.8128002652645,176.68000030517578,0.0,6.143571851159401,0.0,10,176.68000030517578,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777004700,Down,40.49389935717583,153.40000063180923,200.0,0.0,6.106100011014938,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777005000,Down,13.430837830265299,159.79920085059405,179.27000045776367,0.0,6.039961776904326,0.0,10,179.27000045776367,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777005300,Down,30.78497912051201,163.00000086426735,200.0,0.0,6.2150200152206425,0.0,10,200.0,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777005600,Up,0.9429510412326063,24.81240003118515,26.679999828338623,0.0,0.9246487559208678,0.0,2,26.679999828338623,0,0,0,0,2,2,PAT+ACC-M-t0
btc-updown-5m-1777005900,Up,8.648810095133781,140.09999990463257,154.0,0.0,5.251190000233651,0.0,8,154.0,0,0,0,0,8,8,PAT+ACC-M-t0
btc-updown-5m-1777006200,Down,11.080950456360998,166.87950024443865,184.27000045776367,0.0,6.309549756964028,0.0,10,184.27000045776367,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777006500,Down,23.575731792478418,160.05900076425075,189.85000038146973,0.0,6.215267824740554,0.0,10,189.85000038146973,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777006800,Up,1.6158201207447054,36.99999988079071,40.0,0.0,1.3841799984645842,0.0,2,40.0,0,0,0,0,2,2,PAT+ACC-M-t0
btc-updown-5m-1777007100,Down,25.9006314792107,146.77639974997044,178.3400001525879,0.0,5.662968923406754,0.0,10,178.3400001525879,0,0,0,0,10,10,PAT+ACC-M-t0
btc-updown-5m-1777009200,Down,6.555088213473527,130.75749939560887,141.97000122070312,0.0,4.657413611620723,0.0,8,141.97000122070312,0,0,0,0,8,8,PAT+ACC-M-t0
btc-updown-5m-1777009800,Down,0.7949769269846931,25.046100623154643,26.770000457763672,0.0,0.9289229076243353,0.0,3,26.770000457763672,0,0,0,0,3,3,PAT+ACC-M-t0
