slug,outcome_truth,slot_start_s,tf,ACC-M.n_maker_bid_up,ACC-M.n_maker_bid_dn,ACC-M.n_maker_ask_up,ACC-M.n_maker_ask_dn,ACC-M.n_taker_up,ACC-M.n_taker_dn,ACC-M.inv_up,ACC-M.inv_dn,ACC-M.cost_paid,ACC-M.cash_received,ACC-M.rebates,ACC-M.taker_fees,ACC-M.leftover_redeemed,ACC-M.leftover_burned_cost,ACC-M.n_merges,ACC-M.pairs_merged,ACC-M.pnl,ACC-M-lift1c.n_maker_bid_up,ACC-M-lift1c.n_maker_bid_dn,ACC-M-lift1c.n_maker_ask_up,ACC-M-lift1c.n_maker_ask_dn,ACC-M-lift1c.n_taker_up,ACC-M-lift1c.n_taker_dn,ACC-M-lift1c.inv_up,ACC-M-lift1c.inv_dn,ACC-M-lift1c.cost_paid,ACC-M-lift1c.cash_received,ACC-M-lift1c.rebates,ACC-M-lift1c.taker_fees,ACC-M-lift1c.leftover_redeemed,ACC-M-lift1c.leftover_burned_cost,ACC-M-lift1c.n_merges,ACC-M-lift1c.pairs_merged,ACC-M-lift1c.pnl,ACC-PC.n_maker_bid_up,ACC-PC.n_maker_bid_dn,ACC-PC.n_maker_ask_up,ACC-PC.n_maker_ask_dn,ACC-PC.n_taker_up,ACC-PC.n_taker_dn,ACC-PC.inv_up,ACC-PC.inv_dn,ACC-PC.cost_paid,ACC-PC.cash_received,ACC-PC.rebates,ACC-PC.taker_fees,ACC-PC.leftover_redeemed,ACC-PC.leftover_burned_cost,ACC-PC.n_merges,ACC-PC.pairs_merged,ACC-PC.pnl,ACC-H.n_maker_bid_up,ACC-H.n_maker_bid_dn,ACC-H.n_maker_ask_up,ACC-H.n_maker_ask_dn,ACC-H.n_taker_up,ACC-H.n_taker_dn,ACC-H.inv_up,ACC-H.inv_dn,ACC-H.cost_paid,ACC-H.cash_received,ACC-H.rebates,ACC-H.taker_fees,ACC-H.leftover_redeemed,ACC-H.leftover_burned_cost,ACC-H.n_merges,ACC-H.pairs_merged,ACC-H.pnl,MAS.n_maker_bid_up,MAS.n_maker_bid_dn,MAS.n_maker_ask_up,MAS.n_maker_ask_dn,MAS.n_taker_up,MAS.n_taker_dn,MAS.inv_up,MAS.inv_dn,MAS.cost_paid,MAS.cash_received,MAS.rebates,MAS.taker_fees,MAS.leftover_redeemed,MAS.leftover_burned_cost,MAS.n_merges,MAS.pairs_merged,MAS.pnl
btc-updown-5m-1778769300,Up,1778769300,5m,5,5,0,0,0,0,5.740000114440917,0.0,19.524200089490414,20.0,0.08647920319176716,0.0,5.740000114440917,0.0,3,14.259999885559083,0.5622791137013543,63,54,0,0,0,0,7.540000000000001,0.0,228.4874989268884,223.39,0.981020957794497,0.0,7.540000000000001,0.0,38,215.85,-4.116477969093921,7,5,0,0,0,0,10.740000114440917,0.0,24.074200220620632,25.0,0.09221220168639221,0.0,10.740000114440917,0.0,3,14.259999885559083,1.0180119810657615,9,9,0,0,28,30,0.0,9.259999885559083,174.17419948264063,170.0,0.11328920091889298,3.5656950226708477,0.0,4.629999942779541,33,170.0,-7.62660530439258,0,0,9,6,0,0,1.7763568394002505e-15,0.0,30.0,30.699999630451202,0.20974800014686573,0.0,1.7763568394002505e-15,0.0,0,0.0,0.9097476305980692
btc-updown-5m-1778771700,Up,1778771700,5m,10,9,0,0,0,0,7.039999618530274,0.0,29.968000248670585,38.0,0.12879160257616035,0.0,7.039999618530274,0.0,6,30.960000381469726,8.160791353905573,66,79,0,0,0,0,8.5,0.0,296.5883997596472,294.88,0.9658921081737526,0.0,8.5,0.0,46,286.38,-0.7425076514734315,11,12,0,0,1,0,5.309999599456788,0.0,39.20850011628867,46.269999980926514,0.16374155369776472,0.07854000040054322,5.309999599456788,0.0,8,40.960000381469726,7.146701417935064,11,11,0,0,30,30,0.0,9.690000400543212,200.65849932950738,181.2699999809265,0.14780255439203965,4.208540029398198,0.0,4.845000200271606,34,181.2699999809265,-23.449236823587032,0,0,6,7,0,0,0.0,0.0,30.0,30.149999260902405,0.20957300035548193,0.0,0.0,0.0,0,0.0,0.3595722612578882
btc-updown-5m-1778772300,Down,1778772300,5m,9,13,0,0,0,0,0.0,0.17999664306640284,41.168797719108966,40.1799966430664,0.17599247563777481,0.0,0.17999664306640284,0.0,7,40.0,-0.8128086004047859,99,132,0,0,0,0,0.0,6.830000000000002,410.6776989797828,398.40999999999997,1.8936888137302814,0.0,6.830000000000002,0.0,65,391.58,-10.374010166052528,11,17,0,0,0,0,0.0,5.179996643066403,50.16879776008716,50.1799966430664,0.19576047508786235,0.0,5.179996643066403,0.0,8,45.0,0.20695935806710963,12,18,0,0,30,30,0.0,5.559996109008786,199.29979712564042,205.1799966430664,0.20187077515760277,4.527040021783706,5.559996109008786,0.0,38,199.62000053405762,1.5550302707998744,0,0,6,6,0,0,0.0,0.0,30.0,30.149999111890793,0.20943300033044793,0.0,0.0,0.0,0,0.0,0.35943211222124205
btc-updown-5m-1778772600,Down,1778772600,5m,14,14,0,0,0,0,0.0,7.810000095367431,63.81390053546428,61.669999999999995,0.3312266815733229,0.0,7.810000095367431,0.0,11,53.859999904632566,-1.8126738538909635,136,120,0,0,0,0,0.0,7.600000000000001,465.4429991145995,454.78,2.5773543290004843,0.0,7.600000000000001,0.0,76,447.17999999999995,-8.085644785599072,15,16,0,0,0,0,0.0,8.740000095367431,72.32880069708824,67.60000000000001,0.35343128272886426,0.0,8.740000095367431,0.0,12,58.85999990463257,-4.375369414359369,16,16,0,0,30,30,0.0,8.740000095367431,222.37880079841614,217.6,0.36158628411407623,4.448009984036681,8.740000095367431,0.0,42,208.85999990463256,-8.86522449833874,0,0,8,8,0,0,0.0,0.0,30.0,30.349999368190765,0.20972700031208977,0.0,0.0,0.0,0,0.0,0.5597263685028544
btc-updown-5m-1778772900,Down,1778772900,5m,12,13,0,0,0,0,2.3699991989135754,0.0,55.442200130951406,52.630000801086425,0.2604953157246578,0.0,0.0,1.1849995994567877,9,52.630000801086425,-2.55170401414032,87,102,0,0,0,0,1.070000000000003,0.0,327.2011981265363,317.02000000000004,1.7432399930938969,0.0,0.0,0.5350000000000015,56,317.02000000000004,-8.437958133442407,15,18,0,0,0,0,2.129999122619626,0.0,65.90980043288471,62.87000087738038,0.316277979004214,0.0,0.0,1.064999561309813,11,62.87000087738038,-2.7235215765001186,17,18,0,0,30,30,3.129999122619626,0.0,215.40979912158252,212.87000087738036,0.3118259797352053,5.133100003087517,0.0,1.564999561309813,40,212.87000087738036,-7.361072267554473,0,0,7,8,0,0,0.0,0.0,30.0,30.79999938607216,0.20935600047731384,0.0,0.0,0.0,0,0.0,1.0093553865494727
btc-updown-5m-1778773200,Up,1778773200,5m,6,3,0,0,0,0,4.880000000000003,0.0,16.844400338828567,19.880000000000003,0.07276959006546295,0.0,4.880000000000003,0.0,3,15.0,3.1083692512368977,42,36,0,0,0,0,7.970000000000001,0.0,159.0869992895186,156.50000000000003,0.6128503390626128,0.0,7.970000000000001,0.0,26,148.53000000000003,-1.974148950455941,8,3,0,0,0,1,9.880000000000003,0.0,26.144400559365753,29.880000000000003,0.09785058887384684,0.07738500156044954,9.880000000000003,0.0,4,20.0,3.756065027947647,10,1,0,0,28,30,19.490000000000002,0.0,179.5512004122138,174.49,0.08846101295336135,3.7031750193804474,19.490000000000002,0.0,31,155.0,-8.67591441864088,0,0,7,6,0,0,0.0,0.0,30.0,26.65000006556511,0.20260100067758557,0.0,0.0,0.0,0,0.0,-3.147398933757305
btc-updown-5m-1778773500,Up,1778773500,5m,6,8,0,0,0,0,0.0,9.510000839233397,24.166499447345714,20.4899991607666,0.1660676476915361,0.0,0.0,11.449999958276749,4,20.4899991607666,-3.5104326388875755,113,94,0,0,0,0,0.0,0.5900000000000016,382.17149776220293,374.33,1.7488594437242266,0.0,0.0,0.2950000000000008,67,374.33,-6.092638318478748,6,10,0,0,1,0,0.0,14.510000839233399,28.266499523341636,25.4899991607666,0.18224464785759464,0.08662499958276745,0.0,12.799999974668026,6,25.4899991607666,-2.6808807143002085,5,4,0,0,30,30,2.980000000000004,0.0,175.74940037459135,170.0,0.10071154725029655,4.801405008436438,2.980000000000004,0.0,33,167.01999999999998,-10.4500938357775,0,0,7,9,0,0,1.342147610351562,0.0,30.0,30.603966110635334,0.2047334584757605,0.0,1.342147610351562,0.0,0,0.0,0.808699569111095
btc-updown-5m-1778773800,Up,1778773800,5m,10,4,0,0,0,0,3.66,0.0,22.841399977207182,23.66,0.07832571753190413,0.0,3.66,0.0,4,20.0,0.8969257403247219,76,49,0,0,0,0,5.450000000000001,0.0,230.76489946032757,226.13,0.8894146090600449,0.0,5.450000000000001,0.0,37,220.68,-3.74548485126752,15,4,0,0,0,1,13.66,0.0,36.491400221586225,38.66,0.10356771544907933,0.04462500146031379,13.66,0.0,5,25.0,2.2275424924025384,10,4,0,0,28,30,0.0,6.34,161.5963997451961,163.66,0.07584071701453583,2.9246255696352517,0.0,3.17,32,163.66,-0.785184597816821,0,0,8,7,0,0,0.0,0.0,30.0,32.599999755620956,0.20475000045895558,0.0,0.0,0.0,0,0.0,2.8047497560799144
btc-updown-5m-1778774100,Up,1778774100,5m,21,13,0,0,0,0,6.169999732971192,0.0,58.32759958148003,59.0799995803833,0.32856986265735216,0.0,6.169999732971192,0.0,9,52.90999984741211,1.0809698615606251,121,129,0,0,0,0,6.520000000000003,0.0,440.5286002422987,435.68999999999994,2.4042456132618906,0.0,6.520000000000003,0.0,71,429.16999999999996,-2.434354629036875,22,17,0,0,0,0,0.0,6.910000267028808,65.65919952511788,64.0799995803833,0.3954348149469315,0.0,0.0,3.455000133514404,11,64.0799995803833,-1.1837651297876448,15,15,0,0,30,30,0.0,6.010000228881836,205.24139869556427,201.89999961853027,0.3181700743887879,5.188014997646804,0.0,3.005000114440918,39,201.89999961853027,-8.211244000292027,0,0,11,10,0,0,2.6645352591003757e-15,3.552713678800501e-15,30.0,30.24999901652336,0.2095450004506108,0.0,2.6645352591003757e-15,1.7763568394002505e-15,0,0.0,0.45954401697397174
btc-updown-5m-1778775000,Up,1778775000,5m,23,18,0,0,0,0,0.25999802589416987,0.0,66.87090053518413,72.34999995231627,0.41390324291597513,0.0,0.25999802589416987,0.0,13,72.0900019264221,5.893002660048111,147,128,0,0,0,0,0.0,0.7599999999999998,563.9599983151255,551.8700000000001,3.0601350052994993,0.0,0.0,0.3799999999999999,98,551.8700000000001,-9.029863309825942,25,18,0,0,0,1,5.25999802589417,0.0,74.62090059478878,82.3499999523163,0.4476082430494895,0.0869400002336502,5.25999802589417,0.0,14,77.09000192642212,8.089767600343354,22,17,0,0,30,30,5.4399981594085745,0.0,224.73130038532616,227.3499999523163,0.4058828105084491,4.5444000050485105,5.4399981594085745,0.0,43,221.91000179290774,-1.5198176275499353,0,0,8,6,0,0,0.0,0.0,30.0,30.349999368190765,0.20958700012016274,0.0,0.0,0.0,0,0.0,0.5595863683109279
