slug,outcome,n_fills,n_buys,n_sells,n_maker,n_taker,buy_shares,sell_shares,buy_usd,sell_usd,avg_buy_px,avg_sell_px,size_p50,size_p90,first_offset,last_offset,median_offset,n_unique_offsets,mc,asset_sym,slot_start_s,median_book_spread,wallet,span_s,fires_per_min,maker_pct,sell_pct
eth-updown-5m-1778841300,Down,20,0,20,20,0,0.0,341.96709999999996,0.0,296.11305373405884,,0.846500015258789,7.586994499999999,52.707000000000015,87,227,182.0,15,updown_5m,ETH,1778841300,0.010000020265579224,0x89b5cdaa,140,8.571428571428571,100.0,100.0
eth-updown-5m-1778841600,Down,10,0,10,10,0,0.0,130.322642,0.0,99.44118729294682,,0.7499999940395355,5.5423905,41.9,9,65,53.5,7,updown_5m,ETH,1778841600,0.010000050067901611,0x89b5cdaa,56,10.714285714285714,100.0,100.0
eth-updown-5m-1778841900,Up,2,0,2,2,0,0.0,139.096665,0.0,126.62743124223203,,0.9099999964237213,69.5483325,70.0429985,103,143,123.0,2,updown_5m,ETH,1778841900,0.009999990463256836,0x89b5cdaa,40,3.0,100.0,100.0
eth-updown-5m-1778842200,Up,3,0,3,3,0,0.0,32.897811,0.0,23.028467307827533,,0.699999988079071,13.164061,14.6598122,41,65,63.0,3,updown_5m,ETH,1778842200,0.019999980926513672,0x89b5cdaa,24,7.5,100.0,100.0
eth-updown-5m-1778842500,Down,1,0,1,1,0,0.0,35.9,0.0,24.41200025677681,,0.6800000071525574,35.9,35.9,106,106,106.0,1,updown_5m,ETH,1778842500,0.009999990463256836,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778842500,Up,5,0,5,5,0,0.0,105.189549,0.0,15.74723024060554,,0.17199999913573266,13.62,45.56400000000001,57,238,236.0,4,updown_5m,ETH,1778842500,0.010000001639127731,0x89b5cdaa,181,1.6574585635359116,100.0,100.0
eth-updown-5m-1778842800,Down,12,0,12,12,0,0.0,434.264284,0.0,402.03733000323604,,0.919166679183642,26.472141999999998,60.842000000000006,165,237,175.5,10,updown_5m,ETH,1778842800,0.010000050067901611,0x89b5cdaa,72,10.0,100.0,100.0
eth-updown-5m-1778842800,Up,2,0,2,2,0,0.0,14.45,0.0,8.331999984383582,,0.5999999940395355,7.225,10.605,55,88,71.5,2,updown_5m,ETH,1778842800,0.009999990463256836,0x89b5cdaa,33,3.6363636363636362,100.0,100.0
eth-updown-5m-1778843100,Down,10,0,10,10,0,0.0,164.25817899999998,0.0,108.45856372845117,,0.607000008225441,9.060454,46.4,52,201,101.0,6,updown_5m,ETH,1778843100,0.010000020265579224,0x89b5cdaa,149,4.026845637583892,100.0,100.0
eth-updown-5m-1778843400,Down,7,0,7,7,0,0.0,135.03369899999998,0.0,49.18331937652704,,0.29714285688740866,6.6506,54.78,36,223,99.0,6,updown_5m,ETH,1778843400,0.01000000536441803,0x89b5cdaa,187,2.2459893048128343,100.0,100.0
eth-updown-5m-1778843400,Up,1,0,1,1,0,0.0,1.725713,0.0,1.6049131023432612,,0.9300000071525574,1.725713,1.725713,237,237,237.0,1,updown_5m,ETH,1778843400,0.009999990463256836,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778843700,Down,4,0,4,4,0,0.0,240.14,0.0,178.15430352807044,,0.7100000083446503,47.485,118.95800000000001,250,256,255.0,3,updown_5m,ETH,1778843700,0.010000020265579224,0x89b5cdaa,6,40.0,100.0,100.0
eth-updown-5m-1778843700,Up,20,0,20,20,0,0.0,378.076892,0.0,264.4943733186367,,0.6459999952465296,17.1575,41.52100000000002,81,250,191.0,19,updown_5m,ETH,1778843700,0.009999990463256836,0x89b5cdaa,169,7.100591715976331,100.0,100.0
eth-updown-5m-1778844600,Down,5,0,5,5,0,0.0,82.46,0.0,48.249997887909416,,0.5539999783039093,20.42,30.240000000000002,152,189,189.0,3,updown_5m,ETH,1778844600,0.009999990463256836,0x89b5cdaa,37,8.108108108108107,100.0,100.0
eth-updown-5m-1778844600,Up,1,0,1,1,0,0.0,59.17,0.0,33.72689957678318,,0.5699999928474426,59.17,59.17,21,21,21.0,1,updown_5m,ETH,1778844600,0.009999990463256836,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778844900,Down,7,0,7,7,0,0.0,173.96,0.0,143.92869826555253,,0.7414285625730243,19.6,46.252000000000024,225,284,281.0,5,updown_5m,ETH,1778844900,0.009999990463256836,0x89b5cdaa,59,7.118644067796611,100.0,100.0
eth-updown-5m-1778844900,Up,15,0,15,15,0,0.0,145.160436,0.0,77.72661066926538,,0.5806666672229767,11.25,16.0587364,32,247,244.0,8,updown_5m,ETH,1778844900,0.02000001072883606,0x89b5cdaa,215,4.186046511627906,100.0,100.0
eth-updown-5m-1778845200,Down,6,0,6,6,0,0.0,91.95612,0.0,51.05518142029541,,0.5749999980131785,7.6428565,33.3352035,115,143,138.0,4,updown_5m,ETH,1778845200,0.010000020265579224,0x89b5cdaa,28,12.857142857142858,100.0,100.0
eth-updown-5m-1778845500,Up,3,0,3,3,0,0.0,47.981427000000004,0.0,33.3457414780975,,0.6733333468437195,3.171427,34.194285400000005,60,67,60.0,2,updown_5m,ETH,1778845500,0.010000050067901611,0x89b5cdaa,7,25.714285714285715,100.0,100.0
eth-updown-5m-1778845800,Down,4,0,4,4,0,0.0,57.55,0.0,17.26500068604946,,0.30000001192092896,13.51,15.967,235,235,235.0,1,updown_5m,ETH,1778845800,0.010000020265579224,0x89b5cdaa,0,240.0,100.0,100.0
eth-updown-5m-1778845800,Up,15,0,15,15,0,0.0,298.185383,0.0,190.186002856257,,0.58599999944369,14.166665,40.810810399999994,177,285,207.0,8,updown_5m,ETH,1778845800,0.009999990463256836,0x89b5cdaa,108,8.333333333333334,100.0,100.0
eth-updown-5m-1778846400,Down,4,0,4,4,0,0.0,77.56,0.0,31.98269895941019,,0.4349999874830246,13.280000000000001,34.275000000000006,41,49,45.0,2,updown_5m,ETH,1778846400,0.009999990463256836,0x89b5cdaa,8,30.0,100.0,100.0
eth-updown-5m-1778846700,Down,4,0,4,4,0,0.0,55.599621,0.0,36.52791890346607,,0.5750000029802322,12.0648105,27.537000000000003,89,274,181.5,2,updown_5m,ETH,1778846700,0.030000001192092896,0x89b5cdaa,185,1.2972972972972971,100.0,100.0
eth-updown-5m-1778846700,Up,1,0,1,1,0,0.0,17.24,0.0,7.413200123310088,,0.4300000071525574,17.24,17.24,24,24,24.0,1,updown_5m,ETH,1778846700,0.010000020265579224,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778847300,Down,3,0,3,3,0,0.0,28.54,0.0,11.81339979082346,,0.4299999922513962,11.54,11.908,24,105,26.0,3,updown_5m,ETH,1778847300,0.009999990463256836,0x89b5cdaa,81,2.222222222222222,100.0,100.0
eth-updown-5m-1778847300,Up,3,0,3,3,0,0.0,82.295,0.0,73.80854945540428,,0.8266666531562805,20.83,53.30200000000001,164,210,164.0,2,updown_5m,ETH,1778847300,0.009999990463256836,0x89b5cdaa,46,3.913043478260869,100.0,100.0
eth-updown-5m-1778848200,Down,10,0,10,10,0,0.0,149.903471,0.0,121.46214871981019,,0.8150000095367431,11.888157,19.822999999999986,111,178,115.0,4,updown_5m,ETH,1778848200,0.010000020265579224,0x89b5cdaa,67,8.955223880597014,100.0,100.0
eth-updown-5m-1778848800,Up,2,0,2,2,0,0.0,47.84,0.0,14.770600527524948,,0.33500000834465027,23.92,38.272,15,140,77.5,2,updown_5m,ETH,1778848800,0.01000000536441803,0x89b5cdaa,125,0.96,100.0,100.0
eth-updown-5m-1778849100,Down,6,0,6,6,0,0.0,95.609284,0.0,22.279435006968974,,0.27666666607062024,9.934642,32.4,139,247,223.0,5,updown_5m,ETH,1778849100,0.009999990463256836,0x89b5cdaa,108,3.333333333333333,100.0,100.0
eth-updown-5m-1778849100,Up,10,0,10,10,0,0.0,78.491827,0.0,23.67261932960379,,0.3080000102519989,6.85,13.88,50,53,51.0,3,updown_5m,ETH,1778849100,0.010000020265579224,0x89b5cdaa,3,200.0,100.0,100.0
eth-updown-5m-1778849400,Down,3,0,3,3,0,0.0,56.265782,0.0,11.459698476417184,,0.20999999841054282,12.82,27.7206256,119,136,119.0,2,updown_5m,ETH,1778849400,0.019999995827674866,0x89b5cdaa,17,10.588235294117647,100.0,100.0
eth-updown-5m-1778849400,Up,5,0,5,5,0,0.0,42.829935,0.0,28.387539780130687,,0.6260000109672547,6.969695,15.222048,59,213,206.0,5,updown_5m,ETH,1778849400,0.010000050067901611,0x89b5cdaa,154,1.9480519480519478,100.0,100.0
eth-updown-5m-1778849700,Down,5,0,5,5,0,0.0,35.189088,0.0,12.729780072101594,,0.32999999821186066,5.505453,11.949454,139,211,211.0,3,updown_5m,ETH,1778849700,0.019999995827674866,0x89b5cdaa,72,4.166666666666667,100.0,100.0
eth-updown-5m-1778849700,Up,6,0,6,6,0,0.0,36.705899,0.0,18.828359631267993,,0.5083333353201548,3.6393435,13.235,36,235,113.0,4,updown_5m,ETH,1778849700,0.015000015497207642,0x89b5cdaa,199,1.809045226130653,100.0,100.0
eth-updown-5m-1778850300,Down,3,0,3,3,0,0.0,68.49000000000001,0.0,59.58630032658577,,0.8700000047683716,14.0,37.392,272,272,272.0,1,updown_5m,ETH,1778850300,0.009999990463256836,0x89b5cdaa,0,180.0,100.0,100.0
eth-updown-5m-1778850300,Up,2,0,2,2,0,0.0,6.150428,0.0,1.9681369160087108,,0.3199999928474426,3.075214,3.228142,204,204,204.0,1,updown_5m,ETH,1778850300,0.009999990463256836,0x89b5cdaa,0,120.0,100.0,100.0
eth-updown-5m-1778850600,Up,4,0,4,4,0,0.0,39.115641,0.0,13.461105512208848,,0.3500000014901161,5.4350000000000005,19.9755737,168,230,225.5,3,updown_5m,ETH,1778850600,0.030000001192092896,0x89b5cdaa,62,3.8709677419354835,100.0,100.0
eth-updown-5m-1778850900,Down,2,0,2,2,0,0.0,37.519999999999996,0.0,14.192399883270264,,0.375,18.759999999999998,28.552,227,229,228.0,2,updown_5m,ETH,1778850900,0.019999995827674866,0x89b5cdaa,2,60.0,100.0,100.0
eth-updown-5m-1778851500,Up,22,0,22,22,0,0.0,230.901698,0.0,57.09557734364852,,0.23727272721854123,7.426177,23.0,59,150,143.0,11,updown_5m,ETH,1778851500,0.01000000536441803,0x89b5cdaa,91,14.505494505494505,100.0,100.0
eth-updown-5m-1778851800,Up,12,0,12,12,0,0.0,520.0187969999998,0.0,49.02008700489455,,0.11166666665424903,10.01111,153.787,32,174,53.0,9,updown_5m,ETH,1778851800,0.01000000536441803,0x89b5cdaa,142,5.070422535211268,100.0,100.0
eth-updown-5m-1778852100,Up,6,0,6,6,0,0.0,147.01999999999998,0.0,44.10600175261497,,0.30000001192092896,13.88,50.215,74,165,165.0,2,updown_5m,ETH,1778852100,0.010000020265579224,0x89b5cdaa,91,3.956043956043956,100.0,100.0
eth-updown-5m-1778852700,Down,10,0,10,10,0,0.0,122.11766300000001,0.0,39.34908797473526,,0.25899999737739565,9.996448,16.700757799999987,21,223,126.0,7,updown_5m,ETH,1778852700,0.009999990463256836,0x89b5cdaa,202,2.9702970297029703,100.0,100.0
eth-updown-5m-1778852700,Up,4,0,4,4,0,0.0,43.532194,0.0,26.109190436561168,,0.6124999970197678,11.532940499999999,15.0834477,76,184,129.0,3,updown_5m,ETH,1778852700,0.03000001609325409,0x89b5cdaa,108,2.2222222222222223,100.0,100.0
eth-updown-5m-1778853000,Down,3,0,3,3,0,0.0,67.857141,0.0,64.92142894019717,,0.8700000047683716,5.0,49.0,33,271,262.0,3,updown_5m,ETH,1778853000,0.009999990463256836,0x89b5cdaa,238,0.7563025210084033,100.0,100.0
eth-updown-5m-1778853300,Down,30,0,30,30,0,0.0,806.9759509999999,0.0,622.0673120179979,,0.7720000008742015,7.6,76.77100000000003,27,134,68.0,15,updown_5m,ETH,1778853300,0.009999990463256836,0x89b5cdaa,107,16.822429906542055,100.0,100.0
eth-updown-5m-1778853300,Up,7,0,7,7,0,0.0,113.55,0.0,5.677500084601343,,0.05000000074505806,5.0,38.00000000000003,139,141,139.0,2,updown_5m,ETH,1778853300,0.010000001639127731,0x89b5cdaa,2,210.0,100.0,100.0
eth-updown-5m-1778853600,Down,5,0,5,5,0,0.0,50.411763,0.0,37.61646990106988,,0.7699999928474426,5.0,20.047057800000005,68,82,73.0,4,updown_5m,ETH,1778853600,0.010000050067901611,0x89b5cdaa,14,21.428571428571427,100.0,100.0
eth-updown-5m-1778853600,Up,1,0,1,1,0,0.0,8.15,0.0,5.297499805688858,,0.6499999761581421,8.15,8.15,185,185,185.0,1,updown_5m,ETH,1778853600,0.009999990463256836,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778853900,Down,14,0,14,14,0,0.0,197.966179,0.0,82.01734468127185,,0.43071428154196056,7.8081525,28.624808700000003,10,192,22.0,7,updown_5m,ETH,1778853900,0.07999998331069946,0x89b5cdaa,182,4.615384615384616,100.0,100.0
eth-updown-5m-1778854200,Up,16,0,16,16,0,0.0,128.000433,0.0,71.96914710567647,,0.5800000075250864,7.395,16.2,51,147,84.0,8,updown_5m,ETH,1778854200,0.015000015497207642,0x89b5cdaa,96,10.0,100.0,100.0
eth-updown-5m-1778854500,Down,6,0,6,6,0,0.0,74.67,0.0,48.63678700894117,,0.6399999956289927,10.875,23.319375,36,124,111.5,4,updown_5m,ETH,1778854500,0.014999985694885254,0x89b5cdaa,88,4.090909090909091,100.0,100.0
eth-updown-5m-1778854500,Up,24,0,24,24,0,0.0,630.777423,0.0,483.3312912038782,,0.7637500042716662,13.911666,42.862,183,283,256.0,12,updown_5m,ETH,1778854500,0.010000050067901611,0x89b5cdaa,100,14.399999999999999,100.0,100.0
eth-updown-5m-1778854800,Down,3,0,3,3,0,0.0,13.625674,0.0,3.1292163122051058,,0.2966666668653488,5.590908,7.0419944,126,189,188.0,3,updown_5m,ETH,1778854800,0.02000001072883606,0x89b5cdaa,63,2.857142857142857,100.0,100.0
eth-updown-5m-1778854800,Up,16,0,16,16,0,0.0,220.000559,0.0,146.05752250894483,,0.7056250162422657,10.625,30.79,77,256,184.0,9,updown_5m,ETH,1778854800,0.030000030994415283,0x89b5cdaa,179,5.363128491620111,100.0,100.0
eth-updown-5m-1778855100,Down,37,0,37,37,0,0.0,597.871614,0.0,511.2959395850611,,0.8454054062430923,7.62,39.0,29,241,161.0,22,updown_5m,ETH,1778855100,0.009999990463256836,0x89b5cdaa,212,10.471698113207548,100.0,100.0
eth-updown-5m-1778855400,Down,22,0,22,22,0,0.0,466.449564,0.0,357.39184702680944,,0.7818181839856234,11.955,48.70700000000001,167,281,218.0,11,updown_5m,ETH,1778855400,0.010000050067901611,0x89b5cdaa,114,11.578947368421053,100.0,100.0
eth-updown-5m-1778855400,Up,16,0,16,16,0,0.0,181.180564,0.0,120.47977851501483,,0.5706249913200736,9.2752005,26.15,15,233,89.0,11,updown_5m,ETH,1778855400,0.009999990463256836,0x89b5cdaa,218,4.4036697247706424,100.0,100.0
eth-updown-5m-1778855700,Down,12,0,12,12,0,0.0,184.551589,0.0,72.92304465060595,,0.3999999910593033,11.125,29.388,5,196,153.0,7,updown_5m,ETH,1778855700,0.009999990463256836,0x89b5cdaa,191,3.7696335078534036,100.0,100.0
eth-updown-5m-1778855700,Up,2,0,2,2,0,0.0,45.47,0.0,35.92130097568035,,0.7900000214576721,22.735,37.723,166,166,166.0,1,updown_5m,ETH,1778855700,0.010000050067901611,0x89b5cdaa,0,120.0,100.0,100.0
eth-updown-5m-1778856000,Down,1,0,1,1,0,0.0,3.19185,0.0,1.595925,,0.5,3.19185,3.19185,6,6,6.0,1,updown_5m,ETH,1778856000,0.02000001072883606,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778856000,Up,10,0,10,10,0,0.0,189.384643,0.0,128.01957458657617,,0.686000007390976,14.804544499999999,35.071,81,223,114.5,6,updown_5m,ETH,1778856000,0.019999980926513672,0x89b5cdaa,142,4.225352112676056,100.0,100.0
eth-updown-5m-1778856300,Down,18,0,18,18,0,0.0,359.24650399999996,0.0,271.2992751923033,,0.7222222205665376,11.046875,50.339,9,161,135.0,10,updown_5m,ETH,1778856300,0.009999990463256836,0x89b5cdaa,152,7.105263157894737,100.0,100.0
eth-updown-5m-1778856600,Down,3,0,3,3,0,0.0,60.36111,0.0,34.748343041619655,,0.5766666531562805,23.14,25.516,22,40,40.0,2,updown_5m,ETH,1778856600,0.009999990463256836,0x89b5cdaa,18,10.0,100.0,100.0
eth-updown-5m-1778856600,Up,8,0,8,8,0,0.0,330.824,0.0,291.0072784047127,,0.7987500056624413,31.04,93.03099999999999,118,225,179.0,4,updown_5m,ETH,1778856600,0.02000001072883606,0x89b5cdaa,107,4.485981308411215,100.0,100.0
eth-updown-5m-1778856900,Up,22,0,22,22,0,0.0,938.0949039999999,0.0,795.8025200110536,,0.834545457904989,29.65,99.04100000000001,6,275,261.0,12,updown_5m,ETH,1778856900,0.009999990463256836,0x89b5cdaa,269,4.907063197026022,100.0,100.0
eth-updown-5m-1778857200,Down,19,0,19,19,0,0.0,628.3953290000001,0.0,525.8730898781073,,0.8310526232970389,15.18,71.12599999999996,133,271,190.0,9,updown_5m,ETH,1778857200,0.019999980926513672,0x89b5cdaa,138,8.260869565217392,100.0,100.0
eth-updown-5m-1778857200,Up,11,0,11,11,0,0.0,105.251687,0.0,66.5538822367437,,0.5727272765202955,4.4916,22.57,43,269,54.0,8,updown_5m,ETH,1778857200,0.009999990463256836,0x89b5cdaa,226,2.920353982300885,100.0,100.0
eth-updown-5m-1778857800,Down,2,0,2,2,0,0.0,51.012221000000004,0.0,29.58708732864171,,0.5799999833106995,25.506110500000002,43.3509989,38,38,38.0,1,updown_5m,ETH,1778857800,0.009999990463256836,0x89b5cdaa,0,120.0,100.0,100.0
eth-updown-5m-1778857800,Up,29,0,29,29,0,0.0,673.619641,0.0,509.96914230030126,,0.7658620723362627,14.777776,45.2906656,108,264,199.0,15,updown_5m,ETH,1778857800,0.009999990463256836,0x89b5cdaa,156,11.153846153846153,100.0,100.0
eth-updown-5m-1778858100,Down,2,0,2,2,0,0.0,41.130433,0.0,22.62173864031297,,0.550000011920929,20.5652165,34.5130433,76,76,76.0,1,updown_5m,ETH,1778858100,0.009999990463256836,0x89b5cdaa,0,120.0,100.0,100.0
eth-updown-5m-1778858100,Up,15,0,15,15,0,0.0,478.56101699999994,0.0,406.11048873997913,,0.8253333369890848,21.561332,64.93799999999999,106,213,207.0,9,updown_5m,ETH,1778858100,0.009999990463256836,0x89b5cdaa,107,8.411214953271028,100.0,100.0
eth-updown-5m-1778858400,Up,24,0,24,24,0,0.0,393.596227,0.0,295.12501776803214,,0.7062499995032946,7.353899500000001,41.532999999999994,21,257,168.0,16,updown_5m,ETH,1778858400,0.009999990463256836,0x89b5cdaa,236,6.101694915254238,100.0,100.0
eth-updown-5m-1778858700,Down,27,0,27,27,0,0.0,594.882977,0.0,453.6459621677344,,0.7625925894136782,12.608694,53.23800000000002,8,148,69.0,12,updown_5m,ETH,1778858700,0.009999990463256836,0x89b5cdaa,140,11.571428571428571,100.0,100.0
eth-updown-5m-1778859000,Up,22,0,22,22,0,0.0,426.97193200000004,0.0,338.4143056749003,,0.7972727147015658,12.4917385,43.16430290000001,21,126,61.0,12,updown_5m,ETH,1778859000,0.009999990463256836,0x89b5cdaa,105,12.571428571428571,100.0,100.0
eth-updown-5m-1778859300,Down,12,0,12,12,0,0.0,151.345205,0.0,106.60300546802272,,0.6258333474397659,11.25,15.653762799999999,31,285,62.0,5,updown_5m,ETH,1778859300,0.010000050067901611,0x89b5cdaa,254,2.8346456692913384,100.0,100.0
eth-updown-5m-1778859600,Up,7,0,7,7,0,0.0,125.425453,0.0,105.61336202789361,,0.8414285693849836,11.39,32.53,158,259,198.0,5,updown_5m,ETH,1778859600,0.009999990463256836,0x89b5cdaa,101,4.158415841584159,100.0,100.0
eth-updown-5m-1778859900,Up,9,0,9,9,0,0.0,205.041176,0.0,185.05044794227487,,0.884444448682997,10.75,53.58483300000002,203,274,231.0,7,updown_5m,ETH,1778859900,0.009999990463256836,0x89b5cdaa,71,7.605633802816901,100.0,100.0
eth-updown-5m-1778860200,Up,12,0,12,12,0,0.0,275.452908,0.0,232.89426867471857,,0.8149999976158142,10.094999999999999,66.2,60,142,110.0,10,updown_5m,ETH,1778860200,0.009999990463256836,0x89b5cdaa,82,8.78048780487805,100.0,100.0
eth-updown-5m-1778860500,Down,35,0,35,35,0,0.0,925.971954,0.0,754.141790605996,,0.7588571429252624,15.49,71.96711040000001,17,234,177.0,18,updown_5m,ETH,1778860500,0.009999990463256836,0x89b5cdaa,217,9.67741935483871,100.0,100.0
eth-updown-5m-1778860800,Down,62,0,62,62,0,0.0,1504.847396,0.0,1075.7818187897385,,0.7114516131339534,11.526363,57.59195109999999,17,272,154.5,32,updown_5m,ETH,1778860800,0.009999990463256836,0x89b5cdaa,255,14.588235294117647,100.0,100.0
eth-updown-5m-1778861100,Down,5,0,5,5,0,0.0,78.09322399999999,0.0,40.92782967202091,,0.5419999837875367,3.0,39.676,140,144,144.0,2,updown_5m,ETH,1778861100,0.04999998211860657,0x89b5cdaa,4,75.0,100.0,100.0
eth-updown-5m-1778861100,Up,33,0,33,33,0,0.0,635.8279289999999,0.0,437.00834748906254,,0.6475757532047502,11.25,40.13333200000001,14,266,107.0,18,updown_5m,ETH,1778861100,0.010000050067901611,0x89b5cdaa,252,7.857142857142857,100.0,100.0
eth-updown-5m-1778861400,Down,36,0,36,36,0,0.0,915.076588,0.0,725.89309676662,,0.8124999966886308,15.046110500000001,61.9736835,50,288,103.0,23,updown_5m,ETH,1778861400,0.009999990463256836,0x89b5cdaa,238,9.07563025210084,100.0,100.0
eth-updown-5m-1778861700,Down,28,0,28,28,0,0.0,515.2973589999999,0.0,364.31258936767864,,0.663928570491927,12.995000000000001,37.03,25,279,244.5,13,updown_5m,ETH,1778861700,0.019999980926513672,0x89b5cdaa,254,6.6141732283464565,100.0,100.0
eth-updown-5m-1778862000,Up,19,0,19,19,0,0.0,371.195552,0.0,308.5092075600753,,0.8489473775813454,11.25,31.05,110,210,124.0,10,updown_5m,ETH,1778862000,0.010000050067901611,0x89b5cdaa,100,11.4,100.0,100.0
eth-updown-5m-1778862300,Down,25,0,25,25,0,0.0,742.737096,0.0,655.8997521079955,,0.8896000027656555,18.08,59.163635600000006,37,288,60.0,13,updown_5m,ETH,1778862300,0.010000050067901611,0x89b5cdaa,251,5.9760956175298805,100.0,100.0
eth-updown-5m-1778863500,Down,32,0,32,32,0,0.0,617.285118,0.0,538.4057212061665,,0.8534374907612801,15.79,56.909090800000065,138,188,181.0,12,updown_5m,ETH,1778863500,0.009999990463256836,0x89b5cdaa,50,38.4,100.0,100.0
eth-updown-5m-1778863800,Down,8,0,8,8,0,0.0,107.36156400000002,0.0,94.56284439731382,,0.8712500035762787,8.333332500000001,26.036999999999992,219,265,222.5,6,updown_5m,ETH,1778863800,0.009999990463256836,0x89b5cdaa,46,10.434782608695652,100.0,100.0
eth-updown-5m-1778863800,Up,1,0,1,1,0,0.0,11.340908,0.0,6.464317478883506,,0.5699999928474426,11.340908,11.340908,62,62,62.0,1,updown_5m,ETH,1778863800,0.009999990463256836,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778864400,Up,7,0,7,7,0,0.0,84.99563400000001,0.0,68.80561422991252,,0.8285714302744184,9.466665,24.0375374,118,256,254.0,4,updown_5m,ETH,1778864400,0.009999990463256836,0x89b5cdaa,138,3.0434782608695654,100.0,100.0
eth-updown-5m-1778864700,Up,8,0,8,8,0,0.0,114.97701799999999,0.0,105.09484842781794,,0.9112499877810478,15.432500000000001,20.633333,145,187,147.0,4,updown_5m,ETH,1778864700,0.019999980926513672,0x89b5cdaa,42,11.428571428571429,100.0,100.0
eth-updown-5m-1778865300,Down,21,0,21,21,0,0.0,473.21851699999996,0.0,407.7323864913883,,0.8600000057901654,13.0,59.17,152,282,263.0,13,updown_5m,ETH,1778865300,0.010000050067901611,0x89b5cdaa,130,9.692307692307693,100.0,100.0
eth-updown-5m-1778865600,Down,1,0,1,1,0,0.0,2.383702,0.0,1.0011548087424635,,0.41999998688697815,2.383702,2.383702,153,153,153.0,1,updown_5m,ETH,1778865600,0.019999980926513672,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778865600,Up,1,0,1,1,0,0.0,3.0,0.0,2.730000078678131,,0.9100000262260437,3.0,3.0,237,237,237.0,1,updown_5m,ETH,1778865600,0.010000050067901611,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778865900,Down,13,0,13,13,0,0.0,395.24163799999997,0.0,166.36147900769157,,0.3807692344372089,21.753845,84.42000000000003,34,258,216.0,10,updown_5m,ETH,1778865900,0.01000000536441803,0x89b5cdaa,224,3.482142857142857,100.0,100.0
eth-updown-5m-1778865900,Up,5,0,5,5,0,0.0,112.226168,0.0,46.62443759065694,,0.4379999995231628,30.0,38.0763684,128,193,128.0,3,updown_5m,ETH,1778865900,0.009999990463256836,0x89b5cdaa,65,4.615384615384616,100.0,100.0
eth-updown-5m-1778866500,Down,2,0,2,2,0,0.0,85.09714000000001,0.0,45.95245742598653,,0.5400000214576721,42.548570000000005,72.0159988,218,218,218.0,1,updown_5m,ETH,1778866500,0.010000050067901611,0x89b5cdaa,0,120.0,100.0,100.0
eth-updown-5m-1778866500,Up,5,0,5,5,0,0.0,53.24641799999999,0.0,23.407032999418615,,0.44800000786781313,12.19512,17.3463444,81,232,191.0,4,updown_5m,ETH,1778866500,0.010000020265579224,0x89b5cdaa,151,1.9867549668874174,100.0,100.0
eth-updown-5m-1778866800,Down,6,0,6,6,0,0.0,255.58919299999997,0.0,230.42488080663313,,0.901666671037674,41.7268175,61.1295445,138,171,142.0,4,updown_5m,ETH,1778866800,0.010000020265579224,0x89b5cdaa,33,10.909090909090908,100.0,100.0
eth-updown-5m-1778867100,Down,4,0,4,4,0,0.0,174.18,0.0,112.97960219383239,,0.6025000065565109,24.8,90.37600000000002,155,244,160.0,3,updown_5m,ETH,1778867100,0.014999985694885254,0x89b5cdaa,89,2.696629213483146,100.0,100.0
eth-updown-5m-1778867100,Up,1,0,1,1,0,0.0,0.308362,0.0,0.1695991036759615,,0.550000011920929,0.308362,0.308362,13,13,13.0,1,updown_5m,ETH,1778867100,0.009999990463256836,0x89b5cdaa,0,60.0,100.0,100.0
eth-updown-5m-1778867400,Down,18,0,18,18,0,0.0,451.656096,0.0,311.2462519997924,,0.5372222281164594,15.2249995,51.524000000000015,180,256,225.0,9,updown_5m,ETH,1778867400,0.020000040531158447,0x89b5cdaa,76,14.210526315789474,100.0,100.0
eth-updown-5m-1778867700,Down,5,0,5,5,0,0.0,29.12,0.0,14.851199722290039,,0.5099999904632568,5.0,8.912,188,190,188.0,2,updown_5m,ETH,1778867700,0.009999990463256836,0x89b5cdaa,2,150.0,100.0,100.0
eth-updown-5m-1778867700,Up,4,0,4,4,0,0.0,80.46888899999999,0.0,24.223983294413117,,0.3174999952316284,7.8002765,48.24261570000001,153,162,159.5,4,updown_5m,ETH,1778867700,0.009999990463256836,0x89b5cdaa,9,26.666666666666668,100.0,100.0
eth-updown-5m-1778868000,Down,2,0,2,2,0,0.0,134.3775,0.0,12.093975480571391,,0.09000000357627869,67.18875,98.50975,182,182,182.0,1,updown_5m,ETH,1778868000,0.01000000536441803,0x89b5cdaa,0,120.0,100.0,100.0
eth-updown-5m-1778868000,Up,9,0,9,9,0,0.0,248.21,0.0,187.6862985420227,,0.7566666603088379,31.0,51.6,53,74,69.0,5,updown_5m,ETH,1778868000,0.009999990463256836,0x89b5cdaa,21,25.714285714285715,100.0,100.0
