slug,engaged,prob_lr,prob_gb,wallet,rank
btc-updown-15m-1778809500,0,0.06873814045185654,0.033387781410248195,0x04b6d7e9,274
btc-updown-15m-1778810400,0,0.14794945811526694,0.013056861459950475,0x04b6d7e9,355
btc-updown-15m-1778811300,0,0.513690285432656,0.015856317413497148,0x04b6d7e9,335
btc-updown-15m-1778812200,0,0.24498928633786268,0.038618228116772714,0x04b6d7e9,268
btc-updown-15m-1778813100,0,0.10410465314459537,0.012690404382136195,0x04b6d7e9,358
btc-updown-15m-1778814000,0,0.32548952356203836,0.017552668576254395,0x04b6d7e9,325
btc-updown-15m-1778814900,0,0.2690608880332847,0.010858507514566799,0x04b6d7e9,369
btc-updown-15m-1778815800,0,0.3643411764358057,0.0106171943237774,0x04b6d7e9,370
btc-updown-15m-1778816700,0,0.06698916016978375,0.02739681009096467,0x04b6d7e9,287
btc-updown-15m-1778817600,0,0.28331929241855985,0.02441846289297456,0x04b6d7e9,297
btc-updown-15m-1778818500,0,0.034357799324209196,0.017290745041550475,0x04b6d7e9,326
btc-updown-15m-1778819400,0,0.6145676670707697,0.03436213623890869,0x04b6d7e9,273
btc-updown-15m-1778820300,0,0.3180171815296455,0.03848801583343087,0x04b6d7e9,269
btc-updown-15m-1778821200,1,0.3315599548151738,0.9413741413528212,0x04b6d7e9,184
btc-updown-15m-1778822100,1,0.5575233573467061,0.9699763959546883,0x04b6d7e9,145
btc-updown-15m-1778823000,1,0.6106655798139602,0.8296060232868857,0x04b6d7e9,223
btc-updown-15m-1778823900,1,0.41265243453545564,0.8939738863026556,0x04b6d7e9,207
btc-updown-15m-1778824800,1,0.8634507161896716,0.9294572265203895,0x04b6d7e9,196
btc-updown-15m-1778825700,1,0.8612835471222073,0.9258315885104788,0x04b6d7e9,198
btc-updown-15m-1778826600,1,0.3297364582051932,0.5113581781065819,0x04b6d7e9,235
btc-updown-15m-1778827500,0,0.2581989869185786,0.6629026840244225,0x04b6d7e9,230
btc-updown-15m-1778828400,0,0.3843275515296405,0.03291676324265303,0x04b6d7e9,275
btc-updown-15m-1778829300,0,0.41440876355579015,0.046038404217007195,0x04b6d7e9,266
btc-updown-15m-1778830200,0,0.7622611305763669,0.1303866838997244,0x04b6d7e9,245
btc-updown-15m-1778836500,0,0.8108556617166736,0.08671906640773851,0x04b6d7e9,254
btc-updown-15m-1778837400,0,0.34151026793652145,0.4264340753661337,0x04b6d7e9,237
btc-updown-15m-1778838300,1,0.6772575148771173,0.10403278235241709,0x04b6d7e9,250
btc-updown-15m-1778839200,1,0.39574816952327796,0.9884669447411274,0x04b6d7e9,18
btc-updown-15m-1778840100,1,0.7233089092618947,0.9745710059780159,0x04b6d7e9,117
btc-updown-15m-1778841000,1,0.4220053152432839,0.8798397905500334,0x04b6d7e9,211
btc-updown-15m-1778841900,1,0.572704686113394,0.8861225151503311,0x04b6d7e9,210
btc-updown-15m-1778842800,1,0.6269789098369424,0.9818458321959498,0x04b6d7e9,77
btc-updown-15m-1778843700,1,0.8344220778448727,0.980046267103792,0x04b6d7e9,86
btc-updown-15m-1778844600,1,0.5978071779296057,0.9492714199695161,0x04b6d7e9,180
btc-updown-15m-1778845500,1,0.13748874847641954,0.947296663697562,0x04b6d7e9,181
btc-updown-15m-1778846400,1,0.6146146883970993,0.9434395538070759,0x04b6d7e9,182
btc-updown-15m-1778856300,1,0.9127686980364973,0.9630267009393408,0x04b6d7e9,164
btc-updown-15m-1778857200,1,0.9779588745369765,0.9834155098703807,0x04b6d7e9,66
btc-updown-15m-1778858100,1,0.9970152866375056,0.9877575561492807,0x04b6d7e9,24
btc-updown-15m-1778859000,1,0.9922613302177006,0.9868750824354998,0x04b6d7e9,37
btc-updown-15m-1778859900,1,0.9848426875426031,0.9874015037216585,0x04b6d7e9,30
btc-updown-15m-1778860800,1,0.8309632372513623,0.9789553303263,0x04b6d7e9,91
btc-updown-15m-1778861700,1,0.9652865961758627,0.976718707847589,0x04b6d7e9,107
btc-updown-15m-1778862600,0,0.8715238200585799,0.9786733693397872,0x04b6d7e9,95
btc-updown-15m-1778863500,1,0.9818779826224806,0.30229239750561915,0x04b6d7e9,238
btc-updown-15m-1778864400,1,0.9299162625224843,0.9735396604649682,0x04b6d7e9,126
btc-updown-15m-1778865300,1,0.9121719688249225,0.9779757696899672,0x04b6d7e9,98
btc-updown-15m-1778866200,1,0.9625555620515682,0.9700279326524902,0x04b6d7e9,144
btc-updown-15m-1778867100,1,0.9514393570392565,0.9712388102103727,0x04b6d7e9,138
btc-updown-15m-1778868000,1,0.9256272251358632,0.9795507764256176,0x04b6d7e9,89
btc-updown-15m-1778868900,1,0.9291374407132851,0.9795610234114017,0x04b6d7e9,88
btc-updown-15m-1778869800,1,0.9110731185659989,0.9167566622929871,0x04b6d7e9,201
btc-updown-15m-1778870700,1,0.9323609631265215,0.9695094487898295,0x04b6d7e9,147
btc-updown-15m-1778871600,1,0.9809571609818898,0.9805872147989598,0x04b6d7e9,83
btc-updown-15m-1778872500,1,0.7451991550261411,0.984387748708171,0x04b6d7e9,57
btc-updown-15m-1778873400,1,0.9377716769289665,0.9743531911194098,0x04b6d7e9,120
btc-updown-5m-1778768400,1,0.8479953508780875,0.9876617274496406,0x04b6d7e9,27
btc-updown-5m-1778768700,1,0.13897056228124255,0.9776631921968838,0x04b6d7e9,103
btc-updown-5m-1778769000,1,0.5437873358231673,0.9777350107944984,0x04b6d7e9,102
btc-updown-5m-1778769300,1,0.3411783328686484,0.9834009992677992,0x04b6d7e9,67
btc-updown-5m-1778769600,1,0.435574117059294,0.9842525220827504,0x04b6d7e9,59
btc-updown-5m-1778769900,1,0.31856674512602073,0.9249267196765777,0x04b6d7e9,199
btc-updown-5m-1778770200,1,0.7029199040163039,0.9810152819426002,0x04b6d7e9,79
btc-updown-5m-1778770500,1,0.3909777268189062,0.97149363885874,0x04b6d7e9,136
btc-updown-5m-1778770800,1,0.6703777405483341,0.9865915836369313,0x04b6d7e9,42
btc-updown-5m-1778771100,1,0.6679036493701433,0.9864004975946549,0x04b6d7e9,46
btc-updown-5m-1778771400,1,0.9044894057915005,0.9869767223491952,0x04b6d7e9,34
btc-updown-5m-1778771700,1,0.8766130649235588,0.9872809307190299,0x04b6d7e9,32
btc-updown-5m-1778772000,1,0.49453626928359423,0.9869767223491952,0x04b6d7e9,35
btc-updown-5m-1778772300,1,0.3688752188419257,0.9808992858387371,0x04b6d7e9,81
btc-updown-5m-1778772600,1,0.8178836649723855,0.982926932547023,0x04b6d7e9,71
btc-updown-5m-1778772900,1,0.5463892970330092,0.9929218330717314,0x04b6d7e9,0
btc-updown-5m-1778773200,1,0.4847248694580115,0.9650387919875757,0x04b6d7e9,157
btc-updown-5m-1778773500,1,0.3875662154763376,0.9630267009393408,0x04b6d7e9,165
btc-updown-5m-1778773800,1,0.3011683103358199,0.9845674035731902,0x04b6d7e9,53
btc-updown-5m-1778774100,1,0.10928197592643812,0.9629870259257618,0x04b6d7e9,166
btc-updown-5m-1778774400,1,0.46918728432597046,0.9730915053272451,0x04b6d7e9,129
btc-updown-5m-1778774700,1,0.44119574414830537,0.970074597778982,0x04b6d7e9,142
btc-updown-5m-1778775000,1,0.9761904288775581,0.9876617274496406,0x04b6d7e9,25
btc-updown-5m-1778775300,1,0.9714786500082138,0.9872809307190299,0x04b6d7e9,33
btc-updown-5m-1778775600,1,0.3877081029752953,0.970074597778982,0x04b6d7e9,143
btc-updown-5m-1778775900,1,0.40135164526856165,0.9832555658261405,0x04b6d7e9,70
btc-updown-5m-1778776200,1,0.49224092950906234,0.9695515281363218,0x04b6d7e9,146
btc-updown-5m-1778776500,1,0.4645327394942397,0.9651112592205322,0x04b6d7e9,156
btc-updown-5m-1778776800,1,0.6298807106290453,0.9686957424950483,0x04b6d7e9,150
btc-updown-5m-1778777100,1,0.5427418728435764,0.9635179532101632,0x04b6d7e9,163
btc-updown-5m-1778777400,1,0.8942026487686576,0.9787263677803574,0x04b6d7e9,93
btc-updown-5m-1778777700,1,0.6893778495346684,0.9759727993362783,0x04b6d7e9,111
btc-updown-5m-1778778000,1,0.8762233732152612,0.9876617274496406,0x04b6d7e9,26
btc-updown-5m-1778778300,1,0.998014022864648,0.9899837839463799,0x04b6d7e9,15
btc-updown-5m-1778778600,1,0.9714832987868784,0.9749694043632825,0x04b6d7e9,115
btc-updown-5m-1778778900,1,0.6251075520464334,0.9855337894758688,0x04b6d7e9,49
btc-updown-5m-1778779200,1,0.541387737984041,0.9851351695008036,0x04b6d7e9,51
btc-updown-5m-1778779500,1,0.9905187302247959,0.9883311327411042,0x04b6d7e9,20
btc-updown-5m-1778779800,1,0.9977328866415553,0.9920309215237791,0x04b6d7e9,6
btc-updown-5m-1778780100,1,0.8986382175236313,0.955131737204051,0x04b6d7e9,175
btc-updown-5m-1778780400,1,0.6601435952034281,0.7687888816384209,0x04b6d7e9,225
btc-updown-5m-1778780700,1,0.9599821896046674,0.9839756105113727,0x04b6d7e9,63
btc-updown-5m-1778781000,1,0.8079674184787861,0.9839756105113727,0x04b6d7e9,64
btc-updown-5m-1778781300,1,0.34473684869944327,0.9300478458079984,0x04b6d7e9,195
btc-updown-5m-1778781600,1,0.4845896686435311,0.972385537101752,0x04b6d7e9,134
btc-updown-5m-1778781900,1,0.34497261298920534,0.9825086821020504,0x04b6d7e9,75
btc-updown-5m-1778782200,1,0.6365850342607083,0.9778192007322968,0x04b6d7e9,100
btc-updown-5m-1778782500,1,0.6435058852217246,0.9865915836369313,0x04b6d7e9,41
btc-updown-5m-1778782800,1,0.3208178080789608,0.9759009075472983,0x04b6d7e9,113
btc-updown-5m-1778783100,1,0.4859123490599793,0.972385537101752,0x04b6d7e9,131
btc-updown-5m-1778783400,1,0.3886723512933804,0.938994147977411,0x04b6d7e9,187
btc-updown-5m-1778783700,1,0.30425231668613,0.9512900960066444,0x04b6d7e9,178
btc-updown-5m-1778784000,1,0.996791137592759,0.9787263677803574,0x04b6d7e9,94
btc-updown-5m-1778784300,1,0.9744485276504986,0.9810152819426002,0x04b6d7e9,80
btc-updown-5m-1778784600,1,0.5691352512677987,0.9652058144649258,0x04b6d7e9,155
btc-updown-5m-1778784900,1,0.5760188023262779,0.9512900960066444,0x04b6d7e9,177
btc-updown-5m-1778785200,1,0.9543877287837044,0.9864004975946549,0x04b6d7e9,45
btc-updown-5m-1778785500,1,0.9454038241075025,0.9879707442721622,0x04b6d7e9,22
btc-updown-5m-1778785800,1,0.7977957800667805,0.9921007491118367,0x04b6d7e9,3
btc-updown-5m-1778786100,1,0.6318207843637001,0.9732439828622634,0x04b6d7e9,128
btc-updown-5m-1778786400,1,0.5300629233636106,0.9701561406061997,0x04b6d7e9,141
btc-updown-5m-1778786700,1,0.6458512143434246,0.9866431614772279,0x04b6d7e9,40
btc-updown-5m-1778787000,1,0.8543461704713892,0.9921007491118367,0x04b6d7e9,2
btc-updown-5m-1778787300,1,0.6877689965507948,0.9847297967157206,0x04b6d7e9,52
btc-updown-5m-1778787600,1,0.5298295872223012,0.9684329463481336,0x04b6d7e9,152
btc-updown-5m-1778787900,1,0.6961512421764942,0.9826580862581678,0x04b6d7e9,74
btc-updown-5m-1778788200,1,0.4637406802254138,0.9590751229790525,0x04b6d7e9,171
btc-updown-5m-1778788500,0,0.2129254070477301,0.9864686388539906,0x04b6d7e9,43
btc-updown-5m-1778788800,0,0.5358495730382945,0.019513288763822717,0x04b6d7e9,316
btc-updown-5m-1778789100,0,0.6258796954814689,0.022997728042454195,0x04b6d7e9,305
btc-updown-5m-1778789400,0,0.44287771595302877,0.023391404266500628,0x04b6d7e9,302
btc-updown-5m-1778789700,0,0.7561209670083686,0.027159057905235786,0x04b6d7e9,288
btc-updown-5m-1778790000,0,0.769758375507855,0.05362676659007785,0x04b6d7e9,264
btc-updown-5m-1778790300,0,0.5021141640771024,0.01209363448236627,0x04b6d7e9,360
btc-updown-5m-1778790600,0,0.38071162756873284,0.015782954555410574,0x04b6d7e9,336
btc-updown-5m-1778790900,0,0.3564683801318089,0.011288929449857186,0x04b6d7e9,366
btc-updown-5m-1778791200,0,0.32717359913103805,0.035634517674620544,0x04b6d7e9,271
btc-updown-5m-1778791500,0,0.1846871329050906,0.00942380279906949,0x04b6d7e9,382
btc-updown-5m-1778791800,0,0.19356347001243537,0.01023245718579194,0x04b6d7e9,375
btc-updown-5m-1778792100,0,0.32427818221900495,0.010873402630253893,0x04b6d7e9,368
btc-updown-5m-1778792400,0,0.6120816600957227,0.020064162919401333,0x04b6d7e9,315
btc-updown-5m-1778792700,0,0.49560049441033843,0.024090019352766497,0x04b6d7e9,300
btc-updown-5m-1778793000,0,0.41230411032498,0.01925953985192932,0x04b6d7e9,319
btc-updown-5m-1778793300,0,0.5039962039641633,0.02298896981425873,0x04b6d7e9,306
btc-updown-5m-1778793600,0,0.3385674751374703,0.01209363448236627,0x04b6d7e9,361
btc-updown-5m-1778793900,0,0.3686473405737491,0.017639044817912897,0x04b6d7e9,324
btc-updown-5m-1778794200,0,0.44092137260569864,0.016464936063306665,0x04b6d7e9,331
btc-updown-5m-1778794500,0,0.31840383751885826,0.010178449072499958,0x04b6d7e9,376
btc-updown-5m-1778794800,0,0.2199707859190844,0.009700497882526707,0x04b6d7e9,378
btc-updown-5m-1778795100,0,0.3484519365681644,0.02550872686621753,0x04b6d7e9,292
btc-updown-5m-1778795400,0,0.3418483412476717,0.031058596039419108,0x04b6d7e9,278
btc-updown-5m-1778795700,0,0.2888573341366514,0.004243269197760649,0x04b6d7e9,393
btc-updown-5m-1778796000,0,0.3208757860395595,0.010450682611676237,0x04b6d7e9,372
btc-updown-5m-1778796300,0,0.33335408884450257,0.019268104090584947,0x04b6d7e9,318
btc-updown-5m-1778796600,0,0.32717550057209344,0.015148062100567168,0x04b6d7e9,341
btc-updown-5m-1778796900,0,0.5138013791305596,0.017046805514327877,0x04b6d7e9,328
btc-updown-5m-1778797200,0,0.5443565093111794,0.022997728042454195,0x04b6d7e9,304
btc-updown-5m-1778797500,0,0.5389832480196698,0.02081446052473775,0x04b6d7e9,309
btc-updown-5m-1778797800,0,0.26627623323505606,0.018063575089854136,0x04b6d7e9,321
btc-updown-5m-1778798100,0,0.25650755596321556,0.00953440513817939,0x04b6d7e9,381
btc-updown-5m-1778798400,0,0.3784949844967603,0.01340191917556672,0x04b6d7e9,352
btc-updown-5m-1778798700,0,0.34596419268493367,0.01023245718579194,0x04b6d7e9,374
btc-updown-5m-1778799000,0,0.26125052504406915,0.007694144544886269,0x04b6d7e9,389
btc-updown-5m-1778799300,0,0.43929318300175835,0.008680780394651925,0x04b6d7e9,384
btc-updown-5m-1778799600,0,0.41438306075297293,0.0102518364141534,0x04b6d7e9,373
btc-updown-5m-1778799900,0,0.3379926074620983,0.014055877437855406,0x04b6d7e9,347
btc-updown-5m-1778800200,0,0.4142975239879809,0.02277258542537067,0x04b6d7e9,308
btc-updown-5m-1778800500,0,0.4315664902078461,0.007843785664589032,0x04b6d7e9,388
btc-updown-5m-1778800800,0,0.49215070478688777,0.015721897972068098,0x04b6d7e9,339
btc-updown-5m-1778801100,0,0.2423640437928119,0.024232203418140197,0x04b6d7e9,299
btc-updown-5m-1778801400,0,0.8093753765870615,0.0020723578538654067,0x04b6d7e9,395
btc-updown-5m-1778801700,0,0.7785425351635643,0.01596682633263947,0x04b6d7e9,334
btc-updown-5m-1778802000,0,0.46886744946986414,0.017747504956416686,0x04b6d7e9,322
btc-updown-5m-1778802300,0,0.3541874330642371,0.006897887006957267,0x04b6d7e9,391
btc-updown-5m-1778802600,0,0.34682486614405117,0.015729781582009224,0x04b6d7e9,338
btc-updown-5m-1778802900,0,0.8066223522327428,0.018163413492440147,0x04b6d7e9,320
btc-updown-5m-1778806500,0,0.5344942253172312,0.01125843869390603,0x04b6d7e9,367
btc-updown-5m-1778806800,0,0.2767985748230933,0.015045110234143443,0x04b6d7e9,343
btc-updown-5m-1778807100,0,0.07977268748008018,0.02798060146824978,0x04b6d7e9,283
btc-updown-5m-1778807400,0,0.09278504059236978,0.020229072143791663,0x04b6d7e9,314
btc-updown-5m-1778807700,0,0.1582979601468546,0.020229072143791663,0x04b6d7e9,313
btc-updown-5m-1778808000,0,0.09129606336063392,0.026879447672621955,0x04b6d7e9,291
btc-updown-5m-1778808300,0,0.17895221041215031,0.024284053399868062,0x04b6d7e9,298
btc-updown-5m-1778808600,0,0.16259979288293402,0.008249319752383914,0x04b6d7e9,385
btc-updown-5m-1778808900,0,0.08845151817089983,0.027866334869488956,0x04b6d7e9,285
btc-updown-5m-1778809200,0,0.333059387018327,0.01768434191874388,0x04b6d7e9,323
btc-updown-5m-1778809500,0,0.5475161121859864,0.0039157797659020496,0x04b6d7e9,394
btc-updown-5m-1778809800,0,0.21735573462118898,0.02786999881935769,0x04b6d7e9,284
btc-updown-5m-1778810100,0,0.10673956498174063,0.013702625554522518,0x04b6d7e9,350
btc-updown-5m-1778810400,0,0.8175407380808524,0.012447324102018787,0x04b6d7e9,359
btc-updown-5m-1778810700,0,0.583443106315973,0.015047365063407552,0x04b6d7e9,342
btc-updown-5m-1778811000,0,0.2898679390011171,0.03121357262520702,0x04b6d7e9,277
btc-updown-5m-1778811300,0,0.30717791463544214,0.008741031353102016,0x04b6d7e9,383
btc-updown-5m-1778811600,0,0.25931891071225055,0.024449403116940084,0x04b6d7e9,296
btc-updown-5m-1778811900,0,0.3054332251301705,0.01314906076945076,0x04b6d7e9,354
btc-updown-5m-1778812200,0,0.17242199639592753,0.014542194357963003,0x04b6d7e9,346
btc-updown-5m-1778812500,0,0.2653711496405745,0.027677697196781502,0x04b6d7e9,286
btc-updown-5m-1778812800,0,0.1306561043539336,0.023731219407863397,0x04b6d7e9,301
btc-updown-5m-1778813100,0,0.46872014455573247,0.013453180450409401,0x04b6d7e9,351
btc-updown-5m-1778813400,0,0.5268144093292886,0.010583299056911582,0x04b6d7e9,371
btc-updown-5m-1778813700,0,0.6978670530937973,0.012041419871045258,0x04b6d7e9,363
btc-updown-5m-1778814000,0,0.7203839102757377,0.008005066026675922,0x04b6d7e9,386
btc-updown-5m-1778814300,0,0.37862982711871546,0.009878437606975545,0x04b6d7e9,377
btc-updown-5m-1778814600,0,0.15114546788362468,0.034523365110440574,0x04b6d7e9,272
btc-updown-5m-1778814900,0,0.20906287009788269,0.020674055246783667,0x04b6d7e9,310
btc-updown-5m-1778815200,0,0.4448439448154988,0.00732931242916682,0x04b6d7e9,390
btc-updown-5m-1778815500,0,0.14922925979251184,0.012807765422392788,0x04b6d7e9,357
btc-updown-5m-1778815800,0,0.08525844429122933,0.06200187055133049,0x04b6d7e9,259
btc-updown-5m-1778816100,0,0.14511250233049489,0.017074685221698485,0x04b6d7e9,327
btc-updown-5m-1778816400,0,0.3003077502102663,0.016457311780113924,0x04b6d7e9,332
btc-updown-5m-1778816700,0,0.5780981300425273,0.009603624521526499,0x04b6d7e9,379
btc-updown-5m-1778817000,0,0.344139587538975,0.0233455443874968,0x04b6d7e9,303
btc-updown-5m-1778817300,0,0.0888523279354773,0.01935033090340107,0x04b6d7e9,317
btc-updown-5m-1778817600,0,0.042709815055578235,0.0046172652081765365,0x04b6d7e9,392
btc-updown-5m-1778817900,0,0.045686884534495806,0.01574780130815082,0x04b6d7e9,337
btc-updown-5m-1778818200,0,0.1296239250697074,0.020229072143791663,0x04b6d7e9,312
btc-updown-5m-1778818500,0,0.36968438728733016,0.016889354451404878,0x04b6d7e9,329
btc-updown-5m-1778818800,0,0.3550571232507685,0.01647344108352404,0x04b6d7e9,330
btc-updown-5m-1778819100,0,0.09673919684441222,0.02296730650167007,0x04b6d7e9,307
btc-updown-5m-1778819400,0,0.1457710687168667,0.015234660227171695,0x04b6d7e9,340
btc-updown-5m-1778819700,0,0.14003544446874913,0.029843873417583662,0x04b6d7e9,280
btc-updown-5m-1778820000,0,0.12296824983716105,0.015009763142869692,0x04b6d7e9,344
btc-updown-5m-1778820300,0,0.11589014909690513,0.011412161055583176,0x04b6d7e9,365
btc-updown-5m-1778820600,0,0.1674188844538391,0.027125056405935224,0x04b6d7e9,290
btc-updown-5m-1778820900,0,0.30564327529787877,0.016434910361815994,0x04b6d7e9,333
btc-updown-5m-1778821200,1,0.2778494672493555,0.9230514284516839,0x04b6d7e9,200
btc-updown-5m-1778821500,1,0.1501826318143747,0.9388618135235646,0x04b6d7e9,188
btc-updown-5m-1778821800,1,0.4389322561774698,0.959047699495309,0x04b6d7e9,172
btc-updown-5m-1778822100,1,0.266493153960335,0.8575644909679304,0x04b6d7e9,215
btc-updown-5m-1778822400,1,0.3502776922240526,0.8939252345630971,0x04b6d7e9,208
btc-updown-5m-1778822700,1,0.3159984336409726,0.8545439449133252,0x04b6d7e9,217
btc-updown-5m-1778823000,1,0.37880065068831803,0.9128362918550467,0x04b6d7e9,203
btc-updown-5m-1778823300,1,0.19479248153222115,0.7145516928303169,0x04b6d7e9,227
btc-updown-5m-1778823600,1,0.4748076693455738,0.5895516279687059,0x04b6d7e9,233
btc-updown-5m-1778823900,1,0.7837785945042438,0.952541519309447,0x04b6d7e9,176
btc-updown-5m-1778824200,1,0.510156894383793,0.9156092466537421,0x04b6d7e9,202
btc-updown-5m-1778824500,1,0.204441274914962,0.4713215213476783,0x04b6d7e9,236
btc-updown-5m-1778824800,1,0.6618207428907376,0.8671139831466144,0x04b6d7e9,213
btc-updown-5m-1778825100,1,0.5788021645580487,0.9273792344286277,0x04b6d7e9,197
btc-updown-5m-1778825400,1,0.17032951570915897,0.6078979771986146,0x04b6d7e9,231
btc-updown-5m-1778825700,1,0.17686221531085947,0.7263194649682684,0x04b6d7e9,226
btc-updown-5m-1778826000,1,0.16399843622997298,0.6952686179027417,0x04b6d7e9,228
btc-updown-5m-1778826300,1,0.306865730251514,0.6679563756468985,0x04b6d7e9,229
btc-updown-5m-1778826600,1,0.7657935027056058,0.8403891943236171,0x04b6d7e9,218
btc-updown-5m-1778826900,0,0.3581540519584377,0.5964648585523966,0x04b6d7e9,232
btc-updown-5m-1778827200,0,0.31881771548157956,0.8403658707553057,0x04b6d7e9,219
btc-updown-5m-1778827500,0,0.14333681757520345,0.543453850202555,0x04b6d7e9,234
btc-updown-5m-1778827800,0,0.10559683562359011,0.12649962425613506,0x04b6d7e9,246
btc-updown-5m-1778828100,0,0.24231255018366088,0.821741532389932,0x04b6d7e9,224
btc-updown-5m-1778828400,0,0.17052603523461723,0.05864339770973978,0x04b6d7e9,261
btc-updown-5m-1778828700,0,0.1324907059015585,0.04114177405207358,0x04b6d7e9,267
btc-updown-5m-1778829000,0,0.17910067531257812,0.08908317999169497,0x04b6d7e9,253
btc-updown-5m-1778829300,0,0.7188905730800665,0.15206333717646944,0x04b6d7e9,242
btc-updown-5m-1778829600,0,0.47966245828066006,0.12219914831557413,0x04b6d7e9,247
btc-updown-5m-1778829900,0,0.3281652471881064,0.080594485164555,0x04b6d7e9,256
btc-updown-5m-1778830200,0,0.2932778012872043,0.11960799015140779,0x04b6d7e9,249
btc-updown-5m-1778830500,0,0.7040047525682589,0.14479598237111024,0x04b6d7e9,244
btc-updown-5m-1778830800,0,0.43887259307641263,0.09656229478755748,0x04b6d7e9,252
btc-updown-5m-1778831100,0,0.19239572259858384,0.0566191052131932,0x04b6d7e9,262
btc-updown-5m-1778831400,0,0.370669797350677,0.05641298368281903,0x04b6d7e9,263
btc-updown-5m-1778836200,0,0.526800522464314,0.2162077687203972,0x04b6d7e9,239
btc-updown-5m-1778836500,0,0.6765199430571014,0.14854770829184355,0x04b6d7e9,243
btc-updown-5m-1778836800,0,0.36956842711962307,0.0707197509427833,0x04b6d7e9,258
btc-updown-5m-1778837100,0,0.20746740504274183,0.0379523836684916,0x04b6d7e9,270
btc-updown-5m-1778837400,0,0.37637892300549736,0.12217608463693698,0x04b6d7e9,248
btc-updown-5m-1778837700,0,0.3928964551742431,0.10403278235241709,0x04b6d7e9,251
