slug,outcome_truth,slot_start_s,tf,ACC-M-sz20.n_maker_bid_up,ACC-M-sz20.n_maker_bid_dn,ACC-M-sz20.n_maker_ask_up,ACC-M-sz20.n_maker_ask_dn,ACC-M-sz20.n_taker_up,ACC-M-sz20.n_taker_dn,ACC-M-sz20.inv_up,ACC-M-sz20.inv_dn,ACC-M-sz20.cost_paid,ACC-M-sz20.cash_received,ACC-M-sz20.rebates,ACC-M-sz20.taker_fees,ACC-M-sz20.leftover_redeemed,ACC-M-sz20.leftover_burned_cost,ACC-M-sz20.n_merges,ACC-M-sz20.pairs_merged,ACC-M-sz20.pnl,ACC-M-sz50.n_maker_bid_up,ACC-M-sz50.n_maker_bid_dn,ACC-M-sz50.n_maker_ask_up,ACC-M-sz50.n_maker_ask_dn,ACC-M-sz50.n_taker_up,ACC-M-sz50.n_taker_dn,ACC-M-sz50.inv_up,ACC-M-sz50.inv_dn,ACC-M-sz50.cost_paid,ACC-M-sz50.cash_received,ACC-M-sz50.rebates,ACC-M-sz50.taker_fees,ACC-M-sz50.leftover_redeemed,ACC-M-sz50.leftover_burned_cost,ACC-M-sz50.n_merges,ACC-M-sz50.pairs_merged,ACC-M-sz50.pnl,ACC-M-sz100.n_maker_bid_up,ACC-M-sz100.n_maker_bid_dn,ACC-M-sz100.n_maker_ask_up,ACC-M-sz100.n_maker_ask_dn,ACC-M-sz100.n_taker_up,ACC-M-sz100.n_taker_dn,ACC-M-sz100.inv_up,ACC-M-sz100.inv_dn,ACC-M-sz100.cost_paid,ACC-M-sz100.cash_received,ACC-M-sz100.rebates,ACC-M-sz100.taker_fees,ACC-M-sz100.leftover_redeemed,ACC-M-sz100.leftover_burned_cost,ACC-M-sz100.n_merges,ACC-M-sz100.pairs_merged,ACC-M-sz100.pnl,ACC-M-sz200.n_maker_bid_up,ACC-M-sz200.n_maker_bid_dn,ACC-M-sz200.n_maker_ask_up,ACC-M-sz200.n_maker_ask_dn,ACC-M-sz200.n_taker_up,ACC-M-sz200.n_taker_dn,ACC-M-sz200.inv_up,ACC-M-sz200.inv_dn,ACC-M-sz200.cost_paid,ACC-M-sz200.cash_received,ACC-M-sz200.rebates,ACC-M-sz200.taker_fees,ACC-M-sz200.leftover_redeemed,ACC-M-sz200.leftover_burned_cost,ACC-M-sz200.n_merges,ACC-M-sz200.pairs_merged,ACC-M-sz200.pnl,ACC-M-sz50-tight.n_maker_bid_up,ACC-M-sz50-tight.n_maker_bid_dn,ACC-M-sz50-tight.n_maker_ask_up,ACC-M-sz50-tight.n_maker_ask_dn,ACC-M-sz50-tight.n_taker_up,ACC-M-sz50-tight.n_taker_dn,ACC-M-sz50-tight.inv_up,ACC-M-sz50-tight.inv_dn,ACC-M-sz50-tight.cost_paid,ACC-M-sz50-tight.cash_received,ACC-M-sz50-tight.rebates,ACC-M-sz50-tight.taker_fees,ACC-M-sz50-tight.leftover_redeemed,ACC-M-sz50-tight.leftover_burned_cost,ACC-M-sz50-tight.n_merges,ACC-M-sz50-tight.pairs_merged,ACC-M-sz50-tight.pnl,ACC-M-sz50-loose.n_maker_bid_up,ACC-M-sz50-loose.n_maker_bid_dn,ACC-M-sz50-loose.n_maker_ask_up,ACC-M-sz50-loose.n_maker_ask_dn,ACC-M-sz50-loose.n_taker_up,ACC-M-sz50-loose.n_taker_dn,ACC-M-sz50-loose.inv_up,ACC-M-sz50-loose.inv_dn,ACC-M-sz50-loose.cost_paid,ACC-M-sz50-loose.cash_received,ACC-M-sz50-loose.rebates,ACC-M-sz50-loose.taker_fees,ACC-M-sz50-loose.leftover_redeemed,ACC-M-sz50-loose.leftover_burned_cost,ACC-M-sz50-loose.n_merges,ACC-M-sz50-loose.pairs_merged,ACC-M-sz50-loose.pnl,ACC-M-sz50-mergehot.n_maker_bid_up,ACC-M-sz50-mergehot.n_maker_bid_dn,ACC-M-sz50-mergehot.n_maker_ask_up,ACC-M-sz50-mergehot.n_maker_ask_dn,ACC-M-sz50-mergehot.n_taker_up,ACC-M-sz50-mergehot.n_taker_dn,ACC-M-sz50-mergehot.inv_up,ACC-M-sz50-mergehot.inv_dn,ACC-M-sz50-mergehot.cost_paid,ACC-M-sz50-mergehot.cash_received,ACC-M-sz50-mergehot.rebates,ACC-M-sz50-mergehot.taker_fees,ACC-M-sz50-mergehot.leftover_redeemed,ACC-M-sz50-mergehot.leftover_burned_cost,ACC-M-sz50-mergehot.n_merges,ACC-M-sz50-mergehot.pairs_merged,ACC-M-sz50-mergehot.pnl,MAS-pre50.n_maker_bid_up,MAS-pre50.n_maker_bid_dn,MAS-pre50.n_maker_ask_up,MAS-pre50.n_maker_ask_dn,MAS-pre50.n_taker_up,MAS-pre50.n_taker_dn,MAS-pre50.inv_up,MAS-pre50.inv_dn,MAS-pre50.cost_paid,MAS-pre50.cash_received,MAS-pre50.rebates,MAS-pre50.taker_fees,MAS-pre50.leftover_redeemed,MAS-pre50.leftover_burned_cost,MAS-pre50.n_merges,MAS-pre50.pairs_merged,MAS-pre50.pnl,MAS-pre200-tight.n_maker_bid_up,MAS-pre200-tight.n_maker_bid_dn,MAS-pre200-tight.n_maker_ask_up,MAS-pre200-tight.n_maker_ask_dn,MAS-pre200-tight.n_taker_up,MAS-pre200-tight.n_taker_dn,MAS-pre200-tight.inv_up,MAS-pre200-tight.inv_dn,MAS-pre200-tight.cost_paid,MAS-pre200-tight.cash_received,MAS-pre200-tight.rebates,MAS-pre200-tight.taker_fees,MAS-pre200-tight.leftover_redeemed,MAS-pre200-tight.leftover_burned_cost,MAS-pre200-tight.n_merges,MAS-pre200-tight.pairs_merged,MAS-pre200-tight.pnl,MAS-pre500.n_maker_bid_up,MAS-pre500.n_maker_bid_dn,MAS-pre500.n_maker_ask_up,MAS-pre500.n_maker_ask_dn,MAS-pre500.n_taker_up,MAS-pre500.n_taker_dn,MAS-pre500.inv_up,MAS-pre500.inv_dn,MAS-pre500.cost_paid,MAS-pre500.cash_received,MAS-pre500.rebates,MAS-pre500.taker_fees,MAS-pre500.leftover_redeemed,MAS-pre500.leftover_burned_cost,MAS-pre500.n_merges,MAS-pre500.pairs_merged,MAS-pre500.pnl
btc-updown-15m-1778806800,Up,1778806800,15m,1,5,0,0,0,0,0.0,9.719999998807907,18.39079994393587,20.0,0.15341743084011528,0.0,0.0,8.590799753201008,2,20.0,1.7626174869042437,1,10,0,0,0,0,0.0,8.789999998807907,41.47740023015142,50.0,0.34149032282693403,0.0,0.0,16.97739975331426,7,50.0,8.864090092675518,2,10,0,0,0,0,41.210000001192086,0.0,65.97740070698858,100.0,0.5164203229604484,0.0,41.210000001192086,0.0,8,58.78999999880791,34.53901961597187,2,10,0,0,0,0,141.2100000011921,0.0,114.97740166066289,200.0,0.8662803232274772,0.0,141.2100000011921,0.0,8,58.78999999880791,85.88887866256458,1,10,0,0,0,0,0.0,8.789999998807907,41.47740023015142,50.0,0.34149032282693403,0.0,0.0,16.97739975331426,8,50.0,8.864090092675518,2,10,0,0,0,0,0.0,3.880000151395798,45.30719997065664,54.90999984741211,0.35328610756169043,0.0,0.0,1.940000075697899,5,54.90999984741211,9.956085984317163,1,10,0,0,0,0,0.0,8.789999998807907,41.47740023015142,50.0,0.34149032282693403,0.0,0.0,16.97739975331426,4,50.0,8.864090092675518,0,0,12,12,0,0,2.8235360000000043,1.7763568394002505e-15,50.0,53.93353172517395,0.33359057813447607,0.0,2.8235360000000043,8.881784197001252e-16,0,0.0,4.267122303308426,0,0,16,13,0,0,140.0,155.0,200.0,195.30000030994415,0.32863599973463986,0.0,140.0,200.0,0,0.0,-4.371363690321203,0,0,28,30,0,0,391.6402043814697,394.21289395231634,500.0,506.3078842162113,0.6953138694423842,0.0,391.6402043814697,500.0,0,0.0,7.003198085653651
btc-updown-15m-1778807700,Down,1778807700,15m,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,3,3,0,0,0,0,7.600000407695769,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,3,11.5499995803833,-1.3748127137324744,5,4,0,0,0,0,50.30999979734421,0.0,39.861700490534304,18.840000190734862,0.30122583414111465,0.0,0.0,33.16650062513351,2,18.840000190734862,-20.720474465658327,3,3,0,0,0,0,7.60000040769577,0.0,13.028899870526796,11.5499995803833,0.1040875764110217,0.0,0.0,8.666500148296356,2,11.5499995803833,-1.3748127137324744,0,0,15,11,0,0,0.9417285817413301,2.3442399237060556,50.0,55.99512008340598,0.3283889942597223,0.0,2.3442399237060556,0.47086429087066506,0,0.0,6.323509077665705,0,0,23,32,0,0,118.02999997138974,78.58823799999996,200.0,182.78001979955496,0.6914301461388626,0.0,78.58823799999996,200.0,0,0.0,-16.52855005430618,0,0,30,47,0,0,392.6366045817413,328.71793099999996,500.0,470.37408908951426,0.9484040989861076,0.0,328.71793099999996,500.0,0,0.0,-28.677506811499654
btc-updown-15m-1778808600,Up,1778808600,15m,5,1,0,0,0,0,11.599999237060546,0.0,11.416000453948984,20.0,0.07649824023498528,0.0,11.599999237060546,0.0,1,8.400000762939454,8.660497786286003,5,1,0,0,0,0,13.749999237060544,0.0,11.975000433444986,22.15,0.08228948009719841,0.0,13.749999237060544,0.0,1,8.400000762939454,10.257289046652211,5,1,0,0,0,0,13.749999237060544,0.0,11.975000433444986,22.15,0.08228948009719841,0.0,13.749999237060544,0.0,1,8.400000762939454,10.257289046652211,5,1,0,0,0,0,13.749999237060544,0.0,11.975000433444986,22.15,0.08228948009719841,0.0,13.749999237060544,0.0,1,8.400000762939454,10.257289046652211,5,1,0,0,0,0,13.749999237060544,0.0,11.975000433444986,22.15,0.08228948009719841,0.0,13.749999237060544,0.0,1,8.400000762939454,10.257289046652211,7,1,0,0,0,0,63.74999923706055,0.0,21.975000582456598,72.15,0.19428948134889595,0.0,63.74999923706055,0.0,1,8.400000762939454,50.36928889889229,5,1,0,0,0,0,13.749999237060544,0.0,11.975000433444986,22.15,0.08228948009719841,0.0,13.749999237060544,0.0,1,8.400000762939454,10.257289046652211,0,0,12,11,0,0,0.0,4.9999999999999964,50.0,38.69999945163727,0.2704660024758576,0.0,0.0,2.4999999999999982,0,0.0,-11.029534545886875,0,0,5,18,0,0,185.0,134.25122277111817,200.0,240.04902186951762,0.18029625943904354,0.0,185.0,200.0,0,0.0,40.22931812895666,0,0,31,37,0,0,375.0,364.25122277111814,500.0,500.29902058801775,0.592505266476087,0.0,375.0,500.0,0,0.0,0.8915258544938638
btc-updown-15m-1778809500,Down,1778809500,15m,2,2,0,0,0,0,0.0,11.4,20.671999883651733,20.0,0.07314383967796322,0.0,11.4,0.0,1,8.6,-0.5988560439737682,2,5,0,0,0,0,0.0,41.39999999999999,44.97199995517731,49.99999999999999,0.1377818390571212,0.0,41.39999999999999,0.0,1,8.6,5.165781883879802,2,5,0,0,0,0,0.0,57.76000053405761,58.22360042676925,66.3600005340576,0.17303109586923593,0.0,57.76000053405761,0.0,1,8.6,8.309431203157587,2,5,0,0,0,0,0.0,57.76000053405761,58.22360042676925,66.3600005340576,0.17303109586923593,0.0,57.76000053405761,0.0,1,8.6,8.309431203157587,2,5,0,0,0,0,0.0,41.39999999999999,44.97199995517731,49.99999999999999,0.1377818390571212,0.0,41.39999999999999,0.0,1,8.6,5.165781883879802,4,5,0,0,0,0,0.0,16.17,54.08589979439974,50.0,0.2188138804669909,0.0,16.17,0.0,3,33.83,-3.8670859139327476,2,5,0,0,0,0,0.0,41.4,44.97199995517731,50.0,0.1377818390571212,0.0,41.4,0.0,1,8.6,5.165781883879809,0,0,13,13,0,0,1.8717613569335896,1.7106582370605423,50.0,48.002558584266104,0.2773733333552474,0.0,1.7106582370605423,0.9358806784667948,0,0.0,-1.7200680823786456,0,0,10,21,0,0,175.0,122.71065823706056,200.0,186.40715753198424,0.26507087508848126,0.0,122.71065823706056,200.0,0,0.0,-13.327771592927292,0,0,44,23,0,0,311.87176135693363,408.36066976293944,500.0,515.2170596947828,0.637668705287652,0.0,408.36066976293944,500.0,0,0.0,15.854728400070485
btc-updown-15m-1778810400,Down,1778810400,15m,3,8,0,0,0,0,0.0,5.519998855590828,35.91299959882497,40.489998550415045,0.2514002056645712,0.0,5.519998855590828,0.0,5,34.96999969482422,4.828399157254651,4,9,0,0,0,0,17.73000099182128,0.0,54.4080003185749,47.23999870300294,0.37693400553111,0.0,0.0,33.59670091246367,6,47.23999870300294,-6.791067610040848,4,9,0,0,0,0,67.73000099182129,0.0,81.4080013914585,47.23999870300294,0.5508140043294801,0.0,0.0,60.59670198534727,6,47.23999870300294,-33.61718868412608,4,9,0,0,0,0,73.69000099182126,0.0,84.62640151934622,47.23999870300294,0.5715405001862458,0.0,0.0,63.81510211323499,6,47.23999870300294,-36.81486231615703,4,7,0,0,0,0,0.0,16.779999542236336,73.99169984612465,81.74999923706056,0.49729431933127693,0.0,16.779999542236336,0.0,6,64.96999969482422,8.255593710267192,4,15,0,0,0,0,0.0,8.819999275207525,66.3555001222372,73.78999897003175,0.46892975601326387,0.0,8.819999275207525,0.0,5,64.96999969482422,7.903428603807811,4,9,0,0,0,0,17.73000099182128,0.0,54.4080003185749,47.23999870300294,0.37693400553111,0.0,0.0,33.59670091246367,4,47.23999870300294,-6.791067610040848,0,0,12,14,0,0,3.5400003051757807,0.75,50.0,48.684199467754375,0.333807822592037,0.0,0.75,1.7700001525878903,0,0.0,-0.9819927096535892,0,0,33,38,0,0,68.51903570707702,40.75,200.0,194.65558851509033,0.9716435622923177,0.0,40.75,34.25951785353851,0,0.0,-4.372767922617356,0,0,66,65,0,0,268.2129975708466,275.2814290844727,500.0,512.2154097508121,1.5367537331801837,0.0,275.2814290844727,500.0,0,0.0,13.752163483992263
btc-updown-15m-1778811300,Down,1778811300,15m,2,4,0,0,0,0,0.0,5.680000010728837,24.607799778413774,25.680000010728836,0.15443579206684566,0.0,5.680000010728837,0.0,2,20.0,1.2266360243819072,4,6,0,0,0,0,1.2999999892711713,0.0,55.938600129318246,48.700000010728836,0.3323921440343214,0.0,0.0,0.6499999946355857,3,48.700000010728836,-6.9062079745550875,6,6,0,0,0,0,45.53999976038932,0.0,83.80979977416992,48.700000010728836,0.4767649600552564,0.0,0.0,59.37119940643311,3,48.700000010728836,-34.633034803385826,6,6,0,0,0,0,45.53999976038932,0.0,83.80979977416992,48.700000010728836,0.4767649600552564,0.0,0.0,59.37119940643311,3,48.700000010728836,-34.633034803385826,4,6,0,0,0,0,1.2999999892711713,0.0,55.938600129318246,48.700000010728836,0.3323921440343214,0.0,0.0,0.6499999946355857,5,48.700000010728836,-6.9062079745550875,4,9,0,0,0,0,0.0,23.610000692605972,64.85360013411045,73.61000069260598,0.41131700535216864,0.0,23.610000692605972,0.0,3,50.00000000000001,9.167717563847702,4,6,0,0,0,0,1.2999999892711713,0.0,55.938600129318246,48.700000010728836,0.3323921440343214,0.0,0.0,0.6499999946355857,2,48.700000010728836,-6.9062079745550875,0,0,12,12,0,0,4.2731085422363275,0.0,50.0,48.15705883065051,0.33228448458120063,0.0,0.0,2.1365542711181638,0,0.0,-1.5106566847682856,0,0,28,31,0,0,90.0,77.65868186376954,200.0,197.36991833628494,0.7888617503406608,0.0,77.65868186376954,45.0,0,0.0,-1.8412199133744025,0,0,68,43,0,0,254.2731085422364,332.3457147792968,500.0,544.8175737433462,1.4027046574564048,0.0,332.3457147792968,500.0,0,0.0,46.22027840080261
btc-updown-15m-1778812200,Up,1778812200,15m,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,2,6.6100036621093965,2.4596756905211503,7,2,0,0,0,0,51.76999628067014,0.0,25.03240266489984,58.37999994277954,0.19883380574901494,0.0,51.76999628067014,0.0,1,6.6100036621093965,33.54643108362872,3,2,0,0,0,0,6.759996280670143,0.0,10.974002561450021,13.36999994277954,0.06367830919163231,0.0,6.759996280670143,0.0,1,6.6100036621093965,2.4596756905211503,0,0,12,10,0,0,1.182503000000004,0.0,50.0,49.926726215900395,0.34223613809603837,0.0,1.182503000000004,0.0,0,0.0,0.26896235399643587,0,0,14,34,0,0,138.42369376293945,70.94181954223632,200.0,250.7825816485485,0.5494472621245544,0.0,138.42369376293945,35.47090977111816,0,0.0,51.332028910673046,0,0,36,38,0,0,351.182503,336.1053725585938,500.0,511.635266349306,0.8922138377550146,0.0,351.182503,499.99999999999994,0,0.0,12.527480187060974
btc-updown-15m-1778813100,Up,1778813100,15m,5,2,0,0,0,0,0.0,3.079999885559081,16.074600483798985,16.920000114440917,0.12011935744386476,0.0,0.0,1.5399999427795406,3,16.920000114440917,0.9655189880857975,5,4,0,0,0,0,0.0,33.07999988555908,25.97460087718964,16.920000114440917,0.21298135931640425,0.0,0.0,16.500000655651093,3,16.920000114440917,-8.841619403432318,5,4,0,0,0,0,0.0,34.73999988555908,26.522400898957258,16.920000114440917,0.2181197234200181,0.0,0.0,17.04780067741871,3,16.920000114440917,-9.384281061096324,5,4,0,0,0,0,0.0,34.73999988555908,26.522400898957258,16.920000114440917,0.2181197234200181,0.0,0.0,17.04780067741871,3,16.920000114440917,-9.384281061096324,5,4,0,0,0,0,0.0,33.07999988555908,25.97460087718964,16.920000114440917,0.21298135931640425,0.0,0.0,16.500000655651093,4,16.920000114440917,-8.841619403432318,5,4,0,0,0,0,0.0,33.07999988555908,25.97460087718964,16.920000114440917,0.21298135931640425,0.0,0.0,16.500000655651093,2,16.920000114440917,-8.841619403432318,5,4,0,0,0,0,0.0,33.07999988555908,25.97460087718964,16.920000114440917,0.21298135931640425,0.0,0.0,16.500000655651093,2,16.920000114440917,-8.841619403432318,0,0,12,15,0,0,0.07052789509582169,0.0,50.0,51.68032676293754,0.34357699089520705,0.0,0.07052789509582169,0.0,0,0.0,2.023903753832748,0,0,13,25,0,0,154.99604799999997,109.48184169482423,200.0,219.9686508829941,0.45533641238059874,0.0,154.99604799999997,200.0,0,0.0,20.4239872953747,0,0,36,34,0,0,365.07052789509584,387.3664286185303,500.0,494.8154333346439,0.83537331702486,0.0,365.07052789509584,499.99999999999994,0,0.0,-4.349193348331255
btc-updown-15m-1778814000,Down,1778814000,15m,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,3,1,0,0,0,0,24.98000038146973,0.0,21.42020066738129,7.32,0.1367530927215652,0.0,0.0,16.955000562667852,1,7.32,-13.963447574659725,2,1,0,0,0,0,6.18,0.0,11.080200233459472,7.32,0.07161109171353146,0.0,0.0,6.615000128746033,1,7.32,-3.6885891417459398,0,0,13,11,0,0,2.222957746582029,0.0,50.0,49.566290604847694,0.3417327605392403,0.0,0.0,1.1114788732910146,0,0.0,-0.0919766346130686,0,0,18,15,0,0,145.00000000000003,134.1816683215332,200.0,193.67446778067796,0.41133757644825847,0.0,134.1816683215332,200.0,0,0.0,-5.914194642873781,0,0,39,43,0,0,372.222957746582,335.0,500.0,482.91628994323617,1.0049337600485744,0.0,335.0,499.99999999999994,0,0.0,-16.07877629671526
btc-updown-15m-1778814900,Up,1778814900,15m,7,3,0,0,0,0,14.870000724792478,0.0,23.870900285375107,30.8700005531311,0.15371827904251048,0.0,14.870000724792478,0.0,3,15.999999828338623,7.152818546798503,8,3,0,0,0,0,17.720000419616696,0.0,25.01090018029212,33.72000024795532,0.16329427806468438,0.0,17.720000419616696,0.0,3,15.999999828338623,8.872394345727884,8,3,0,0,0,0,17.720000419616696,0.0,25.01090018029212,33.72000024795532,0.16329427806468438,0.0,17.720000419616696,0.0,3,15.999999828338623,8.872394345727884,8,3,0,0,0,0,17.720000419616696,0.0,25.01090018029212,33.72000024795532,0.16329427806468438,0.0,17.720000419616696,0.0,3,15.999999828338623,8.872394345727884,6,3,0,0,0,0,11.819999656677247,0.0,22.355899907302856,27.81999948501587,0.1428507755195661,0.0,11.819999656677247,0.0,4,15.999999828338623,5.60695035323258,9,5,0,0,0,0,0.0,32.279999580383304,106.51089845175741,83.72000024795533,0.6449642826876203,0.0,0.0,16.139999790191652,4,83.72000024795533,-22.145933921114462,8,3,0,0,0,0,17.7200004196167,0.0,25.01090018029212,33.720000247955326,0.16329427806468438,0.0,17.7200004196167,0.0,2,15.999999828338623,8.87239434572789,0,0,12,17,0,0,0.0,0.0,50.0,50.29999911785126,0.3493560006859299,0.0,0.0,0.0,0,0.0,0.6493551185371871,0,0,17,14,0,0,144.631486,145.0,200.0,200.75187283996434,0.3790260045143272,0.0,144.631486,200.0,0,0.0,1.1308988444786507,0,0,30,42,0,0,389.631486,360.31367520980837,500.0,515.4856232949683,0.8543660973418707,0.0,389.631486,500.00000000000006,0,0.0,16.339989392310144
