slug,outcome_truth,slot_start_s,tf,ACC-M-sz5.n_maker_bid_up,ACC-M-sz5.n_maker_bid_dn,ACC-M-sz5.n_maker_ask_up,ACC-M-sz5.n_maker_ask_dn,ACC-M-sz5.n_taker_up,ACC-M-sz5.n_taker_dn,ACC-M-sz5.inv_up,ACC-M-sz5.inv_dn,ACC-M-sz5.cost_paid,ACC-M-sz5.cash_received,ACC-M-sz5.rebates,ACC-M-sz5.taker_fees,ACC-M-sz5.leftover_redeemed,ACC-M-sz5.leftover_burned_cost,ACC-M-sz5.n_merges,ACC-M-sz5.pairs_merged,ACC-M-sz5.pnl,ACC-M-sz10.n_maker_bid_up,ACC-M-sz10.n_maker_bid_dn,ACC-M-sz10.n_maker_ask_up,ACC-M-sz10.n_maker_ask_dn,ACC-M-sz10.n_taker_up,ACC-M-sz10.n_taker_dn,ACC-M-sz10.inv_up,ACC-M-sz10.inv_dn,ACC-M-sz10.cost_paid,ACC-M-sz10.cash_received,ACC-M-sz10.rebates,ACC-M-sz10.taker_fees,ACC-M-sz10.leftover_redeemed,ACC-M-sz10.leftover_burned_cost,ACC-M-sz10.n_merges,ACC-M-sz10.pairs_merged,ACC-M-sz10.pnl,ACC-M-sz20.n_maker_bid_up,ACC-M-sz20.n_maker_bid_dn,ACC-M-sz20.n_maker_ask_up,ACC-M-sz20.n_maker_ask_dn,ACC-M-sz20.n_taker_up,ACC-M-sz20.n_taker_dn,ACC-M-sz20.inv_up,ACC-M-sz20.inv_dn,ACC-M-sz20.cost_paid,ACC-M-sz20.cash_received,ACC-M-sz20.rebates,ACC-M-sz20.taker_fees,ACC-M-sz20.leftover_redeemed,ACC-M-sz20.leftover_burned_cost,ACC-M-sz20.n_merges,ACC-M-sz20.pairs_merged,ACC-M-sz20.pnl,ACC-M-sz50.n_maker_bid_up,ACC-M-sz50.n_maker_bid_dn,ACC-M-sz50.n_maker_ask_up,ACC-M-sz50.n_maker_ask_dn,ACC-M-sz50.n_taker_up,ACC-M-sz50.n_taker_dn,ACC-M-sz50.inv_up,ACC-M-sz50.inv_dn,ACC-M-sz50.cost_paid,ACC-M-sz50.cash_received,ACC-M-sz50.rebates,ACC-M-sz50.taker_fees,ACC-M-sz50.leftover_redeemed,ACC-M-sz50.leftover_burned_cost,ACC-M-sz50.n_merges,ACC-M-sz50.pairs_merged,ACC-M-sz50.pnl,ACC-M-sz5-imb10.n_maker_bid_up,ACC-M-sz5-imb10.n_maker_bid_dn,ACC-M-sz5-imb10.n_maker_ask_up,ACC-M-sz5-imb10.n_maker_ask_dn,ACC-M-sz5-imb10.n_taker_up,ACC-M-sz5-imb10.n_taker_dn,ACC-M-sz5-imb10.inv_up,ACC-M-sz5-imb10.inv_dn,ACC-M-sz5-imb10.cost_paid,ACC-M-sz5-imb10.cash_received,ACC-M-sz5-imb10.rebates,ACC-M-sz5-imb10.taker_fees,ACC-M-sz5-imb10.leftover_redeemed,ACC-M-sz5-imb10.leftover_burned_cost,ACC-M-sz5-imb10.n_merges,ACC-M-sz5-imb10.pairs_merged,ACC-M-sz5-imb10.pnl,ACC-M-sz10-imb10.n_maker_bid_up,ACC-M-sz10-imb10.n_maker_bid_dn,ACC-M-sz10-imb10.n_maker_ask_up,ACC-M-sz10-imb10.n_maker_ask_dn,ACC-M-sz10-imb10.n_taker_up,ACC-M-sz10-imb10.n_taker_dn,ACC-M-sz10-imb10.inv_up,ACC-M-sz10-imb10.inv_dn,ACC-M-sz10-imb10.cost_paid,ACC-M-sz10-imb10.cash_received,ACC-M-sz10-imb10.rebates,ACC-M-sz10-imb10.taker_fees,ACC-M-sz10-imb10.leftover_redeemed,ACC-M-sz10-imb10.leftover_burned_cost,ACC-M-sz10-imb10.n_merges,ACC-M-sz10-imb10.pairs_merged,ACC-M-sz10-imb10.pnl,ACC-M-sz20-imb10.n_maker_bid_up,ACC-M-sz20-imb10.n_maker_bid_dn,ACC-M-sz20-imb10.n_maker_ask_up,ACC-M-sz20-imb10.n_maker_ask_dn,ACC-M-sz20-imb10.n_taker_up,ACC-M-sz20-imb10.n_taker_dn,ACC-M-sz20-imb10.inv_up,ACC-M-sz20-imb10.inv_dn,ACC-M-sz20-imb10.cost_paid,ACC-M-sz20-imb10.cash_received,ACC-M-sz20-imb10.rebates,ACC-M-sz20-imb10.taker_fees,ACC-M-sz20-imb10.leftover_redeemed,ACC-M-sz20-imb10.leftover_burned_cost,ACC-M-sz20-imb10.n_merges,ACC-M-sz20-imb10.pairs_merged,ACC-M-sz20-imb10.pnl,MAS-pre30.n_maker_bid_up,MAS-pre30.n_maker_bid_dn,MAS-pre30.n_maker_ask_up,MAS-pre30.n_maker_ask_dn,MAS-pre30.n_taker_up,MAS-pre30.n_taker_dn,MAS-pre30.inv_up,MAS-pre30.inv_dn,MAS-pre30.cost_paid,MAS-pre30.cash_received,MAS-pre30.rebates,MAS-pre30.taker_fees,MAS-pre30.leftover_redeemed,MAS-pre30.leftover_burned_cost,MAS-pre30.n_merges,MAS-pre30.pairs_merged,MAS-pre30.pnl,MAS-pre100.n_maker_bid_up,MAS-pre100.n_maker_bid_dn,MAS-pre100.n_maker_ask_up,MAS-pre100.n_maker_ask_dn,MAS-pre100.n_taker_up,MAS-pre100.n_taker_dn,MAS-pre100.inv_up,MAS-pre100.inv_dn,MAS-pre100.cost_paid,MAS-pre100.cash_received,MAS-pre100.rebates,MAS-pre100.taker_fees,MAS-pre100.leftover_redeemed,MAS-pre100.leftover_burned_cost,MAS-pre100.n_merges,MAS-pre100.pairs_merged,MAS-pre100.pnl,MAS-pre200.n_maker_bid_up,MAS-pre200.n_maker_bid_dn,MAS-pre200.n_maker_ask_up,MAS-pre200.n_maker_ask_dn,MAS-pre200.n_taker_up,MAS-pre200.n_taker_dn,MAS-pre200.inv_up,MAS-pre200.inv_dn,MAS-pre200.cost_paid,MAS-pre200.cash_received,MAS-pre200.rebates,MAS-pre200.taker_fees,MAS-pre200.leftover_redeemed,MAS-pre200.leftover_burned_cost,MAS-pre200.n_merges,MAS-pre200.pairs_merged,MAS-pre200.pnl,MAS-pre100-tight.n_maker_bid_up,MAS-pre100-tight.n_maker_bid_dn,MAS-pre100-tight.n_maker_ask_up,MAS-pre100-tight.n_maker_ask_dn,MAS-pre100-tight.n_taker_up,MAS-pre100-tight.n_taker_dn,MAS-pre100-tight.inv_up,MAS-pre100-tight.inv_dn,MAS-pre100-tight.cost_paid,MAS-pre100-tight.cash_received,MAS-pre100-tight.rebates,MAS-pre100-tight.taker_fees,MAS-pre100-tight.leftover_redeemed,MAS-pre100-tight.leftover_burned_cost,MAS-pre100-tight.n_merges,MAS-pre100-tight.pairs_merged,MAS-pre100-tight.pnl
btc-updown-15m-1778778000,Down,1778778000,15m,7,8,0,0,0,0,0.0,1.4099990844726555,22.95460041310789,25.2,0.16212162817442122,0.0,1.4099990844726555,0.0,5,23.790000915527344,2.407521215066531,7,9,0,0,0,0,0.0,11.659998626708983,36.99710035221578,45.44999954223633,0.26011847753771766,0.0,11.659998626708983,0.0,4,33.790000915527344,8.713017667558262,8,9,0,0,0,0,0.0,7.059998626708982,61.34309989111425,65.44999954223633,0.41206803752663596,0.0,7.059998626708982,0.0,7,58.390000915527345,4.518967688648715,6,9,0,0,0,0,0.0,16.76999928474426,74.32520103336574,85.16000020027161,0.5114650000250421,0.0,16.76999928474426,0.0,5,68.39000091552735,11.346264166930908,8,8,0,0,0,0,3.5900009155273445,0.0,24.954600442910213,25.2,0.17892162825786773,0.0,0.0,1.7950004577636722,5,25.2,0.4243211853476545,7,9,0,0,0,0,0.0,12.709998626708984,34.91410037921669,45.44999954223633,0.2582589977815817,0.0,12.709998626708984,0.0,4,32.74000091552735,10.794158160801217,14,13,0,0,0,0,0.0,27.059998626708982,88.14310055868626,105.44999954223633,0.6049320393357561,0.0,27.059998626708982,0.0,7,78.39000091552734,17.91183102288582,0,0,8,7,0,0,3.0821605340576195,3.039217610351564,30.0,29.367314445532095,0.18768074621069042,0.0,3.039217610351564,1.5410802670288097,0,0.0,-0.4450048082572131,0,0,27,25,0,0,3.0821605340576212,3.0392176103515567,100.0,98.21731405214143,0.664569747101899,0.0,3.0392176103515567,1.5410802670288106,0,0.0,-1.118116200756674,0,0,51,55,0,0,3.082160534057607,3.0392176103515602,200.0,198.71731327728105,1.3240257480798916,0.0,3.0392176103515602,1.5410802670288035,0,0.0,0.041339025360940695,0,0,31,27,0,0,1.0,0.8571439999999981,100.0,100.19428659719802,0.6604903969742082,0.0,0.8571439999999981,0.5,0,0.0,0.8547769941722265
btc-updown-15m-1778778900,Down,1778778900,15m,3,1,0,0,0,0,6.4700000286102295,0.0,6.705699863362312,5.0,0.046983062414742434,0.0,0.0,3.455699982571602,1,5.0,-1.6587168009475697,3,1,0,0,0,0,6.479999914169312,0.0,10.74919980089664,9.990000114440917,0.07228421310868352,0.0,0.0,4.2556999646902085,2,9.990000114440917,-0.6869154733470388,3,1,0,0,0,0,16.479999914169312,0.0,12.349199765133854,9.990000114440917,0.09110021276822179,0.0,0.0,5.855699928927422,2,9.990000114440917,-2.2680994379247146,3,1,0,0,0,0,46.47999991416931,0.0,17.149199657845493,9.990000114440917,0.1475482117468366,0.0,0.0,10.655699821639061,2,9.990000114440917,-7.011651331657738,3,1,0,0,0,0,6.4700000286102295,0.0,6.705699863362312,5.0,0.046983062414742434,0.0,0.0,3.455699982571602,1,5.0,-1.6587168009475697,3,1,0,0,0,0,6.479999914169312,0.0,10.74919980089664,9.990000114440917,0.07228421310868352,0.0,0.0,4.2556999646902085,2,9.990000114440917,-0.6869154733470388,3,1,0,0,0,0,16.479999914169312,0.0,12.349199765133854,9.990000114440917,0.09110021276822179,0.0,0.0,5.855699928927422,2,9.990000114440917,-2.2680994379247146,0,0,8,7,0,0,0.0,1.1323145340576168,30.0,27.19351031845189,0.19560624062750348,0.0,1.1323145340576168,0.0,0,0.0,-2.610883440920606,0,0,24,28,0,0,1.000000000000007,1.132314534057592,100.0,86.79350961213683,0.5901962427595613,0.0,1.132314534057592,0.5000000000000036,0,0.0,-12.616294145103609,0,0,31,45,0,0,71.0,32.296523296997066,200.0,178.3112772400365,0.7720327065357951,0.0,32.296523296997066,35.5,0,0.0,-20.916690053427715,0,0,13,21,0,0,47.6599999666214,36.16420876293945,100.0,98.35316769538403,0.2957044269313814,0.0,36.16420876293945,23.8299999833107,0,0.0,-1.3511278776845899
btc-updown-15m-1778779800,Up,1778779800,15m,1,4,0,0,0,0,0.0,3.0500000000000007,6.88740010559559,5.0,0.04473974352613061,0.0,0.0,3.8873999863863,1,5.0,-1.8426603620694593,1,4,0,0,0,0,0.0,3.0500000000000007,12.137400165200233,10.0,0.07886474310889806,0.0,0.0,1.5250000000000004,1,10.0,-2.058535422091335,1,4,0,0,0,0,0.0,3.0500000000000007,22.637400284409523,20.0,0.14711474227443294,0.0,0.0,1.5250000000000004,1,20.0,-2.4902855421350907,2,5,0,0,0,0,13.249999999999993,0.0,46.80240083634854,50.0,0.2953852400430732,0.0,13.249999999999993,0.0,3,36.75000000000001,3.4929844036945354,1,4,0,0,0,0,0.0,3.0500000000000007,6.88740010559559,5.0,0.04473974352613061,0.0,0.0,3.8873999863863,1,5.0,-1.8426603620694593,1,4,0,0,0,0,0.0,3.0500000000000007,12.137400165200233,10.0,0.07886474310889806,0.0,0.0,1.5250000000000004,1,10.0,-2.058535422091335,1,4,0,0,0,0,0.0,3.0500000000000007,22.637400284409523,20.0,0.14711474227443294,0.0,0.0,1.5250000000000004,1,20.0,-2.4902855421350907,0,0,6,7,0,0,4.600000381469727,3.4427685170364395,30.0,30.282495597216588,0.18157079958865227,0.0,4.600000381469727,1.7213842585182197,0,0.0,0.4640663968052401,0,0,23,25,0,0,4.600000381469727,1.7127689175796537,100.0,102.2417952652068,0.6558766155759792,0.0,4.600000381469727,0.8563844587898268,0,0.0,2.897671880782781,0,0,42,47,0,0,27.730835514984136,16.712768917579638,200.0,208.38244539459524,1.2155238233448205,0.0,27.730835514984136,8.356384458789819,0,0.0,9.597969217940062,0,0,24,22,0,0,10.000000152587887,13.0,100.0,100.89999999589921,0.6064519981516796,0.0,10.000000152587887,6.5,0,0.0,1.5064519940508916
btc-updown-15m-1778780700,Up,1778780700,15m,2,0,0,0,0,0,5.0,0.0,3.6500000953674316,5.0,0.013796999385833716,0.0,5.0,0.0,0,0.0,1.3637969040184021,3,0,0,0,0,0,10.0,0.0,7.300000190734863,10.0,0.027593998771667433,0.0,10.0,0.0,0,0.0,2.7275938080368043,5,0,0,0,0,0,20.0,0.0,14.600000381469727,20.0,0.055187997543334866,0.0,20.0,0.0,0,0.0,5.455187616073609,6,0,0,0,0,0,28.459999999999997,0.0,20.77580054283142,28.459999999999997,0.07853252050416551,0.0,28.459999999999997,0.0,0,0.0,7.762731977672743,2,0,0,0,0,0,5.0,0.0,3.6500000953674316,5.0,0.013796999385833716,0.0,5.0,0.0,0,0.0,1.3637969040184021,3,0,0,0,0,0,10.0,0.0,7.300000190734863,10.0,0.027593998771667433,0.0,10.0,0.0,0,0.0,2.7275938080368043,5,0,0,0,0,0,20.0,0.0,14.600000381469727,20.0,0.055187997543334866,0.0,20.0,0.0,0,0.0,5.455187616073609,0,0,8,9,0,0,2.334052381469725,0.0,30.0,28.937047574226497,0.200264225600361,0.0,2.334052381469725,0.0,0,0.0,-0.8626882001731424,0,0,27,28,0,0,2.334052381469732,0.0,100.0,96.2370470199033,0.6677242256587733,0.0,2.334052381469732,0.0,0,0.0,-3.095228754437926,0,0,48,37,0,0,17.334052381469718,65.0,200.0,180.33704661161147,0.9910542260009034,0.0,17.334052381469718,32.5,0,0.0,-18.671899162387632,0,0,25,12,0,0,15.0,45.0,100.0,90.55000029504299,0.43312499751746614,0.0,15.0,22.5,0,0.0,-9.016874707439541
btc-updown-15m-1778781600,Up,1778781600,15m,3,1,0,0,0,0,6.310000152587891,0.0,3.181100146901609,7.080000133514405,0.026090386685760008,0.0,6.310000152587891,0.0,1,0.7699999809265137,3.924990373298556,4,1,0,0,0,0,11.310000152587891,0.0,4.981100218427183,12.080000133514405,0.04221838696614025,0.0,11.310000152587891,0.0,1,0.7699999809265137,7.141118302053363,4,1,0,0,0,0,21.129999847412112,0.0,8.516300249040125,21.899999828338625,0.07389377853243202,0.0,21.129999847412112,0.0,1,0.7699999809265137,13.457593357830934,4,1,0,0,0,0,21.129999847412112,0.0,8.516300249040125,21.899999828338625,0.07389377853243202,0.0,21.129999847412112,0.0,1,0.7699999809265137,13.457593357830934,3,1,0,0,0,0,6.310000152587891,0.0,3.181100146901609,7.080000133514405,0.026090386685760008,0.0,6.310000152587891,0.0,1,0.7699999809265137,3.924990373298556,4,1,0,0,0,0,11.310000152587891,0.0,4.981100218427183,12.080000133514405,0.04221838696614025,0.0,11.310000152587891,0.0,1,0.7699999809265137,7.141118302053363,4,1,0,0,0,0,21.129999847412112,0.0,8.516300249040125,21.899999828338625,0.07389377853243202,0.0,21.129999847412112,0.0,1,0.7699999809265137,13.457593357830934,0,0,9,8,0,0,1.8700036621093696,2.0500001907348633,30.0,30.257101337146764,0.19576202867157397,0.0,1.8700036621093696,1.0250000953674316,0,0.0,0.4528633658183381,0,0,28,26,0,0,1.9400036621093726,2.7854850000000013,100.0,101.61551047933997,0.6027640165550019,0.0,1.9400036621093726,1.3927425000000007,0,0.0,2.218274495894974,0,0,39,37,0,0,46.94000366210935,57.785484999999994,200.0,194.01551012767254,0.8013820207406781,0.0,46.94000366210935,28.892742499999997,0,0.0,-5.183107851586783,0,0,8,25,0,0,70.0,0.7354848092651309,100.0,154.10870967507066,0.35844176629680036,0.0,70.0,0.36774240463256547,0,0.0,54.46715144136746
btc-updown-15m-1778782500,Up,1778782500,15m,3,8,0,0,0,0,0.0,5.0,19.75000023841858,15.0,0.11311299862813942,0.0,0.0,2.5,3,15.0,-4.63688723979044,2,5,0,0,0,0,0.0,11.279999408721928,27.433000593566884,17.82000045776367,0.1492104576150186,0.0,0.0,19.414000600004194,2,17.82000045776367,-9.463789678188196,2,3,0,0,0,0,0.0,7.2799994087219275,29.1330006412506,21.82000045776367,0.16370045701420372,0.0,0.0,3.6399997043609638,2,21.82000045776367,-7.1492997264727265,2,5,0,0,0,0,0.0,37.27999940872192,50.73300149955749,21.82000045776367,0.24837245172703298,0.0,0.0,40.91400155367851,2,21.82000045776367,-28.664628590066787,4,8,0,0,0,0,0.0,0.0,21.050000190734863,20.0,0.12658099830770486,0.0,0.0,0.0,4,20.0,-0.9234191924271578,2,8,0,0,0,0,0.0,18.729999918937686,34.08830072207451,20.0,0.18850183404996942,0.0,0.0,25.288300769758223,3,20.0,-13.899798888024538,2,5,0,0,0,0,0.0,27.279999408721928,43.73300102272033,21.82000045776367,0.21888845455753858,0.0,0.0,33.91400107684135,2,21.82000045776367,-21.69411211039912,0,0,9,7,0,0,0.0,0.0,30.0,29.74999949336052,0.2083970001785754,0.0,0.0,0.0,0,0.0,-0.04160350646090549,0,0,26,31,0,0,0.0,0.6379340000000013,100.0,101.08637653975832,0.6553839954547616,0.0,0.0,0.31896700000000067,0,0.0,1.741760535213075,0,0,43,43,0,0,40.0,60.63793400000001,200.0,194.63637568741188,0.9830469950008123,0.0,40.0,30.318967000000004,0,0.0,-4.380577317587296,0,0,20,19,0,0,15.0,40.0,100.0,83.75000059604645,0.46406499781370125,0.0,15.0,20.0,0,0.0,-15.785934406139845
btc-updown-15m-1778783400,Down,1778783400,15m,1,0,0,0,0,0,5.0,0.0,2.0000000298023224,0.0,0.016800000083446502,0.0,0.0,2.0000000298023224,0,0.0,-1.9832000297188759,1,0,0,0,0,0,10.0,0.0,4.000000059604645,0.0,0.033600000166893004,0.0,0.0,4.000000059604645,0,0.0,-3.9664000594377518,1,0,0,0,0,0,20.0,0.0,8.00000011920929,0.0,0.06720000033378601,0.0,0.0,8.00000011920929,0,0.0,-7.9328001188755035,1,0,0,0,0,0,50.0,0.0,20.000000298023224,0.0,0.16800000083446504,0.0,0.0,20.000000298023224,0,0.0,-19.83200029718876,1,0,0,0,0,0,5.0,0.0,2.0000000298023224,0.0,0.016800000083446502,0.0,0.0,2.0000000298023224,0,0.0,-1.9832000297188759,1,0,0,0,0,0,10.0,0.0,4.000000059604645,0.0,0.033600000166893004,0.0,0.0,4.000000059604645,0,0.0,-3.9664000594377518,1,0,0,0,0,0,20.0,0.0,8.00000011920929,0.0,0.06720000033378601,0.0,0.0,8.00000011920929,0,0.0,-7.9328001188755035,0,0,10,7,0,0,1.474768220703126,1.7763568394002505e-15,30.0,26.833830529537302,0.20043786272826677,0.0,1.7763568394002505e-15,0.737384110351563,0,0.0,-2.96573160773443,0,0,25,23,0,0,1.250989335144041,2.9999999995311555e-06,100.0,82.47110462465434,0.4864961752763072,0.0,2.9999999995311555e-06,0.6254946675720205,0,0.0,-17.042399200069354,0,0,34,34,0,0,61.250989335144055,55.00000299999999,200.0,182.77110448756366,0.560822176329402,0.0,55.00000299999999,30.625494667572028,0,0.0,-16.668073336106943,0,0,8,11,0,0,60.0,50.0,100.0,93.15000031143427,0.17226299914968,0.0,50.0,100.0,0,0.0,-6.677736689416051
btc-updown-15m-1778784300,Up,1778784300,15m,4,4,0,0,0,0,3.949999988079071,0.0,12.888500009417534,15.0,0.08641856972667927,0.0,3.949999988079071,0.0,3,11.050000011920929,2.1979185603091445,3,4,0,0,0,0,8.949999988079071,0.0,14.988499794840813,20.0,0.10582257001707307,0.0,8.949999988079071,0.0,2,11.050000011920929,5.117322775176259,6,5,0,0,0,0,19.100001513957977,0.0,29.529998987317107,40.0,0.2077189749015354,0.0,19.100001513957977,0.0,3,20.899998486042023,10.677719987584432,9,5,0,0,0,0,28.580001323223115,0.0,32.375199508786224,49.47999980926514,0.24264970156526988,0.0,28.580001323223115,0.0,3,20.899998486042023,17.347450002044184,4,5,0,0,0,0,0.0,1.050000011920929,14.738500033259392,15.0,0.10273556981346363,0.0,0.0,0.5250000059604645,3,15.0,0.36423553655407126,4,5,0,0,0,0,4.20000010251999,0.0,22.206000006818776,25.25000011444092,0.15470742012781658,0.0,4.20000010251999,0.0,3,21.05000001192093,3.19870752774996,6,5,0,0,0,0,19.100001513957977,0.0,29.529998987317107,40.0,0.2077189749015354,0.0,19.100001513957977,0.0,3,20.899998486042023,10.677719987584432,0,0,10,6,0,0,4.7549160000000015,0.0,30.0,32.02990857540226,0.19211845107665032,0.0,4.7549160000000015,0.0,0,0.0,2.222027026478912,0,0,30,27,0,0,4.754916000000009,2.4640440190734836,100.0,101.77180732909144,0.6611913452954692,0.0,4.754916000000009,1.2320220095367418,0,0.0,2.4329986743869085,0,0,61,31,0,0,14.754916000000023,87.4640440190735,200.0,169.9218070072264,1.0147263452287114,0.0,14.754916000000023,43.73202200953675,0,0.0,-29.063466647544885,0,0,22,17,0,0,30.0,42.95999908447266,100.0,97.09240050563812,0.43635418615201155,0.0,30.0,21.47999954223633,0,0.0,-2.471245308209859
btc-updown-15m-1778785200,Down,1778785200,15m,3,2,0,0,0,0,10.0,0.0,12.500000149011612,5.0,0.05508999860644331,0.0,0.0,11.050000190734863,1,5.0,-7.4449101504051685,5,3,0,0,0,0,15.0,0.0,32.000000178813934,20.0,0.14540399645185456,0.0,0.0,26.50000035762787,3,20.0,-11.85459618236208,3,4,0,0,0,0,11.009999999999994,0.0,43.26139988064766,33.260000000000005,0.200444072645377,0.0,0.0,5.504999999999997,4,33.260000000000005,-9.800955808002279,4,4,0,0,0,0,0.0,5.4900000000000055,54.313999713563916,56.39000011444092,0.27967740822384535,0.0,5.4900000000000055,0.0,4,50.900000114440914,2.355677809100854,4,2,0,0,0,0,15.0,0.0,16.500000208616257,5.0,0.06628999810576429,0.0,0.0,15.050000250339506,1,5.0,-11.433710210510492,4,2,0,0,0,0,15.0,0.0,21.400000154972076,10.0,0.09606799809408177,0.0,0.0,18.50000023841858,1,10.0,-11.303932156877995,5,4,0,0,0,0,24.359998474121088,0.0,53.00689902138707,33.260000000000005,0.237282056795043,0.0,0.0,43.96149932277199,4,33.260000000000005,-19.50961696459202,0,0,6,8,0,0,4.999999999999998,0.0,30.0,22.049999982118607,0.17341099956774708,0.0,0.0,2.499999999999999,0,0.0,-7.776589018313647,0,0,23,13,0,0,1.4210854715202004e-14,45.0,100.0,124.89999994635582,0.45875199785041776,0.0,45.0,7.105427357601002e-15,0,0.0,25.358751944206233,0,0,36,13,0,0,59.09729108447266,145.0,200.0,255.4950858894615,0.5659341736546427,0.0,145.0,29.54864554223633,0,0.0,56.06102006311613,0,0,15,8,0,0,47.94571088555908,60.0,100.0,108.61203091703493,0.2594890521952129,0.0,60.0,23.97285544277954,0,0.0,8.871519969230135
btc-updown-15m-1778786100,Down,1778786100,15m,5,3,0,0,0,0,3.5999999999999996,0.0,12.878000009059907,11.4,0.0797011597712898,0.0,0.0,1.7999999999999998,3,11.4,-1.3982988492886168,7,3,0,0,0,0,13.490000686645507,0.0,23.36539979387522,16.50999931335449,0.1391477332921142,0.0,0.0,18.10000002384186,2,16.50999931335449,-6.716252747228616,7,4,0,0,0,0,10.509999923706053,0.0,45.43300009919405,41.51000007629395,0.2733645030358924,0.0,0.0,5.254999961853026,5,41.51000007629395,-3.649635519864205,8,4,0,0,0,0,15.52999830245972,0.0,53.234698874998074,45.69999994277954,0.3111751232466612,0.0,0.0,7.76499915122986,5,45.69999994277954,-7.223523808971869,5,3,0,0,0,0,3.5999999999999996,0.0,12.878000009059907,11.4,0.0797011597712898,0.0,0.0,1.7999999999999998,3,11.4,-1.3982988492886168,7,3,0,0,0,0,13.490000686645507,0.0,23.36539979387522,16.50999931335449,0.1391477332921142,0.0,0.0,18.10000002384186,2,16.50999931335449,-6.716252747228616,7,4,0,0,0,0,10.509999923706053,0.0,45.43300009919405,41.51000007629395,0.2733645030358924,0.0,0.0,5.254999961853026,5,41.51000007629395,-3.649635519864205,0,0,7,9,0,0,0.0,0.0,30.0,31.099999397993088,0.20519800023031223,0.0,0.0,0.0,0,0.0,1.3051973982233989,0,0,22,24,0,0,0.0,4.203468092651367,100.0,96.11102856789215,0.6509306719053605,0.0,4.203468092651367,0.0,0,0.0,-3.2380407602024945,0,0,37,26,0,0,44.58002619073487,99.20346809265138,200.0,230.50081060853262,0.8343283251711605,0.0,99.20346809265138,22.290013095367435,0,0.0,31.335138933703774,0,0,16,22,0,0,25.0,23.00029,100.0,100.06020886198849,0.4924099795510155,0.0,23.00029,12.5,0,0.0,0.5526188415394984
btc-updown-15m-1778787000,Up,1778787000,15m,2,0,0,0,0,0,10.0,0.0,7.100000083446503,10.0,0.027691999419212333,0.0,10.0,0.0,0,0.0,2.9276919159727104,1,0,0,0,0,0,10.0,0.0,6.200000047683716,10.0,0.032983999839782716,0.0,10.0,0.0,0,0.0,3.8329839521560665,1,0,0,0,0,0,20.0,0.0,12.400000095367432,20.0,0.06596799967956543,0.0,20.0,0.0,0,0.0,7.665967904312133,1,0,0,0,0,0,50.0,0.0,31.00000023841858,50.0,0.1649199991989136,0.0,50.0,0.0,0,0.0,19.164919760780336,3,0,0,0,0,0,15.0,0.0,11.050000190734863,15.0,0.039304998548030816,0.0,15.0,0.0,0,0.0,3.989304807813168,2,0,0,0,0,0,20.0,0.0,14.200000166893005,20.0,0.05538399883842467,0.0,20.0,0.0,0,0.0,5.855383831945421,1,0,0,0,0,0,20.0,0.0,12.400000095367432,20.0,0.06596799967956543,0.0,20.0,0.0,0,0.0,7.665967904312133,0,0,10,10,0,0,0.0,0.0,30.0,29.64999943971634,0.20922299989652618,0.0,0.0,0.0,0,0.0,-0.14077756038713574,0,0,25,28,0,0,7.371075831054682,0.0,100.0,110.216983118193,0.5961012227263986,0.0,7.371075831054682,0.0,0,0.0,10.813084340919403,0,0,25,35,0,0,107.37107583105467,70.0,200.0,216.3169829632209,0.6640992214546739,0.0,107.37107583105467,35.0,0,0.0,16.981082184675586,0,0,8,13,0,0,70.0,55.0,100.0,110.15000022947788,0.2352209981867074,0.0,70.0,100.0,0,0.0,10.385221227664587
btc-updown-15m-1778787900,Down,1778787900,15m,2,1,0,0,0,0,0.0,0.0,4.649999886751175,5.0,0.03264100041055676,0.0,0.0,0.0,1,5.0,0.3826411136593819,2,1,0,0,0,0,0.0,4.0,7.939999759197235,10.0,0.052715600757026596,0.0,4.0,0.0,1,6.0,2.112715841559792,2,1,0,0,0,0,0.0,5.840000152587891,9.025599800968166,11.84000015258789,0.058946945395385655,0.0,5.840000152587891,0.0,1,6.0,2.87334729701511,2,1,0,0,0,0,0.0,5.840000152587891,9.025599800968166,11.84000015258789,0.058946945395385655,0.0,5.840000152587891,0.0,1,6.0,2.87334729701511,2,1,0,0,0,0,0.0,0.0,4.649999886751175,5.0,0.03264100041055676,0.0,0.0,0.0,1,5.0,0.3826411136593819,2,1,0,0,0,0,0.0,4.0,7.939999759197235,10.0,0.052715600757026596,0.0,4.0,0.0,1,6.0,2.112715841559792,2,1,0,0,0,0,0.0,5.840000152587891,9.025599800968166,11.84000015258789,0.058946945395385655,0.0,5.840000152587891,0.0,1,6.0,2.87334729701511,0,0,7,7,0,0,0.0,0.0,30.0,30.09999915957451,0.20937000028371788,0.0,0.0,0.0,0,0.0,0.3093691598582282,0,0,25,28,0,0,0.0,4.0,100.0,100.84999772906303,0.6705510009696478,0.0,4.0,0.0,0,0.0,1.5205487300326865,0,0,25,36,0,0,100.0,74.0,200.0,191.09999778866768,0.7623700009095662,0.0,74.0,50.0,0,0.0,-8.137632210422765,0,0,7,12,0,0,75.0,55.0,100.0,94.34999987483025,0.22488900030708292,0.0,55.0,100.0,0,0.0,-5.425111124862667
