slug,asset,tf,slot_start_s,ws_s,fire_s,hour_utc,weekday,min_in_hour,slot_offset_min,outcome_truth,sum_bids,sum_asks,spread_up,spread_dn,mid_up,mid_dn,mid_diff,depth_up,depth_dn,depth_tot,depth_imb,bid_price_0_up,ask_price_0_up,bid_size_0_up,ask_size_0_up,bid_price_0_down,ask_price_0_down,bid_size_0_down,ask_size_0_down,open_book_us,binance_close_at_ws,ret_60s,ret_120s,abs_ret_60s,abs_ret_120s,vol_5m,vol_10m
btc-updown-15m-1777798800,BTC,15m,1777798800,1777797900,1777798020,9,6,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.495,0.505,-0.00999999,1124.44,1124.44,2248.88,0.0,0.49,0.5,1116.44,8.0,0.5,0.51,8.0,1116.44,1777770709006000,78439.45,-2.9576516554052814e-05,0.0002791077063383929,2.9576516554052814e-05,0.0002791077063383929,0.00012975349249320944,0.00011802172484094891
btc-updown-15m-1777799700,BTC,15m,1777799700,1777798800,1777798920,9,6,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,631.0,631.0,1262.0,0.0,0.5,0.51,2.0,629.0,0.49,0.5,629.0,2.0,1777770900565000,78387.86,-0.0001548589288005294,-0.0001548589288005294,0.0001548589288005294,0.0001548589288005294,8.995144681049906e-05,9.988840844287287e-05
btc-updown-15m-1777800600,BTC,15m,1777800600,1777799700,1777799820,9,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,647.0,647.0,1294.0,0.0,0.5,0.51,10.0,637.0,0.49,0.5,637.0,10.0,1777773579044000,78402.79,-7.040317939595036e-05,-0.0001702600576634442,7.040317939595036e-05,0.0001702600576634442,8.732802409880572e-05,0.00016696841977890928
btc-updown-15m-1777801500,BTC,15m,1777801500,1777800600,1777800720,9,6,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,647.0,647.0,1294.0,0.0,0.5,0.51,10.0,637.0,0.49,0.5,637.0,10.0,1777774397029000,78500.01,-0.000279578713004116,-0.0002794513600872413,0.000279578713004116,0.0002794513600872413,0.00017198508348947219,0.000237793399901781
btc-updown-15m-1777802400,BTC,15m,1777802400,1777801500,1777801620,10,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,647.0,647.0,1294.0,0.0,0.5,0.51,10.0,637.0,0.49,0.5,637.0,10.0,1777775317901000,78514.83,-0.00020096094548309197,-0.00012086158147892757,0.00020096094548309197,0.00012086158147892757,0.00026639788112674424,0.00040008751474112443
btc-updown-15m-1777803300,BTC,15m,1777803300,1777802400,1777802520,10,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.495,0.505,-0.00999999,1327.39,1327.39,2654.78,0.0,0.49,0.5,1317.39,10.0,0.5,0.51,10.0,1317.39,1777775670572000,78529.57,0.0,1.273405755254727e-07,0.0,1.273405755254727e-07,7.322973926651927e-05,7.95353840422461e-05
btc-updown-15m-1777804200,BTC,15m,1777804200,1777803300,1777803420,10,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777775670931000,78491.26,0.00016678406783195718,0.0001669114918103586,0.00016678406783195718,0.0001669114918103586,6.490512269626922e-05,0.00010607705900619694
btc-updown-15m-1777805100,BTC,15m,1777805100,1777804200,1777804320,10,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777775671414000,78430.59,-1.2750126412587217e-07,-0.00012009898618758223,1.2750126412587217e-07,0.00012009898618758223,6.247783053940664e-05,5.860588694763892e-05
btc-updown-15m-1777812300,BTC,15m,1777812300,1777811400,1777811520,12,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777784670388000,78773.22,-1.2694668767050202e-07,-1.2694668767050202e-07,1.2694668767050202e-07,1.2694668767050202e-07,0.0001112882855790051,0.0001064304052890387
btc-updown-15m-1777813200,BTC,15m,1777813200,1777812300,1777812420,13,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1303.85,1303.85,2607.7,0.0,0.5,0.51,10.0,1293.85,0.49,0.5,1293.85,10.0,1777785378779000,78792.53,0.00043566917607419333,0.00024954717345338786,0.00043566917607419333,0.00024954717345338786,0.00036678328061935883,0.00027293282803565196
btc-updown-15m-1777814100,BTC,15m,1777814100,1777813200,1777813320,13,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1336.9,1336.9,2673.8,0.0,0.5,0.51,5.0,1331.9,0.49,0.5,1331.9,5.0,1777785583314000,78747.09,6.146447755155794e-05,0.00032920920360825136,6.146447755155794e-05,0.00032920920360825136,0.00016720133334245253,0.00013829513228068866
btc-updown-15m-1777815000,BTC,15m,1777815000,1777814100,1777814220,13,6,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777785578387000,78750.7,-6.044208050601552e-05,-0.00015617689159736533,6.044208050601552e-05,0.00015617689159736533,8.603680295758848e-05,0.00013941131478584717
btc-updown-15m-1777815900,BTC,15m,1777815900,1777815000,1777815120,13,6,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777787378766000,78643.99,0.00019838194158648193,9.791005893204165e-06,0.00019838194158648193,9.791005893204165e-06,0.00018066448444329622,0.0001515791674798005
btc-updown-15m-1777816800,BTC,15m,1777816800,1777815900,1777816020,14,6,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777789168721000,78620.0,0.0004198286397515281,0.00016129512386892612,0.0004198286397515281,0.00016129512386892612,0.00035145588825897015,0.0003048990050481067
btc-updown-15m-1777817700,BTC,15m,1777817700,1777816800,1777816920,14,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777789169003000,78670.01,-0.00030045056371759643,-0.00037504083981070827,0.00030045056371759643,0.00037504083981070827,0.00022422807658786537,0.00019593300124152598
btc-updown-15m-1777818600,BTC,15m,1777818600,1777817700,1777817820,14,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777791335103000,78730.0,2.4260423838428812e-05,2.4260423838428812e-05,2.4260423838428812e-05,2.4260423838428812e-05,9.415060058681602e-05,0.00019537995205316
btc-updown-15m-1777819500,BTC,15m,1777819500,1777818600,1777818720,14,6,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1317.58,1317.58,2635.16,0.0,0.5,0.51,10.0,1307.58,0.49,0.5,1307.58,10.0,1777792105569000,78693.38,0.00012835448425282324,0.00012848157606491325,0.00012835448425282324,0.00012848157606491325,0.00010178715183277443,0.000217953957221354
btc-updown-15m-1777820400,BTC,15m,1777820400,1777819500,1777819620,15,6,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1238.0,1238.0,2476.0,0.0,0.5,0.51,10.0,1228.0,0.49,0.5,1228.0,10.0,1777793355138000,78708.85,2.020123607503778e-05,0.00016759367353421818,2.020123607503778e-05,0.00016759367353421818,5.747194963089398e-05,8.588251220205922e-05
btc-updown-15m-1777821300,BTC,15m,1777821300,1777820400,1777820520,15,6,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777792016026000,78741.0,-8.68632977967713e-05,-0.000189971921299263,8.68632977967713e-05,0.000189971921299263,0.00025059270812982946,0.0002510021131201574
btc-updown-15m-1777822200,BTC,15m,1777822200,1777821300,1777821420,15,6,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777792016730000,78745.01,-7.276386826355286e-05,0.00011455350181740012,7.276386826355286e-05,0.00011455350181740012,0.00015744775986691872,0.00013185319506001176
btc-updown-15m-1777823100,BTC,15m,1777823100,1777822200,1777822320,15,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777792017470000,78769.0,0.0,0.00017457629583908206,0.0,0.00017457629583908206,5.7930636124627965e-05,0.00014271547952372058
btc-updown-15m-1777824000,BTC,15m,1777824000,1777823100,1777823220,16,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777796955694000,78701.77,-0.00011854176867399356,-6.886520312616426e-05,0.00011854176867399356,6.886520312616426e-05,7.850337211180414e-05,0.00010073718762150521
btc-updown-15m-1777824900,BTC,15m,1777824900,1777824000,1777824120,16,6,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777792019077000,78668.36,1.2711591592981853e-07,1.2711591592981853e-07,1.2711591592981853e-07,1.2711591592981853e-07,3.966811429284628e-06,0.00018727402210307785
btc-updown-15m-1777825800,BTC,15m,1777825800,1777824900,1777825020,16,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777798724021000,78623.9,1.271877968663189e-07,1.271877968663189e-07,1.271877968663189e-07,1.271877968663189e-07,4.756560892856124e-05,0.00013730277264444827
btc-updown-15m-1777826700,BTC,15m,1777826700,1777825800,1777825920,16,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777798475665000,78662.04,1.271261288701238e-07,1.271261288701238e-07,1.271261288701238e-07,1.271261288701238e-07,4.3365105227096583e-05,0.00014358946698830925
btc-updown-15m-1777827600,BTC,15m,1777827600,1777826700,1777826820,17,6,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777800354136000,78720.89,0.0,-9.120415917623686e-05,0.0,9.120415917623686e-05,0.00010043102963274881,0.0001868345587983447
btc-updown-15m-1777828500,BTC,15m,1777828500,1777827600,1777827720,17,6,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777798476156000,78654.0,-0.0002532290531323668,-0.0005014380700367892,0.0002532290531323668,0.0005014380700367892,0.00012579830850495204,0.00012644819061082864
btc-updown-15m-1777829400,BTC,15m,1777829400,1777828500,1777828620,17,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777802418404000,78689.6,-6.836756182961727e-05,-6.824048891296787e-05,6.836756182961727e-05,6.824048891296787e-05,0.00032957769301699563,0.00026922487236178045
btc-updown-15m-1777830300,BTC,15m,1777830300,1777829400,1777829520,17,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.495,0.505,-0.00999999,1298.49,1298.49,2596.98,0.0,0.49,0.5,1298.39,0.1,0.5,0.51,0.1,1298.39,1777802418416000,78734.07,-2.552864781172448e-05,-0.00032496532052669994,2.552864781172448e-05,0.00032496532052669994,0.00020245431813158748,0.0002111677545920237
btc-updown-15m-1777831200,BTC,15m,1777831200,1777830300,1777830420,18,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1327.81,1327.81,2655.62,0.0,0.5,0.51,4.91,1322.9,0.49,0.5,1322.9,4.91,1777803441717000,78804.99,0.00020279959966459593,0.00016548544698611904,0.00020279959966459593,0.00016548544698611904,0.00012813059014335368,0.00018133028217652824
btc-updown-15m-1777832100,BTC,15m,1777832100,1777831200,1777831320,18,6,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777803443256000,78725.76,-1.956138547013039e-05,-0.00010897998932422343,1.956138547013039e-05,0.00010897998932422343,3.464969524282332e-05,0.00012826663250857276
btc-updown-15m-1777833000,BTC,15m,1777833000,1777832100,1777832220,18,6,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777804200816000,78672.47,0.0,0.0,0.0,0.0,4.3405480595587254e-05,5.74989665051486e-05
btc-updown-15m-1777833900,BTC,15m,1777833900,1777833000,1777833120,18,6,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777805101791000,78736.97,-0.0002316305492952783,-6.350055444463259e-05,0.0002316305492952783,6.350055444463259e-05,0.00018394653743194413,0.00015957059591599108
btc-updown-15m-1777834800,BTC,15m,1777834800,1777833900,1777834020,19,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777806079042000,78686.98,-9.924910625170082e-05,2.7196737003357155e-05,9.924910625170082e-05,2.7196737003357155e-05,7.432401460524055e-05,8.639070440686306e-05
btc-updown-15m-1777835700,BTC,15m,1777835700,1777834800,1777834920,19,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777808341673000,78739.67,-7.213384488853039e-05,5.334175287588827e-05,7.213384488853039e-05,5.334175287588827e-05,6.593243121061126e-05,0.0001456207910434926
btc-updown-15m-1777836600,BTC,15m,1777836600,1777835700,1777835820,19,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777809166906000,78708.26,0.00018119180803380182,0.00010126514737361768,0.00018119180803380182,0.00010126514737361768,0.00013190057974546331,0.00015951693571383878
btc-updown-15m-1777837500,BTC,15m,1777837500,1777836600,1777836720,19,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777809532995000,78681.7,-0.00012098650786449319,-0.00022455051391181838,0.00012098650786449319,0.00022455051391181838,5.527871935137388e-05,0.00015304385445198053
btc-updown-15m-1777838400,BTC,15m,1777838400,1777837500,1777837620,20,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777809601981000,78801.22,0.0,0.00014239371989078692,0.0,0.00014239371989078692,5.69575445198851e-05,0.00011853212567048649
btc-updown-15m-1777839300,BTC,15m,1777839300,1777838400,1777838520,20,6,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1308.58,1308.58,2617.16,0.0,0.5,0.51,10.0,1298.58,0.49,0.5,1298.58,10.0,1777810501856000,78760.32,-0.0003442765580147251,-0.00045609016016066086,0.0003442765580147251,0.00045609016016066086,0.00019066279238985861,0.00018035823415362846
btc-updown-15m-1777840200,BTC,15m,1777840200,1777839300,1777839420,20,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1334.0701,1334.0701,2668.1401,0.0,0.5,0.51,8.04,1326.03,0.49,0.5,1326.03,8.04,1777811401658000,78732.57,-0.000297291456076139,-0.00031278222326181545,0.000297291456076139,0.00031278222326181545,0.0002564688727099754,0.00020849417048413634
btc-updown-15m-1777841100,BTC,15m,1777841100,1777840200,1777840320,20,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777812301756000,78921.69,0.00043749128598472524,0.0002463504598646192,0.00043749128598472524,0.0002463504598646192,0.00025272386118996634,0.0005669770558458019
btc-updown-15m-1777842000,BTC,15m,1777842000,1777841100,1777841220,21,6,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777815010008000,79007.79,-5.024694730287301e-05,-0.0002176763588912338,5.024694730287301e-05,0.0002176763588912338,0.0002867255539812084,0.0007746264220818775
btc-updown-15m-1777842900,BTC,15m,1777842900,1777842000,1777842120,21,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777815335790000,78915.99,0.00022672246916151625,0.0004242118699591079,0.00022672246916151625,0.0004242118699591079,0.0002073861945224269,0.0002653736672916861
btc-updown-15m-1777843800,BTC,15m,1777843800,1777842900,1777843020,21,6,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1349.39,1349.39,2698.78,0.0,0.5,0.51,21.39,1328.0,0.49,0.5,1328.0,21.39,1777816603290000,79010.55,-4.986551499460944e-05,-7.568323103671492e-05,4.986551499460944e-05,7.568323103671492e-05,0.0002612936244809373,0.0002628356219797731
btc-updown-15m-1777844700,BTC,15m,1777844700,1777843800,1777843920,21,6,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777817742987000,78917.42,-2.5596048985210948e-05,-2.5596048985210948e-05,2.5596048985210948e-05,2.5596048985210948e-05,9.471314969082938e-05,9.613923083001433e-05
btc-updown-15m-1777845600,BTC,15m,1777845600,1777844700,1777844820,22,6,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777816800981000,78700.0,-0.0005985501850623781,-0.0009087356404866854,0.0005985501850623781,0.0009087356404866854,0.0002395325651175518,0.0003313958302366635
btc-updown-15m-1777846500,BTC,15m,1777846500,1777845600,1777845720,22,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1308.58,1308.58,2617.16,0.0,0.5,0.51,10.0,1298.58,0.49,0.5,1298.58,10.0,1777818279206000,78831.59,8.474119372177855e-05,0.000563384657264596,8.474119372177855e-05,0.000563384657264596,0.00018154948413357417,0.0002560429303135981
btc-updown-15m-1777847400,BTC,15m,1777847400,1777846500,1777846620,22,6,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777818600806000,79259.35,0.0008014884131196905,0.001800524454305817,0.0008014884131196905,0.001800524454305817,0.0004098715161172057,0.0007275244963789467
btc-updown-15m-1777848300,BTC,15m,1777848300,1777847400,1777847520,22,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1322.0,1322.0,2644.0,0.0,0.5,0.51,10.0,1312.0,0.49,0.5,1312.0,10.0,1777820651196000,79085.31,0.00045568778625194113,-3.135805013867573e-05,0.00045568778625194113,3.135805013867573e-05,0.0004176612077136693,0.0006826969207881332
btc-updown-15m-1777849200,BTC,15m,1777849200,1777848300,1777848420,23,6,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777820401868000,79268.0,0.00013284931456744828,-0.0005447120907593427,0.00013284931456744828,0.0005447120907593427,0.0006826277814395656,0.0005781771547252381
btc-updown-15m-1777850100,BTC,15m,1777850100,1777849200,1777849320,23,6,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777822937750000,79177.29,-7.160887915293297e-05,-0.0001737721066551211,7.160887915293297e-05,0.0001737721066551211,0.00010107673206816762,0.0003759630781236789
btc-updown-15m-1777851000,BTC,15m,1777851000,1777850100,1777850220,23,6,30,30,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1334.0701,1334.0701,2668.1401,0.0,0.5,0.51,8.04,1326.03,0.49,0.5,1326.03,8.04,1777823978242000,79075.0,9.548353406354456e-05,-0.00018967533961337607,9.548353406354456e-05,0.00018967533961337607,0.00020593907135423397,0.0001841940652368142
btc-updown-15m-1777851900,BTC,15m,1777851900,1777851000,1777851120,23,6,45,45,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1338.0,1338.0,2676.0,0.0,0.5,0.51,10.0,1328.0,0.49,0.5,1328.0,10.0,1777824530542000,78657.46,1.2840568262722459e-05,0.00017520534225329962,1.2840568262722459e-05,0.00017520534225329962,0.0002954844322385267,0.0005485659255363257
btc-updown-15m-1777852800,BTC,15m,1777852800,1777851900,1777852020,0,0,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777825173819000,78593.81,-0.00035111104743607507,-0.00031486072253056297,0.00035111104743607507,0.00031486072253056297,0.00017438691689390716,0.00040015533506259504
btc-updown-15m-1777853700,BTC,15m,1777853700,1777852800,1777852920,0,0,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.495,0.505,-0.00999999,1325.47,1325.47,2650.94,0.0,0.49,0.5,1315.47,10.0,0.5,0.51,10.0,1315.47,1777824902610000,78568.57,0.00013288639060542862,0.0002063378832791495,0.00013288639060542862,0.0002063378832791495,0.00018881708342704905,0.00030253084468294985
btc-updown-15m-1777854600,BTC,15m,1777854600,1777853700,1777853820,0,0,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777825801458000,78511.67,0.00043659091100230755,0.0002811442244430774,0.00043659091100230755,0.0002811442244430774,0.00039694071540263235,0.0004428810010575528
btc-updown-15m-1777855500,BTC,15m,1777855500,1777854600,1777854720,0,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777826701612000,78367.27,-0.0009530050158411774,-0.00010373690849184075,0.0009530050158411774,0.00010373690849184075,0.0006879753077523096,0.0006584036517780335
btc-updown-15m-1777856400,BTC,15m,1777856400,1777855500,1777855620,1,0,0,0,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777827601625000,78397.89,0.0001606039528478897,0.0002816799009781098,0.0001606039528478897,0.0002816799009781098,0.00015297094905334437,0.0002761455382163371
btc-updown-15m-1777857300,BTC,15m,1777857300,1777856400,1777856520,1,0,15,15,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777828902718000,78547.14,-0.00010006229076901139,0.00012719285949571756,0.00010006229076901139,0.00012719285949571756,0.00023725866349837697,0.0003203045969029747
btc-updown-15m-1777858200,BTC,15m,1777858200,1777857300,1777857420,1,0,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777829401613000,78456.26,-6.831598798152233e-05,0.00043995969296975034,6.831598798152233e-05,0.00043995969296975034,0.0004198400590883773,0.00032115105203107714
btc-updown-15m-1777859100,BTC,15m,1777859100,1777858200,1777858320,1,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777830300991000,78605.69,0.0005685682934570894,0.0004897791313684992,0.0005685682934570894,0.0004897791313684992,0.0003472325406362801,0.0003881792684594295
btc-updown-15m-1777860000,BTC,15m,1777860000,1777859100,1777859220,2,0,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777831201918000,78800.0,-0.0004984797992120912,5.774278383375954e-05,0.0004984797992120912,5.774278383375954e-05,0.0005542819124956249,0.0004977085215368219
btc-updown-15m-1777860900,BTC,15m,1777860900,1777860000,1777860120,2,0,15,15,Down,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1347.0,1347.0,2694.0,0.0,0.5,0.51,10.0,1337.0,0.49,0.5,1337.0,10.0,1777832101134000,79769.43,0.0027092143359433887,0.0028743996153689547,0.0027092143359433887,0.0028743996153689547,0.003467141464759257,0.002514679186381635
btc-updown-15m-1777861800,BTC,15m,1777861800,1777860900,1777861020,2,0,30,30,Up,0.99,1.01,0.00999999,0.00999999,0.495,0.505,-0.00999999,1302.39,1302.39,2604.78,0.0,0.49,0.5,1292.39,10.0,0.5,0.51,10.0,1292.39,1777833001677000,79932.69,2.702310137544731e-05,8.319845908751971e-05,2.702310137544731e-05,8.319845908751971e-05,0.0009295636096357488,0.000997831923009712
btc-updown-15m-1777862700,BTC,15m,1777862700,1777861800,1777861920,2,0,45,45,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1360.0,1360.0,2720.0,0.0,0.5,0.51,10.0,1350.0,0.49,0.5,1350.0,10.0,1777833901291000,79705.2,6.42387755507809e-05,-0.00016045344504084648,6.42387755507809e-05,0.00016045344504084648,0.0007374856110764391,0.0006724207507450731
btc-updown-15m-1777863600,BTC,15m,1777863600,1777862700,1777862820,3,0,0,0,Up,0.99,1.01,0.00999999,0.00999999,0.505,0.495,0.00999999,1360.0,1360.0,2720.0,0.0,0.5,0.51,10.0,1350.0,0.49,0.5,1350.0,10.0,1777834801595000,80163.87,0.0005239392891825696,-0.0005255351063413692,0.0005239392891825696,0.0005255351063413692,0.0012181127021573452,0.0008783831038969084
