wallet,label,tf,n_fills,n_slugs,n_buys,n_sells,pct_maker,offset_mean,offset_median,offset_p10,offset_p25,offset_p75,offset_p90,pct_into_slot_mean,pct_into_slot_median,frac_first_30s,frac_first_60s,frac_first_120s,frac_last_30s,abs_ret_60s_mean,abs_ret_120s_mean,vol_5m_mean,spread_mean,ask_size_top_median,bid_size_top_median
0x04b6d7e9,MAS,5m,44995,196,797,44198,98.22869207689743,113.70470052228025,105.0,31.0,59.0,161.0,213.0,0.37901566840760087,0.35,0.09294366040671186,0.25158350927880874,0.5735748416490721,0.00722302478053117,0.00039372309049385504,0.0005405313488934619,0.0004380176814535164,0.016754306116701166,189.02000427246094,166.41000366210938
0x04b6d7e9,MAS,15m,9840,69,243,9597,97.53048780487805,375.1189024390244,354.0,73.0,168.0,572.0,707.0,0.4167987804878048,0.3933333333333333,0.03180894308943089,0.07997967479674797,0.16504065040650406,0.0022357723577235773,0.0004648465379519673,0.0006595081741263249,0.00043397007151756427,0.012493292869002902,189.55999755859375,209.63999938964844
0xeebde7a0,HYBRID (Bonereaper),5m,63957,343,32751,31206,48.79215723063934,137.5367981612646,132.0,28.0,70.0,204.0,252.0,0.45842904868375106,0.44,0.103084885157215,0.20798348890660912,0.4451271948340291,0.049783448254295856,0.0003105046697648108,0.0004142933141848262,0.00032972973103384805,0.015202870857818214,169.22999572753906,145.02000427246094
0xeebde7a0,HYBRID (Bonereaper),15m,33222,115,15429,17793,53.55788333032328,398.48630425621576,383.0,73.0,182.0,597.0,757.0,0.4427622592793263,0.4255555555555556,0.045391607970621875,0.08226476431280477,0.16522184094876888,0.01450845825055686,0.000336671135806797,0.0004782675269103939,0.0003394741475346069,0.01293594574758828,129.88500213623047,117.52999877929688
0x89b5cdaa,directional MAS (ohanism),5m,17806,389,0,17806,100.0,132.06638211838705,127.0,31.0,67.0,195.0,247.0,0.44022127372795683,0.42333333333333334,0.093170841289453,0.22234078400539145,0.46810064023362913,0.030102212737279567,0.00030040857458549155,0.00041523044572199143,0.000332246966238908,0.014412781994927503,181.41000366210938,140.16000366210938
0x89b5cdaa,directional MAS (ohanism),15m,4553,111,0,4553,100.0,472.71447397320446,468.0,154.0,270.0,675.0,797.0,0.5252383044146716,0.52,0.013837030529321327,0.03184713375796178,0.07138150669887985,0.020645728091368328,0.0003862797509432309,0.0005208521723960111,0.0003578950069826512,0.012207335761185533,167.38999938964844,117.48999786376953
0xcfb103c3,PAT (xuanxuan008),5m,47031,428,42318,4713,10.021049945780442,121.40292572983776,110.0,12.0,47.0,191.0,247.0,0.4046764190994591,0.36666666666666664,0.18596245029873912,0.28959622376730243,0.528651315090047,0.040377623269758245,0.00025830316637101146,0.0003363954203232057,0.0003016323587952247,0.021055005850508693,116.97000122070312,80.19000244140625
0xce25e214,mixed taker,5m,6340,72,4714,1626,25.646687697160885,129.6577287066246,123.0,33.0,67.0,184.0,240.0,0.4321924290220821,0.41,0.08470031545741324,0.21309148264984226,0.4815457413249211,0.025078864353312302,0.0004016230970480754,0.0005466672184498407,0.0004469670478826441,0.017973817632260383,136.5500030517578,116.6500015258789
0xce25e214,mixed taker,15m,11072,56,7989,3083,27.84501445086705,482.52926300578036,508.0,110.0,258.0,711.0,808.0,0.5361436255619781,0.5644444444444444,0.030527456647398844,0.048591040462427744,0.1144328034682081,0.010386560693641618,0.00029532025522309245,0.00039999868778931177,0.0003077235840999907,0.014198970244493372,87.52999877929688,79.88999938964844
