sleeve_id,anchor,gate_stack,n_full,n_train,n_val,n_lockbox,wr_full,wr_train,wr_val,wr_lockbox,dpt_25_full,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_full,sum_25_lockbox,max_dd_25_full,max_dd_25_lockbox,loss_streak_full,loss_streak_lockbox,sharpe_full,sharpe_lockbox,n_32d_proj,bootstrap_p_lockbox,pass,fail_reason
offset_s240|r2|g_imb5_strong_with+g_ribbon_agrees,offset_s240,g_imb5_strong_with+g_ribbon_agrees,153,95,32,26,0.8823529411764706,0.8947368421052632,0.84375,0.8846153846153846,9.575609320780064,2.806156087122776,4.317226955604073,40.78200520089828,1465.0682260793496,1060.3321352233554,69.486978099145,40.472223574364534,2,1,5.962245360317838,14.317554045204748,197.41935483870967,0.0,True,PASS
offset_s240|r2|g_queue_top_high+g_imb5_strong_with,offset_s240,g_queue_top_high+g_imb5_strong_with,168,105,30,33,0.875,0.8761904761904762,0.9333333333333333,0.8181818181818182,8.444638056484916,0.202204108288619,3.964021218860259,38.74385228949554,1418.6991934894659,1278.547125553353,193.99527069137534,50.0,3,2,4.593701471871122,13.548727366729313,216.7741935483871,0.0,True,PASS
offset_240-300|r3,offset_240-300,g_trend_slope_strong_with+g_imb5_strong_with+g_hawkes_imbalance_with,80,52,12,16,0.9125,0.9423076923076923,1.0,0.75,8.1863982152243,-0.24350846682561755,5.0224899394277935,37.956526138733906,654.911857217944,607.3044182197425,50.0,50.0,2,2,4.792543623197598,13.87703946443195,103.2258064516129,0.0,True,PASS
s15_5m|240-300+r3|g_trend_slope_strong_with+g_imb5_strong_with+g_hawkes_imbalance_with,s15_5m|240-300,g_trend_slope_strong_with+g_imb5_strong_with+g_hawkes_imbalance_with,80,52,12,16,0.9125,0.9423076923076923,1.0,0.75,8.1863982152243,-0.24350846682561755,5.0224899394277935,37.956526138733906,654.911857217944,607.3044182197425,50.0,50.0,2,2,4.792543623197598,13.87703946443195,103.2258064516129,0.0,True,PASS
offset_240-300|r3,offset_240-300,g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema200,86,55,12,19,0.9186046511627907,0.9454545454545454,1.0,0.7894736842105263,8.144080409906246,-0.22611423752555146,5.0224899394277935,34.34512205487942,700.3909152519373,652.557319042709,54.94975006190202,54.94975006190202,2,2,4.844993928427222,14.301422806119154,110.96774193548387,0.0,True,PASS
s15_5m|240-300+r3|g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema200,s15_5m|240-300,g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema200,86,55,12,19,0.9186046511627907,0.9454545454545454,1.0,0.7894736842105263,8.144080409906246,-0.22611423752555146,5.0224899394277935,34.34512205487942,700.3909152519373,652.557319042709,54.94975006190202,54.94975006190202,2,2,4.844993928427222,14.301422806119154,110.96774193548387,0.0,True,PASS
offset_240-300|r3,offset_240-300,g_queue_top_high+g_imb5_strong_with+g_ribbon_agrees,173,112,32,29,0.8959537572254336,0.9107142857142857,0.90625,0.8275862068965517,10.14853287361068,6.101152153092615,3.956216216621385,32.61269748470312,1755.6961871346477,945.7682270563905,99.1822689235936,50.0,2,2,7.745379162672496,15.081128978899144,223.2258064516129,0.0,True,PASS
s15_5m|240-300+r3|g_queue_top_high+g_imb5_strong_with+g_ribbon_agrees,s15_5m|240-300,g_queue_top_high+g_imb5_strong_with+g_ribbon_agrees,173,112,32,29,0.8959537572254336,0.9107142857142857,0.90625,0.8275862068965517,10.14853287361068,6.101152153092615,3.956216216621385,32.61269748470312,1755.6961871346477,945.7682270563905,99.1822689235936,50.0,2,2,7.745379162672496,15.081128978899144,223.2258064516129,0.0,True,PASS
offset_s210|r2|g_trend_slope_strong_with+g_imb5_strong_with,offset_s210,g_trend_slope_strong_with+g_imb5_strong_with,49,29,5,15,0.9387755102040817,0.9310344827586207,1.0,0.9333333333333333,10.915184488977843,1.7947730516224916,5.81274631350571,30.248792659688903,534.8440399599143,453.73188989533355,25.0,25.0,1,1,5.152260037408566,14.012733703239308,63.225806451612904,0.0,True,PASS
offset_s120|r2|g_imb5_strong_with+g_mp_no_extreme,offset_s120,g_imb5_strong_with+g_mp_no_extreme,47,35,2,10,0.7446808510638298,0.7428571428571429,0.5,0.8,8.820454535459492,3.9292016371346414,-10.33823569835675,29.77157772635971,414.5613631665961,297.7157772635971,175.0,50.0,7,2,7.280256461726756,73.10339855235436,60.64516129032258,0.0,True,PASS
offset_240-300|r3,offset_240-300,g_queue_top_high+g_imb5_strong_with+g_stoch_with,219,147,35,37,0.8858447488584474,0.8979591836734694,0.9428571428571428,0.7837837837837838,6.637033586000081,1.556323253679839,5.387871735260938,28.004198008349956,1453.5103553340177,1036.1553263089484,180.76945940745043,56.84117581993462,2,2,5.914798481275977,14.929593074259554,282.5806451612903,0.0,True,PASS
s15_5m|240-300+r3|g_queue_top_high+g_imb5_strong_with+g_stoch_with,s15_5m|240-300,g_queue_top_high+g_imb5_strong_with+g_stoch_with,219,147,35,37,0.8858447488584474,0.8979591836734694,0.9428571428571428,0.7837837837837838,6.637033586000081,1.556323253679839,5.387871735260938,28.004198008349956,1453.5103553340177,1036.1553263089484,180.76945940745043,56.84117581993462,2,2,5.914798481275977,14.929593074259554,282.5806451612903,0.0,True,PASS
stack_r5,any_offset,g_imb5_strong_with+g_hawkes_imbalance_with+g_ribbon_agrees+g_mp_skew_with+g_mp_no_extreme,83,58,8,17,0.7469879518072289,0.7241379310344828,0.875,0.7647058823529411,7.991987038065834,2.5426348026107837,7.8837439601496015,26.63483258393188,663.3349241594642,452.79215392684193,237.50510073840263,50.0,6,2,6.515554741034022,97.71434370934878,107.09677419354838,0.0,True,PASS
offset_150-240|r3,offset_150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_mp_skew_with,111,62,13,36,0.8738738738738738,0.8870967741935484,0.9230769230769231,0.8333333333333334,11.06840843564009,3.1710333471139696,7.094776896437501,26.104365810591563,1228.5933363560498,939.7571691812963,61.305153171684196,50.0,2,2,5.639133760330421,14.46984576903993,143.2258064516129,0.0,True,PASS
s15_5m|150-240+r3|g_trend_slope_strong_with+g_imb5_strong_with+g_mp_skew_with,s15_5m|150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_mp_skew_with,111,62,13,36,0.8738738738738738,0.8870967741935484,0.9230769230769231,0.8333333333333334,11.06840843564009,3.1710333471139696,7.094776896437501,26.104365810591563,1228.5933363560498,939.7571691812963,61.305153171684196,50.0,2,2,5.639133760330421,14.46984576903993,143.2258064516129,0.0,True,PASS
offset_240-300|r2,offset_240-300,g_imb5_strong_with+g_ribbon_agrees,258,162,48,48,0.8604651162790697,0.8827160493827161,0.875,0.7708333333333334,8.488864073077448,4.57050015686372,4.180924907345298,26.021281456030934,2190.1269308539813,1249.0215098894848,141.49080177963117,65.69088253220377,2,2,7.345688450202932,14.046389111702123,332.9032258064516,0.0,True,PASS
offset_240-300|r3,offset_240-300,g_imb5_strong_with+g_within_dev+g_ribbon_agrees,258,162,48,48,0.8604651162790697,0.8827160493827161,0.875,0.7708333333333334,8.488864073077448,4.57050015686372,4.180924907345298,26.021281456030934,2190.1269308539813,1249.0215098894848,141.49080177963117,65.69088253220377,2,2,7.345688450202932,14.046389111702123,332.9032258064516,0.0,True,PASS
offset_240-300|r3,offset_240-300,g_imb5_strong_with+g_tr_above_ema800+g_ribbon_agrees,258,162,48,48,0.8604651162790697,0.8827160493827161,0.875,0.7708333333333334,8.488864073077448,4.57050015686372,4.180924907345298,26.021281456030934,2190.1269308539813,1249.0215098894848,141.49080177963117,65.69088253220377,2,2,7.345688450202932,14.046389111702123,332.9032258064516,0.0,True,PASS
s15_5m|240-300+r2|g_imb5_strong_with+g_ribbon_agrees,s15_5m|240-300,g_imb5_strong_with+g_ribbon_agrees,258,162,48,48,0.8604651162790697,0.8827160493827161,0.875,0.7708333333333334,8.488864073077448,4.57050015686372,4.180924907345298,26.021281456030934,2190.1269308539813,1249.0215098894848,141.49080177963117,65.69088253220377,2,2,7.345688450202932,14.046389111702123,332.9032258064516,0.0,True,PASS
s15_5m|240-300+r3|g_imb5_strong_with+g_within_dev+g_ribbon_agrees,s15_5m|240-300,g_imb5_strong_with+g_within_dev+g_ribbon_agrees,258,162,48,48,0.8604651162790697,0.8827160493827161,0.875,0.7708333333333334,8.488864073077448,4.57050015686372,4.180924907345298,26.021281456030934,2190.1269308539813,1249.0215098894848,141.49080177963117,65.69088253220377,2,2,7.345688450202932,14.046389111702123,332.9032258064516,0.0,True,PASS
s15_5m|240-300+r3|g_imb5_strong_with+g_tr_above_ema800+g_ribbon_agrees,s15_5m|240-300,g_imb5_strong_with+g_tr_above_ema800+g_ribbon_agrees,258,162,48,48,0.8604651162790697,0.8827160493827161,0.875,0.7708333333333334,8.488864073077448,4.57050015686372,4.180924907345298,26.021281456030934,2190.1269308539813,1249.0215098894848,141.49080177963117,65.69088253220377,2,2,7.345688450202932,14.046389111702123,332.9032258064516,0.0,True,PASS
offset_150-240|r3,offset_150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_rf_with,99,62,14,23,0.898989898989899,0.9032258064516129,0.9285714285714286,0.8695652173913043,8.707106848289579,3.020240634091445,5.669654751725814,25.885804006210318,862.0035779806683,595.3734921428373,65.17542834225115,50.0,2,2,6.164405260841395,15.090520056723829,127.74193548387096,0.0,True,PASS
s15_5m|150-240+r3|g_trend_slope_strong_with+g_imb5_strong_with+g_rf_with,s15_5m|150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_rf_with,99,62,14,23,0.898989898989899,0.9032258064516129,0.9285714285714286,0.8695652173913043,8.707106848289579,3.020240634091445,5.669654751725814,25.885804006210318,862.0035779806683,595.3734921428373,65.17542834225115,50.0,2,2,6.164405260841395,15.090520056723829,127.74193548387096,0.0,True,PASS
offset_150-240|r2,offset_150-240,g_trend_slope_strong_with+g_imb5_strong_with,134,74,17,43,0.8805970149253731,0.9054054054054054,0.9411764705882353,0.813953488372093,9.966346289413975,2.7901040963855293,5.7854454248254115,23.96907273085841,1335.4904027814728,1030.6701274269117,59.17438917219217,50.0,2,2,5.451862056863278,14.387009294337533,172.90322580645162,0.0,True,PASS
offset_150-240|r3,offset_150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_within_dev,134,74,17,43,0.8805970149253731,0.9054054054054054,0.9411764705882353,0.813953488372093,9.966346289413975,2.7901040963855293,5.7854454248254115,23.96907273085841,1335.4904027814728,1030.6701274269117,59.17438917219217,50.0,2,2,5.451862056863278,14.387009294337533,172.90322580645162,0.0,True,PASS
offset_150-240|r3,offset_150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema800,134,74,17,43,0.8805970149253731,0.9054054054054054,0.9411764705882353,0.813953488372093,9.966346289413975,2.7901040963855293,5.7854454248254115,23.96907273085841,1335.4904027814728,1030.6701274269117,59.17438917219217,50.0,2,2,5.451862056863278,14.387009294337533,172.90322580645162,0.0,True,PASS
s15_5m|150-240+r2|g_trend_slope_strong_with+g_imb5_strong_with,s15_5m|150-240,g_trend_slope_strong_with+g_imb5_strong_with,134,74,17,43,0.8805970149253731,0.9054054054054054,0.9411764705882353,0.813953488372093,9.966346289413975,2.7901040963855293,5.7854454248254115,23.96907273085841,1335.4904027814728,1030.6701274269117,59.17438917219217,50.0,2,2,5.451862056863278,14.387009294337533,172.90322580645162,0.0,True,PASS
s15_5m|150-240+r3|g_trend_slope_strong_with+g_imb5_strong_with+g_within_dev,s15_5m|150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_within_dev,134,74,17,43,0.8805970149253731,0.9054054054054054,0.9411764705882353,0.813953488372093,9.966346289413975,2.7901040963855293,5.7854454248254115,23.96907273085841,1335.4904027814728,1030.6701274269117,59.17438917219217,50.0,2,2,5.451862056863278,14.387009294337533,172.90322580645162,0.0,True,PASS
s15_5m|150-240+r3|g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema800,s15_5m|150-240,g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema800,134,74,17,43,0.8805970149253731,0.9054054054054054,0.9411764705882353,0.813953488372093,9.966346289413975,2.7901040963855293,5.7854454248254115,23.96907273085841,1335.4904027814728,1030.6701274269117,59.17438917219217,50.0,2,2,5.451862056863278,14.387009294337533,172.90322580645162,0.0,True,PASS
offset_150-240|r3,offset_150-240,g_queue_top_high+g_imb5_strong_with+g_ribbon_agrees,235,150,44,41,0.8680851063829788,0.8666666666666667,0.9318181818181818,0.8048780487804879,6.448989784514524,1.6654946036830502,6.645068731916035,23.739155722052434,1515.512599360913,973.3053846041498,145.79190056194926,120.84277645692669,3,3,6.743458574864304,14.923432504123149,303.22580645161287,0.0,True,PASS
s15_5m|150-240+r3|g_queue_top_high+g_imb5_strong_with+g_ribbon_agrees,s15_5m|150-240,g_queue_top_high+g_imb5_strong_with+g_ribbon_agrees,235,150,44,41,0.8680851063829788,0.8666666666666667,0.9318181818181818,0.8048780487804879,6.448989784514524,1.6654946036830502,6.645068731916035,23.739155722052434,1515.512599360913,973.3053846041498,145.79190056194926,120.84277645692669,3,3,6.743458574864304,14.923432504123149,303.22580645161287,0.0,True,PASS
offset_s180|r2|g_rf_with+g_mp_no_extreme,offset_s180,g_rf_with+g_mp_no_extreme,78,46,15,17,0.8205128205128205,0.8260869565217391,0.8,0.8235294117647058,4.910183892200222,-0.15743135164604855,0.853415939656309,22.202055686617115,382.99434359161734,377.4349466724909,94.93782390444824,25.0,1,1,4.449357020606351,15.008519330947683,100.64516129032258,0.0,True,PASS
offset_s180|r2|g_stoch_with+g_mp_no_extreme,offset_s180,g_stoch_with+g_mp_no_extreme,89,47,23,19,0.8202247191011236,0.851063829787234,0.7391304347826086,0.8421052631578947,4.5665374179974965,0.6864915602768114,-0.8186009019879859,20.683397242867933,406.4218302017772,392.98454761449074,82.38563949724072,50.0,2,2,4.563590585441296,14.942901004009334,114.83870967741935,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with,288,229,34,25,0.9583333333333334,0.9563318777292577,0.9411764705882353,1.0,17.610233049875532,17.103062920580154,19.115658538516037,20.20853276967011,5071.747118364153,505.21331924175274,175.0,0.0,7,0,13.4555615621976,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_within_dev,328,268,35,25,0.9176829268292683,0.9067164179104478,0.9428571428571428,1.0,35.79400283371077,39.48718282448682,18.647274664368858,20.20853276967011,11740.432929457133,505.21331924175274,325.0,0.0,13,0,7.275571411463009,141.3166997470791,423.22580645161287,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_tr_above_ema200,288,228,35,25,0.9548611111111112,0.9517543859649122,0.9428571428571428,1.0,17.54996790445569,17.090012385914807,18.647274664368858,20.20853276967011,5054.390756483239,505.21331924175274,175.0,0.0,7,0,13.752081662725363,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_ribbon_agrees,328,268,35,25,0.9176829268292683,0.9067164179104478,0.9428571428571428,1.0,35.79400283371077,39.48718282448682,18.647274664368858,20.20853276967011,11740.432929457133,505.21331924175274,325.0,0.0,13,0,7.275571411463009,141.3166997470791,423.22580645161287,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_rf_with,326,266,35,25,0.9171779141104295,0.9060150375939849,0.9428571428571428,1.0,36.01279553107397,39.783095528704685,18.647274664368858,20.20853276967011,11740.171343130114,505.21331924175274,325.0,0.0,13,0,7.275396616468004,141.3166997470791,420.64516129032256,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_stoch_with,322,262,35,25,0.9254658385093167,0.916030534351145,0.9428571428571428,1.0,35.150549649017165,38.78095058965215,18.647274664368858,20.20853276967011,11318.476986983527,505.21331924175274,325.0,0.0,13,0,7.005227543623881,141.3166997470791,415.48387096774195,0.0,True,PASS
stack_r3,any_offset,g_lm_high_stat+g_imb5_strong_with+g_mp_skew_with,315,259,31,25,0.9174603174603174,0.9073359073359073,0.9354838709677419,1.0,36.95009120661721,40.60277349563637,19.933776628156373,20.20853276967011,11639.278730084421,505.21331924175274,325.0,0.0,13,0,7.204559646312606,141.3166997470791,406.4516129032258,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev,288,229,34,25,0.9583333333333334,0.9563318777292577,0.9411764705882353,1.0,17.610233049875532,17.103062920580154,19.115658538516037,20.20853276967011,5071.747118364153,505.21331924175274,175.0,0.0,7,0,13.4555615621976,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200,283,224,34,25,0.9575971731448764,0.9553571428571429,0.9411764705882353,1.0,17.56685179962288,17.0369345970624,19.115658538516037,20.20853276967011,4971.4190592932755,505.21331924175274,175.0,0.0,7,0,13.548019054678269,141.3166997470791,365.1612903225806,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_ribbon_agrees,288,229,34,25,0.9583333333333334,0.9563318777292577,0.9411764705882353,1.0,17.610233049875532,17.103062920580154,19.115658538516037,20.20853276967011,5071.747118364153,505.21331924175274,175.0,0.0,7,0,13.4555615621976,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_rf_with,286,227,34,25,0.958041958041958,0.9559471365638766,0.9411764705882353,1.0,17.73246689523473,17.252598336942004,19.115658538516037,20.20853276967011,5071.4855320371325,505.21331924175274,175.0,0.0,7,0,13.454886879735266,141.3166997470791,369.0322580645161,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_stoch_with,286,227,34,25,0.958041958041958,0.9559471365638766,0.9411764705882353,1.0,16.42517248880611,15.605522564965852,19.115658538516037,20.20853276967011,4697.599331798547,505.21331924175274,175.0,0.0,7,0,12.922852030880627,141.3166997470791,369.0322580645161,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_mp_skew_with,276,221,30,25,0.9565217391304348,0.9547511312217195,0.9333333333333333,1.0,17.91881492388203,17.308392521358392,20.50749508431609,20.20853276967011,4945.5929189914405,505.21331924175274,175.0,0.0,7,0,13.052269892793328,141.3166997470791,356.1290322580645,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_within_dev+g_tr_above_ema200,288,228,35,25,0.9548611111111112,0.9517543859649122,0.9428571428571428,1.0,17.54996790445569,17.090012385914807,18.647274664368858,20.20853276967011,5054.390756483239,505.21331924175274,175.0,0.0,7,0,13.752081662725363,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_within_dev+g_ribbon_agrees,328,268,35,25,0.9176829268292683,0.9067164179104478,0.9428571428571428,1.0,35.79400283371077,39.48718282448682,18.647274664368858,20.20853276967011,11740.432929457133,505.21331924175274,325.0,0.0,13,0,7.275571411463009,141.3166997470791,423.22580645161287,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_within_dev+g_rf_with,326,266,35,25,0.9171779141104295,0.9060150375939849,0.9428571428571428,1.0,36.01279553107397,39.783095528704685,18.647274664368858,20.20853276967011,11740.171343130114,505.21331924175274,325.0,0.0,13,0,7.275396616468004,141.3166997470791,420.64516129032256,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_within_dev+g_stoch_with,322,262,35,25,0.9254658385093167,0.916030534351145,0.9428571428571428,1.0,35.150549649017165,38.78095058965215,18.647274664368858,20.20853276967011,11318.476986983527,505.21331924175274,325.0,0.0,13,0,7.005227543623881,141.3166997470791,415.48387096774195,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_within_dev+g_mp_skew_with,315,259,31,25,0.9174603174603174,0.9073359073359073,0.9354838709677419,1.0,36.95009120661721,40.60277349563637,19.933776628156373,20.20853276967011,11639.278730084421,505.21331924175274,325.0,0.0,13,0,7.204559646312606,141.3166997470791,406.4516129032258,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_tr_above_ema200+g_ribbon_agrees,288,228,35,25,0.9548611111111112,0.9517543859649122,0.9428571428571428,1.0,17.54996790445569,17.090012385914807,18.647274664368858,20.20853276967011,5054.390756483239,505.21331924175274,175.0,0.0,7,0,13.752081662725363,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_tr_above_ema200+g_rf_with,286,226,35,25,0.9545454545454546,0.9513274336283186,0.9428571428571428,1.0,17.671780315231533,17.240093971953787,18.647274664368858,20.20853276967011,5054.129170156219,505.21331924175274,175.0,0.0,7,0,13.751375195455655,141.3166997470791,369.0322580645161,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_tr_above_ema200+g_stoch_with,285,225,35,25,0.9578947368421052,0.9555555555555556,0.9428571428571428,1.0,16.509624455851345,15.76611127743542,18.647274664368858,20.20853276967011,4705.242969917633,505.21331924175274,175.0,0.0,7,0,13.311021252160234,141.3166997470791,367.741935483871,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_tr_above_ema200+g_mp_skew_with,276,220,31,25,0.9528985507246377,0.95,0.9354838709677419,1.0,17.855929554748286,17.2958007381633,19.933776628156373,20.20853276967011,4928.236557110527,505.21331924175274,175.0,0.0,7,0,13.330890661977769,141.3166997470791,356.1290322580645,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_ribbon_agrees+g_rf_with,326,266,35,25,0.9171779141104295,0.9060150375939849,0.9428571428571428,1.0,36.01279553107397,39.783095528704685,18.647274664368858,20.20853276967011,11740.171343130114,505.21331924175274,325.0,0.0,13,0,7.275396616468004,141.3166997470791,420.64516129032256,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_ribbon_agrees+g_stoch_with,322,262,35,25,0.9254658385093167,0.916030534351145,0.9428571428571428,1.0,35.150549649017165,38.78095058965215,18.647274664368858,20.20853276967011,11318.476986983527,505.21331924175274,325.0,0.0,13,0,7.005227543623881,141.3166997470791,415.48387096774195,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_ribbon_agrees+g_mp_skew_with,315,259,31,25,0.9174603174603174,0.9073359073359073,0.9354838709677419,1.0,36.95009120661721,40.60277349563637,19.933776628156373,20.20853276967011,11639.278730084421,505.21331924175274,325.0,0.0,13,0,7.204559646312606,141.3166997470791,406.4516129032258,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_rf_with+g_stoch_with,320,260,35,25,0.925,0.9153846153846154,0.9428571428571428,1.0,35.36942312705158,39.07825949293016,18.647274664368858,20.20853276967011,11318.215400656507,505.21331924175274,325.0,0.0,13,0,7.0050543077135785,141.3166997470791,412.9032258064516,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_rf_with+g_mp_skew_with,313,257,31,25,0.9169329073482428,0.9066147859922179,0.9354838709677419,1.0,37.18535828676486,40.917730541022564,19.933776628156373,20.20853276967011,11639.0171437574,505.21331924175274,325.0,0.0,13,0,7.204384509136264,141.3166997470791,403.8709677419355,0.0,True,PASS
stack_r4,any_offset,g_lm_high_stat+g_imb5_strong_with+g_stoch_with+g_mp_skew_with,310,254,31,25,0.9225806451612903,0.9133858267716536,0.9354838709677419,1.0,36.10426705680908,39.64237162557564,19.933776628156373,20.20853276967011,11192.322787610814,505.21331924175274,325.0,0.0,13,0,6.919170919148989,141.3166997470791,400.0,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev+g_tr_above_ema200,283,224,34,25,0.9575971731448764,0.9553571428571429,0.9411764705882353,1.0,17.56685179962288,17.0369345970624,19.115658538516037,20.20853276967011,4971.4190592932755,505.21331924175274,175.0,0.0,7,0,13.548019054678269,141.3166997470791,365.1612903225806,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev+g_ribbon_agrees,288,229,34,25,0.9583333333333334,0.9563318777292577,0.9411764705882353,1.0,17.610233049875532,17.103062920580154,19.115658538516037,20.20853276967011,5071.747118364153,505.21331924175274,175.0,0.0,7,0,13.4555615621976,141.3166997470791,371.61290322580646,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev+g_rf_with,286,227,34,25,0.958041958041958,0.9559471365638766,0.9411764705882353,1.0,17.73246689523473,17.252598336942004,19.115658538516037,20.20853276967011,5071.4855320371325,505.21331924175274,175.0,0.0,7,0,13.454886879735266,141.3166997470791,369.0322580645161,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev+g_stoch_with,286,227,34,25,0.958041958041958,0.9559471365638766,0.9411764705882353,1.0,16.42517248880611,15.605522564965852,19.115658538516037,20.20853276967011,4697.599331798547,505.21331924175274,175.0,0.0,7,0,12.922852030880627,141.3166997470791,369.0322580645161,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev+g_mp_skew_with,276,221,30,25,0.9565217391304348,0.9547511312217195,0.9333333333333333,1.0,17.91881492388203,17.308392521358392,20.50749508431609,20.20853276967011,4945.5929189914405,505.21331924175274,175.0,0.0,7,0,13.052269892793328,141.3166997470791,356.1290322580645,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_ribbon_agrees,283,224,34,25,0.9575971731448764,0.9553571428571429,0.9411764705882353,1.0,17.56685179962288,17.0369345970624,19.115658538516037,20.20853276967011,4971.4190592932755,505.21331924175274,175.0,0.0,7,0,13.548019054678269,141.3166997470791,365.1612903225806,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_rf_with,281,222,34,25,0.9572953736654805,0.954954954954955,0.9411764705882353,1.0,17.69095186108988,17.189242177544852,19.115658538516037,20.20853276967011,4971.157472966256,505.21331924175274,175.0,0.0,7,0,13.547315062842419,141.3166997470791,362.5806451612903,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_stoch_with,281,222,34,25,0.9572953736654805,0.954954954954955,0.9411764705882353,1.0,16.3603959883547,15.505070104398072,19.115658538516037,20.20853276967011,4597.27127272767,505.21331924175274,175.0,0.0,7,0,12.97955538961119,141.3166997470791,362.5806451612903,0.0,True,PASS
stack_r5,any_offset,g_lm_high_stat+g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_mp_skew_with,271,216,30,25,0.955719557195572,0.9537037037037037,0.9333333333333333,1.0,17.879206125168132,17.24456800069133,20.50749508431609,20.20853276967011,4845.264859920564,505.21331924175274,175.0,0.0,7,0,13.129834726824289,141.3166997470791,349.6774193548387,0.0,True,PASS
