sleeve_id,anchor,gate_stack,n_full,n_train,n_val,n_lockbox,wr_full,wr_train,wr_val,wr_lockbox,dpt_25_full,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_full,sum_25_lockbox,max_dd_25_full,max_dd_25_lockbox,loss_streak_full,loss_streak_lockbox,sharpe_full,sharpe_lockbox,n_32d_proj,bootstrap_p_lockbox,pass,fail_reason
stack_r4,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema800+g_stoch_with,579,371,116,92,0.9291882556131261,0.9110512129380054,0.9310344827586207,1.0,6.99653908250414,8.489378920830921,4.237675218712042,4.455067649685103,4050.996128769897,409.86622377102947,374.75252549091954,0.0,14,0,10.900816466300105,14.448520014741398,747.0967741935484,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_hawkes_imbalance_with+g_tr_above_ema800+g_stoch_with,578,370,116,92,0.9290657439446367,0.9108108108108108,0.9310344827586207,1.0,7.001388455215772,8.500989129657,4.237675218712042,4.455067649685103,4046.802527114716,409.86622377102947,374.75252549091954,0.0,14,0,10.895595096934308,14.448520014741398,745.8064516129032,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_within_dev+g_tr_above_ema800+g_stoch_with,579,371,116,92,0.9291882556131261,0.9110512129380054,0.9310344827586207,1.0,6.99653908250414,8.489378920830921,4.237675218712042,4.455067649685103,4050.996128769897,409.86622377102947,374.75252549091954,0.0,14,0,10.900816466300105,14.448520014741398,747.0967741935484,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema200+g_tr_above_ema800+g_stoch_with,579,371,116,92,0.9291882556131261,0.9110512129380054,0.9310344827586207,1.0,6.99653908250414,8.489378920830921,4.237675218712042,4.455067649685103,4050.996128769897,409.86622377102947,374.75252549091954,0.0,14,0,10.900816466300105,14.448520014741398,747.0967741935484,0.0,False,n_32d_out_of_band
stack_r3,any_offset,g_tr_above_ema800+g_stoch_with+g_mp_no_extreme,977,533,183,261,0.7287615148413511,0.7410881801125704,0.7377049180327869,0.6973180076628352,0.6773778825854053,-0.9291847928046503,-0.025961572467843478,4.451358826101284,661.798191285941,1161.8046536124352,1162.223040096192,279.1989445480204,27,8,1.7209305506496255,19.356791748267824,1260.6451612903224,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_within_dev+g_tr_above_ema800+g_stoch_with+g_mp_no_extreme,977,533,183,261,0.7287615148413511,0.7410881801125704,0.7377049180327869,0.6973180076628352,0.6773778825854053,-0.9291847928046503,-0.025961572467843478,4.451358826101284,661.798191285941,1161.8046536124352,1162.223040096192,279.1989445480204,27,8,1.7209305506496255,19.356791748267824,1260.6451612903224,0.0,False,n_32d_out_of_band
s6_5m|60-150+r3|g_vol_high+g_ribbon_agrees+g_stoch_with,s6_5m|60-150,g_vol_high+g_ribbon_agrees+g_stoch_with,2297,1406,592,299,0.7801480191554201,0.7460881934566145,0.8361486486486487,0.8294314381270903,5.792787146143383,7.411386534647584,2.6268563221898624,4.449911920536609,13306.032074691351,1330.5236642404461,2246.074087802461,325.0,36,13,7.90836629267562,24.361241517738893,2963.8709677419356,0.0,False,n_32d_out_of_band
offset_60-150|r3,offset_60-150,g_tr_above_ema200+g_mp_skew_with+g_mp_no_extreme,307,172,41,94,0.739413680781759,0.7965116279069767,0.5121951219512195,0.7340425531914894,4.455859465340486,7.572490072361207,-8.592156593289014,4.44424450785374,1367.9488558595294,417.7589837382516,424.4970808313449,175.0,13,7,6.629671037436599,16.581701056181767,396.1290322580645,0.0,False,wr_lockbox_low
s6_5m|60-150+r3|g_tr_above_ema200+g_stoch_with+g_mp_no_extreme,s6_5m|60-150,g_tr_above_ema200+g_stoch_with+g_mp_no_extreme,361,247,30,84,0.7063711911357341,0.7368421052631579,0.36666666666666664,0.7380952380952381,2.1245371041389296,3.1632735899144158,-12.916150727596479,4.441831425156989,766.9578945941536,373.1138397131871,1023.7452653465048,97.37962442039765,27,3,2.342354362272678,51.453864296056864,465.80645161290323,0.0,False,wr_lockbox_low
stack_r4,any_offset,g_hl_liq_cascade_with+g_tr_above_ema800+g_rf_with+g_mp_skew_with,1243,757,293,193,0.8479485116653258,0.8705416116248349,0.7849829351535836,0.8549222797927462,2.5672821550347877,3.6419724174324615,-1.4411591603360105,4.437400169379887,3191.1317187082414,856.4182326903182,932.5168637063587,311.8443258326522,22,4,5.78690079032625,9.699684520641767,1603.8709677419354,0.25,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_hawkes_imbalance_with+g_tr_above_ema800+g_rf_with+g_mp_skew_with,1243,757,293,193,0.8479485116653258,0.8705416116248349,0.7849829351535836,0.8549222797927462,2.5672821550347877,3.6419724174324615,-1.4411591603360105,4.437400169379887,3191.1317187082414,856.4182326903182,932.5168637063587,311.8443258326522,22,4,5.78690079032625,9.699684520641767,1603.8709677419354,0.25,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_within_dev+g_tr_above_ema800+g_rf_with+g_mp_skew_with,1243,757,293,193,0.8479485116653258,0.8705416116248349,0.7849829351535836,0.8549222797927462,2.5672821550347877,3.6419724174324615,-1.4411591603360105,4.437400169379887,3191.1317187082414,856.4182326903182,932.5168637063587,311.8443258326522,22,4,5.78690079032625,9.699684520641767,1603.8709677419354,0.25,False,n_32d_out_of_band
stack_r4,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema800+g_ribbon_agrees,582,373,117,92,0.929553264604811,0.9115281501340483,0.9316239316239316,1.0,7.6435512454120715,9.446936638589484,4.419404482029571,4.432273198244434,4448.546824829826,407.76913423848794,374.75252549091954,0.0,14,0,11.39940948843322,14.296360434876526,750.9677419354839,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema800+g_rf_with,578,370,116,92,0.9290657439446367,0.9108108108108108,0.9310344827586207,1.0,7.695138909142982,9.522157582048045,4.455369395589476,4.432273198244434,4447.790289484644,407.76913423848794,375.0,0.0,16,0,11.39687608157062,14.296360434876526,745.8064516129032,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_hawkes_imbalance_with+g_tr_above_ema800+g_ribbon_agrees,581,372,117,92,0.9294320137693631,0.9112903225806451,0.9316239316239316,1.0,7.649489196514016,9.46105850682445,4.419404482029571,4.432273198244434,4444.353223174643,407.76913423848794,374.75252549091954,0.0,14,0,11.398173955696663,14.296360434876526,749.6774193548387,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_hawkes_imbalance_with+g_tr_above_ema800+g_rf_with,577,369,116,92,0.92894280762565,0.9105691056910569,0.9310344827586207,1.0,7.701207431246901,9.536598113015163,4.455369395589476,4.432273198244434,4443.596687829462,407.76913423848794,375.0,0.0,16,0,11.395638690593694,14.296360434876526,744.516129032258,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_within_dev+g_tr_above_ema800+g_ribbon_agrees,582,373,117,92,0.929553264604811,0.9115281501340483,0.9316239316239316,1.0,7.6435512454120715,9.446936638589484,4.419404482029571,4.432273198244434,4448.546824829826,407.76913423848794,374.75252549091954,0.0,14,0,11.39940948843322,14.296360434876526,750.9677419354839,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_within_dev+g_tr_above_ema800+g_rf_with,578,370,116,92,0.9290657439446367,0.9108108108108108,0.9310344827586207,1.0,7.695138909142982,9.522157582048045,4.455369395589476,4.432273198244434,4447.790289484644,407.76913423848794,375.0,0.0,16,0,11.39687608157062,14.296360434876526,745.8064516129032,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema200+g_tr_above_ema800+g_ribbon_agrees,582,373,117,92,0.929553264604811,0.9115281501340483,0.9316239316239316,1.0,7.6435512454120715,9.446936638589484,4.419404482029571,4.432273198244434,4448.546824829826,407.76913423848794,374.75252549091954,0.0,14,0,11.39940948843322,14.296360434876526,750.9677419354839,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema200+g_tr_above_ema800+g_rf_with,578,370,116,92,0.9290657439446367,0.9108108108108108,0.9310344827586207,1.0,7.695138909142982,9.522157582048045,4.455369395589476,4.432273198244434,4447.790289484644,407.76913423848794,375.0,0.0,16,0,11.39687608157062,14.296360434876526,745.8064516129032,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema800+g_ribbon_agrees+g_rf_with,578,370,116,92,0.9290657439446367,0.9108108108108108,0.9310344827586207,1.0,7.695138909142982,9.522157582048045,4.455369395589476,4.432273198244434,4447.790289484644,407.76913423848794,375.0,0.0,16,0,11.39687608157062,14.296360434876526,745.8064516129032,0.0,False,n_32d_out_of_band
offset_60-150|r3,offset_60-150,g_vol_high+g_ribbon_agrees+g_stoch_with,3416,2137,824,455,0.7783957845433255,0.756200280767431,0.8179611650485437,0.810989010989011,4.671390130932885,5.662374429533001,2.233546421371603,4.431939077240675,15957.468687266733,2016.532280144507,2205.377915519409,350.0,38,14,8.965104496940418,31.977062952942546,4407.741935483871,0.0,False,n_32d_out_of_band
s6_5m|60-150+r3|g_imb5_strong_with+g_ribbon_agrees+g_mp_skew_with,s6_5m|60-150,g_imb5_strong_with+g_ribbon_agrees+g_mp_skew_with,780,485,132,163,0.7487179487179487,0.7422680412371134,0.7954545454545454,0.7300613496932515,12.499831386414495,17.035692850551012,5.798715918780937,4.430226672435461,9749.868481403306,722.1269476069801,760.0057528525131,151.34841015024756,18,3,6.15713966162971,21.32086536424694,1006.4516129032257,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_lm_high_stat+g_vol_high+g_hawkes_imbalance_with+g_tr_above_ema800,582,372,117,93,0.929553264604811,0.9112903225806451,0.9316239316239316,1.0,7.642635983780974,9.46105850682445,4.419404482029571,4.4239790712297955,4448.014142560527,411.430053624371,374.75252549091954,0.0,14,0,11.410919992557075,14.563076001697778,750.9677419354839,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_hawkes_imbalance_with+g_within_dev+g_tr_above_ema800,582,372,117,93,0.929553264604811,0.9112903225806451,0.9316239316239316,1.0,7.642635983780974,9.46105850682445,4.419404482029571,4.4239790712297955,4448.014142560527,411.430053624371,374.75252549091954,0.0,14,0,11.410919992557075,14.563076001697778,750.9677419354839,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_hawkes_imbalance_with+g_tr_above_ema200+g_tr_above_ema800,582,372,117,93,0.929553264604811,0.9112903225806451,0.9316239316239316,1.0,7.642635983780974,9.46105850682445,4.419404482029571,4.4239790712297955,4448.014142560527,411.430053624371,374.75252549091954,0.0,14,0,11.410919992557075,14.563076001697778,750.9677419354839,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_mp_skew_with,2135,1342,337,456,0.7976580796252928,0.819672131147541,0.7952522255192879,0.7346491228070176,4.489265373756347,4.578261714007071,4.226315610241257,4.421679807282912,9584.5815729698,2016.285992121008,571.8521075811936,199.75252549091942,19,6,18.714479072201648,141.5465709141374,2754.8387096774195,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_imb5_strong_with+g_hawkes_imbalance_with+g_within_dev+g_tr_above_ema200+g_mp_skew_with,2135,1342,337,456,0.7976580796252928,0.819672131147541,0.7952522255192879,0.7346491228070176,4.489265373756347,4.578261714007071,4.226315610241257,4.421679807282912,9584.5815729698,2016.285992121008,571.8521075811936,199.75252549091942,19,6,18.714479072201648,141.5465709141374,2754.8387096774195,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_hl_liq_cascade_with+g_queue_top_high+g_trend_slope_strong_with+g_ribbon_agrees,628,401,132,95,0.9267515923566879,0.9152119700748129,0.9242424242424242,0.9789473684210527,1.6738896398739822,1.1816835600984972,1.1940998733453538,4.418172662734492,1051.2026938408608,419.72640295977675,350.0,25.0,14,1,6.50900743528394,33.241016803467964,810.3225806451612,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_queue_top_high+g_trend_slope_strong_with+g_hawkes_imbalance_with+g_ribbon_agrees,628,401,132,95,0.9267515923566879,0.9152119700748129,0.9242424242424242,0.9789473684210527,1.6738896398739822,1.1816835600984972,1.1940998733453538,4.418172662734492,1051.2026938408608,419.72640295977675,350.0,25.0,14,1,6.50900743528394,33.241016803467964,810.3225806451612,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_queue_top_high+g_trend_slope_strong_with+g_within_dev+g_ribbon_agrees,628,401,132,95,0.9267515923566879,0.9152119700748129,0.9242424242424242,0.9789473684210527,1.6738896398739822,1.1816835600984972,1.1940998733453538,4.418172662734492,1051.2026938408608,419.72640295977675,350.0,25.0,14,1,6.50900743528394,33.241016803467964,810.3225806451612,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_queue_top_high+g_trend_slope_strong_with+g_tr_above_ema200+g_ribbon_agrees,628,401,132,95,0.9267515923566879,0.9152119700748129,0.9242424242424242,0.9789473684210527,1.6738896398739822,1.1816835600984972,1.1940998733453538,4.418172662734492,1051.2026938408608,419.72640295977675,350.0,25.0,14,1,6.50900743528394,33.241016803467964,810.3225806451612,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_queue_top_high+g_trend_slope_strong_with+g_tr_above_ema800+g_ribbon_agrees,628,401,132,95,0.9267515923566879,0.9152119700748129,0.9242424242424242,0.9789473684210527,1.6738896398739822,1.1816835600984972,1.1940998733453538,4.418172662734492,1051.2026938408608,419.72640295977675,350.0,25.0,14,1,6.50900743528394,33.241016803467964,810.3225806451612,0.0,False,n_32d_out_of_band
offset_150-240|r3,offset_150-240,g_ribbon_agrees+g_stoch_with+g_mp_skew_with,1416,843,296,277,0.875,0.9015421115065243,0.8614864864864865,0.8086642599277978,2.019516626813558,1.69216344114965,0.7072224300634332,4.4180647053432,2859.635543567998,1223.8039233800664,172.34456663662718,172.3445666366272,4,4,9.271449065634362,13.52532324472396,1827.0967741935483,0.0,False,n_32d_out_of_band
s15_5m|150-240+r3|g_ribbon_agrees+g_stoch_with+g_mp_skew_with,s15_5m|150-240,g_ribbon_agrees+g_stoch_with+g_mp_skew_with,1416,843,296,277,0.875,0.9015421115065243,0.8614864864864865,0.8086642599277978,2.019516626813558,1.69216344114965,0.7072224300634332,4.4180647053432,2859.635543567998,1223.8039233800664,172.34456663662718,172.3445666366272,4,4,9.271449065634362,13.52532324472396,1827.0967741935483,0.0,False,n_32d_out_of_band
offset_60-150|r3,offset_60-150,g_imb5_strong_with+g_vol_high+g_rf_with,958,624,175,159,0.744258872651357,0.7387820512820513,0.72,0.7924528301886793,10.79739320678995,14.81731563031315,2.2603017018855205,4.417263779618881,10343.902692104772,702.344940959402,795.2049606643814,203.60373347227528,19,5,6.1594521308649135,11.354273125446204,1236.1290322580644,0.25,False,n_32d_out_of_band
stack_r5,any_offset,g_queue_top_high+g_trend_slope_strong_with+g_hawkes_imbalance_with+g_ribbon_agrees+g_stoch_with,1349,853,269,227,0.9340252038547072,0.9425556858147714,0.9368029739776952,0.8986784140969163,3.0176828903295574,2.877746719554896,2.2832021958869824,4.413898134716514,4070.8542190545727,1001.9548765806486,366.16796723495133,217.1120635196995,14,7,15.06774246031007,18.425792885170203,1740.6451612903224,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_queue_top_high+g_trend_slope_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_ribbon_agrees,1395,886,275,234,0.9340501792114695,0.9424379232505643,0.9381818181818182,0.8974358974358975,3.206011543366468,3.2097845672843026,2.1712198944903256,4.407826946143121,4472.386102996223,1031.4315053974904,366.16796723495133,217.1120635196995,14,7,15.71222235867434,19.0996615865033,1800.0,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_hl_liq_cascade_with+g_tr_above_ema800+g_stoch_with+g_mp_skew_with,1320,799,315,206,0.8484848484848485,0.8723404255319149,0.7841269841269841,0.8543689320388349,2.3144436709407072,3.301207101709241,-1.5570161673256468,4.407093514969072,3055.0656456417337,907.8612640836288,1002.0011551061584,322.99068259066576,22,4,5.602092598188336,10.603155768067841,1703.225806451613,0.25,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_hawkes_imbalance_with+g_tr_above_ema800+g_stoch_with+g_mp_skew_with,1320,799,315,206,0.8484848484848485,0.8723404255319149,0.7841269841269841,0.8543689320388349,2.3144436709407072,3.301207101709241,-1.5570161673256468,4.407093514969072,3055.0656456417337,907.8612640836288,1002.0011551061584,322.99068259066576,22,4,5.602092598188336,10.603155768067841,1703.225806451613,0.25,False,n_32d_out_of_band
stack_r5,any_offset,g_hl_liq_cascade_with+g_within_dev+g_tr_above_ema800+g_stoch_with+g_mp_skew_with,1320,799,315,206,0.8484848484848485,0.8723404255319149,0.7841269841269841,0.8543689320388349,2.3144436709407072,3.301207101709241,-1.5570161673256468,4.407093514969072,3055.0656456417337,907.8612640836288,1002.0011551061584,322.99068259066576,22,4,5.602092598188336,10.603155768067841,1703.225806451613,0.25,False,n_32d_out_of_band
s15_5m|60-150+r3|g_vol_high+g_ribbon_agrees+g_stoch_with,s15_5m|60-150,g_vol_high+g_ribbon_agrees+g_stoch_with,1119,731,232,156,0.774798927613941,0.7756497948016415,0.771551724137931,0.7756410256410257,2.369469716331886,2.298337466754471,1.229928053766388,4.397491127590132,2651.4366125753804,686.0086159040605,280.4596554874155,163.9927535004988,6,5,16.27800368006205,81.22846974809013,1443.8709677419354,0.0,False,n_32d_out_of_band
stack_r3,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema800,584,373,117,94,0.9297945205479452,0.9115281501340483,0.9316239316239316,1.0,7.624940882584746,9.446936638589484,4.419404482029571,4.384976434448458,4452.965475429492,412.18778483815504,374.75252549091954,0.0,14,0,11.41477679452026,14.618920761980778,753.5483870967741,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_lm_high_stat+g_vol_high+g_within_dev+g_tr_above_ema800,584,373,117,94,0.9297945205479452,0.9115281501340483,0.9316239316239316,1.0,7.624940882584746,9.446936638589484,4.419404482029571,4.384976434448458,4452.965475429492,412.18778483815504,374.75252549091954,0.0,14,0,11.41477679452026,14.618920761980778,753.5483870967741,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_lm_high_stat+g_vol_high+g_tr_above_ema200+g_tr_above_ema800,584,373,117,94,0.9297945205479452,0.9115281501340483,0.9316239316239316,1.0,7.624940882584746,9.446936638589484,4.419404482029571,4.384976434448458,4452.965475429492,412.18778483815504,374.75252549091954,0.0,14,0,11.41477679452026,14.618920761980778,753.5483870967741,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_lm_high_stat+g_vol_high+g_within_dev+g_tr_above_ema200+g_tr_above_ema800,584,373,117,94,0.9297945205479452,0.9115281501340483,0.9316239316239316,1.0,7.624940882584746,9.446936638589484,4.419404482029571,4.384976434448458,4452.965475429492,412.18778483815504,374.75252549091954,0.0,14,0,11.41477679452026,14.618920761980778,753.5483870967741,0.0,False,n_32d_out_of_band
s15_5m|60-150+r2|g_within_dev+g_mp_no_extreme,s15_5m|60-150,g_within_dev+g_mp_no_extreme,365,187,63,115,0.7315068493150685,0.7647058823529411,0.7142857142857143,0.6869565217391305,2.9624127109535343,3.827009506753327,-2.1807482069246267,4.374060858881908,1081.28063949804,503.0169987714194,206.7219655333564,151.69097271871192,5,5,9.64686307057225,43.385116522363035,470.96774193548384,0.0,False,wr_lockbox_low
offset_s60|r2|g_hl_liq_cascade_with+g_ribbon_agrees,offset_s60,g_hl_liq_cascade_with+g_ribbon_agrees,489,269,114,106,0.8548057259713702,0.9516728624535316,0.6228070175438597,0.8584905660377359,5.812337460631257,7.763497759389262,2.5457216152763418,4.373960913504441,2842.233018248685,463.63985683147075,647.4478319949951,175.113314569203,13,4,12.057264378069778,11.227259477406939,630.9677419354839,0.25,False,n_32d_out_of_band
stack_r5,any_offset,g_queue_top_high+g_trend_slope_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200+g_mp_skew_with,763,555,97,111,0.9305373525557011,0.9477477477477477,0.9484536082474226,0.8288288288288288,3.8922679831648206,3.363251667918945,6.369195570541333,4.372827253308416,2969.8004711547583,485.38382511723415,372.17357747526796,200.0,14,8,18.127972691009475,43.88372720119018,984.516129032258,0.0,False,n_32d_out_of_band
stack_r3,any_offset,g_hl_liq_cascade_with+g_hawkes_imbalance_with+g_tr_above_ema800,2668,1513,756,399,0.8841829085457271,0.8922670191672174,0.8716931216931217,0.8771929824561403,2.181790316178914,2.2872033494347552,0.814929026492272,4.3719086512340875,5821.016563565343,1744.391551842401,882.6061818426456,301.46096147162075,22,5,8.778921040509958,21.791787163089868,3442.5806451612902,0.0,False,n_32d_out_of_band
stack_r3,any_offset,g_hl_liq_cascade_with+g_within_dev+g_tr_above_ema800,2668,1513,756,399,0.8841829085457271,0.8922670191672174,0.8716931216931217,0.8771929824561403,2.181790316178914,2.2872033494347552,0.814929026492272,4.3719086512340875,5821.016563565343,1744.391551842401,882.6061818426456,301.46096147162075,22,5,8.778921040509958,21.791787163089868,3442.5806451612902,0.0,False,n_32d_out_of_band
stack_r4,any_offset,g_hl_liq_cascade_with+g_hawkes_imbalance_with+g_within_dev+g_tr_above_ema800,2668,1513,756,399,0.8841829085457271,0.8922670191672174,0.8716931216931217,0.8771929824561403,2.181790316178914,2.2872033494347552,0.814929026492272,4.3719086512340875,5821.016563565343,1744.391551842401,882.6061818426456,301.46096147162075,22,5,8.778921040509958,21.791787163089868,3442.5806451612902,0.0,False,n_32d_out_of_band
s6_5m|60-150+r3|g_hl_liq_cascade_with+g_queue_top_high+g_tr_above_ema200,s6_5m|60-150,g_hl_liq_cascade_with+g_queue_top_high+g_tr_above_ema200,602,302,210,90,0.9368770764119602,0.9304635761589404,0.9571428571428572,0.9111111111111111,6.548735168056415,10.780974021300963,1.395811984004586,4.370710001067862,3942.3385711699616,393.36390009610756,300.0,115.12473667334814,13,2,9.436990556657948,36.79088966020021,776.7741935483871,0.0,False,n_32d_out_of_band
offset_150-240|r2,offset_150-240,g_rf_with+g_mp_skew_with,1610,943,331,336,0.860248447204969,0.8939554612937434,0.851963746223565,0.7738095238095238,1.8545381364886453,1.411722759184685,0.5631562176855696,4.369485505302492,2985.806399746719,1468.1471297816374,235.74369481891108,235.74369481891114,4,4,7.884001417714818,12.66695190515453,2077.4193548387098,0.245,False,n_32d_out_of_band
offset_150-240|r3,offset_150-240,g_within_dev+g_rf_with+g_mp_skew_with,1610,943,331,336,0.860248447204969,0.8939554612937434,0.851963746223565,0.7738095238095238,1.8545381364886453,1.411722759184685,0.5631562176855696,4.369485505302492,2985.806399746719,1468.1471297816374,235.74369481891108,235.74369481891114,4,4,7.884001417714818,12.66695190515453,2077.4193548387098,0.245,False,n_32d_out_of_band
offset_150-240|r3,offset_150-240,g_tr_above_ema800+g_rf_with+g_mp_skew_with,1610,943,331,336,0.860248447204969,0.8939554612937434,0.851963746223565,0.7738095238095238,1.8545381364886453,1.411722759184685,0.5631562176855696,4.369485505302492,2985.806399746719,1468.1471297816374,235.74369481891108,235.74369481891114,4,4,7.884001417714818,12.66695190515453,2077.4193548387098,0.245,False,n_32d_out_of_band
s15_5m|150-240+r2|g_rf_with+g_mp_skew_with,s15_5m|150-240,g_rf_with+g_mp_skew_with,1610,943,331,336,0.860248447204969,0.8939554612937434,0.851963746223565,0.7738095238095238,1.8545381364886453,1.411722759184685,0.5631562176855696,4.369485505302492,2985.806399746719,1468.1471297816374,235.74369481891108,235.74369481891114,4,4,7.884001417714818,12.66695190515453,2077.4193548387098,0.245,False,n_32d_out_of_band
s15_5m|150-240+r3|g_within_dev+g_rf_with+g_mp_skew_with,s15_5m|150-240,g_within_dev+g_rf_with+g_mp_skew_with,1610,943,331,336,0.860248447204969,0.8939554612937434,0.851963746223565,0.7738095238095238,1.8545381364886453,1.411722759184685,0.5631562176855696,4.369485505302492,2985.806399746719,1468.1471297816374,235.74369481891108,235.74369481891114,4,4,7.884001417714818,12.66695190515453,2077.4193548387098,0.245,False,n_32d_out_of_band
s15_5m|150-240+r3|g_tr_above_ema800+g_rf_with+g_mp_skew_with,s15_5m|150-240,g_tr_above_ema800+g_rf_with+g_mp_skew_with,1610,943,331,336,0.860248447204969,0.8939554612937434,0.851963746223565,0.7738095238095238,1.8545381364886453,1.411722759184685,0.5631562176855696,4.369485505302492,2985.806399746719,1468.1471297816374,235.74369481891108,235.74369481891114,4,4,7.884001417714818,12.66695190515453,2077.4193548387098,0.245,False,n_32d_out_of_band
stack_r4,any_offset,g_queue_top_high+g_trend_slope_strong_with+g_hawkes_imbalance_with+g_rf_with,1476,920,308,248,0.9342818428184282,0.9445652173913044,0.9415584415584416,0.8870967741935484,3.0849434948212116,3.149644219866649,1.8602156830762506,4.365957603593974,4553.376598356108,1082.7574856913054,366.4204922393023,217.1120635196995,14,7,16.022940436246486,22.28775357097755,1904.516129032258,0.0,False,n_32d_out_of_band
stack_r5,any_offset,g_queue_top_high+g_trend_slope_strong_with+g_hawkes_imbalance_with+g_within_dev+g_rf_with,1476,920,308,248,0.9342818428184282,0.9445652173913044,0.9415584415584416,0.8870967741935484,3.0849434948212116,3.149644219866649,1.8602156830762506,4.365957603593974,4553.376598356108,1082.7574856913054,366.4204922393023,217.1120635196995,14,7,16.022940436246486,22.28775357097755,1904.516129032258,0.0,False,n_32d_out_of_band
offset_0-60|r3,offset_0-60,g_imb5_strong_with+g_hawkes_imbalance_with+g_tr_above_ema200,374,245,48,81,0.7433155080213903,0.7551020408163265,0.7291666666666666,0.7160493827160493,5.8518505592543875,6.780715200132636,3.6235586852234416,4.362790965900243,2188.592109161141,353.3860682379197,531.4767171752811,193.03765455102666,21,4,5.652175407594562,7.159407016327677,482.5806451612903,0.25,False,wr_lockbox_low
s6_5m|60-150+r3|g_hl_liq_cascade_with+g_vol_high+g_mp_skew_with,s6_5m|60-150,g_hl_liq_cascade_with+g_vol_high+g_mp_skew_with,515,317,95,103,0.829126213592233,0.8296529968454258,0.7578947368421053,0.8932038834951457,3.5356063918061533,4.597556481599644,-0.9038711502545134,4.361938314439427,1820.837291780169,449.2796463872609,600.0,144.75762249992766,24,3,6.38387043708625,9.836609802337625,664.516129032258,0.25,False,n_32d_out_of_band
offset_150-240|r3,offset_150-240,g_hawkes_imbalance_with+g_ribbon_agrees+g_mp_skew_with,1426,849,300,277,0.876577840112202,0.9022379269729093,0.8633333333333333,0.8122743682310469,1.8737158960947413,1.5018853062380968,0.6306080335695077,4.359696147162834,2671.918867831101,1207.635832764105,191.44903587324393,147.34456663662715,4,4,8.775011661359684,13.278796565457064,1840.0,0.245,False,n_32d_out_of_band
s15_5m|150-240+r3|g_hawkes_imbalance_with+g_ribbon_agrees+g_mp_skew_with,s15_5m|150-240,g_hawkes_imbalance_with+g_ribbon_agrees+g_mp_skew_with,1426,849,300,277,0.876577840112202,0.9022379269729093,0.8633333333333333,0.8122743682310469,1.8737158960947413,1.5018853062380968,0.6306080335695077,4.359696147162834,2671.918867831101,1207.635832764105,191.44903587324393,147.34456663662715,4,4,8.775011661359684,13.278796565457064,1840.0,0.245,False,n_32d_out_of_band
