stack,depth,n_tr,wr_tr,dpt_tr,dd_tr,ls_tr,n_v,wr_v,dpt_v,dd_v,ls_v,n_l,wr_l,dpt_l,dd_l,ls_l,sum_l,score_l
g_cci_strong_with|g_f7_rsi_with|g_mfi_with|g_tr_partial_stack_with|g_vwap_in_45_85,5,61,0.8032786885245902,3.1010450270491545,108.70212164995507,2,38,0.7894736842105263,2.782332810655907,50.0,2,87,0.8390804597701149,4.617816631533966,92.06973661961979,3,401.75004694345506,43.07212611997507
g_cci_strong_with|g_f7_rsi_with|g_mfi_with|g_tr_above_cloud|g_vwap_in_45_85,5,61,0.8032786885245902,3.1010450270491545,108.70212164995507,2,38,0.7894736842105263,2.782332810655907,50.0,2,87,0.8390804597701149,4.617816631533966,92.06973661961979,3,401.75004694345506,43.07212611997507
g_cci_strong_with|g_f7_rsi_with|g_mfi_with|g_tr_above_ema200|g_vwap_in_45_85,5,61,0.8032786885245902,3.1010450270491545,108.70212164995507,2,38,0.7894736842105263,2.782332810655907,50.0,2,87,0.8390804597701149,4.617816631533966,92.06973661961979,3,401.75004694345506,43.07212611997507
g_cci_strong_with|g_cci_with|g_f7_rsi_with|g_tr_above_ema200|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_ribbon_agrees|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_ema200|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_cci_with|g_f7_rsi_with|g_tr_above_cloud|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_ribbon_agrees|g_tr_above_ema200|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_ev_ge_30|g_f7_rsi_with|g_tr_above_cloud|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_ev_ge_30|g_f7_rsi_with|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_cloud|g_tr_above_ema50|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_ema50|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_ema200|g_tr_above_ema50|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_cloud|g_tr_above_ema200|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_ev_ge_30|g_f7_rsi_with|g_tr_above_ema200|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_bb_pos_with|g_cci_strong_with|g_f7_rsi_with|g_tr_above_cloud|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_bb_pos_with|g_cci_strong_with|g_f7_rsi_with|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_bb_pos_with|g_cci_strong_with|g_f7_rsi_with|g_tr_above_ema200|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_partial_stack_with|g_vwap_in_45_85,4,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_cloud|g_vwap_in_45_85,4,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_cloud|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_tr_above_ema200|g_vwap_in_45_85,4,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_cci_with|g_f7_rsi_with|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_cci_strong_with|g_f7_rsi_with|g_ribbon_agrees|g_tr_above_cloud|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,111,0.8108108108108109,3.9839251277434373,136.46483299579245,3,442.2156891795215,41.97325572319447
g_f7_rsi_with|g_favorite|g_mp_wt_no_extreme_100|g_ribbon_agrees|g_vwap_in_45_85,5,23,0.782608695652174,3.796632041598902,68.9264201546115,2,12,0.6666666666666666,-2.5834524440704905,75.0,3,67,0.8208955223880597,5.109132985205964,76.1839633859794,3,342.31191000879954,41.8200558423206
g_R1_five|g_cci_strong_with|g_f7_rsi_with|g_tr_above_cloud|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,110,0.8090909090909091,3.9787562301049832,136.46483299579245,3,437.66318531154815,41.72954738846222
g_R1_five|g_cci_strong_with|g_f7_rsi_with|g_tr_above_ema200|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,110,0.8090909090909091,3.9787562301049832,136.46483299579245,3,437.66318531154815,41.72954738846222
g_R1_five|g_cci_strong_with|g_f7_rsi_with|g_tr_partial_stack_with|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,110,0.8090909090909091,3.9787562301049832,136.46483299579245,3,437.66318531154815,41.72954738846222
g_cci_strong_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_tr_above_ema50|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_cci_strong_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_vwap_in_45_85,4,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_R1_five|g_cci_strong_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_cci_strong_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_ribbon_agrees|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_bb_pos_with|g_cci_strong_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_cci_strong_with|g_ev_ge_30|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_cci_strong_with|g_f7_rsi_with|g_mp_no_extreme_150|g_mp_wt_no_extreme_100|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_cci_strong_with|g_cci_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_vwap_in_45_85,5,20,0.8,4.930661466787866,50.0,2,9,0.6666666666666666,-2.4564170325402097,50.0,2,55,0.8363636363636363,5.623149676190938,51.183963385979396,2,309.2732321905016,41.702394121279696
g_f7_rsi_with|g_mp_no_extreme_150|g_tr_above_ema200|g_vwap_in_55_80,4,64,0.765625,2.865879468229633,90.9846436187454,3,32,0.78125,2.650612888544843,50.23387033328111,2,95,0.8210526315789474,4.231881612991661,96.11937908524621,3,402.02875323420784,41.24727977340816
g_cci_strong_with|g_f7_rsi_with|g_mp_no_extreme_150|g_tr_above_cloud|g_vwap_in_45_85,5,87,0.7931034482758621,3.424238789993427,82.74716470212081,2,45,0.7777777777777778,2.699303197995555,50.0,2,110,0.8090909090909091,3.9252859008608016,136.46483299579245,3,431.7814490946882,41.16874584420353
