g,n,wr,dpt,dd,ls,score
g_rf_fresh,46194,0.4843053210373642,-4.430304083758325,204688.89417368337,7,104.09072313250547
g_tr_in_active_session,46622,0.48399897044313844,-4.614356675521918,215165.96425473376,7,104.50567816176027
g_hod_avoid_us_pm,44908,0.4835664024227309,-4.431181242561417,199030.91456950083,7,102.47501156385407
g_hod_overnight,12993,0.48341414607865774,-4.905185371942693,63768.50086621191,7,55.10285157339908
g_tr_above_pp,26857,0.4829281006813866,-5.159600961053966,139013.38513927392,60,79.14276635193885
g_hod_active,29373,0.4826541381540871,-4.4859178455224145,132924.10902548587,6,82.71993542436124
g_hod_us_afternoon,11340,0.4826278659611993,-4.570630999431808,51898.69101309973,6,51.39476929032413
g_hod_late,11057,0.4822284525639866,-4.514122848835946,49948.08366814005,7,50.70741670674199
g_adx_low,13221,0.48180924287118976,-4.737806516512215,63655.398586471616,6,55.39968300531582
g_rf_aged,5323,0.48111966935938383,-5.0179826025279315,27047.89614247415,5,35.10195825348469
mgf_g_imb5_strong_with,476,0.4810924369747899,-6.99405281043875,3331.927551053937,3,10.496197790973019
g_regime_ranging,31105,0.4807908696351069,-5.019828786540538,156159.76496476165,7,84.79520891768016
g_regime_trending_dn,1469,0.48059904697072836,-3.5726741682554373,6012.71130397703,6,18.420177175079893
g_dir_dn,27015,0.47854895428465666,-4.500644004236065,121703.97362728679,64,78.6554567782302
g_hod_us_morning,8687,0.4784160239438241,-5.113726302208115,44435.94523508825,6,44.59032401217256
g_hod_us_morning_v6,8687,0.4784160239438241,-5.113726302208115,44435.94523508825,6,44.59032401217256
g_rf_in_band,16156,0.4775315672196088,-5.143745849239454,83127.02500614665,7,60.69724904062195
g_adx_strong,14877,0.47738119244471333,-5.029556353041046,74842.70042361453,7,58.22680850555313
g_adx_extreme,6380,0.4761755485893417,-5.999904271270881,38298.13754134612,6,38.03447536925441
g_regime_trending_up,2956,0.4746278755074425,-4.445255314024177,13719.151999504324,6,25.80509463917817
g_offset_mid_late,12113,0.47288037645504827,-6.924830737013491,84074.4828664677,9,52.04477684008758
g_atr_high,9809,0.47130186563360177,-5.67172607871473,55655.20823152933,7,46.67792331310532
g_mp_skew_extreme_with,25905,0.47122177185871456,-4.580386374252498,118822.01410213475,17,75.8432869084623
g_mp_skew_with,25905,0.47122177185871456,-4.580386374252498,118822.01410213475,17,75.8432869084623
g_mp_skew_strong_with,25905,0.47122177185871456,-4.580386374252498,118822.01410213475,17,75.8432869084623
g_mp_imbalance_with,25905,0.47122177185871456,-4.580386374252498,118822.01410213475,17,75.8432869084623
g_mp_imbalance_strong_with,25903,0.47118094429216695,-4.583148446165674,118884.39927815323,17,75.83378814938561
g_offset_ge_180,23932,0.4629366538525823,-7.132807756291675,170685.75627334625,12,71.6161656892685
g_trend_slope_strong_with,17360,0.4578917050691244,-6.023107071030634,104668.63462554628,68,60.33059889968332
g_trend_slope_very_strong_with,17360,0.4578917050691244,-6.023107071030634,104668.63462554628,68,60.33059889968332
g_rsi_extreme_with,878,0.43394077448747154,-6.9526628496583545,7745.072835438995,39,12.858127199546855
g_f7_rsi_extreme_against,565,0.4230088495575221,-9.123915197909545,5238.518417162335,20,10.054805569688943
g_ev_in_30_60,17507,0.42034614725538355,-2.5674073866452347,45581.60660953283,13,55.61768871188704
g_rsi_overbought_with,2153,0.4119832791453785,-7.684495488217568,17184.04422655574,61,19.11620173052039
g_offset_late,5838,0.4095580678314491,-10.410017695460787,60760.28954933434,13,31.29302382616603
g_vwap_in_25_60,19751,0.39724570907802137,-2.9089692224372063,58620.245785980114,19,55.8282171793633
g_sms_bos_with,670,0.3716417910447761,-9.140697779094195,6623.762344966316,62,9.619709245613885
g_sms_choch_with,375,0.3466666666666667,-8.157577777024247,3102.1919220248797,32,6.713171133426189
g_ev_le_70,37867,0.32075421871286347,-6.334831738373283,239941.50076554116,31,62.4169907996728
g_ev_in_20_50,15352,0.31422615945805105,-3.8423337227231116,60248.8463105034,39,38.933622914206666
g_mp_wt_skew_with,26189,0.2837832677841842,-6.763598255519895,177515.0759186749,39,45.9246910296853
g_bet_imb_strong,2099,0.2691757979990472,-9.984881142598242,21009.073489765513,26,12.33224739735064
g_bet_imb_dominant,2098,0.2688274547187798,-10.002291318456265,21035.615157573047,26,12.313353907907942
g_ev_le_60,32446,0.26798372680761884,-7.284666071706237,236584.59279707936,42,48.27130104515773
g_ev_le_50,25807,0.20447940481264773,-8.716772103660988,225398.53810376738,74,32.84871107359225
g_underdog,25807,0.20447940481264773,-8.716772103660988,225398.53810376738,74,32.84871107359225
g_ev_le_40,19955,0.14237033324981208,-10.590367418110018,211653.5628679799,106,20.111541879296976
g_strong_underdog,19955,0.14237033324981208,-10.590367418110018,211653.5628679799,106,20.111541879296976
g_ev_le_30,14939,0.0894303500903675,-12.812817072399925,191385.67424458236,144,10.930642603284172
