conv_bucket,n,wr,mean_stake_kelly,mean_stake_linear,mean_p_win_used,sum_const25,sum_kelly,sum_linear
0.0,8,0.875,25.0,24.999999999999996,0.95,40.70179852776748,40.70179852776748,40.70179852776748
1.0,17,0.7647058823529411,0.5882352941176471,5.0,0.5,41.666200505651084,0.20324001044886053,8.333240101130217
2.0,8,0.75,25.0,24.999999999999996,0.95,32.7357818561505,32.7357818561505,32.735781856150496
3.0,11,0.9090909090909091,25.0,24.999999999999996,0.95,84.53393451080984,84.53393451080984,84.53393451080983
