sleeve_id,gate_stack,dir_constraint,source,conviction_method,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_train,dpt_val,dpt_25_lockbox,sum_25_28d_const,sum_25_28d_kelly,sum_25_28d_linear,max_dd_25,loss_streak,sharpe,bootstrap_p_lockbox,kelly_stake_mean,linear_stake_mean,offset_dist
SOL5_V6_S1,g_cci_strong_with|g_f7_rsi_with|g_mfi_with|g_tr_partial_stack_with|g_vwap_in_45_85,BOTH,symm,B (empirical WR per # bonus atoms passing),61,38,87,0.8032786885245902,0.7894736842105263,0.8390804597701149,3.1010450270491545,2.782332810655907,4.617816631533966,401.75004694345506,300.910662983189,308.4847079993802,92.06973661961979,3,28.608554657260544,0.001,13.573054439116541,18.673352257744273,"{30: 8, 60: 21, 90: 24, 120: 18, 150: 5, 180: 5, 210: 4, 240: 2}"
SOL5_V6_S2,g_f7_rsi_with|g_favorite|g_mp_wt_no_extreme_100|g_ribbon_agrees|g_vwap_in_45_85,BOTH,symm,B (empirical WR per # bonus atoms passing),23,12,67,0.782608695652174,0.6666666666666666,0.8208955223880597,3.796632041598902,-2.5834524440704905,5.109132985205964,342.31191000879954,281.3755022068846,280.58569721282225,76.1839633859794,3,15.683661486170866,0.005,15.441296755692889,18.398088920476976,"{30: 11, 60: 15, 90: 16, 120: 11, 150: 5, 180: 3, 210: 4, 240: 2}"
SOL5_V6_S3,g_cci_strong_with|g_f7_rsi_with|g_mp_wt_no_extreme_100|g_vwap_in_45_85,BOTH,symm,B (empirical WR per # bonus atoms passing),20,9,55,0.8,0.6666666666666666,0.8363636363636363,4.930661466787866,-2.4564170325402097,5.623149676190938,309.2732321905016,267.8102716952994,275.94027178598066,51.183963385979396,2,24.570835798711197,0.006,17.454545454545453,18.818181818181813,"{30: 7, 60: 9, 90: 16, 120: 11, 150: 4, 180: 2, 210: 4, 240: 2}"
SOL5_V6_S4,g_f7_rsi_with|g_mp_no_extreme_150|g_tr_above_ema200|g_vwap_in_55_80,BOTH,symm,B (empirical WR per # bonus atoms passing),64,32,95,0.765625,0.78125,0.8210526315789474,2.865879468229633,2.650612888544843,4.231881612991661,402.02875323420784,266.0802930377018,288.69848519036043,96.11937908524621,3,13.220994940118107,0.001,14.679683517928378,16.46915134726769,"{30: 9, 60: 23, 90: 27, 120: 19, 150: 6, 180: 3, 210: 6, 240: 2}"
SOL5_V6_S5,g_f7_rsi_with|g_mfi_with|g_tr_above_ema200|g_vwap_in_55_80,BOTH,symm,B (empirical WR per # bonus atoms passing),41,27,78,0.7560975609756098,0.7777777777777778,0.8333333333333334,2.0281063974934157,2.39689223328171,4.65764870114027,363.29659868894106,241.0710512548982,262.58487962568904,64.10659976041318,2,14.890563683879853,0.004,13.728565335898129,16.56898656898657,"{30: 7, 60: 20, 90: 22, 120: 14, 150: 7, 180: 2, 210: 4, 240: 2}"
