sleeve,model,feature,weight
BTC_S6_60_150,logistic_poly2,mp_weighted_skew trend_slope_30m,0.0928221460123463
BTC_S6_60_150,logistic_poly2,mp_weighted_skew rv_60s,0.020247319931416787
BTC_S6_60_150,logistic_poly2,mp_weighted_skew rv_300s,0.024877249768102485
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_imb5,0.16177197092341436
BTC_S6_60_150,logistic_poly2,mp_weighted_skew dn_imb5,-0.16506661787659777
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_imb25,-0.03901330462742195
BTC_S6_60_150,logistic_poly2,mp_weighted_skew dn_imb25,0.03850756930491094
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_queue_top_bid,0.04014573299152305
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_micro_dev_bps,0.03266386297668874
BTC_S6_60_150,logistic_poly2,mp_weighted_skew dn_micro_dev_bps,0.0079956068690029
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_bid_slope,0.03610631521620009
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_ask_slope,-0.0359425305847399
BTC_S6_60_150,logistic_poly2,mp_weighted_skew dn_bid_slope,0.03510363240045735
BTC_S6_60_150,logistic_poly2,mp_weighted_skew dn_ask_slope,-0.03657307267062717
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_imb5_change_500ms,0.0076718077231490815
BTC_S6_60_150,logistic_poly2,mp_weighted_skew up_quote_intensity_5s,-0.02294429592046978
BTC_S6_60_150,logistic_poly2,mp_weighted_skew ribbon_alignment_pct,0.028439598386721603
BTC_S6_60_150,logistic_poly2,mp_weighted_skew ribbon_compression_bps,0.07227812720162573
BTC_S6_60_150,logistic_poly2,mp_weighted_skew adx_14,-0.0027813221934903398
BTC_S6_60_150,logistic_poly2,mp_weighted_skew plus_di_14,-0.06660941244656168
BTC_S6_60_150,logistic_poly2,mp_weighted_skew minus_di_14,-0.017297304334186824
BTC_S6_60_150,logistic_poly2,mp_weighted_skew vwap_since_open_bps,0.07056859626927821
BTC_S6_60_150,logistic_poly2,mp_weighted_skew mfi_60s,-0.04918798286106688
BTC_S6_60_150,logistic_poly2,mp_weighted_skew stoch_k_60s,0.04588469526664076
BTC_S6_60_150,logistic_poly2,mp_weighted_skew stoch_d_60s,0.05124414166448974
BTC_S6_60_150,logistic_poly2,mp_weighted_skew cci_60s,-0.0427360400104734
BTC_S6_60_150,logistic_poly2,mp_weighted_skew bb_pos_60s,-0.04169423542631674
BTC_S6_60_150,logistic_poly2,mp_weighted_skew bb_width_60s,0.12009237306595179
BTC_S6_60_150,logistic_poly2,mp_weighted_skew ofi_skew_l1_30s,0.04991670740423349
BTC_S6_60_150,logistic_poly2,mp_weighted_skew mlofi_skew_l5_30s,0.06673364282156799
BTC_S6_60_150,logistic_poly2,mp_weighted_skew mlofi_skew_l5_60s,0.04366153034053747
BTC_S6_60_150,logistic_poly2,mp_weighted_skew mlofi_skew_l25_30s,0.03889685505609307
BTC_S6_60_150,logistic_poly2,mp_weighted_skew rsi_14,-0.008681440722622289
BTC_S6_60_150,logistic_poly2,mp_weighted_skew cvd,0.1445239971957678
BTC_S6_60_150,logistic_poly2,mp_weighted_skew vpin_value,-0.004060575826026034
BTC_S6_60_150,logistic_poly2,mp_weighted_skew vpin_zscore,-0.05658413830493453
BTC_S6_60_150,logistic_poly2,mp_weighted_skew as_uncertainty,0.004443115703619762
BTC_S6_60_150,logistic_poly2,mp_weighted_skew as_skew,-0.026534614747798647
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mp_up_dev_bps,0.04025808841246169
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mp_dn_dev_bps,-0.018684642620654553
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mp_imbalance,-0.04864778956373936
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mp_weighted_imbalance,0.0626896299629385
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms L_stat,0.002007596347292704
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms hawkes_lambda_imbalance,-0.0258450573350903
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms hawkes_lambda_total,0.015016664125893246
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms rv_ratio_60_to_3600,-0.058656350493473945
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms hurst_300s,-0.05414951753860378
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms hurst_100s,0.031147788162439856
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms hurst_900s,-0.0835394042743107
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms trend_slope_30m,0.007387381846116535
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms rv_60s,-0.00018811692820289706
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms rv_300s,0.0312086984524572
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_imb5,-0.063261589457603
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms dn_imb5,0.06348359949556168
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_imb25,0.014731577574964416
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms dn_imb25,-0.014694024607922834
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_queue_top_bid,0.0456111196758706
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_micro_dev_bps,-0.0025088126743752267
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms dn_micro_dev_bps,0.00584150663272566
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_bid_slope,-0.049717835822642706
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_ask_slope,0.034735998892536514
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms dn_bid_slope,-0.034695955143369345
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms dn_ask_slope,0.049491617916049814
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_imb5_change_500ms,0.09379746242767585
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms up_quote_intensity_5s,-0.022567710721380634
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms ribbon_alignment_pct,0.016776116296766123
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms ribbon_compression_bps,0.04895793840806065
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms adx_14,-0.05073537433501374
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms plus_di_14,0.0235519999838566
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms minus_di_14,0.015343174874907446
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms vwap_since_open_bps,0.02750716369433957
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mfi_60s,0.06977038833234987
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms stoch_k_60s,-0.0773555571563571
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms stoch_d_60s,-0.08078942008403173
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms cci_60s,-0.016067081732922612
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms bb_pos_60s,0.013380063297612483
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms bb_width_60s,0.029581589593137503
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms ofi_skew_l1_30s,0.07685686604966599
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mlofi_skew_l5_30s,0.07100357952826435
BTC_S6_60_150,logistic_poly2,mp_skew_change_500ms mlofi_skew_l5_60s,0.05528136999829019
