rule,side,asset,tf,fire_offset_s,n,WR,per_trade,sum_pnl
DISAGR_mp=0.5_imb=0_hk=Y,DN,SOL,5m,240,140,0.85,-1.2185403982321994,-170.59565575250792
DISAGR_mp=0.5_imb=0_hk=Y,UP,SOL,5m,270,162,0.7901234567901234,-3.7789696725040347,-612.1930869456536
DISAGR_mp=0.5_imb=0_hk=Y,DN,SOL,5m,270,103,0.8058252427184466,-3.223225938844716,-331.99227170100573
DISAGR_mp=0.5_imb=0_hk=Y,UP,SOL,5m,300,45,0.37777777777777777,-14.945094914970282,-672.5292711736627
DISAGR_mp=0.5_imb=0_hk=Y,DN,SOL,5m,300,34,0.4411764705882353,-13.607961531627613,-462.6706920753388
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,60,209,0.47368421052631576,-2.5262951957479296,-527.9956959113173
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,60,217,0.5207373271889401,0.4442428703304766,96.40070286171343
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,120,196,0.5,-0.4873346085588322,-95.51758327753112
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,120,233,0.5021459227467812,-1.627099291350108,-379.11413488457515
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,240,209,0.5598086124401914,1.629699387517986,340.60717199125907
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,240,211,0.5592417061611374,0.11028710904539502,23.27058000857835
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,360,249,0.6265060240963856,-0.9853532237991258,-245.35295272598233
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,360,258,0.5968992248062015,-2.2306210916375697,-575.5002416424929
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,480,283,0.6219081272084805,-0.3645918877287702,-103.17950422724198
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,480,261,0.6436781609195402,-2.200413468201674,-574.3079152006369
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,600,292,0.6917808219178082,-1.7139294991730338,-500.4674137585259
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,600,314,0.7006369426751592,-2.916251788447946,-915.7030615726551
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,720,261,0.6436781609195402,-5.552048528408096,-1449.0846659145132
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,720,284,0.6408450704225352,-5.178694146480455,-1470.749137600449
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,15m,840,209,0.507177033492823,-7.996037343691312,-1671.1718048314842
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,15m,840,221,0.5746606334841629,-5.077616140247581,-1122.1531669947153
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,30,531,0.5291902071563088,0.10547527653208252,56.00737183853582
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,30,530,0.5415094339622641,0.8790085190865679,465.87451511588097
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,60,570,0.5298245614035088,-1.2892643195629712,-734.8806621508936
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,60,562,0.5249110320284698,-2.2169211187692626,-1245.9096687483257
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,90,583,0.58147512864494,-0.3675395571639369,-214.2755618265752
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,90,607,0.5848434925864909,0.06897021406528356,41.86491993762712
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,120,636,0.6257861635220126,-0.8698101479691536,-553.1992541083816
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,120,614,0.6433224755700325,-1.0737563647279798,-659.2864079429796
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,150,681,0.6461086637298091,2.3184334638901354,1578.8531889091823
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,150,683,0.6720351390922401,-0.8618829604206514,-588.6660619673049
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,180,752,0.6888297872340425,0.22030074716569634,165.66616186860364
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,180,712,0.7008426966292135,-1.3679606245726659,-973.9879646957381
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,210,743,0.7240915208613729,-1.4746410642672043,-1095.6583107505328
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,210,729,0.7160493827160493,0.5854147029821082,426.76731847395683
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,240,679,0.6921944035346097,1.5767148227459535,1070.5893646445024
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,240,724,0.6933701657458563,-3.771340952662889,-2730.4508497279317
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,270,537,0.6685288640595903,-1.972450724942805,-1059.2060392942863
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,270,556,0.7068345323741008,-3.6952565018180823,-2054.5626150108537
DISAGR_mp=0.5_imb=0.1_hk=N,UP,BTC,5m,300,96,0.5833333333333334,-6.545122534601606,-628.3317633217541
DISAGR_mp=0.5_imb=0.1_hk=N,DN,BTC,5m,300,88,0.6590909090909091,-6.029341012148535,-530.5820090690711
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,60,189,0.455026455026455,-4.257403923740127,-804.649341586884
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,60,237,0.510548523206751,-1.397270957851187,-331.15321701073134
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,120,206,0.5242718446601942,-2.2415674099568226,-461.7628864511055
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,120,245,0.5265306122448979,-1.8874316884168554,-462.42076366212956
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,240,247,0.6072874493927125,-2.1769799056100116,-537.7140366856729
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,240,264,0.6590909090909091,1.4032762875156934,370.4649399041431
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,360,219,0.6438356164383562,-1.3753493834734678,-301.20151498068947
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,360,252,0.6468253968253969,-1.1633506966415659,-293.1643755536746
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,480,237,0.6540084388185654,-4.528819798196266,-1073.330292172515
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,480,239,0.702928870292887,0.45159334916656757,107.93081045080964
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,600,226,0.6238938053097345,-6.205929458876658,-1402.5400577061246
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,600,248,0.7016129032258065,-1.2897320668686858,-319.85355258343407
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,720,236,0.6440677966101694,8.82202268160029,2081.9973528576684
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,720,238,0.6176470588235294,-5.134365326582422,-1221.9789477266165
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,15m,840,212,0.4858490566037736,-6.632062733474582,-1405.9972994966113
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,15m,840,221,0.5429864253393665,-6.297959339117178,-1391.8490139448963
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,30,501,0.48902195608782434,-1.5455245550126986,-774.3078020613619
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,30,611,0.502454991816694,-1.3304015050497242,-812.8753195853815
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,60,503,0.5646123260437376,0.057847827428843576,29.09745719670832
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,60,620,0.5629032258064516,0.10981879474293434,68.08765274061929
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,90,561,0.5561497326203209,-1.8484051393771392,-1036.955283190575
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,90,621,0.5442834138486312,-2.1984567012887255,-1365.2416115002984
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,120,613,0.636215334420881,-0.3022739702096337,-185.29394373850545
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,120,617,0.6304700162074555,-0.8134422503043749,-501.8938684377993
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,150,692,0.6690751445086706,-1.6442432629256691,-1137.816337944563
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,150,708,0.653954802259887,-2.612753091314014,-1849.8291886503218
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,180,723,0.7261410788381742,-0.5602093567256581,-405.03136491265076
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,180,733,0.7012278308321964,-2.0393959593850806,-1494.877238229264
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,210,771,0.6679636835278858,-3.2941401582042786,-2539.782061975499
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,210,783,0.685823754789272,-1.0600608727886398,-830.027663393505
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,240,754,0.6511936339522546,-2.71331483891556,-2045.8393885423322
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,240,814,0.6609336609336609,-4.3034124844956745,-3502.977762379479
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,270,678,0.5958702064896755,-6.417029452233952,-4350.745968614619
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,270,684,0.597953216374269,-6.62219602551254,-4529.582081450578
DISAGR_mp=0.5_imb=0.1_hk=N,UP,ETH,5m,300,180,0.3388888888888889,-14.08519128893601,-2535.3344320084816
DISAGR_mp=0.5_imb=0.1_hk=N,DN,ETH,5m,300,167,0.3413173652694611,-15.449724418950286,-2580.1039779646976
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,60,223,0.5201793721973094,-0.8469426518907588,-188.8682113716392
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,60,233,0.43776824034334766,-4.442365163952773,-1035.071083200996
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,120,207,0.5217391304347826,-3.0651655856192073,-634.4892762231759
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,120,220,0.5409090909090909,-1.030459148288973,-226.70101262357403
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,240,220,0.6863636363636364,-0.5796315509625298,-127.51894121175656
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,240,232,0.5905172413793104,0.25007269095417556,58.016864301368734
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,360,237,0.6582278481012658,-1.7411544923565254,-412.65361468849653
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,360,214,0.719626168224299,1.289348644796719,275.9206099864979
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,480,248,0.7258064516129032,-1.8783761989293484,-465.8372973344784
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,480,209,0.6794258373205742,-1.408117692046702,-294.2965976377607
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,600,244,0.7090163934426229,-2.6237130715784645,-640.1859894651453
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,600,233,0.6866952789699571,-1.0575513260737208,-246.40945897517696
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,720,201,0.6567164179104478,5.60423948354897,1126.452136193343
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,720,193,0.5751295336787565,-7.2861083685506145,-1406.2189151302687
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,15m,840,210,0.4714285714285714,-11.887744037618273,-2496.426247899837
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,15m,840,192,0.4635416666666667,-10.250546472937131,-1968.1049228039292
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,30,482,0.5145228215767634,-2.823823951140501,-1361.0831444497214
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,30,564,0.5549645390070922,-1.4002456292090644,-789.7385348739123
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,60,559,0.5635062611806798,-1.2231465548829086,-683.7389241795458
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,60,603,0.5572139303482587,-1.9323946076022014,-1165.2339483841274
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,90,534,0.5767790262172284,-2.4331450797207803,-1299.2994725708966
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,90,602,0.574750830564784,-2.599788486117674,-1565.0726686428397
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,120,588,0.6785714285714286,-0.28499426404861306,-167.57662726058447
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,120,648,0.6234567901234568,-2.5227529834346365,-1634.7439332656445
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,150,560,0.6839285714285714,-2.318391045404743,-1298.2989854266561
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,150,631,0.6640253565768621,-1.3246833106826763,-835.8751690407687
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,180,625,0.6944,-0.8662874687406537,-541.4296679629085
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,180,596,0.6895973154362416,-1.4311946602233623,-852.992017493124
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,210,586,0.7064846416382252,-2.195213788100341,-1286.3952798267997
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,210,600,0.6566666666666666,-3.5596355768853685,-2135.781346131221
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,240,572,0.6643356643356644,-5.210311772730793,-2980.2983340020137
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,240,535,0.6224299065420561,-5.019420683479392,-2685.390065661475
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,270,463,0.5658747300215983,-9.065028260354383,-4197.108084544079
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,270,495,0.5434343434343434,-8.694590272374299,-4303.822184825278
DISAGR_mp=0.5_imb=0.1_hk=N,UP,SOL,5m,300,221,0.1583710407239819,-20.700905685896736,-4574.900156583179
DISAGR_mp=0.5_imb=0.1_hk=N,DN,SOL,5m,300,179,0.19553072625698323,-17.59942659480148,-3150.2973604694644
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,60,55,0.6727272727272727,1.3603406184310485,74.81873401370767
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,60,64,0.609375,0.607764163107023,38.89690643884947
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,120,46,0.6086956521739131,-2.8672440429035926,-131.89322597356525
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,120,69,0.6231884057971014,-1.2770808443180197,-88.11857825794335
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,240,67,0.7761194029850746,2.446876759357749,163.94074287696918
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,240,69,0.7536231884057971,2.1514708169315275,148.4514863682754
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,360,74,0.7567567567567568,-1.4485649929915296,-107.1938094813732
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,360,89,0.7303370786516854,-1.4062888731180538,-125.15970970750679
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,480,84,0.8095238095238095,-0.4597074289581779,-38.61542403248694
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,480,95,0.7789473684210526,-0.46295474732660835,-43.98070099602779
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,600,103,0.7864077669902912,-0.11098570826998631,-11.43152795180859
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,600,113,0.8495575221238938,1.4443727914077662,163.21412542907757
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,720,74,0.7297297297297297,-4.758404077477356,-352.1219017333243
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,720,74,0.7432432432432432,-3.358624679459526,-248.53822628000492
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,15m,840,61,0.5737704918032787,-5.579308594002181,-340.33782423413305
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,15m,840,54,0.7222222222222222,-4.717276003984414,-254.73290421515836
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,30,141,0.574468085106383,-1.2405729146041944,-174.9207809591914
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,30,169,0.5857988165680473,-1.0639786830268638,-179.81239743153998
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,60,169,0.6982248520710059,2.1143379276690393,357.32310977606767
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,60,185,0.6756756756756757,-0.4005018585947048,-74.09284384002038
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,90,209,0.7511961722488039,0.0019508039144403636,0.407718018118036
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,90,230,0.7608695652173914,0.18487414943925892,42.52105437102955
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,120,237,0.8227848101265823,0.06169470962520867,14.621646181174455
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,120,265,0.8037735849056604,-0.2505202385382403,-66.38786321263368
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,150,291,0.8006872852233677,-1.2398106280898538,-360.78489277414747
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,150,329,0.8480243161094225,0.23625229341385137,77.7270045331571
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,180,303,0.8679867986798679,0.38638330888681205,117.07414259270405
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,180,333,0.8588588588588588,0.5192037971048659,172.89486443592034
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,210,303,0.8712871287128713,0.4587693142642092,139.00710222205538
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,210,311,0.8553054662379421,0.5507156648381312,171.27257176465878
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,240,225,0.7911111111111111,-2.883836931246016,-648.8633095303536
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,240,294,0.8367346938775511,-1.1087072735458807,-325.9599384224889
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,270,167,0.8083832335329342,0.6722786055634864,112.27052712910222
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,BTC,5m,270,184,0.8369565217391305,0.72378368227809,133.17619753916856
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,BTC,5m,300,31,0.6451612903225806,-4.929055012976855,-152.80070540228252
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,60,47,0.48936170212765956,-5.81061699573676,-273.09899879962774
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,60,81,0.6172839506172839,1.3651675932406442,110.57857505249218
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,120,55,0.6727272727272727,-1.4847793608073412,-81.66286484440377
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,120,104,0.6730769230769231,-0.12093710153544894,-12.57745855968669
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,240,78,0.8076923076923077,0.997216997306648,77.78292578991855
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,240,108,0.7962962962962963,3.8145612267911293,411.97261249344194
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,360,65,0.8307692307692308,-0.4767905987253919,-30.991388917150474
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,360,121,0.7520661157024794,-1.5005285023731418,-181.56394878715017
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,480,48,0.8541666666666666,-1.3437773382792306,-64.50131223740307
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,480,96,0.8125,0.45529947017131533,43.70874913644627
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,600,52,0.8076923076923077,-1.67448557010301,-87.07324964535651
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,600,115,0.8521739130434782,2.396571500731108,275.6057225840774
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,720,45,0.7555555555555555,-0.4536517423436764,-20.414328405465437
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,720,80,0.7875,-2.9642757379365348,-237.1420590349228
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,15m,840,48,0.625,-8.552192957495853,-410.5052619598009
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,15m,840,67,0.6865671641791045,-4.3967886029012835,-294.584836394386
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,30,96,0.625,-0.35303911430028095,-33.89175497282697
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,30,199,0.5628140703517588,-1.3643190407339412,-271.4994891060543
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,60,117,0.6752136752136753,-1.6525756985106,-193.3513567257402
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,60,225,0.7022222222222222,0.8989933548990562,202.27350485228763
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,90,148,0.7702702702702703,-1.1686107492077433,-172.954390882746
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,90,239,0.7656903765690377,0.5755858331872366,137.56501413174954
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,120,170,0.8588235294117647,-0.19561089991339983,-33.25385298527797
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,120,293,0.7986348122866894,0.6988197903262444,204.7541985655896
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,150,226,0.8716814159292036,-0.7957240081233681,-179.83362583588118
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,150,317,0.8359621451104101,-0.7752919453913691,-245.76754668906403
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,180,260,0.9076923076923077,0.4233859893934474,110.08035724229633
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,180,357,0.865546218487395,0.37673061992894974,134.49283131463505
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,210,248,0.9274193548387096,0.9372247449786393,232.43173675470254
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,210,334,0.8413173652694611,-0.38483324606999714,-128.53430418737904
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,240,220,0.8909090909090909,-0.40721461208298565,-89.58721465825684
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,240,341,0.8592375366568915,-0.9458128335304513,-322.5221762338839
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,ETH,5m,270,159,0.8553459119496856,-0.3493998217311646,-55.55457165525517
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,270,261,0.7969348659003831,-2.6426370366336744,-689.728266561389
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,ETH,5m,300,55,0.5636363636363636,-9.10647425496877,-500.85608402328234
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,60,63,0.5873015873015873,-0.9126405221957697,-57.49635289833349
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,60,45,0.6,-1.1122156394254281,-50.04970377414426
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,120,71,0.6338028169014085,-0.0721507382062979,-5.1227024126471505
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,120,49,0.7142857142857143,1.1701511716776627,57.33740741220547
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,240,84,0.7857142857142857,0.5895954057402351,49.52601408217974
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,240,62,0.6290322580645161,-2.296085095477099,-142.35727591958013
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,360,86,0.7790697674418605,-0.5471940817584031,-47.058691031222665
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,360,56,0.8928571428571429,1.649697310517902,92.38304938900251
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,480,93,0.8387096774193549,-0.06126889273718041,-5.6980070245577785
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,480,48,0.8541666666666666,2.4961529718181654,119.81534264727195
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,600,86,0.8255813953488372,0.09493640501304684,8.164530831122029
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,600,61,0.819672131147541,-0.5411258981846196,-33.0086797892618
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,720,68,0.7058823529411765,-6.332277950060025,-430.5949006040817
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,15m,840,64,0.5625,-10.027929534046306,-641.7874901789636
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,15m,840,31,0.7419354838709677,-0.20278739513760374,-6.286409249265716
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,5m,30,158,0.5949367088607594,-1.3609929368513674,-215.03688402251603
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,5m,30,123,0.5934959349593496,-3.0939793314254747,-380.5594577653334
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,5m,60,212,0.6839622641509434,-1.0826078807510744,-229.51287071922778
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,5m,60,155,0.6903225806451613,-1.2593835669867375,-195.2044528829443
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,5m,90,214,0.7242990654205608,0.2629448982716173,56.2702082301261
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,5m,90,182,0.7417582417582418,-2.122195327279093,-386.23954956479497
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,5m,120,238,0.7899159663865546,-0.20237827173340867,-48.16602867255126
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,5m,120,197,0.8274111675126904,-0.4591165353222599,-90.4459574584852
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,5m,150,270,0.825925925925926,0.07052772720190835,19.042486344515254
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,5m,150,197,0.7868020304568528,-2.026188459097321,-399.15912644217224
DISAGR_mp=0.5_imb=0.1_hk=Y,UP,SOL,5m,180,269,0.8104089219330854,-1.2481870369776176,-335.76231294697914
DISAGR_mp=0.5_imb=0.1_hk=Y,DN,SOL,5m,180,190,0.8421052631578947,-0.8216147421918214,-156.10680101644607
