rule,side,asset,tf,fire_offset_s,n,WR,per_trade,sum_pnl
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,120,94,0.6276595744680851,0.3688358591683384,34.67057076182381
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,120,116,0.6551724137931034,1.422460341632159,165.00539962933044
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,240,113,0.6991150442477876,-1.767734171659493,-199.75396139752272
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,240,121,0.743801652892562,2.760703591707386,334.0451345965937
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,360,120,0.7,-0.17390233899032262,-20.868280678838715
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,360,128,0.78125,2.089822955390817,267.4973382900246
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,480,139,0.7913669064748201,-1.912976097298599,-265.90367752450527
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,480,141,0.7730496453900709,0.8763623301950081,123.56708855749613
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,600,118,0.6779661016949152,-5.599915520727106,-660.7900314457985
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,600,140,0.7928571428571428,-2.4379320262190025,-341.31048367066035
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,720,158,0.7088607594936709,-3.823482825634577,-604.1102864502632
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,720,151,0.6887417218543046,-4.456923317430681,-672.9954209320327
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,15m,840,157,0.4840764331210191,-8.083697805086036,-1269.1405553985076
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,15m,840,160,0.5125,-10.648246668403527,-1703.7194669445641
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,30,155,0.5548387096774193,1.0229573901982916,158.5583954807352
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,30,196,0.5051020408163265,-1.1657426938584816,-228.48556799626238
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,60,153,0.5816993464052288,-1.0964591232450442,-167.75824585649178
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,60,194,0.5721649484536082,-0.3382204278721088,-65.61476300718911
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,90,236,0.6313559322033898,-1.9528182437723824,-460.8651055302823
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,90,227,0.5947136563876652,-2.61478589213746,-593.5563975152033
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,120,276,0.7246376811594203,-0.4319055252910157,-119.20592498032033
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,120,277,0.7184115523465704,0.06951081988805416,19.254497108991004
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,150,336,0.7619047619047619,-1.7815052904782884,-598.5857776007049
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,150,360,0.7361111111111112,-1.9954349010311954,-718.3565643712303
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,180,379,0.8311345646437994,-0.04420491582374585,-16.753663097199677
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,180,427,0.7892271662763466,-1.444877399712523,-616.9626496772473
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,210,452,0.7676991150442478,-1.734105531116706,-783.8157000647511
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,210,446,0.7600896860986547,-2.6198489003767924,-1168.4526095680494
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,240,484,0.7169421487603306,-4.794924891420711,-2320.7436474476244
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,240,501,0.7305389221556886,-4.568640759229843,-2288.889020374151
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,270,467,0.6295503211991434,-7.747885361349793,-3618.262463750353
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,270,472,0.6334745762711864,-7.45401240028493,-3518.293852934487
DISAGR_mp=0_imb=0.5_hk=N,UP,ETH,5m,300,130,0.38461538461538464,-12.256264508978704,-1593.3143861672315
DISAGR_mp=0_imb=0.5_hk=N,DN,ETH,5m,300,126,0.36507936507936506,-15.143863303905935,-1908.1267762921477
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,60,108,0.49074074074074076,-2.6125941942049073,-282.16017297413
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,60,109,0.47706422018348627,-3.9462942812421726,-430.1460766553968
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,120,109,0.5596330275229358,-2.0095854670863487,-219.044815912412
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,120,125,0.568,-0.5676997428382717,-70.96246785478397
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,240,122,0.7459016393442623,0.07177434870906203,8.756470542505568
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,240,117,0.6495726495726496,0.8820143581157096,103.19567989953802
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,360,133,0.6842105263157895,-2.354568730603057,-313.1576411702066
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,360,115,0.7565217391304347,-0.49720295797271813,-57.17834016686258
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,480,152,0.7894736842105263,-1.5299756942525506,-232.5563055263877
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,480,120,0.7333333333333333,-1.447834721699144,-173.74016660389728
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,600,156,0.7307692307692307,-4.444245498375367,-693.3022977465573
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,600,142,0.7887323943661971,0.3441464352682103,48.86879380808587
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,720,135,0.7185185185185186,10.760688506199047,1452.6929483368713
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,720,121,0.6611570247933884,-5.728648335705796,-693.1664486204013
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,15m,840,159,0.5094339622641509,-11.504046619358736,-1829.143412478039
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,15m,840,153,0.48366013071895425,-11.24950243460197,-1721.1738724941015
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,30,222,0.536036036036036,-1.9914334830163423,-442.09823322962797
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,30,252,0.5753968253968254,-0.6425350021063978,-161.91882053081224
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,60,284,0.602112676056338,-0.43690437208530775,-124.0808416722274
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,60,287,0.5749128919860628,-1.5098787058647163,-433.3351885831736
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,90,272,0.6139705882352942,-2.6818324169010377,-729.4584173970823
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,90,315,0.6222222222222222,-2.637948315021627,-830.9537192318126
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,120,332,0.7409638554216867,-0.851162511461558,-282.58595380523724
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,120,365,0.7068493150684931,-1.5924779576244306,-581.2544545329172
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,150,321,0.7414330218068536,-2.067099505010642,-663.5389411084161
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,150,364,0.739010989010989,-0.4283794550356292,-155.93012163296902
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,180,397,0.760705289672544,0.15771327252955777,62.61216919423444
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,180,370,0.7675675675675676,-1.6867441458096857,-624.0953339495837
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,210,407,0.7518427518427518,-1.8358705666605875,-747.1993206308591
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,210,408,0.7132352941176471,-2.5923592174822794,-1057.68256073277
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,240,400,0.7275,-4.143202482059266,-1657.2809928237064
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,240,363,0.7162534435261708,-2.4305676547321737,-882.296058667779
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,270,322,0.6273291925465838,-8.121617621346727,-2615.1608740736465
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,270,376,0.5797872340425532,-9.217097705940734,-3465.628737433716
DISAGR_mp=0_imb=0.5_hk=N,UP,SOL,5m,300,175,0.16,-20.648931608483746,-3613.5630314846558
DISAGR_mp=0_imb=0.5_hk=N,DN,SOL,5m,300,133,0.24812030075187969,-15.438962456160544,-2053.3820066693524
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,15m,360,37,0.8378378378378378,-1.163357350844343,-43.044221981240696
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,15m,360,34,0.7647058823529411,-1.741660746773863,-59.21646539031134
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,15m,480,44,0.8409090909090909,-0.8707165717148411,-38.31152915545301
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,15m,480,64,0.828125,-1.8826721507784656,-120.4910176498218
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,15m,600,60,0.8833333333333333,-0.7705798027269303,-46.23478816361582
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,15m,600,82,0.8902439024390244,-1.1250368936438364,-92.25302527879458
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,15m,720,49,0.7551020408163265,-5.013478751874895,-245.66045884186985
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,15m,720,47,0.7872340425531915,-2.8879090030963535,-135.7317231455286
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,15m,840,42,0.6190476190476191,-7.175320639342634,-301.3634668523906
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,15m,840,41,0.6829268292682927,-6.488325991423472,-266.02136564836235
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,30,53,0.6415094339622641,2.001115797688039,106.05913727746608
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,30,66,0.5,-5.75433972999763,-379.7864221798436
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,60,62,0.6774193548387096,1.0690377057250662,66.2803377549541
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,60,67,0.6865671641791045,-0.16029370841331078,-10.739678463691822
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,90,98,0.7857142857142857,-0.5574664765778182,-54.631714704626184
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,90,92,0.8260869565217391,1.7313744803617062,159.28645219327697
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,120,122,0.8524590163934426,-0.36232762218045084,-44.203969906015004
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,120,137,0.8613138686131386,-0.45030310225889,-61.691525009467924
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,150,187,0.839572192513369,-0.9920069093783243,-185.50529205374664
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,150,201,0.8805970149253731,-0.14952912130876767,-30.0553533830623
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,180,207,0.9082125603864735,0.0028792176446899706,0.5959980524508239
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,180,226,0.8893805309734514,-0.35542823652519095,-80.32678145469316
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,210,220,0.8954545454545455,0.08755878487075135,19.262932671565295
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,210,226,0.8849557522123894,-0.11354983735134201,-25.662263241403295
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,240,157,0.8343949044585988,-2.6441547666117216,-415.1322983580403
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,240,221,0.8552036199095022,-1.2317406030600948,-272.21467327628096
DISAGR_mp=0_imb=0.5_hk=Y,UP,BTC,5m,270,128,0.8671875,-0.6560170342236884,-83.97018038063212
DISAGR_mp=0_imb=0.5_hk=Y,DN,BTC,5m,270,134,0.8880597014925373,-0.5152798310699287,-69.04749736337044
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,60,50,0.64,1.1273277440789966,56.36638720394983
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,15m,120,35,0.7142857142857143,0.47482334952253047,16.618817233288567
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,120,64,0.734375,1.8647820552935923,119.34605153878991
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,15m,240,41,0.926829268292683,3.312088722405391,135.79563761862104
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,240,54,0.8888888888888888,5.317483313064123,287.14409890546267
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,15m,360,39,0.8717948717948718,0.5326381527510202,20.77288795728979
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,360,71,0.8450704225352113,0.08471648088332748,6.0148701427162505
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,15m,480,35,0.8857142857142857,-1.2237046684297865,-42.82966339504253
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,480,65,0.8461538461538461,-1.3227903663850347,-85.98137381502725
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,600,76,0.9078947368421053,1.1902688518604112,90.46043274139124
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,15m,720,32,0.8125,0.6360123382117944,20.35239482277742
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,720,58,0.8793103448275862,-1.4429585044443998,-83.69159325777518
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,15m,840,33,0.6363636363636364,-8.638153403984381,-285.0590623314846
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,15m,840,47,0.6808510638297872,-7.296157274290763,-342.9193918916659
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,30,57,0.5614035087719298,-1.4363202962606045,-81.87025688685446
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,60,37,0.8108108108108109,1.9407069383297582,71.80615671820105
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,60,69,0.7246376811594203,1.2577260925104248,86.7831003832193
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,90,75,0.8666666666666667,0.3708885880094373,27.816644100707798
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,90,100,0.83,0.3834560030405199,38.34560030405199
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,120,101,0.9207920792079208,0.784405188870718,79.22492407594251
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,120,156,0.8269230769230769,-1.0797968292493954,-168.44830536290567
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,150,148,0.8918918918918919,-0.896008126932536,-132.60920278601532
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,150,214,0.8785046728971962,-0.22796176464628487,-48.78381763430496
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,180,175,0.9371428571428572,0.3458896168632156,60.53068295106274
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,180,242,0.9049586776859504,0.6266001905009622,151.63724610123285
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,210,177,0.9661016949152542,1.4308265855660312,253.2563056451875
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,210,215,0.8837209302325582,-0.19187979323481888,-41.25415554548606
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,240,154,0.9285714285714286,-0.3603115711062192,-55.48798195035776
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,240,246,0.9024390243902439,-0.6748997503795533,-166.02533859337012
DISAGR_mp=0_imb=0.5_hk=Y,UP,ETH,5m,270,112,0.9017857142857143,-0.6065348825048046,-67.93190684053812
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,270,185,0.8432432432432433,-2.8649422464011476,-530.0143155842123
DISAGR_mp=0_imb=0.5_hk=Y,DN,ETH,5m,300,38,0.631578947368421,-8.050434130443689,-305.91649695686016
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,60,30,0.6,-1.6247078028433657,-48.741234085300974
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,15m,60,31,0.6451612903225806,0.39569702883047553,12.266607893744741
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,120,49,0.6530612244897959,1.0126154392190516,49.618156521733525
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,15m,120,33,0.696969696969697,0.16825948317746767,5.552562944856433
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,240,54,0.8333333333333334,2.1242396483763213,114.70894101232135
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,15m,240,37,0.6756756756756757,-2.8560805875013284,-105.67498173754915
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,360,56,0.7678571428571429,-1.5258139255866041,-85.44557983284983
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,15m,360,37,0.8378378378378378,-1.1713652104045071,-43.34051278496676
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,480,65,0.8461538461538461,-0.986933794723714,-64.15069665704141
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,15m,480,31,0.8387096774193549,0.26860297321502397,8.326692169665742
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,600,60,0.85,-1.8817775072220069,-112.90665043332041
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,15m,600,45,0.9333333333333333,1.8674729062757318,84.03628078240793
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,720,50,0.82,-3.441549148068442,-172.0774574034221
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,15m,840,53,0.6415094339622641,-8.001306219647185,-424.0692296413008
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,30,80,0.6375,0.8150509930723316,65.20407944578653
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,30,50,0.64,-2.361047232903465,-118.05236164517325
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,60,116,0.7155172413793104,-0.1864075400545521,-21.623274646328042
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,60,81,0.7037037037037037,-1.2440516848546466,-100.76818647322638
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,90,117,0.7606837606837606,0.04180382691637308,4.89104774921565
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,90,104,0.7980769230769231,-1.118687594941434,-116.34350987390914
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,120,150,0.8466666666666667,-0.2032236319708124,-30.48354479562186
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,120,134,0.8805970149253731,0.14736814517551314,19.74733145351876
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,150,173,0.8728323699421965,0.01320037575440047,2.2836650055112813
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,150,138,0.8478260869565217,-0.9973865577071258,-137.63934496358337
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,180,195,0.8461538461538461,-1.0062026757946234,-196.20952177995156
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,180,146,0.8698630136986302,-0.5195283086724387,-75.85113306617605
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,210,188,0.8670212765957447,-1.6148560230763989,-303.59293233836297
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,210,124,0.9435483870967742,1.1426516874327255,141.68880924165796
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,240,155,0.9096774193548387,0.10010027249224503,15.515542236297978
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,240,100,0.92,0.019489139169912427,1.9489139169912426
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,270,122,0.8442622950819673,-3.071469362492019,-374.71926222402635
DISAGR_mp=0_imb=0.5_hk=Y,DN,SOL,5m,270,77,0.8701298701298701,-1.8537927828651997,-142.74204428062038
DISAGR_mp=0_imb=0.5_hk=Y,UP,SOL,5m,300,31,0.41935483870967744,-13.928543558424495,-431.78485031115935
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,60,251,0.46613545816733065,-2.988418551578689,-750.093056446251
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,60,277,0.5234657039711191,0.43935677564901704,121.70182685477772
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,120,251,0.4940239043824701,-1.3836118596706157,-347.28657677732457
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,120,278,0.49640287769784175,-1.8027958576332512,-501.1772484220438
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,240,284,0.5563380281690141,0.2878482815996477,81.74891197429994
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,240,283,0.5901060070671378,1.9922167021165105,563.7973266989725
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,360,302,0.6026490066225165,-0.978513715960315,-295.51114222001513
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,360,325,0.5907692307692308,-1.8631974562835254,-605.5391732921457
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,480,327,0.6207951070336392,0.08598098972519415,28.11578364013849
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,480,313,0.6293929712460063,-1.3292464002136721,-416.0541232668794
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,600,324,0.6697530864197531,-2.1133831035216826,-684.7361255410251
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,600,353,0.6855524079320113,-1.948325351679851,-687.7588491429874
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,720,297,0.632996632996633,-4.954856834066626,-1471.592479717788
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,720,316,0.6455696202531646,-3.7310107787177413,-1178.9994060748063
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,15m,840,237,0.4978902953586498,-8.5157225143488,-2018.2262359006656
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,15m,840,242,0.5661157024793388,-5.654292006934353,-1368.3386656781136
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,30,689,0.5224963715529753,-0.17009249912710828,-117.1937318985776
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,30,657,0.54337899543379,0.9238949587280686,606.9989878843411
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,60,698,0.5444126074498568,-0.49782750463486136,-347.48359823513323
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,60,687,0.519650655021834,-2.0692857395394086,-1421.5993030635736
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,90,727,0.5749656121045392,-0.524268023220767,-381.1428528814977
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,90,746,0.5589812332439679,-1.308210857369261,-975.9252995974688
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,120,774,0.6098191214470284,-0.8421086301712079,-651.7920797525148
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,120,747,0.6372155287817939,-0.5588069025048837,-417.42875617114817
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,150,792,0.6275252525252525,1.5365082916446164,1216.9145669825361
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,150,808,0.6398514851485149,-1.447932423649964,-1169.929398309171
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,180,848,0.6851415094339622,0.23530082726031196,199.53510151674453
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,180,827,0.686819830713422,-1.4247692247824608,-1178.284148895095
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,210,842,0.6983372921615202,-1.7468354176449064,-1470.8354216570112
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,210,822,0.6909975669099757,-0.39495857483795754,-324.6559485168011
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,240,760,0.6631578947368421,0.4356277628899987,331.077099796399
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,240,815,0.6773006134969325,-3.547774515802732,-2891.436230379227
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,270,576,0.6510416666666666,-2.451866653444052,-1412.275192383774
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,270,596,0.6946308724832215,-1.8396096213421873,-1096.4073343199436
DISAGR_mp=0.1_imb=0_hk=N,UP,BTC,5m,300,102,0.5588235294117647,-7.3528515105881,-749.9908540799862
DISAGR_mp=0.1_imb=0_hk=N,DN,BTC,5m,300,95,0.631578947368421,-6.369921830350501,-605.1425738832976
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,60,230,0.45652173913043476,-4.017839682352777,-924.1031269411388
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,60,285,0.5052631578947369,-1.6887339178844814,-481.2891665970772
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,120,236,0.5254237288135594,-1.8921858198122607,-446.55585347569354
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,120,287,0.5121951219512195,-2.4679630095298113,-708.3053837350558
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,240,287,0.5818815331010453,-2.980663705945658,-855.4504836064038
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,240,307,0.6449511400651465,1.316637395870925,404.20768053237396
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,360,274,0.6167883211678832,-1.6502757654825042,-452.17555974220613
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,360,286,0.6223776223776224,-1.7141431654058876,-490.2449453060839
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,480,272,0.6507352941176471,-3.878343363483668,-1054.9093948675577
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,480,284,0.6795774647887324,-0.13921072748344793,-39.53584660529921
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,600,257,0.6108949416342413,-5.8710053306623875,-1508.8483699802337
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,600,295,0.6711864406779661,0.10062721692201786,29.685028991995267
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,720,265,0.6264150943396226,7.866557192937935,2084.637656128553
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,720,265,0.6037735849056604,-5.579693592567162,-1478.618802030298
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,15m,840,234,0.4829059829059829,-6.510036495605744,-1523.3485399717442
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,15m,840,240,0.5333333333333333,-6.6365037410932155,-1592.7608978623716
DISAGR_mp=0.1_imb=0_hk=N,UP,ETH,5m,30,639,0.49608763693270735,-1.1280220213190273,-720.8060716228584
DISAGR_mp=0.1_imb=0_hk=N,DN,ETH,5m,30,742,0.5202156334231806,-0.2906517032343586,-215.66356379989412
