rule,side,asset,tf,fire_offset_s,n,wins,WR,sum_pnl,per_trade,ha_n,ha_WR,ha_per_trade,ha_sum,lm_n,lm_WR,lm_per_trade,lm_sum,edge_vs_HA_per_trade,edge_vs_LM_per_trade,additive_per_trade
XF-A,BOTH,BTC,15m,480,14,9,0.6428571428571429,14.088257661451197,1.0063041186750854,850,0.668235294117647,0.3231058823529412,274.64000000000004,113,0.672566371681416,1.946802157291648,219.9886437739562,0.6831982363221443,-0.9404980386165627,False
XF-A,UP,BTC,15m,600,13,9,0.6923076923076923,17.557765691399453,1.350597360876881,854,0.6814988290398126,0.3493676814988291,298.36000000000007,142,0.5845070422535211,-5.258925431935959,-746.7674113349061,1.001229679378052,6.6095227928128395,False
XF-A,DN,BTC,15m,600,8,7,0.875,35.139135837692024,4.392391979711503,854,0.6814988290398126,0.3493676814988291,298.36000000000007,142,0.5845070422535211,-5.258925431935959,-746.7674113349061,4.043024298212674,9.651317411647462,False
XF-A,BOTH,BTC,15m,600,21,16,0.7619047619047619,52.69690152909149,2.509376263290071,854,0.6814988290398126,0.3493676814988291,298.36000000000007,142,0.5845070422535211,-5.258925431935959,-746.7674113349061,2.160008581791242,7.76830169522603,False
XF-A,UP,BTC,15m,720,2,1,0.5,-19.550243709583786,-9.775121854791893,842,0.6448931116389549,0.2768883610451307,233.14000000000004,79,0.5443037974683544,-9.938246411588388,-785.1214665154827,-10.052010215837024,0.16312455679649496,False
XF-A,DN,BTC,15m,720,4,3,0.75,-8.419928012790434,-2.1049820031976085,842,0.6448931116389549,0.2768883610451307,233.14000000000004,79,0.5443037974683544,-9.938246411588388,-785.1214665154827,-2.3818703642427392,7.833264408390779,False
XF-A,BOTH,BTC,15m,720,6,4,0.6666666666666666,-27.970171722374214,-4.661695287062369,842,0.6448931116389549,0.2768883610451307,233.14000000000004,79,0.5443037974683544,-9.938246411588388,-785.1214665154827,-4.9385836481075,5.276551124526018,False
XF-A,UP,BTC,15m,840,3,1,0.3333333333333333,-49.78185220579911,-16.593950735266368,895,0.6357541899441341,0.2587932960893855,231.62,76,0.47368421052631576,4.725331009966083,359.1251567574223,-16.852744031355755,-21.319281745232452,False
XF-A,DN,BTC,15m,840,4,2,0.5,-45.5116288674167,-11.377907216854174,895,0.6357541899441341,0.2587932960893855,231.62,76,0.47368421052631576,4.725331009966083,359.1251567574223,-11.636700512943559,-16.103238226820256,False
XF-A,BOTH,BTC,15m,840,7,3,0.4285714285714285,-95.2934810732158,-13.613354439030829,895,0.6357541899441341,0.2587932960893855,231.62,76,0.47368421052631576,4.725331009966083,359.1251567574223,-13.872147735120214,-18.338685448996912,False
