rule,side,asset,tf,fire_offset_s,n,wins,WR,sum_pnl,per_trade,ha_n,ha_WR,ha_per_trade,ha_sum,lm_n,lm_WR,lm_per_trade,lm_sum,edge_vs_HA_per_trade,edge_vs_LM_per_trade,additive_per_trade
XF-C,BOTH,BTC,15m,720,613,392,0.6394779771615008,-2650.5918857925944,-4.323967187263612,842,0.6448931116389549,0.2768883610451307,233.14000000000004,79,0.5443037974683544,-9.938246411588388,-785.1214665154827,-4.600855548308743,5.614279224324775,False
XF-C,UP,BTC,15m,840,237,118,0.4978902953586498,-2018.2262359006656,-8.5157225143488,895,0.6357541899441341,0.2587932960893855,231.62,76,0.47368421052631576,4.725331009966083,359.1251567574223,-8.774515810438185,-13.241053524314882,False
XF-C,DN,BTC,15m,840,242,137,0.5661157024793388,-1368.3386656781136,-5.654292006934353,895,0.6357541899441341,0.2587932960893855,231.62,76,0.47368421052631576,4.725331009966083,359.1251567574223,-5.913085303023739,-10.379623016900435,False
XF-C,BOTH,BTC,15m,840,479,255,0.5323590814196242,-3386.5649015787785,-7.07007286342125,895,0.6357541899441341,0.2587932960893855,231.62,76,0.47368421052631576,4.725331009966083,359.1251567574223,-7.3288661595106355,-11.795403873387333,False
XF-C,UP,BTC,5m,30,689,360,0.5224963715529753,-117.1937318985776,-0.1700924991271082,2580,0.5941860465116279,0.1764883720930232,455.34,572,0.6993006993006994,1.1730857958724723,671.0050752390542,-0.34658087122013137,-1.3431782949995805,False
XF-C,DN,BTC,5m,30,657,357,0.54337899543379,606.9989878843411,0.9238949587280686,2580,0.5941860465116279,0.1764883720930232,455.34,572,0.6993006993006994,1.1730857958724723,671.0050752390542,0.7474065866350454,-0.2491908371444037,False
XF-C,BOTH,BTC,5m,30,1346,717,0.5326894502228826,489.8052559857638,0.3638969212375659,2580,0.5941860465116279,0.1764883720930232,455.34,572,0.6993006993006994,1.1730857958724723,671.0050752390542,0.1874085491445427,-0.8091888746349064,False
XF-C,UP,BTC,5m,60,698,380,0.5444126074498568,-347.48359823513323,-0.4978275046348613,2490,0.6526104417670683,0.2921686746987952,727.5,377,0.7002652519893899,0.4210976497535537,158.75381395708976,-0.7899961793336565,-0.9189251543884149,False
XF-C,DN,BTC,5m,60,688,357,0.5188953488372093,-1446.5993030635736,-2.102615266080776,2490,0.6526104417670683,0.2921686746987952,727.5,377,0.7002652519893899,0.4210976497535537,158.75381395708976,-2.3947839407795715,-2.52371291583433,False
XF-C,BOTH,BTC,5m,60,1386,737,0.5317460317460317,-1794.0829012987067,-1.2944321077191243,2490,0.6526104417670683,0.2921686746987952,727.5,377,0.7002652519893899,0.4210976497535537,158.75381395708976,-1.5866007824179196,-1.715529757472678,False
XF-C,UP,BTC,5m,90,728,418,0.5741758241758241,-406.1428528814978,-0.5578885341778816,2453,0.7003668976763148,0.3867264573991031,948.64,414,0.6376811594202898,-2.5651774588517844,-1061.9834679646387,-0.9446149915769848,2.0072889246739027,False
XF-C,DN,BTC,5m,90,746,417,0.5589812332439679,-975.9252995974688,-1.308210857369261,2453,0.7003668976763148,0.3867264573991031,948.64,414,0.6376811594202898,-2.5651774588517844,-1061.9834679646387,-1.6949373147683642,1.2569666014825234,False
XF-C,BOTH,BTC,5m,90,1474,835,0.5664857530529173,-1382.068152478967,-0.9376310396736548,2453,0.7003668976763148,0.3867264573991031,948.64,414,0.6376811594202898,-2.5651774588517844,-1061.9834679646387,-1.3243574970727578,1.6275464191781297,False
XF-C,UP,BTC,5m,120,774,472,0.6098191214470284,-651.7920797525148,-0.8421086301712079,2482,0.7292506043513296,0.4439161966156326,1101.8000000000002,341,0.7155425219941349,1.0208228234740708,348.1005828046582,-1.2860248267868404,-1.8629314536452788,False
XF-C,DN,BTC,5m,120,747,476,0.6372155287817939,-417.42875617114817,-0.5588069025048837,2482,0.7292506043513296,0.4439161966156326,1101.8000000000002,341,0.7155425219941349,1.0208228234740708,348.1005828046582,-1.0027230991205163,-1.5796297259789545,False
XF-C,BOTH,BTC,5m,120,1521,948,0.6232741617357002,-1069.2208359236631,-0.7029722787137827,2482,0.7292506043513296,0.4439161966156326,1101.8000000000002,341,0.7155425219941349,1.0208228234740708,348.1005828046582,-1.1468884753294153,-1.7237951021878535,False
XF-C,UP,BTC,5m,150,792,497,0.6275252525252525,1216.914566982536,1.5365082916446164,2504,0.7575878594249201,0.5000239616613418,1252.06,399,0.68671679197995,-0.5657151014908308,-225.72032549484152,1.0364843299832747,2.1022233931354473,True
XF-C,DN,BTC,5m,150,808,517,0.6398514851485149,-1169.929398309171,-1.447932423649964,2504,0.7575878594249201,0.5000239616613418,1252.06,399,0.68671679197995,-0.5657151014908308,-225.72032549484152,-1.9479563853113058,-0.8822173221591332,False
XF-C,BOTH,BTC,5m,150,1600,1014,0.63375,46.98516867336559,0.0293657304208534,2504,0.7575878594249201,0.5000239616613418,1252.06,399,0.68671679197995,-0.5657151014908308,-225.72032549484152,-0.4706582312404884,0.5950808319116843,False
XF-C,UP,BTC,5m,180,848,581,0.6851415094339622,199.53510151674453,0.2353008272603119,2541,0.7642660369933097,0.5132467532467533,1304.16,302,0.7218543046357617,-0.5746394895411616,-173.5411258414308,-0.2779459259864414,0.8099403168014735,False
XF-C,DN,BTC,5m,180,827,568,0.686819830713422,-1178.284148895095,-1.4247692247824608,2541,0.7642660369933097,0.5132467532467533,1304.16,302,0.7218543046357617,-0.5746394895411616,-173.5411258414308,-1.938015978029214,-0.8501297352412992,False
XF-C,BOTH,BTC,5m,180,1675,1149,0.6859701492537313,-978.7490473783508,-0.5843277894796124,2541,0.7642660369933097,0.5132467532467533,1304.16,302,0.7218543046357617,-0.5746394895411616,-173.5411258414308,-1.0975745427263657,-0.009688299938450773,False
XF-C,UP,BTC,5m,210,842,588,0.6983372921615202,-1470.8354216570112,-1.7468354176449064,2523,0.7792310741181133,0.5428775267538646,1369.6800000000003,334,0.6856287425149701,-2.1979372829334385,-734.1110524997684,-2.289712944398771,0.45110186528853213,False
XF-C,DN,BTC,5m,210,822,568,0.6909975669099757,-324.6559485168011,-0.3949585748379575,2523,0.7792310741181133,0.5428775267538646,1369.6800000000003,334,0.6856287425149701,-2.1979372829334385,-734.1110524997684,-0.9378361015918221,1.8029787080954809,False
XF-C,BOTH,BTC,5m,210,1664,1156,0.6947115384615384,-1795.4913701738126,-1.07902125611407,2523,0.7792310741181133,0.5428775267538646,1369.6800000000003,334,0.6856287425149701,-2.1979372829334385,-734.1110524997684,-1.6218987828679345,1.1189160268193685,False
XF-C,UP,BTC,5m,240,760,504,0.6631578947368421,331.077099796399,0.4356277628899987,2589,0.7860177674777906,0.5563151796060256,1440.3000000000002,286,0.6678321678321679,-2.434498823803191,-696.2666636077126,-0.1206874167160269,2.87012658669319,False
XF-C,DN,BTC,5m,240,815,552,0.6773006134969325,-2891.436230379227,-3.547774515802732,2589,0.7860177674777906,0.5563151796060256,1440.3000000000002,286,0.6678321678321679,-2.434498823803191,-696.2666636077126,-4.104089695408757,-1.113275691999541,False
XF-C,BOTH,BTC,5m,240,1575,1056,0.6704761904761904,-2560.3591305828286,-1.6256248448144943,2589,0.7860177674777906,0.5563151796060256,1440.3000000000002,286,0.6678321678321679,-2.434498823803191,-696.2666636077126,-2.18194002442052,0.8088739789886967,False
XF-C,UP,BTC,5m,270,576,375,0.6510416666666666,-1412.275192383774,-2.451866653444052,2556,0.7824726134585289,0.5492957746478874,1404.0,253,0.6284584980237155,-1.0137195111605526,-256.4710363236198,-3.0011624280919396,-1.4381471422834995,False
XF-C,DN,BTC,5m,270,596,414,0.6946308724832215,-1096.4073343199436,-1.8396096213421875,2556,0.7824726134585289,0.5492957746478874,1404.0,253,0.6284584980237155,-1.0137195111605526,-256.4710363236198,-2.388905395990075,-0.8258901101816349,False
XF-C,BOTH,BTC,5m,270,1172,789,0.6732081911262798,-2508.682526703717,-2.1405141012830358,2556,0.7824726134585289,0.5492957746478874,1404.0,253,0.6284584980237155,-1.0137195111605526,-256.4710363236198,-2.6898098759309232,-1.1267945901224832,False
XF-C,UP,BTC,5m,300,102,57,0.5588235294117647,-749.9908540799862,-7.3528515105881,2665,0.8112570356472796,0.6062889305816136,1615.7600000000002,168,0.38095238095238093,-8.720823289965965,-1465.0983127142822,-7.959140441169714,1.3679717793778652,False
XF-C,DN,BTC,5m,300,95,60,0.631578947368421,-605.1425738832976,-6.369921830350501,2665,0.8112570356472796,0.6062889305816136,1615.7600000000002,168,0.38095238095238093,-8.720823289965965,-1465.0983127142822,-6.976210760932115,2.3509014596154643,False
XF-C,BOTH,BTC,5m,300,197,117,0.5939086294416244,-1355.133427963283,-6.878849888138494,2665,0.8112570356472796,0.6062889305816136,1615.7600000000002,168,0.38095238095238093,-8.720823289965965,-1465.0983127142822,-7.485138818720108,1.8419734018274712,False
XF-C,UP,ETH,15m,60,230,105,0.4565217391304347,-924.1031269411388,-4.017839682352777,706,0.6147308781869688,0.2171671388101983,153.32000000000002,97,0.670103092783505,0.4059846309188417,39.38050919912765,-4.235006821162975,-4.423824313271619,False
XF-C,DN,ETH,15m,60,285,144,0.5052631578947369,-481.2891665970772,-1.6887339178844814,706,0.6147308781869688,0.2171671388101983,153.32000000000002,97,0.670103092783505,0.4059846309188417,39.38050919912765,-1.9059010566946797,-2.094718548803323,False
XF-C,BOTH,ETH,15m,60,515,249,0.4834951456310679,-1405.392293538216,-2.728917074831488,706,0.6147308781869688,0.2171671388101983,153.32000000000002,97,0.670103092783505,0.4059846309188417,39.38050919912765,-2.9460842136416865,-3.13490170575033,False
XF-C,UP,ETH,15m,120,236,124,0.5254237288135594,-446.5558534756936,-1.8921858198122607,665,0.6616541353383458,0.3100751879699249,206.20000000000005,87,0.7126436781609197,1.7707106461529147,154.05182621530358,-2.2022610077821856,-3.6628964659651757,False
XF-C,DN,ETH,15m,120,287,147,0.5121951219512195,-708.3053837350558,-2.4679630095298117,665,0.6616541353383458,0.3100751879699249,206.20000000000005,87,0.7126436781609197,1.7707106461529147,154.05182621530358,-2.7780381974997366,-4.238673655682726,False
XF-C,BOTH,ETH,15m,120,523,271,0.5181644359464627,-1154.861237210749,-2.2081476810912988,665,0.6616541353383458,0.3100751879699249,206.20000000000005,87,0.7126436781609197,1.7707106461529147,154.05182621530358,-2.5182228690612236,-3.9788583272442137,False
XF-C,UP,ETH,15m,240,287,167,0.5818815331010453,-855.4504836064038,-2.980663705945658,682,0.7096774193548387,0.4051612903225807,276.32000000000005,83,0.5180722891566265,-8.306009496833244,-689.3987882371592,-3.385824996268239,5.325345790887586,False
XF-C,DN,ETH,15m,240,307,198,0.6449511400651465,404.207680532374,1.316637395870925,682,0.7096774193548387,0.4051612903225807,276.32000000000005,83,0.5180722891566265,-8.306009496833244,-689.3987882371592,0.9114761055483442,9.62264689270417,True
XF-C,BOTH,ETH,15m,240,594,365,0.6144781144781145,-451.24280307403,-0.7596680186431481,682,0.7096774193548387,0.4051612903225807,276.32000000000005,83,0.5180722891566265,-8.306009496833244,-689.3987882371592,-1.164829308965729,7.546341478190096,False
XF-C,UP,ETH,15m,360,274,169,0.6167883211678832,-452.1755597422061,-1.6502757654825042,664,0.713855421686747,0.413433734939759,274.52,77,0.6753246753246753,0.0103251865354687,0.7950393632310906,-2.063709500422263,-1.660600952017973,False
XF-C,DN,ETH,15m,360,286,178,0.6223776223776224,-490.2449453060839,-1.7141431654058876,664,0.713855421686747,0.413433734939759,274.52,77,0.6753246753246753,0.0103251865354687,0.7950393632310906,-2.1275769003456464,-1.7244683519413564,False
XF-C,BOTH,ETH,15m,360,560,347,0.6196428571428572,-942.42050504829,-1.6828937590148036,664,0.713855421686747,0.413433734939759,274.52,77,0.6753246753246753,0.0103251865354687,0.7950393632310906,-2.0963274939545626,-1.6932189455502724,False
XF-C,UP,ETH,15m,480,272,177,0.6507352941176471,-1054.9093948675577,-3.878343363483668,654,0.6957186544342507,0.3775229357798165,246.9,70,0.7285714285714284,3.115344417254555,218.07410920781885,-4.255866299263484,-6.993687780738223,False
XF-C,DN,ETH,15m,480,284,193,0.6795774647887324,-39.53584660529921,-0.1392107274834479,654,0.6957186544342507,0.3775229357798165,246.9,70,0.7285714285714284,3.115344417254555,218.07410920781885,-0.5167336632632644,-3.254555144738003,False
XF-C,BOTH,ETH,15m,480,556,370,0.6654676258992805,-1094.4452414728569,-1.968426693296505,654,0.6957186544342507,0.3775229357798165,246.9,70,0.7285714285714284,3.115344417254555,218.07410920781885,-2.3459496290763218,-5.08377111055106,False
XF-C,UP,ETH,15m,600,257,157,0.6108949416342413,-1508.8483699802337,-5.871005330662388,680,0.6955882352941176,0.3772647058823529,256.54,80,0.625,-5.58966994899979,-447.1735959199832,-6.248270036544741,-0.28133538166259875,False
XF-C,DN,ETH,15m,600,295,198,0.6711864406779661,29.685028991995267,0.1006272169220178,680,0.6955882352941176,0.3772647058823529,256.54,80,0.625,-5.58966994899979,-447.1735959199832,-0.2766374889603351,5.690297165921807,False
XF-C,BOTH,ETH,15m,600,552,355,0.6431159420289855,-1479.1633409882386,-2.6796437336743453,680,0.6955882352941176,0.3772647058823529,256.54,80,0.625,-5.58966994899979,-447.1735959199832,-3.056908439556698,2.9100262153254444,False
XF-C,UP,ETH,15m,720,265,166,0.6264150943396226,2084.637656128553,7.866557192937935,627,0.6730462519936204,0.3326315789473684,208.56,50,0.62,-5.893912353787577,-294.6956176893789,7.533925613990567,13.760469546725513,True
XF-C,DN,ETH,15m,720,265,160,0.6037735849056604,-1478.618802030298,-5.579693592567162,627,0.6730462519936204,0.3326315789473684,208.56,50,0.62,-5.893912353787577,-294.6956176893789,-5.912325171514531,0.31421876122041503,False
XF-C,BOTH,ETH,15m,720,530,326,0.6150943396226415,606.0188540982545,1.1434318001853858,627,0.6730462519936204,0.3326315789473684,208.56,50,0.62,-5.893912353787577,-294.6956176893789,0.8108002212380174,7.037344153972963,True
XF-C,UP,ETH,15m,840,234,113,0.4829059829059829,-1523.3485399717442,-6.510036495605744,714,0.6624649859943977,0.3116806722689076,222.54,39,0.5128205128205128,-10.935321434657936,-426.4775359516596,-6.821717167874652,4.425284939052192,False
XF-C,DN,ETH,15m,840,240,128,0.5333333333333333,-1592.7608978623716,-6.636503741093216,714,0.6624649859943977,0.3116806722689076,222.54,39,0.5128205128205128,-10.935321434657936,-426.4775359516596,-6.9481844133621244,4.29881769356472,False
XF-C,BOTH,ETH,15m,840,474,241,0.5084388185654009,-3116.109437834116,-6.574070543953831,714,0.6624649859943977,0.3116806722689076,222.54,39,0.5128205128205128,-10.935321434657936,-426.4775359516596,-6.885751216222738,4.361250890704105,False
XF-C,UP,ETH,5m,30,639,317,0.4960876369327073,-720.8060716228584,-1.1280220213190273,2076,0.6151252408477842,0.2179479768786127,452.46,355,0.7098591549295776,0.2286161057032254,81.15871752464503,-1.34596999819764,-1.3566381270222527,False
XF-C,DN,ETH,5m,30,742,386,0.5202156334231806,-215.6635637998941,-0.2906517032343586,2076,0.6151252408477842,0.2179479768786127,452.46,355,0.7098591549295776,0.2286161057032254,81.15871752464503,-0.5085996801129713,-0.5192678089375841,False
XF-C,BOTH,ETH,5m,30,1381,703,0.5090514120202752,-936.4696354227524,-0.678109801175056,2076,0.6151252408477842,0.2179479768786127,452.46,355,0.7098591549295776,0.2286161057032254,81.15871752464503,-0.8960577780536687,-0.9067259068782815,False
XF-C,UP,ETH,5m,60,611,338,0.5531914893617021,-247.72877693485836,-0.4054480800897845,2063,0.6766844401357247,0.3398351914687348,701.08,250,0.68,-2.209778394787366,-552.4445986968415,-0.7452832715585194,1.8043303146975815,False
XF-C,DN,ETH,5m,60,780,433,0.5551282051282052,-57.50135283915856,-0.0737196831271263,2063,0.6766844401357247,0.3398351914687348,701.08,250,0.68,-2.209778394787366,-552.4445986968415,-0.4135548745958611,2.1360587116602394,False
XF-C,BOTH,ETH,5m,60,1391,771,0.5542774982027319,-305.23012977401675,-0.2194321565593218,2063,0.6766844401357247,0.3398351914687348,701.08,250,0.68,-2.209778394787366,-552.4445986968415,-0.5592673480280566,1.9903462382280441,False
XF-C,UP,ETH,5m,90,671,367,0.5469448584202683,-1274.239336618042,-1.8990154047958896,2022,0.7398615232443125,0.4649258160237389,940.0800000000002,297,0.7138047138047138,0.1255233933694614,37.28044783073005,-2.3639412208196284,-2.024538798165351,False
XF-C,DN,ETH,5m,90,756,404,0.5343915343915344,-1993.7759928133223,-2.6372698317636543,2022,0.7398615232443125,0.4649258160237389,940.0800000000002,297,0.7138047138047138,0.1255233933694614,37.28044783073005,-3.102195647787393,-2.7627932251331155,False
XF-C,BOTH,ETH,5m,90,1427,771,0.5402943237561317,-3268.015329431365,-2.2901298734627646,2022,0.7398615232443125,0.4649258160237389,940.0800000000002,297,0.7138047138047138,0.1255233933694614,37.28044783073005,-2.7550556894865035,-2.415653266832226,False
XF-C,UP,ETH,5m,120,732,464,0.6338797814207651,246.75604708761307,0.3370984249830779,1931,0.7664422578974625,0.5175556706369757,999.4000000000002,220,0.7136363636363636,-1.528814027271197,-336.3390859996633,-0.1804572456538978,1.865912452254275,False
XF-C,DN,ETH,5m,120,749,464,0.6194926568758344,-435.7895160910076,-0.5818284594005442,1931,0.7664422578974625,0.5175556706369757,999.4000000000002,220,0.7136363636363636,-1.528814027271197,-336.3390859996633,-1.09938413003752,0.9469855678706528,False
XF-C,BOTH,ETH,5m,120,1481,928,0.6266036461850101,-189.0334690033948,-0.1276390742764313,1931,0.7664422578974625,0.5175556706369757,999.4000000000002,220,0.7136363636363636,-1.528814027271197,-336.3390859996633,-0.645194744913407,1.4011749529947657,False
XF-C,UP,ETH,5m,150,802,524,0.6533665835411472,-1337.0963092740244,-1.6672023806409282,1988,0.7947686116700201,0.57364185110664,1140.4000000000003,235,0.6936170212765957,-2.839855179396207,-667.3659671581086,-2.2408442317475683,1.1726527987552786,False
XF-C,DN,ETH,5m,150,812,519,0.6391625615763546,-2145.598697245034,-2.642362927641668,1988,0.7947686116700201,0.57364185110664,1140.4000000000003,235,0.6936170212765957,-2.839855179396207,-667.3659671581086,-3.216004778748308,0.197492251754539,False
XF-C,BOTH,ETH,5m,150,1614,1043,0.6462205700123915,-3482.695006519059,-2.157803597595452,1988,0.7947686116700201,0.57364185110664,1140.4000000000003,235,0.6936170212765957,-2.839855179396207,-667.3659671581086,-2.7314454487020923,0.6820515818007546,False
XF-C,UP,ETH,5m,180,828,578,0.6980676328502415,-821.128118740801,-0.991700626498552,2060,0.8203883495145631,0.624368932038835,1286.2000000000005,183,0.7213114754098361,0.7221856975103085,132.15998264438645,-1.616069558537387,-1.7138863240088604,False
XF-C,DN,ETH,5m,180,838,579,0.6909307875894988,-1623.947900986658,-1.9378853233731,2060,0.8203883495145631,0.624368932038835,1286.2000000000005,183,0.7213114754098361,0.7221856975103085,132.15998264438645,-2.562254255411935,-2.660071020883408,False
XF-C,BOTH,ETH,5m,180,1666,1157,0.6944777911164466,-2445.0760197274585,-1.467632664902436,2060,0.8203883495145631,0.624368932038835,1286.2000000000005,183,0.7213114754098361,0.7221856975103085,132.15998264438645,-2.0920015969412713,-2.1898183624127445,False
XF-C,UP,ETH,5m,210,864,571,0.6608796296296297,-1956.543499550349,-2.264517939294385,2022,0.8249258160237388,0.6333531157270031,1280.6400000000003,200,0.68,4.595179042394642,919.0358084789284,-2.897871055021388,-6.859696981689027,False
XF-C,DN,ETH,5m,210,877,585,0.6670467502850627,-1563.5929764593116,-1.7828882285739014,2022,0.8249258160237388,0.6333531157270031,1280.6400000000003,200,0.68,4.595179042394642,919.0358084789284,-2.4162413443009045,-6.378067270968543,False
XF-C,BOTH,ETH,5m,210,1741,1156,0.6639862148190695,-3520.136476009661,-2.021904925910201,2022,0.8249258160237388,0.6333531157270031,1280.6400000000003,200,0.68,4.595179042394642,919.0358084789284,-2.6552580416372042,-6.6170839683048435,False
XF-C,UP,ETH,5m,240,837,527,0.6296296296296297,-2529.15170362273,-3.0216866232051736,2072,0.8204633204633205,0.6245173745173748,1294.0000000000005,162,0.6481481481481481,-4.16644205533963,-674.96361296502,-3.6462039977225484,1.1447554321344562,False
XF-C,DN,ETH,5m,240,912,579,0.6348684210526315,-4379.972745062793,-4.8026016941478,2072,0.8204633204633205,0.6245173745173748,1294.0000000000005,162,0.6481481481481481,-4.16644205533963,-674.96361296502,-5.427119068665174,-0.6361596388081701,False
XF-C,BOTH,ETH,5m,240,1749,1106,0.6323613493424814,-6909.124448685525,-3.950328444074057,2072,0.8204633204633205,0.6245173745173748,1294.0000000000005,162,0.6481481481481481,-4.16644205533963,-674.96361296502,-4.574845818591432,0.21611361126557282,False
XF-C,UP,ETH,5m,270,738,429,0.5813008130081301,-4748.643220164538,-6.43447590808203,2084,0.822936660268714,0.6294145873320539,1311.7000000000005,140,0.6714285714285714,-2.8612248614877203,-400.5714806082808,-7.063890495414084,-3.5732510465943097,False
XF-C,DN,ETH,5m,270,747,437,0.5850066934404283,-5021.401818141188,-6.722090787337602,2084,0.822936660268714,0.6294145873320539,1311.7000000000005,140,0.6714285714285714,-2.8612248614877203,-400.5714806082808,-7.351505374669656,-3.8608659258498816,False
XF-C,BOTH,ETH,5m,270,1485,866,0.5831649831649832,-9770.045038305723,-6.579154907949984,2084,0.822936660268714,0.6294145873320539,1311.7000000000005,140,0.6714285714285714,-2.8612248614877203,-400.5714806082808,-7.208569495282037,-3.7179300464622633,False
XF-C,UP,ETH,5m,300,195,63,0.3230769230769231,-2841.4153845439246,-14.5713609463791,2136,0.8000936329588015,0.584185393258427,1247.8200000000002,115,0.2608695652173913,4.486409429109181,515.9370843475558,-15.155546339637526,-19.057770375488282,False
XF-C,DN,ETH,5m,300,182,61,0.3351648351648351,-2829.776390129318,-15.54822192378746,2136,0.8000936329588015,0.584185393258427,1247.8200000000002,115,0.2608695652173913,4.486409429109181,515.9370843475558,-16.13240731704589,-20.034631352896643,False
XF-C,BOTH,ETH,5m,300,377,124,0.3289124668435013,-5671.191774673242,-15.04294900443831,2136,0.8000936329588015,0.584185393258427,1247.8200000000002,115,0.2608695652173913,4.486409429109181,515.9370843475558,-15.627134397696736,-19.52935843354749,False
XF-C,UP,SOL,15m,60,268,140,0.5223880597014925,-122.1083901984326,-0.4556283216359425,759,0.5704874835309618,0.1295652173913043,98.34,23,0.6521739130434783,-1.0949585634338397,-25.18404695897831,-0.5851935390272468,0.6393302417978972,False
XF-C,DN,SOL,15m,60,276,123,0.4456521739130434,-1064.500199618535,-3.856884781226575,759,0.5704874835309618,0.1295652173913043,98.34,23,0.6521739130434783,-1.0949585634338397,-25.18404695897831,-3.9864499986178794,-2.7619262177927353,False
XF-C,BOTH,SOL,15m,60,544,263,0.4834558823529412,-1186.6085898169672,-2.181265790104719,759,0.5704874835309618,0.1295652173913043,98.34,23,0.6521739130434783,-1.0949585634338397,-25.18404695897831,-2.3108310074960237,-1.0863072266708795,False
XF-C,UP,SOL,15m,120,255,135,0.5294117647058824,-484.9818818180396,-1.901889732619763,724,0.6312154696132597,0.2498066298342541,180.86,25,0.88,4.846671102271712,121.1667775567928,-2.1516963624540173,-6.7485608348914745,False
XF-C,DN,SOL,15m,120,259,133,0.5135135135135135,-598.1021526795408,-2.309274720770428,724,0.6312154696132597,0.2498066298342541,180.86,25,0.88,4.846671102271712,121.1667775567928,-2.559081350604682,-7.15594582304214,False
XF-C,BOTH,SOL,15m,120,514,268,0.5214007782101168,-1083.0840344975804,-2.1071673822910126,724,0.6312154696132597,0.2498066298342541,180.86,25,0.88,4.846671102271712,121.1667775567928,-2.3569740121252667,-6.953838484562724,False
XF-C,UP,SOL,15m,240,249,164,0.6586345381526104,-230.0699905734024,-0.923975865756636,693,0.6738816738816739,0.3342857142857143,231.66000000000005,17,0.7647058823529411,-2.2981239790962755,-39.06810764463668,-1.2582615800423502,1.3741481133396394,False
XF-C,DN,SOL,15m,240,262,153,0.583969465648855,-14.481123958330045,-0.0552714654898093,693,0.6738816738816739,0.3342857142857143,231.66000000000005,17,0.7647058823529411,-2.2981239790962755,-39.06810764463668,-0.3895571797755236,2.2428525136064663,False
XF-C,BOTH,SOL,15m,240,511,317,0.6203522504892368,-244.5511145317326,-0.4785736096511401,693,0.6738816738816739,0.3342857142857143,231.66000000000005,17,0.7647058823529411,-2.2981239790962755,-39.06810764463668,-0.8128593239368544,1.8195503694451354,False
XF-C,UP,SOL,15m,360,268,174,0.6492537313432836,-358.29775710311424,-1.336931929489232,704,0.6690340909090909,0.3246875000000001,228.58000000000004,15,0.6666666666666665,-6.207460338894888,-93.11190508342332,-1.661619429489232,4.870528409405656,False
XF-C,DN,SOL,15m,360,244,175,0.7172131147540983,361.93385049989615,1.4833354528684268,704,0.6690340909090909,0.3246875000000001,228.58000000000004,15,0.6666666666666665,-6.207460338894888,-93.11190508342332,1.1586479528684268,7.690795791763315,True
XF-C,BOTH,SOL,15m,360,512,349,0.681640625,3.63609339678203,0.0071017449155899,704,0.6690340909090909,0.3246875000000001,228.58000000000004,15,0.6666666666666665,-6.207460338894888,-93.11190508342332,-0.31758575508441017,6.2145620838104785,False
XF-C,UP,SOL,15m,480,274,196,0.7153284671532847,-522.2605340384333,-1.906060343205961,690,0.6739130434782609,0.3343478260869565,230.70000000000005,19,0.7894736842105263,-3.4987336123237647,-66.47593863415153,-2.2404081692929174,1.5926732691178036,False
XF-C,DN,SOL,15m,480,238,155,0.6512605042016807,-460.1048906357561,-1.933213826200656,690,0.6739130434782609,0.3343478260869565,230.70000000000005,19,0.7894736842105263,-3.4987336123237647,-66.47593863415153,-2.2675616522876125,1.5655197861231087,False
XF-C,BOTH,SOL,15m,480,512,351,0.685546875,-982.3654246741894,-1.918682470066776,690,0.6739130434782609,0.3343478260869565,230.70000000000005,19,0.7894736842105263,-3.4987336123237647,-66.47593863415153,-2.2530302961537325,1.5800511422569887,False
XF-C,UP,SOL,15m,600,273,188,0.6886446886446886,-864.2450911644099,-3.1657329346681684,677,0.6868537666174298,0.3599704579025111,243.7,23,0.5652173913043478,-4.988558394862493,-114.73684308183734,-3.5257033925706796,1.8228254601943248,False
XF-C,DN,SOL,15m,600,254,168,0.6614173228346457,-399.6431310785209,-1.5733981538524446,677,0.6868537666174298,0.3599704579025111,243.7,23,0.5652173913043478,-4.988558394862493,-114.73684308183734,-1.9333686117549558,3.4151602410100486,False
XF-C,BOTH,SOL,15m,600,527,356,0.6755218216318786,-1263.888222242931,-2.398269871428712,677,0.6868537666174298,0.3599704579025111,243.7,23,0.5652173913043478,-4.988558394862493,-114.73684308183734,-2.758240329331223,2.5902885234337814,False
XF-C,UP,SOL,15m,720,223,144,0.6457399103139013,921.713589117341,4.133244794248166,678,0.6696165191740413,0.3258407079646018,220.92,9,0.6666666666666665,-7.484614259304607,-67.36152833374146,3.8074040862835643,11.617859053552774,True
XF-C,DN,SOL,15m,720,215,121,0.5627906976744186,-1512.6256365624745,-7.035468077034765,678,0.6696165191740413,0.3258407079646018,220.92,9,0.6666666666666665,-7.484614259304607,-67.36152833374146,-7.361308784999367,0.4491461822698417,False
XF-C,BOTH,SOL,15m,720,438,265,0.6050228310502284,-590.9120474451332,-1.3491142635733635,678,0.6696165191740413,0.3258407079646018,220.92,9,0.6666666666666665,-7.484614259304607,-67.36152833374146,-1.6749549715379652,6.1354999957312435,False
XF-C,UP,SOL,15m,840,227,107,0.4713656387665198,-2678.0737203922863,-11.797681587631216,689,0.648766328011611,0.2845573294629898,196.06,10,0.5,-12.250650686301302,-122.50650686301304,-12.082238917094205,0.4529690986700867,False
XF-C,DN,SOL,15m,840,207,89,0.429951690821256,-2343.104922803929,-11.31934745315908,689,0.648766328011611,0.2845573294629898,196.06,10,0.5,-12.250650686301302,-122.50650686301304,-11.60390478262207,0.9313032331422217,False
