rule,side,asset,tf,fire_offset_s,n,wins,WR,sum_pnl,per_trade
XF-J,UP,BTC,5m,150,187,149,0.7967914438502673,-16.01468220290363,-0.08564001178023331
XF-J,DN,BTC,5m,150,229,183,0.7991266375545851,-236.17125586065438,-1.0313155277757833
XF-J,BOTH,BTC,5m,150,416,332,0.7980769230769231,-252.18593806355798,-0.6062161972681682
XF-J,UP,BTC,5m,180,180,152,0.8444444444444444,460.7326963730643,2.5596260909614683
XF-J,DN,BTC,5m,180,201,168,0.835820895522388,64.6730634980424,0.3217565348161313
XF-J,BOTH,BTC,5m,180,381,320,0.8398950131233596,525.4057598711067,1.3790177424438497
XF-J,UP,BTC,5m,210,172,143,0.8313953488372093,128.17558921109912,0.7452069140180182
XF-J,DN,BTC,5m,210,186,147,0.7903225806451613,-297.45659736925086,-1.5992290181142519
XF-J,BOTH,BTC,5m,210,358,290,0.8100558659217877,-169.2810081581516,-0.47285197809539553
XF-J,UP,BTC,5m,240,161,128,0.7950310559006211,-140.07930027258078,-0.8700577656682036
XF-J,DN,BTC,5m,240,176,141,0.8011363636363636,-4.775577351731215,-0.02713396222574554
XF-J,BOTH,BTC,5m,240,337,269,0.798219584569733,-144.854877624312,-0.4298364321196202
XF-J,UP,BTC,5m,270,115,91,0.7913043478260869,32.36255550177809,0.28141352610241815
XF-J,DN,BTC,5m,270,118,100,0.847457627118644,606.4976200083233,5.139810339053588
XF-J,BOTH,BTC,5m,270,233,191,0.8197424892703863,638.8601755101014,2.7418891652794053
XF-J,UP,BTC,5m,300,62,39,0.6290322580645161,-2.4345578112898068,-0.03926706147241624
XF-J,DN,BTC,5m,300,58,27,0.46551724137931033,1921.7345012885175,33.133353470491684
XF-J,BOTH,BTC,5m,300,120,66,0.55,1919.2999434772275,15.994166195643563
XF-J,UP,ETH,15m,60,48,38,0.7916666666666666,131.42013076491398,2.737919390935708
XF-J,DN,ETH,15m,60,62,41,0.6612903225806451,-40.37159323362875,-0.6511547295746573
XF-J,BOTH,ETH,15m,60,110,79,0.7181818181818181,91.04853753128519,0.8277139775571382
XF-J,UP,ETH,15m,120,36,28,0.7777777777777778,110.71173089544784,3.0753258582068845
XF-J,DN,ETH,15m,120,66,52,0.7878787878787878,107.33367074977276,1.6262677386329207
XF-J,BOTH,ETH,15m,120,102,80,0.7843137254901961,218.0454016452206,2.137700016129614
XF-J,UP,ETH,15m,240,41,32,0.7804878048780488,-31.417282673566742,-0.7662751871601644
XF-J,DN,ETH,15m,240,47,30,0.6382978723404256,-99.38006613166519,-2.114469492163089
XF-J,BOTH,ETH,15m,240,88,62,0.7045454545454546,-130.79734880523193,-1.4863335091503629
XF-J,UP,ETH,15m,360,45,33,0.7333333333333333,-129.54435740915696,-2.8787634979812657
XF-J,DN,ETH,15m,360,57,37,0.6491228070175439,-125.33041711987066,-2.198779247717029
XF-J,BOTH,ETH,15m,360,102,70,0.6862745098039216,-254.8747745290277,-2.498772299304193
XF-J,UP,ETH,15m,480,34,27,0.7941176470588235,-55.652709374501214,-1.6368443933676828
XF-J,DN,ETH,15m,480,46,35,0.7608695652173914,155.8847391273767,3.388798676682102
XF-J,BOTH,ETH,15m,480,80,62,0.775,100.23202975287546,1.2529003719109433
XF-J,UP,ETH,15m,600,26,19,0.7307692307692307,-126.06156873557053,-4.84852187444502
XF-J,DN,ETH,15m,600,39,30,0.7692307692307693,179.18535885572854,4.594496380916117
XF-J,BOTH,ETH,15m,600,65,49,0.7538461538461538,53.12379012015802,0.8172890787716618
XF-J,UP,ETH,15m,720,23,10,0.43478260869565216,-262.4657090493976,-11.411552567365113
XF-J,DN,ETH,15m,720,37,30,0.8108108108108109,-81.93304384498337,-2.214406590404956
XF-J,BOTH,ETH,15m,720,60,40,0.6666666666666666,-344.398752894381,-5.73997921490635
XF-J,UP,ETH,15m,840,18,9,0.5,-197.6798610868978,-10.982214504827656
XF-J,DN,ETH,15m,840,32,18,0.5625,-264.20068389494645,-8.256271371717077
XF-J,BOTH,ETH,15m,840,50,27,0.54,-461.8805449818443,-9.237610899636886
XF-J,UP,ETH,5m,30,130,81,0.6230769230769231,-442.3530053297384,-3.4027154256133723
XF-J,DN,ETH,5m,30,146,102,0.6986301369863014,28.477100721901664,0.19504863508151823
XF-J,BOTH,ETH,5m,30,276,183,0.6630434782608695,-413.8759046078368,-1.4995503790139013
XF-J,UP,ETH,5m,60,133,105,0.7894736842105263,-61.347795779069976,-0.46126162239902235
XF-J,DN,ETH,5m,60,164,117,0.7134146341463414,-354.08465583984264,-2.1590527795112355
XF-J,BOTH,ETH,5m,60,297,222,0.7474747474747475,-415.4324516189125,-1.3987624633633418
XF-J,UP,ETH,5m,90,105,88,0.8380952380952381,-118.26437287913672,-1.126327360753683
XF-J,DN,ETH,5m,90,171,135,0.7894736842105263,-142.44164844819184,-0.8329920961882564
XF-J,BOTH,ETH,5m,90,276,223,0.8079710144927537,-260.7060213273286,-0.9445870337946688
XF-J,UP,ETH,5m,120,96,73,0.7604166666666666,-327.1283519146987,-3.407586999111445
XF-J,DN,ETH,5m,120,161,135,0.8385093167701864,-47.294940342413,-0.29375739343113666
XF-J,BOTH,ETH,5m,120,257,208,0.8093385214007782,-374.4232922571117,-1.45689996987203
XF-J,UP,ETH,5m,150,84,73,0.8690476190476191,-39.069692458056004,-0.4651153864054286
XF-J,DN,ETH,5m,150,144,121,0.8402777777777778,-69.6843947973339,-0.4839194083148187
XF-J,BOTH,ETH,5m,150,228,194,0.8508771929824561,-108.75408725538989,-0.4769916107692539
XF-J,UP,ETH,5m,180,89,70,0.7865168539325843,-355.82541287151673,-3.9980383468709744
XF-J,DN,ETH,5m,180,122,101,0.8278688524590164,-157.3691312464726,-1.2899109118563328
XF-J,BOTH,ETH,5m,180,211,171,0.8104265402843602,-513.1945441179894,-2.432201630890945
XF-J,UP,ETH,5m,210,90,74,0.8222222222222222,-152.48344729028372,-1.6942605254475969
XF-J,DN,ETH,5m,210,97,77,0.7938144329896907,-88.26111457609667,-0.9099083976917183
XF-J,BOTH,ETH,5m,210,187,151,0.8074866310160428,-240.7445618663804,-1.2874040741517667
XF-J,UP,ETH,5m,240,71,56,0.7887323943661971,-189.16072446018424,-2.664235555777243
XF-J,DN,ETH,5m,240,106,84,0.7924528301886793,-133.8686514079575,-1.262911805735448
XF-J,BOTH,ETH,5m,240,177,140,0.7909604519774012,-323.02937586814176,-1.82502472241888
XF-J,UP,ETH,5m,270,48,39,0.8125,-22.953729187899157,-0.4782026914145658
XF-J,DN,ETH,5m,270,83,68,0.8192771084337349,-49.42423128318597,-0.5954726660624815
XF-J,BOTH,ETH,5m,270,131,107,0.816793893129771,-72.37796047108515,-0.5525035150464515
XF-J,UP,ETH,5m,300,30,18,0.6,-150.7201674926348,-5.024005583087827
XF-J,DN,ETH,5m,300,44,15,0.3409090909090909,-634.5118116799762,-14.42072299272673
XF-J,BOTH,ETH,5m,300,74,33,0.44594594594594594,-785.2319791726111,-10.611242961792042
XF-J,UP,SOL,15m,60,19,14,0.7368421052631579,-2.2123147212097223,-0.11643761690577485
XF-J,DN,SOL,15m,60,18,14,0.7777777777777778,45.57129483597038,2.531738601998354
XF-J,BOTH,SOL,15m,60,37,28,0.7567567567567568,43.358980114760655,1.1718643274259637
XF-J,UP,SOL,15m,120,11,8,0.7272727272727273,-30.556578703096264,-2.7778707911905696
XF-J,DN,SOL,15m,120,16,12,0.75,-8.632117558043873,-0.5395073473777421
XF-J,BOTH,SOL,15m,120,27,20,0.7407407407407407,-39.18869626114013,-1.4514331948570418
XF-J,UP,SOL,15m,240,16,14,0.875,24.544534426528635,1.5340334016580397
XF-J,DN,SOL,15m,240,11,9,0.8181818181818182,-11.410641531058417,-1.0373310482780378
XF-J,BOTH,SOL,15m,240,27,23,0.8518518518518519,13.133892895470222,0.4864404776100082
XF-J,UP,SOL,15m,360,11,10,0.9090909090909091,8.659414949179393,0.7872195408344903
XF-J,DN,SOL,15m,360,16,12,0.75,-72.07419134044721,-4.504636958777951
XF-J,BOTH,SOL,15m,360,27,22,0.8148148148148148,-63.41477639126784,-2.348695421898809
XF-J,UP,SOL,15m,480,6,6,1.0,9.401617124424865,1.566936187404144
XF-J,DN,SOL,15m,480,13,11,0.8461538461538461,22.344933874972156,1.7188410673055505
XF-J,BOTH,SOL,15m,480,19,17,0.8947368421052632,31.746550999397016,1.6708711052314218
XF-J,UP,SOL,15m,600,14,11,0.7857142857142857,-30.88052254323865,-2.2057516102313324
XF-J,DN,SOL,15m,600,7,4,0.5714285714285714,-49.67867549859983,-7.096953642657119
XF-J,BOTH,SOL,15m,600,21,15,0.7142857142857143,-80.55919804183847,-3.836152287706594
XF-J,UP,SOL,15m,720,8,8,1.0,14.150706100038523,1.7688382625048154
XF-J,DN,SOL,15m,720,3,2,0.6666666666666666,-24.505050981839005,-8.168350327279668
XF-J,BOTH,SOL,15m,720,11,10,0.9090909090909091,-10.35434488180048,-0.9413040801636801
XF-J,UP,SOL,15m,840,3,0,0.0,-75.0,-25.0
XF-J,DN,SOL,15m,840,3,3,1.0,0.5194732266259389,0.1731577422086463
XF-J,BOTH,SOL,15m,840,6,3,0.5,-74.48052677337407,-12.413421128895678
XF-J,UP,SOL,5m,30,25,18,0.72,11.93330257162435,0.477332102864974
XF-J,DN,SOL,5m,30,36,25,0.6944444444444444,-119.90574978110055,-3.3307152716972377
XF-J,BOTH,SOL,5m,30,61,43,0.7049180327868853,-107.9724472094762,-1.7700401181881344
XF-J,UP,SOL,5m,60,37,32,0.8648648648648649,10.665363523558772,0.28825306820429114
XF-J,DN,SOL,5m,60,37,33,0.8918918918918919,40.42201365065128,1.0924868554230076
XF-J,BOTH,SOL,5m,60,74,65,0.8783783783783784,51.08737717421005,0.6903699618136493
XF-J,UP,SOL,5m,90,30,27,0.9,2.5021115465655277,0.08340371821885093
XF-J,DN,SOL,5m,90,29,27,0.9310344827586207,4.830785242305534,0.16657880145881154
XF-J,BOTH,SOL,5m,90,59,54,0.9152542372881356,7.332896788871075,0.12428638625205211
XF-J,UP,SOL,5m,120,22,20,0.9090909090909091,-1.3997541866040657,-0.0636251903001848
XF-J,DN,SOL,5m,120,34,32,0.9411764705882353,99.39748129502338,2.92345533220657
XF-J,BOTH,SOL,5m,120,56,52,0.9285714285714286,97.99772710841933,1.749959412650345
XF-J,UP,SOL,5m,150,18,16,0.8888888888888888,-32.59081210485738,-1.8106006724920765
XF-J,DN,SOL,5m,150,26,25,0.9615384615384616,34.825103886980365,1.3394270725761679
XF-J,BOTH,SOL,5m,150,44,41,0.9318181818181818,2.2342917821229955,0.050779358684613536
XF-J,UP,SOL,5m,180,12,9,0.75,-69.60367931382602,-5.800306609485502
XF-J,DN,SOL,5m,180,29,26,0.896551724137931,11.506577756716457,0.39677854333505025
XF-J,BOTH,SOL,5m,180,41,35,0.8536585365853658,-58.097101557109575,-1.4170024770026726
XF-J,UP,SOL,5m,210,16,16,1.0,23.118148804488722,1.4448843002805452
XF-J,DN,SOL,5m,210,18,15,0.8333333333333334,-66.18600320231498,-3.677000177906388
XF-J,BOTH,SOL,5m,210,34,31,0.9117647058823529,-43.06785439782627,-1.2667015999360667
XF-J,UP,SOL,5m,240,12,10,0.8333333333333334,-45.7365888011016,-3.8113824000917997
XF-J,DN,SOL,5m,240,16,15,0.9375,-14.597226889197266,-0.9123266805748291
XF-J,BOTH,SOL,5m,240,28,25,0.8928571428571429,-60.33381569029887,-2.154779131796388
XF-J,UP,SOL,5m,270,13,13,1.0,94.09016349873366,7.2377048845179734
XF-J,DN,SOL,5m,270,12,9,0.75,-58.85120532312132,-4.90426711026011
XF-J,BOTH,SOL,5m,270,25,22,0.88,35.238958175612346,1.4095583270244938
XF-J,UP,SOL,5m,300,7,6,0.8571428571428571,32.08899145928517,4.584141637040738
XF-J,DN,SOL,5m,300,10,4,0.4,2308.4141959375156,230.84141959375157
XF-J,BOTH,SOL,5m,300,17,10,0.5882352941176471,2340.503187396801,137.67665808216475
XF-K,UP,BTC,15m,60,49,33,0.673469387755102,-50.54275331564076,-1.031484761543689
XF-K,DN,BTC,15m,60,45,28,0.6222222222222222,-15.593746955992298,-0.3465277101331622
XF-K,BOTH,BTC,15m,60,94,61,0.648936170212766,-66.13650027163303,-0.7035797901237556
XF-K,UP,BTC,15m,120,27,18,0.6666666666666666,-49.73125397482872,-1.8418982953640266
XF-K,DN,BTC,15m,120,51,33,0.6470588235294118,-58.28257065804324,-1.142795503098887
XF-K,BOTH,BTC,15m,120,78,51,0.6538461538461539,-108.01382463287199,-1.3847926234983587
XF-K,UP,BTC,15m,240,35,25,0.7142857142857143,-1.341435158446398,-0.03832671881275423
XF-K,DN,BTC,15m,240,29,18,0.6206896551724138,-80.11096043462803,-2.7624469115388974
XF-K,BOTH,BTC,15m,240,64,43,0.671875,-81.45239559307441,-1.2726936811417877
XF-K,UP,BTC,15m,360,33,25,0.7575757575757576,162.1472722214209,4.913553703679422
XF-K,DN,BTC,15m,360,23,17,0.7391304347826086,58.22969205673532,2.531725741597188
XF-K,BOTH,BTC,15m,360,56,42,0.75,220.3769642781562,3.935302933538504
XF-K,UP,BTC,15m,480,24,16,0.6666666666666666,41.81245811906652,1.742185754961105
XF-K,DN,BTC,15m,480,30,21,0.7,185.6728153768473,6.18909384589491
XF-K,BOTH,BTC,15m,480,54,37,0.6851851851851852,227.48527349591382,4.2126902499243295
XF-K,UP,BTC,15m,600,35,24,0.6857142857142857,70.03967500927193,2.001133571693484
XF-K,DN,BTC,15m,600,29,23,0.7931034482758621,21.310357440015903,0.7348399117246863
XF-K,BOTH,BTC,15m,600,64,47,0.734375,91.35003244928782,1.4273442570201222
XF-K,UP,BTC,15m,720,22,9,0.4090909090909091,-271.8036091387045,-12.354709506304749
XF-K,DN,BTC,15m,720,22,10,0.45454545454545453,-220.51308776640147,-10.023322171200066
XF-K,BOTH,BTC,15m,720,44,19,0.4318181818181818,-492.31669690510586,-11.189015838752406
XF-K,UP,BTC,15m,840,12,5,0.4166666666666667,-134.4533365495635,-11.204444712463625
XF-K,DN,BTC,15m,840,20,10,0.5,187.46107559358484,9.373053779679243
XF-K,BOTH,BTC,15m,840,32,15,0.46875,53.00773904402132,1.6564918451256663
XF-K,UP,BTC,5m,30,112,78,0.6964285714285714,146.65025615954238,1.3093772871387712
XF-K,DN,BTC,5m,30,139,83,0.5971223021582733,-239.89603480197,-1.7258707539710072
XF-K,BOTH,BTC,5m,30,251,161,0.6414342629482072,-93.24577864242755,-0.37149712606544844
XF-K,UP,BTC,5m,60,109,91,0.8348623853211009,352.07241593126,3.230022164506973
XF-K,DN,BTC,5m,60,102,69,0.6764705882352942,-108.63368153634809,-1.0650360934936087
XF-K,BOTH,BTC,5m,60,211,160,0.7582938388625592,243.43873439491205,1.153738077701005
XF-K,UP,BTC,5m,90,79,62,0.7848101265822784,187.80311673215527,2.3772546421791807
XF-K,DN,BTC,5m,90,84,57,0.6785714285714286,-13.24363878738544,-0.15766236651649332
XF-K,BOTH,BTC,5m,90,163,119,0.7300613496932515,174.55947794476987,1.07091704260595
XF-K,UP,BTC,5m,120,61,45,0.7377049180327869,82.03173419430607,1.3447825277755092
XF-K,DN,BTC,5m,120,83,54,0.6506024096385542,-226.82046573530948,-2.7327766956061383
XF-K,BOTH,BTC,5m,120,144,99,0.6875,-144.78873154100347,-1.0054773023680796
XF-K,UP,BTC,5m,150,72,56,0.7777777777777778,542.0363935483099,7.528283243726526
XF-K,DN,BTC,5m,150,84,62,0.7380952380952381,31.01413374124224,0.36921587787193144
XF-K,BOTH,BTC,5m,150,156,118,0.7564102564102564,573.0505272895521,3.6734008159586673
XF-K,UP,BTC,5m,180,55,39,0.7090909090909091,-65.87788498390431,-1.1977797269800783
XF-K,DN,BTC,5m,180,47,36,0.7659574468085106,227.3145766533106,4.836480354325758
XF-K,BOTH,BTC,5m,180,102,75,0.7352941176470589,161.43669166940634,1.5827126634255524
XF-K,UP,BTC,5m,210,53,39,0.7358490566037735,-31.884505351681277,-0.6015944405977599
XF-K,DN,BTC,5m,210,56,37,0.6607142857142857,-64.13675821273219,-1.1452992537987892
XF-K,BOTH,BTC,5m,210,109,76,0.6972477064220184,-96.0212635644135,-0.8809290235267294
XF-K,UP,BTC,5m,240,43,29,0.6744186046511628,-133.6365869453779,-3.1078276033808816
XF-K,DN,BTC,5m,240,55,36,0.6545454545454545,7.671575448544381,0.1394831899735342
XF-K,BOTH,BTC,5m,240,98,65,0.6632653061224489,-125.96501149683357,-1.285357260171771
XF-K,UP,BTC,5m,270,30,21,0.7,-57.51922964529512,-1.9173076548431707
XF-K,DN,BTC,5m,270,30,22,0.7333333333333333,655.4359457207096,21.847864857356985
XF-K,BOTH,BTC,5m,270,60,43,0.7166666666666667,597.9167160754145,9.965278601256907
XF-K,UP,BTC,5m,300,11,4,0.36363636363636365,394.5318326928166,35.86653024480151
XF-K,DN,BTC,5m,300,8,4,0.5,-67.3960120541151,-8.424501506764388
XF-K,BOTH,BTC,5m,300,19,8,0.42105263157894735,327.1358206387015,17.217674770457972
XF-K,UP,ETH,15m,60,22,16,0.7272727272727273,42.70677405218039,1.941217002371836
XF-K,DN,ETH,15m,60,20,15,0.75,103.98932450217386,5.199466225108693
XF-K,BOTH,ETH,15m,60,42,31,0.7380952380952381,146.69609855435425,3.492764251294149
XF-K,UP,ETH,15m,120,17,13,0.7647058823529411,56.32764575831811,3.313390926959889
XF-K,DN,ETH,15m,120,15,8,0.5333333333333333,-60.00386120715504,-4.000257413810336
XF-K,BOTH,ETH,15m,120,32,21,0.65625,-3.6762154488369205,-0.11488173277615377
XF-K,UP,ETH,15m,240,12,8,0.6666666666666666,-42.09424428454899,-3.5078536903790827
XF-K,DN,ETH,15m,240,15,10,0.6666666666666666,14.366287891390531,0.9577525260927021
XF-K,BOTH,ETH,15m,240,27,18,0.6666666666666666,-27.72795639315847,-1.0269613478947581
XF-K,UP,ETH,15m,360,9,3,0.3333333333333333,-112.51632761512005,-12.501814179457783
XF-K,DN,ETH,15m,360,25,11,0.44,-130.87659835279047,-5.2350639341116185
XF-K,BOTH,ETH,15m,360,34,14,0.4117647058823529,-243.39292596791054,-7.1586154696444275
XF-K,UP,ETH,15m,480,14,9,0.6428571428571429,-57.66286856609781,-4.118776326149844
XF-K,DN,ETH,15m,480,13,8,0.6153846153846154,114.71764474961563,8.824434211508894
XF-K,BOTH,ETH,15m,480,27,17,0.6296296296296297,57.0547761835178,2.1131398586488075
XF-K,UP,ETH,15m,600,16,7,0.4375,-198.16128677553434,-12.385080423470896
XF-K,DN,ETH,15m,600,12,7,0.5833333333333334,18.41903693363887,1.5349197444699059
XF-K,BOTH,ETH,15m,600,28,14,0.5,-179.74224984189544,-6.41936606578198
XF-K,UP,ETH,15m,720,12,4,0.3333333333333333,-166.45930302787409,-13.871608585656174
XF-K,DN,ETH,15m,720,16,12,0.75,-44.421583746886,-2.776348984180375
XF-K,BOTH,ETH,15m,720,28,16,0.5714285714285714,-210.88088677476006,-7.531460241955716
XF-K,UP,ETH,15m,840,6,2,0.3333333333333333,-85.36363630768668,-14.227272717947779
XF-K,DN,ETH,15m,840,10,5,0.5,-93.14695975903257,-9.314695975903257
XF-K,BOTH,ETH,15m,840,16,7,0.4375,-178.51059606671927,-11.156912254169955
XF-K,UP,ETH,5m,30,63,38,0.6031746031746031,-177.54723917114882,-2.818210145573791
XF-K,DN,ETH,5m,30,71,52,0.7323943661971831,118.2088342217292,1.664913158052524
XF-K,BOTH,ETH,5m,30,134,90,0.6716417910447762,-59.338404949419555,-0.4428239175329818
XF-K,UP,ETH,5m,60,61,46,0.7540983606557377,-39.39144508040971,-0.645761394760815
XF-K,DN,ETH,5m,60,89,63,0.7078651685393258,-72.34391086894227,-0.812852931111711
XF-K,BOTH,ETH,5m,60,150,109,0.7266666666666667,-111.735355949352,-0.74490237299568
XF-K,UP,ETH,5m,90,47,36,0.7659574468085106,0.024405095333083437,0.0005192573475124136
XF-K,DN,ETH,5m,90,66,49,0.7424242424242424,-66.5417240343668,-1.0082079399146484
XF-K,BOTH,ETH,5m,90,113,85,0.7522123893805309,-66.51731893903369,-0.5886488401684397
XF-K,UP,ETH,5m,120,36,30,0.8333333333333334,41.87812125764878,1.1632811460457995
XF-K,DN,ETH,5m,120,61,49,0.8032786885245902,73.46085722129256,1.204276347890042
XF-K,BOTH,ETH,5m,120,97,79,0.8144329896907216,115.33897847894133,1.189061633803519
XF-K,UP,ETH,5m,150,20,16,0.8,7.193820129061159,0.35969100645305796
XF-K,DN,ETH,5m,150,47,33,0.7021276595744681,-41.795133056562534,-0.8892581501396284
XF-K,BOTH,ETH,5m,150,67,49,0.7313432835820896,-34.601312927501354,-0.5164375063806173
XF-K,UP,ETH,5m,180,22,13,0.5909090909090909,-0.12981933037387705,-0.005900878653358047
XF-K,DN,ETH,5m,180,46,36,0.782608695652174,67.73083389801725,1.4724094325655925
XF-K,BOTH,ETH,5m,180,68,49,0.7205882352941176,67.60101456764339,0.9941325671712263
XF-K,UP,ETH,5m,210,24,13,0.5416666666666666,-190.77006231029384,-7.948752596262243
XF-K,DN,ETH,5m,210,32,23,0.71875,-36.272387408369156,-1.133512106511536
XF-K,BOTH,ETH,5m,210,56,36,0.6428571428571429,-227.042449718663,-4.054329459261839
XF-K,UP,ETH,5m,240,18,15,0.8333333333333334,52.5421930731583,2.9190107262865723
XF-K,DN,ETH,5m,240,37,25,0.6756756756756757,-103.65634163878673,-2.801522746994236
XF-K,BOTH,ETH,5m,240,55,40,0.7272727272727273,-51.11414856562848,-0.9293481557386997
XF-K,UP,ETH,5m,270,16,12,0.75,16.47548289041748,1.0297176806510926
XF-K,DN,ETH,5m,270,31,24,0.7741935483870968,-44.69117295240008,-1.4416507404000025
XF-K,BOTH,ETH,5m,270,47,36,0.7659574468085106,-28.21569006198262,-0.6003338311060132
XF-K,UP,ETH,5m,300,6,3,0.5,-51.69406612823143,-8.615677688038572
XF-K,DN,ETH,5m,300,8,4,0.5,-98.74182171580213,-12.342727714475267
XF-K,BOTH,ETH,5m,300,14,7,0.5,-150.43588784403354,-10.74542056028811
XF-K,UP,SOL,15m,60,10,6,0.6,-53.64251560652698,-5.364251560652698
XF-K,DN,SOL,15m,60,6,5,0.8333333333333334,38.479476204836494,6.413246034139416
XF-K,BOTH,SOL,15m,60,16,11,0.6875,-15.163039401690492,-0.9476899626056557
XF-K,UP,SOL,15m,120,2,1,0.5,-19.8733160669522,-9.9366580334761
XF-K,DN,SOL,15m,120,5,4,0.8,32.335775517788754,6.467155103557751
XF-K,BOTH,SOL,15m,120,7,5,0.7142857142857143,12.462459450836555,1.7803513501195078
XF-K,UP,SOL,15m,240,5,5,1.0,39.65569107949609,7.931138215899217
XF-K,DN,SOL,15m,240,3,2,0.6666666666666666,-15.150716472906844,-5.050238824302281
XF-K,BOTH,SOL,15m,240,8,7,0.875,24.50497460658924,3.063121825823655
XF-K,UP,SOL,15m,360,3,1,0.3333333333333333,-46.86830790105655,-15.622769300352184
XF-K,DN,SOL,15m,360,3,1,0.3333333333333333,-47.05379282253935,-15.684597607513117
XF-K,BOTH,SOL,15m,360,6,2,0.3333333333333333,-93.9221007235959,-15.65368345393265
XF-K,UP,SOL,15m,480,1,1,1.0,0.24747450908049706,0.24747450908049706
XF-K,DN,SOL,15m,480,3,1,0.3333333333333333,-4.599540601401024,-1.533180200467008
XF-K,BOTH,SOL,15m,480,4,2,0.5,-4.352066092320527,-1.0880165230801317
XF-K,UP,SOL,15m,600,2,1,0.5,-24.853000140190126,-12.426500070095063
XF-K,DN,SOL,15m,600,1,0,0.0,-25.0,-25.0
XF-K,BOTH,SOL,15m,600,3,1,0.3333333333333333,-49.853000140190126,-16.61766671339671
XF-K,UP,SOL,15m,720,3,2,0.6666666666666666,-20.83580240806267,-6.945267469354223
XF-K,DN,SOL,15m,720,1,1,1.0,0.24747450908049706,0.24747450908049706
XF-K,BOTH,SOL,15m,720,4,3,0.75,-20.588327898982172,-5.147081974745543
XF-K,UP,SOL,15m,840,0,0,,0.0,
XF-K,DN,SOL,15m,840,2,2,1.0,0.27199871754544175,0.13599935877272087
XF-K,BOTH,SOL,15m,840,2,2,1.0,0.27199871754544175,0.13599935877272087
XF-K,UP,SOL,5m,30,10,7,0.7,-13.985144417504827,-1.3985144417504827
XF-K,DN,SOL,5m,30,17,10,0.5882352941176471,-108.80251732081787,-6.400148077695169
XF-K,BOTH,SOL,5m,30,27,17,0.6296296296296297,-122.78766173832268,-4.547691175493433
XF-K,UP,SOL,5m,60,9,5,0.5555555555555556,-57.16085193321091,-6.351205770356767
XF-K,DN,SOL,5m,60,13,10,0.7692307692307693,-13.824174407370986,-1.0633980313362297
XF-K,BOTH,SOL,5m,60,22,15,0.6818181818181818,-70.9850263405819,-3.226592106390086
XF-K,UP,SOL,5m,90,7,5,0.7142857142857143,-26.651254555489487,-3.807322079355641
XF-K,DN,SOL,5m,90,4,3,0.75,-14.401888432129686,-3.6004721080324216
XF-K,BOTH,SOL,5m,90,11,8,0.7272727272727273,-41.05314298761917,-3.732103907965379
XF-K,UP,SOL,5m,120,4,4,1.0,37.864040072093744,9.466010018023436
XF-K,DN,SOL,5m,120,4,3,0.75,48.22136746930639,12.055341867326597
XF-K,BOTH,SOL,5m,120,8,7,0.875,86.08540754140012,10.760675942675014
XF-K,UP,SOL,5m,150,2,2,1.0,0.4949490181609941,0.24747450908049706
XF-K,DN,SOL,5m,150,6,6,1.0,98.72375938468045,16.45395989744674
XF-K,BOTH,SOL,5m,150,8,8,1.0,99.21870840284144,12.40233855035518
XF-K,UP,SOL,5m,180,4,4,1.0,16.487580082289842,4.1218950205724605
XF-K,DN,SOL,5m,180,8,7,0.875,50.112960354837824,6.264120044354728
XF-K,BOTH,SOL,5m,180,12,11,0.9166666666666666,66.60054043712766,5.5500450364273055
XF-K,UP,SOL,5m,210,1,1,1.0,0.24747450908049706,0.24747450908049706
XF-K,DN,SOL,5m,210,2,1,0.5,-24.752525490919503,-12.376262745459751
XF-K,BOTH,SOL,5m,210,3,2,0.6666666666666666,-24.505050981839005,-8.168350327279668
XF-K,UP,SOL,5m,240,1,0,0.0,-25.0,-25.0
XF-K,DN,SOL,5m,240,2,2,1.0,0.5251809706996581,0.26259048534982904
XF-K,BOTH,SOL,5m,240,3,2,0.6666666666666666,-24.474819029300342,-8.15827300976678
XF-K,UP,SOL,5m,270,1,1,1.0,0.24747450908049706,0.24747450908049706
XF-K,DN,SOL,5m,270,2,0,0.0,-50.0,-25.0
XF-K,BOTH,SOL,5m,270,3,1,0.3333333333333333,-49.7525254909195,-16.584175163639834
XF-K,UP,SOL,5m,300,3,3,1.0,0.5194732266259389,0.1731577422086463
XF-K,DN,SOL,5m,300,0,0,,0.0,
XF-K,BOTH,SOL,5m,300,3,3,1.0,0.5194732266259389,0.1731577422086463
