fire_date,slug,direction,fire_offset_s,entry_vwap,won,pnl_legacy_usd,split,pnl_at_25,cum_pnl
2026-04-30 03:19:00+00:00,btc-updown-15m-1777518900,UP,240,0.6399999856948853,1,13.781250855652637,train,344.5312713913159,344.5312713913159
2026-04-30 05:04:00+00:00,btc-updown-15m-1777525200,UP,240,0.8700000047683716,1,3.660919385883073,train,91.52298464707683,436.05425603839274
2026-04-30 05:19:00+00:00,btc-updown-15m-1777526100,UP,240,0.2800000011920929,0,-25.0,train,-625.0,-188.94574396160726
2026-04-30 09:49:00+00:00,btc-updown-15m-1777542300,UP,240,0.8500000238418579,1,4.323528603286502,train,108.08821508216255,-80.85752887944471
2026-04-30 12:19:00+00:00,btc-updown-15m-1777551300,UP,240,0.75,1,8.16666666666667,train,204.16666666666674,123.30913778722203
2026-04-30 13:04:00+00:00,btc-updown-15m-1777554000,UP,240,0.7099999785423279,1,10.007043296395524,train,250.17608240988812,373.48522019711015
2026-04-30 14:19:00+00:00,btc-updown-15m-1777558500,UP,240,0.17000000178813934,0,-25.0,train,-625.0,-251.51477980288985
2026-04-30 15:19:00+00:00,btc-updown-15m-1777562100,UP,240,0.41999998688697815,1,33.83333515458642,train,845.8333788646605,594.3185990617707
2026-04-30 15:49:00+00:00,btc-updown-15m-1777563900,UP,240,0.36000001430511475,1,43.55555285127085,train,1088.8888212817712,1683.2074203435418
2026-04-30 18:34:00+00:00,btc-updown-15m-1777573800,UP,240,0.34769977594835455,1,45.96308825818483,train,1149.0772064546209,2832.2846267981627
2026-04-30 22:19:00+00:00,btc-updown-15m-1777587300,UP,240,0.8299999833106995,1,5.018072882693963,train,125.45182206734908,2957.7364488655116
2026-05-01 00:34:00+00:00,btc-updown-15m-1777595400,UP,240,0.550000011920929,1,20.045453579957844,train,501.1363394989461,3458.872788364458
2026-05-01 01:34:00+00:00,btc-updown-15m-1777599000,UP,240,0.6499999761581421,1,13.192309074853346,train,329.80772687133367,3788.6805152357915
2026-05-01 03:34:00+00:00,btc-updown-15m-1777606200,UP,240,0.5400000214576721,0,-25.0,train,-625.0,3163.6805152357915
2026-05-01 04:34:00+00:00,btc-updown-15m-1777609800,UP,240,0.593685552652536,1,16.76763720379603,train,419.1909300949008,3582.8714453306925
2026-05-01 04:49:00+00:00,btc-updown-15m-1777610700,UP,240,0.49000000953674316,0,-25.0,train,-625.0,2957.8714453306925
2026-05-01 14:04:00+00:00,btc-updown-15m-1777644000,UP,240,0.4000000059604645,0,-25.0,train,-625.0,2332.8714453306925
2026-05-01 15:04:00+00:00,btc-updown-15m-1777647600,UP,240,0.3260560313944349,1,50.64045943337261,train,1266.0114858343154,3598.882931165008
2026-05-01 17:19:00+00:00,btc-updown-15m-1777655700,UP,240,0.5600000023841858,0,-25.0,train,-625.0,2973.882931165008
2026-05-01 21:49:00+00:00,btc-updown-15m-1777671900,UP,240,0.6399999856948853,1,13.781250855652637,train,344.5312713913159,3318.4142025563237
2026-05-01 22:19:00+00:00,btc-updown-15m-1777673700,UP,240,0.6499999761581421,1,13.192309074853346,train,329.80772687133367,3648.2219294276574
2026-05-02 06:34:00+00:00,btc-updown-15m-1777703400,UP,240,0.6354249305579845,1,14.056875598956845,train,351.4218899739211,3999.6438194015786
2026-05-03 07:19:00+00:00,btc-updown-15m-1777792500,UP,240,0.47999998927116394,1,26.541667807536843,train,663.541695188421,4663.18551459
2026-05-03 22:19:00+00:00,btc-updown-15m-1777846500,UP,240,0.3235285148158758,0,-25.0,train,-625.0,4038.18551459
2026-05-03 23:04:00+00:00,btc-updown-15m-1777849200,UP,240,0.8100000023841858,0,-25.0,train,-625.0,3413.18551459
2026-05-04 12:34:00+00:00,btc-updown-15m-1777897800,UP,240,0.25999999046325684,1,69.73077268713337,train,1743.2693171783342,5156.454831768334
2026-05-04 14:49:00+00:00,btc-updown-15m-1777905900,UP,240,0.949999988079071,1,1.2894740078257771,train,32.23685019564443,5188.691681963978
2026-05-04 15:19:00+00:00,btc-updown-15m-1777907700,UP,240,0.4000000059604645,0,-25.0,train,-625.0,4563.691681963978
2026-05-04 15:34:00+00:00,btc-updown-15m-1777908600,UP,240,0.44999998807907104,1,29.944445886729717,train,748.611147168243,5312.302829132221
2026-05-04 18:04:00+00:00,btc-updown-15m-1777917600,UP,240,0.5699999928474426,1,18.482456679709625,train,462.0614169927406,5774.364246124961
2026-05-04 21:19:00+00:00,btc-updown-15m-1777929300,UP,240,0.3400000035762787,1,47.55882277146344,train,1188.970569286586,6963.3348154115465
2026-05-05 05:34:00+00:00,btc-updown-15m-1777959000,UP,240,0.6000000238418579,0,-25.0,train,-625.0,6338.3348154115465
2026-05-05 14:49:00+00:00,btc-updown-15m-1777992300,UP,240,0.5085678647297209,1,23.674494888741265,train,591.8623722185316,6930.197187630078
2026-05-05 16:04:00+00:00,btc-updown-15m-1777996800,UP,240,0.550000011920929,0,-25.0,train,-625.0,6305.197187630078
2026-05-06 01:34:00+00:00,btc-updown-15m-1778031000,UP,240,0.699999988079071,1,10.500000596046457,train,262.5000149011614,6567.697202531239
2026-05-06 13:49:00+00:00,btc-updown-15m-1778075100,UP,240,0.20999999344348907,0,-25.0,train,-625.0,5942.697202531239
