symbol,timeframe,horizon_h,indicator,pearson_corr,n
SOLUSDT,4h,12,cross_risk_off,-0.0009396024223366884,6566
SOLUSDT,4h,12,cross_real_money,0.0052889540536874766,6326
SOLUSDT,4h,24,z_lsr,-0.1147397738542608,6563
SOLUSDT,4h,24,z_fund,0.00024025616373154397,2654
SOLUSDT,4h,24,z_oi,0.013976134452478339,6563
SOLUSDT,4h,24,z_oi_silent,0.0013878598820225828,6561
SOLUSDT,4h,24,z_dom_stables,0.04736476854236852,1094
SOLUSDT,4h,24,z_top_lsr_count,-0.1427876169716806,6563
SOLUSDT,4h,24,z_top_lsr_sum,-0.04784295794480147,6563
SOLUSDT,4h,24,z_taker_ratio,-0.03135685340066641,6563
SOLUSDT,4h,24,brigalS,-0.11472792178206181,6563
SOLUSDT,4h,24,oilsr,0.08822076427871767,6563
SOLUSDT,4h,24,cross_institutional_lead,-0.021231681405853728,6563
SOLUSDT,4h,24,cross_leverage_heat,-0.007903529090338118,6323
SOLUSDT,4h,24,cross_risk_off,0.0023878608545077422,6563
SOLUSDT,4h,24,cross_real_money,0.007904700697844375,6323
SOLUSDT,4h,48,z_lsr,-0.09440258175901345,6557
SOLUSDT,4h,48,z_fund,0.00513256700198656,2651
SOLUSDT,4h,48,z_oi,0.003993957008363549,6557
SOLUSDT,4h,48,z_oi_silent,0.003341089616548315,6555
SOLUSDT,4h,48,z_dom_stables,0.03909291078776045,1093
SOLUSDT,4h,48,z_top_lsr_count,-0.11133308283653798,6557
SOLUSDT,4h,48,z_top_lsr_sum,-0.03132094756473419,6557
SOLUSDT,4h,48,z_taker_ratio,-0.015565665801040303,6557
SOLUSDT,4h,48,brigalS,-0.09445394690869416,6557
SOLUSDT,4h,48,oilsr,0.06743559270440908,6557
SOLUSDT,4h,48,cross_institutional_lead,-0.03148763602731782,6557
SOLUSDT,4h,48,cross_leverage_heat,-0.017664861208370335,6317
SOLUSDT,4h,48,cross_risk_off,0.007577370460128974,6557
SOLUSDT,4h,48,cross_real_money,0.017666590190359162,6317
SOLUSDT,1D,24,z_lsr,-0.24196360459142408,1095
SOLUSDT,1D,24,z_fund,0.07157329699520103,966
SOLUSDT,1D,24,z_oi,0.02426499759594805,1095
SOLUSDT,1D,24,z_oi_silent,-0.025310493891855017,1095
SOLUSDT,1D,24,z_dom_stables,0.0471512437590293,1094
SOLUSDT,1D,24,z_top_lsr_count,-0.22120533478063534,1095
SOLUSDT,1D,24,z_top_lsr_sum,0.1153749998864138,1095
SOLUSDT,1D,24,z_taker_ratio,0.008999511135738224,1095
SOLUSDT,1D,24,brigalS,-0.2417725402847344,1095
SOLUSDT,1D,24,oilsr,0.18398125991070277,1095
SOLUSDT,1D,24,cross_institutional_lead,-0.01928078884911991,1095
SOLUSDT,1D,24,cross_leverage_heat,-0.008850558906902131,1055
SOLUSDT,1D,24,cross_risk_off,-0.002217702052165866,1095
SOLUSDT,1D,24,cross_real_money,0.00885161771156489,1055
SOLUSDT,1D,72,z_lsr,-0.1533108069573374,1093
SOLUSDT,1D,72,z_fund,0.08399066210973676,964
SOLUSDT,1D,72,z_oi,0.021595214337796244,1093
SOLUSDT,1D,72,z_oi_silent,-0.00023800047030291528,1093
SOLUSDT,1D,72,z_dom_stables,0.017187138280296416,1092
SOLUSDT,1D,72,z_top_lsr_count,-0.12607038617758248,1093
SOLUSDT,1D,72,z_top_lsr_sum,0.03402612232719981,1093
SOLUSDT,1D,72,z_taker_ratio,-0.023902259899021998,1093
SOLUSDT,1D,72,brigalS,-0.15320687966295177,1093
SOLUSDT,1D,72,oilsr,0.12095279683390844,1093
SOLUSDT,1D,72,cross_institutional_lead,-0.03928108629134659,1093
SOLUSDT,1D,72,cross_leverage_heat,-0.02398697370185951,1053
SOLUSDT,1D,72,cross_risk_off,0.008611674562765834,1093
SOLUSDT,1D,72,cross_real_money,0.0239890913427081,1053
SOLUSDT,1D,168,z_lsr,-0.13524857658176884,1089
SOLUSDT,1D,168,z_fund,0.032951114869056275,960
SOLUSDT,1D,168,z_oi,0.05624955002354265,1089
SOLUSDT,1D,168,z_oi_silent,0.019618351674305774,1089
SOLUSDT,1D,168,z_dom_stables,0.05406659664390381,1088
SOLUSDT,1D,168,z_top_lsr_count,-0.10678452418327726,1089
SOLUSDT,1D,168,z_top_lsr_sum,0.02238154640790634,1089
SOLUSDT,1D,168,z_taker_ratio,0.02026646752357266,1089
SOLUSDT,1D,168,brigalS,-0.13496341713996202,1089
SOLUSDT,1D,168,oilsr,0.13170919398968617,1089
SOLUSDT,1D,168,cross_institutional_lead,-0.05614205383601866,1089
SOLUSDT,1D,168,cross_leverage_heat,-0.03408202123771527,1049
SOLUSDT,1D,168,cross_risk_off,0.021916904286742277,1089
SOLUSDT,1D,168,cross_real_money,0.03408523619577656,1049
