label_cell,X,Y,Z,side,n_events,indicator,mean,median,std
loose,0.02,12,0.005,bull,3394,z_lsr,-0.0669079542278788,-0.1258569532682876,1.4267793004007552
loose,0.02,12,0.005,bull,3394,z_fund,-0.0387049708564463,-0.22360679774991798,0.639188432393516
loose,0.02,12,0.005,bull,3394,z_oi,0.015722005369034144,-0.009364027968722518,1.395183823028723
loose,0.02,12,0.005,bull,3394,z_oi_silent,0.05229114202128858,-0.40824397541179835,1.1747348733356975
loose,0.02,12,0.005,bull,3394,z_dom_stables,0.003974624184231967,-0.22360679369637193,0.6213910377966555
loose,0.02,12,0.005,bull,3394,z_top_lsr_count,-0.01693098052068543,-0.03889233737621746,1.4179000033523668
loose,0.02,12,0.005,bull,3394,z_top_lsr_sum,-0.02504565041496545,-0.07309201633397028,1.4052267069118498
loose,0.02,12,0.005,bull,3394,z_taker_ratio,0.009138082121399034,-0.17084428980127522,1.0189008601172556
loose,0.02,12,0.005,bull,3394,brigalS,-0.14849467753712367,-0.23971968661541115,2.8549917308653043
loose,0.02,12,0.005,bull,3394,oilsr,0.08092646111095309,0.0872601201700759,2.083235409285342
loose,0.02,12,0.005,bull,3394,cross_institutional_lead,0.38817643860158496,-0.06181205894246522,3.0075762771503634
loose,0.02,12,0.005,bull,3394,cross_leverage_heat,3790.47446233953,1.415155336926333,40632.448040690346
loose,0.02,12,0.005,bull,3394,cross_risk_off,-0.021648746421760717,0.05711804271081211,0.5785077219423336
loose,0.02,12,0.005,bull,3394,cross_real_money,-7581.4589473598935,-3.0654169474253568,81264.5675150206
loose,0.02,12,0.005,bear,3553,z_lsr,0.10838836155018923,0.187494032619727,1.4349633816978578
loose,0.02,12,0.005,bear,3553,z_fund,0.04258046461296133,0.22360679774993775,0.6379165846863913
loose,0.02,12,0.005,bear,3553,z_oi,0.07878036405069036,0.12703721605929733,1.4016220629715184
loose,0.02,12,0.005,bear,3553,z_oi_silent,0.05816950982861324,-0.40824397549744795,1.1573950957788182
loose,0.02,12,0.005,bear,3553,z_dom_stables,-0.03973451826998362,-0.22360679769545377,0.6203969839278728
loose,0.02,12,0.005,bear,3553,z_top_lsr_count,0.07838998206341308,0.11989042544684635,1.4410909494658182
loose,0.02,12,0.005,bear,3553,z_top_lsr_sum,-0.08748068006392071,-0.1575458713836034,1.3732622043084877
loose,0.02,12,0.005,bear,3553,z_taker_ratio,0.018411294466719817,-0.15946061187867866,1.001907861202313
loose,0.02,12,0.005,bear,3553,brigalS,0.20240892050484785,0.38646378277245996,2.8687724251991304
loose,0.02,12,0.005,bear,3553,oilsr,-0.02871397395399196,-0.04590422559428875,2.048438671052247
loose,0.02,12,0.005,bear,3553,cross_institutional_lead,0.3027323454023283,-0.1060611104117144,3.005716200328822
loose,0.02,12,0.005,bear,3553,cross_leverage_heat,4680.47278503741,1.2431680191006174,43761.79285858037
loose,0.02,12,0.005,bear,3553,cross_risk_off,-0.004127061426073445,0.07791035553589287,0.5524300550616551
loose,0.02,12,0.005,bear,3553,cross_real_money,-9361.429064897326,-2.839693715258308,87523.23399392497
medium,0.03,24,0.01,bull,4441,z_lsr,-0.04791497934554471,-0.09967707305261292,1.4320209959918944
medium,0.03,24,0.01,bull,4441,z_fund,0.02204047458184564,0.2236067977498649,0.6595311325880027
medium,0.03,24,0.01,bull,4441,z_oi,0.013068423655237887,-0.010038652561161055,1.4035236817745669
medium,0.03,24,0.01,bull,4441,z_oi_silent,0.053739625137761496,-0.40824397590089667,1.1862655102246433
medium,0.03,24,0.01,bull,4441,z_dom_stables,0.010733750496463518,0.22360679734887978,0.6359279679519781
medium,0.03,24,0.01,bull,4441,z_top_lsr_count,-0.019511018678204806,-0.023967337550697295,1.4274867910118032
medium,0.03,24,0.01,bull,4441,z_top_lsr_sum,-0.020540121420912386,-0.054820503830411205,1.4033288877753465
medium,0.03,24,0.01,bull,4441,z_taker_ratio,0.014163323679249036,-0.157969209677411,1.0162356566855073
medium,0.03,24,0.01,bull,4441,brigalS,-0.1109550361966495,-0.1885827544313779,2.8655888789220203
medium,0.03,24,0.01,bull,4441,oilsr,0.060278394902392396,0.07000625200679766,2.0955424678141243
medium,0.03,24,0.01,bull,4441,cross_institutional_lead,0.354207675530099,-0.11747072317673135,2.9994885190070666
medium,0.03,24,0.01,bull,4441,cross_leverage_heat,4423.28966362293,1.0857654390759006,44207.3417833411
medium,0.03,24,0.01,bull,4441,cross_risk_off,-0.02348385139196687,0.05711804271081211,0.5753595694214482
medium,0.03,24,0.01,bull,4441,cross_real_money,-8847.041178800506,-2.304190484355893,88414.33726724765
medium,0.03,24,0.01,bear,4679,z_lsr,0.07736932525627424,0.13154099049637238,1.4271122771558087
medium,0.03,24,0.01,bear,4679,z_fund,0.02791299788128703,0.22360679774990885,0.6419645526427409
medium,0.03,24,0.01,bear,4679,z_oi,0.07254142036756903,0.1504517287089842,1.4127356195114378
medium,0.03,24,0.01,bear,4679,z_oi_silent,0.06892471301387518,-0.4082439759396271,1.1835016140754717
medium,0.03,24,0.01,bear,4679,z_dom_stables,-0.027250400147503233,-0.22360679769449848,0.6273694133529019
medium,0.03,24,0.01,bear,4679,z_top_lsr_count,0.037236403518612196,0.03645796913964362,1.4289186477517266
medium,0.03,24,0.01,bear,4679,z_top_lsr_sum,-0.06740820244377463,-0.101646513129535,1.382797855781487
medium,0.03,24,0.01,bear,4679,z_taker_ratio,0.016875742374867584,-0.16245770078079755,1.0191517885382286
medium,0.03,24,0.01,bear,4679,brigalS,0.14067098231554453,0.27380473903368585,2.853665301087623
medium,0.03,24,0.01,bear,4679,oilsr,-0.003622695191984019,-0.022008380009036488,2.061670816703198
medium,0.03,24,0.01,bear,4679,cross_institutional_lead,0.3781459175496798,-0.09564682555846726,3.0210867415891904
medium,0.03,24,0.01,bear,4679,cross_leverage_heat,5296.182284290906,1.9915777144477902,47032.3472378726
medium,0.03,24,0.01,bear,4679,cross_risk_off,0.017283463467090913,0.07933232020676817,0.5589752642646227
medium,0.03,24,0.01,bear,4679,cross_real_money,-10592.917134898715,-3.6167055412552673,94064.3132094128
tight,0.05,48,0.015,bull,4541,z_lsr,-0.05137435466190723,-0.09730877176714385,1.4447421500764837
tight,0.05,48,0.015,bull,4541,z_fund,0.024388538560556942,0.22360679774979092,0.6553271428275307
tight,0.05,48,0.015,bull,4541,z_oi,0.013043073735577258,0.007294219645896368,1.406060122403784
tight,0.05,48,0.015,bull,4541,z_oi_silent,0.05727726822554894,-0.4082439755388914,1.1808853091715725
tight,0.05,48,0.015,bull,4541,z_dom_stables,-0.004919301208557698,-1.1264989774328882e-08,0.6336202635914253
tight,0.05,48,0.015,bull,4541,z_top_lsr_count,-0.03190040824921186,-0.04024173747043995,1.4366935696600718
tight,0.05,48,0.015,bull,4541,z_top_lsr_sum,-0.02346863914207308,-0.05746298353620414,1.4111349825293558
tight,0.05,48,0.015,bull,4541,z_taker_ratio,0.014833653660189787,-0.17185445775436545,1.0250414547451456
tight,0.05,48,0.015,bull,4541,brigalS,-0.11789060384623588,-0.1708229117937844,2.8910323271722134
tight,0.05,48,0.015,bull,4541,oilsr,0.06437197350077506,0.07321931027393691,2.102309174279036
tight,0.05,48,0.015,bull,4541,cross_institutional_lead,0.36021722779694976,-0.11559279517894927,3.0116753221551686
tight,0.05,48,0.015,bull,4541,cross_leverage_heat,3516.7041189069846,0.7111153817341638,38960.999896897476
tight,0.05,48,0.015,bull,4541,cross_risk_off,-0.03498126581484375,0.032818065046369416,0.5917837256160118
tight,0.05,48,0.015,bull,4541,cross_real_money,-7033.860436749555,-1.1544529185165067,77921.68869623111
tight,0.05,48,0.015,bear,4398,z_lsr,0.07897453529277423,0.16566443594677163,1.4312774390804286
tight,0.05,48,0.015,bear,4398,z_fund,0.0022698218789721173,0.22360679773277553,0.6543333178257097
tight,0.05,48,0.015,bear,4398,z_oi,0.09068632263653263,0.1780213455320307,1.412934654457979
tight,0.05,48,0.015,bear,4398,z_oi_silent,0.07284818472530254,-0.40824398556625463,1.1936473481782695
tight,0.05,48,0.015,bear,4398,z_dom_stables,-0.06599762669313435,-0.22360679772757436,0.628346640458812
tight,0.05,48,0.015,bear,4398,z_top_lsr_count,0.04569383245884932,0.059009227511106564,1.4330503129514096
tight,0.05,48,0.015,bear,4398,z_top_lsr_sum,-0.084362258586689,-0.15385395750231068,1.3821259528909107
tight,0.05,48,0.015,bear,4398,z_taker_ratio,0.02027087507009708,-0.1780897407811354,1.029035333248664
tight,0.05,48,0.015,bear,4398,brigalS,0.14370233187412731,0.34163245696766603,2.861629765496
tight,0.05,48,0.015,bear,4398,oilsr,0.01227174880664436,-0.017334730185252223,2.0714980608682323
tight,0.05,48,0.015,bear,4398,cross_institutional_lead,0.5227087884462637,-0.025364698503774097,3.1302599482433906
tight,0.05,48,0.015,bear,4398,cross_leverage_heat,6219.640505678047,2.6472631958620827,50937.01851889889
tight,0.05,48,0.015,bear,4398,cross_risk_off,0.0025461973583789936,0.06512154903778677,0.5671927692156948
tight,0.05,48,0.015,bear,4398,cross_real_money,-12439.905368983407,-5.490052087218745,101873.61372316557
