at,sleeve_id,ws_s,slug,direction,outcome,won,fill_vwap,pnl_usd,placed
2026-06-01 17:46:10.321255+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780328400,btc-updown-5m-1780328400,DOWN,Down,true,0.59,3.3310762711864412,5.0
2026-06-01 17:51:05.13708+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780328700,btc-updown-5m-1780328700,DOWN,Down,true,0.76,1.4949473684210524,5.0
2026-06-01 17:51:05.192945+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780328700,btc-updown-5m-1780328700,DOWN,Down,true,0.9900000000000001,0.047005050505050015,5.0
2026-06-01 17:51:05.273509+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780328700,btc-updown-5m-1780328700,DOWN,Down,true,0.98,0.09504081632653069,5.0
2026-06-01 17:51:05.391084+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780328700,btc-updown-5m-1780328700,DOWN,Down,true,0.84,0.8963809523809526,5.0
2026-06-01 17:51:05.456389+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780328700,btc-updown-5m-1780328700,DOWN,Down,true,0.88,0.6398181818181817,5.0
2026-06-01 17:56:05.722021+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329000,btc-updown-5m-1780329000,DOWN,Down,true,0.97,0.1441391752577321,5.0
2026-06-01 17:56:05.792591+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329000,btc-updown-5m-1780329000,DOWN,Down,true,0.6704791954249655,2.342020659575209,5.0
2026-06-01 17:56:05.828202+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329000,btc-updown-5m-1780329000,DOWN,Down,true,0.9400000000000001,0.2981489361702125,5.0
2026-06-01 17:56:05.888433+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329000,btc-updown-5m-1780329000,DOWN,Down,true,0.83,0.9645963855421689,5.0
2026-06-01 17:56:05.931133+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329000,btc-updown-5m-1780329000,DOWN,Down,true,0.55,3.93340909090909,5.0
2026-06-01 17:56:05.961669+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329000,btc-updown-5m-1780329000,DOWN,Down,true,0.6,3.193333333333334,5.0
2026-06-01 18:01:06.184444+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780329300,btc-updown-5m-1780329300,DOWN,Up,false,0.7,-5.0,5.0
2026-06-01 18:21:04.46734+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780330500,btc-updown-5m-1780330500,DOWN,Up,false,0.72,-5.0,5.0
2026-06-01 18:26:05.718026+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780330800,btc-updown-5m-1780330800,DOWN,Up,false,0.51,-5.0,5.0
2026-06-01 18:36:03.456304+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780331400,btc-updown-5m-1780331400,DOWN,Up,false,0.63,-5.0,5.0
2026-06-01 18:36:03.553547+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780331400,btc-updown-5m-1780331400,DOWN,Up,false,0.57,-5.0,5.0
2026-06-01 18:51:03.727192+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332300,btc-updown-5m-1780332300,UP,Up,true,0.69,2.1378768115942033,5.0
2026-06-01 18:51:03.785768+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332300,btc-updown-5m-1780332300,UP,Up,true,0.67,2.3471865671641785,5.0
2026-06-01 18:51:03.815059+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332300,btc-updown-5m-1780332300,UP,Up,true,0.9199999999999999,0.4067826086956525,5.0
2026-06-01 18:51:03.968544+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332300,btc-updown-5m-1780332300,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-06-01 18:51:04.002476+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332300,btc-updown-5m-1780332300,UP,Up,true,0.9599999999999999,0.19433333333333405,5.0
2026-06-01 19:01:03.038897+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332900,btc-updown-5m-1780332900,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-06-01 19:01:03.214968+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332900,btc-updown-5m-1780332900,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-06-01 19:01:03.641728+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780332900,btc-updown-5m-1780332900,UP,Up,true,0.98,0.09504081632653069,5.0
2026-06-01 19:06:02.529225+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333200,btc-updown-5m-1780333200,UP,Up,true,0.63,2.8070079365079366,5.0
2026-06-01 19:06:02.84717+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333200,btc-updown-5m-1780333200,UP,Up,true,0.55,3.93340909090909,5.0
2026-06-01 19:11:05.0627+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333500,btc-updown-5m-1780333500,UP,Down,false,0.52,-5.0,5.0
2026-06-01 19:11:05.115004+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333500,btc-updown-5m-1780333500,UP,Down,false,0.51,-5.0,5.0
2026-06-01 19:11:05.411668+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333500,btc-updown-5m-1780333500,UP,Down,false,0.59,-5.0,5.0
2026-06-01 19:16:05.161007+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.72,1.8464444444444446,5.0
2026-06-01 19:16:05.295029+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.93,0.3518440860215051,5.0
2026-06-01 19:16:05.296258+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.9,0.5205555555555553,5.0
2026-06-01 19:16:05.356359+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.85,0.8298529411764708,5.0
2026-06-01 19:16:05.431048+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.97,0.1441391752577321,5.0
2026-06-01 19:16:05.616203+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-06-01 19:16:05.645246+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.64,2.6865,5.0
2026-06-01 19:16:05.694209+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780333800,btc-updown-5m-1780333800,UP,Up,true,0.64,2.6865,5.0
2026-06-01 19:21:06.187583+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334100,btc-updown-5m-1780334100,UP,Down,false,0.79,-5.0,5.0
2026-06-01 19:21:06.318231+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334100,btc-updown-5m-1780334100,UP,Down,false,0.54,-5.000000000000001,5.0
2026-06-01 19:26:03.683644+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.53,4.269462264150942,5.0
2026-06-01 19:26:03.808647+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.62,2.931516129032258,5.0
2026-06-01 19:26:03.847951+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.62,2.931516129032258,5.0
2026-06-01 19:26:03.862992+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.82,1.0345609756097565,5.0
2026-06-01 19:26:03.966516+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.72,1.8464444444444446,5.0
2026-06-01 19:26:03.97999+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.9400000000000001,0.2981489361702125,5.0
2026-06-01 19:26:04.01223+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.52,4.447384615384615,5.0
2026-06-01 19:26:04.062462+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334400,btc-updown-5m-1780334400,UP,Up,true,0.65,2.569807692307692,5.0
2026-06-01 19:31:04.792361+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334700,btc-updown-5m-1780334700,UP,Up,true,0.59,3.3310762711864412,5.0
2026-06-01 19:31:04.827638+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334700,btc-updown-5m-1780334700,UP,Up,true,0.5517676270050842,3.904904383737493,5.0
2026-06-01 19:31:04.960742+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334700,btc-updown-5m-1780334700,UP,Up,true,0.67,2.3471865671641785,5.0
2026-06-01 19:31:04.964085+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334700,btc-updown-5m-1780334700,UP,Up,true,0.76,1.4949473684210524,5.0
2026-06-01 19:31:04.96951+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780334700,btc-updown-5m-1780334700,UP,Up,true,0.68,2.2409411764705878,5.0
2026-06-01 20:21:04.54036+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780337700,btc-updown-5m-1780337700,DOWN,Down,true,0.7128712871287128,1.9133938393839387,5.0
2026-06-01 20:21:04.752523+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780337700,btc-updown-5m-1780337700,DOWN,Down,true,0.9599999999999999,0.19433333333333405,5.0
2026-06-01 20:21:04.782844+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780337700,btc-updown-5m-1780337700,DOWN,Down,true,0.91,0.4630054945054944,5.0
2026-06-01 20:21:04.782874+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780337700,btc-updown-5m-1780337700,DOWN,Down,true,0.98,0.09504081632653069,5.0
2026-06-01 20:21:04.823234+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780337700,btc-updown-5m-1780337700,DOWN,Down,true,0.62,2.931516129032258,5.0
2026-06-01 20:26:01.177492+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780338000,btc-updown-5m-1780338000,DOWN,Up,false,0.53,-5.0,5.0
2026-06-01 20:36:04.037565+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780338600,btc-updown-5m-1780338600,DOWN,Up,false,0.68,-5.0,5.0
2026-06-01 21:36:02.345823+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780342200,btc-updown-5m-1780342200,UP,Up,true,0.8700000000000001,0.7016264367816085,5.0
2026-06-01 21:36:02.386255+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780342200,btc-updown-5m-1780342200,UP,Up,true,0.85,0.8298529411764708,5.0
2026-06-01 21:36:02.439716+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780342200,btc-updown-5m-1780342200,UP,Up,true,0.57,3.621429824561404,5.0
2026-06-01 21:36:02.512235+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780342200,btc-updown-5m-1780342200,UP,Up,true,0.9900000000000001,0.047005050505050015,5.0
2026-06-01 21:56:04.369758+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.72,1.8464444444444446,5.0
2026-06-01 21:56:04.581133+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.53,4.269462264150942,5.0
2026-06-01 21:56:04.730887+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.9199999999999999,0.4067826086956525,5.0
2026-06-01 21:56:04.879691+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.8,1.1799999999999997,5.0
2026-06-01 21:56:05.181133+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.8700000000000001,0.7016264367816085,5.0
2026-06-01 21:56:05.244301+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.77,1.4130064935064934,5.0
2026-06-01 21:56:05.274384+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343400,btc-updown-5m-1780343400,UP,Up,true,0.8700000000000001,0.7016264367816085,5.0
2026-06-01 22:01:04.075001+02,poly_sniper_v5_btc_5m_parent15m_notrang_ts_mpskew_v7,1780343700,btc-updown-5m-1780343700,UP,Up,true,0.64,2.6865,5.0
