sleeve_id,asset,base_n,base_wr,base_pt,base_sum,best_session_in,best_session_in_n,best_session_in_wr,best_session_in_pt,best_session_in_sum,best_session_exc,best_session_exc_n,best_session_exc_wr,best_session_exc_pt,best_session_exc_sum
s15_5m|150-240|g_tr_above_ema800,BTC,9349,76.44667878917531,1.5922896597229572,14886.316028749927,hk,2718,76.78440029433406,2.6901521169373934,7311.833453835836,weekend,5688.0,79.11392405063292,2.0687396312723214,11766.991022676964
s15_5m|60-150|g_tr_above_ema50&g_ribbon_agrees,BTC,7680,72.21354166666667,1.3420389389750118,10306.85905132809,frankfurt,2949,72.6687012546626,1.668343892062737,4919.946137693011,ny,5015.0,72.94117647058823,1.6286626528636372,8167.743204111141
s15_5m|60-150|g_tr_above_cloud&g_ribbon_agrees&g_bb_pos_with&g_cci_with,ETH,7252,74.24158852730281,0.9247608510151747,6706.365691562047,weekend,2704,73.77958579881657,1.0852068326445663,2934.399275470907,london,4445.0,74.78065241844769,1.1134237831215985,4949.168715975506
s6_5m|60-150|g_cci_with&g_tr_above_ema50&g_rf_with,BTC,6888,71.06562137049941,2.861663192491432,19711.136069880984,frankfurt,2753,72.72066836178715,4.637856772653117,12768.01969511403,ny,4077.0,70.542065244052,4.006521226874829,16334.587041968678
s15_5m|60-150|g_tr_above_cloud&g_ribbon_agrees&g_tr_above_ema200&g_cci_with,SOL,6165,74.48499594484997,0.737246201618233,4545.122832976406,weekend,2409,74.63677874636778,1.27426315217525,3069.6999335901774,,,,,
s15_5m|150-240|g_tr_above_ema800&g_tr_above_cloud&g_within_dev&g_tr_above_ema200,SOL,5443,84.82454528752527,1.0722833002400018,5836.43800320633,london,2123,85.72774375883185,1.3847307707296144,2939.7834262589713,ny,3685.0,85.23744911804614,1.2578353243178262,4635.123170111189
s6_5m|60-150|g_tr_above_cloud&g_bb_pos_with&g_tight_ribbon&g_tr_above_ema50&g_ribbon_agrees,ETH,4668,70.0942587832048,2.143275085394719,10004.808098622547,frankfurt,1953,71.42857142857143,3.1929953286205754,6235.919876795984,weekend,2775.0,69.54954954954955,2.5963008136027472,7204.734757747624
