sleeve_a,sleeve_b,n_a,n_b,jaccard_fire,jaccard_slug,inter_fires,union_fires,inter_slugs,union_slugs,cov_smaller
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_15M_V7_S3_XADX_ETHVOLLOW,212,52,0.0,0.0,0,264,0,252,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_15M_V7_S5_BTC_SLOPE_STR,212,104,0.0,0.0,0,316,0,294,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_15M_V7_S5_BTC_SLOPE_STR_V2,212,104,0.0,0.0,0,316,0,294,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_5M_V7_S1_BTC_TREND_CCI_HURST_REV,212,661,0.0,0.0,0,873,0,760,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_5M_V7_S2_BTC_F7_OVERBOUGHT_EMA800_VWAP,212,1068,0.0,0.0,0,1280,0,659,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_5M_V7_S3_BTC_F7_AGAINST_CCI_HURST_REV,212,882,0.0,0.0,0,1094,0,914,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_5M_V7_S4_CCI_F7_OVERSOLD_MFI_STOCH,212,673,0.0,0.0,0,885,0,748,0.0
BTC_15M_REGIME_TRSTACK_OFF480_UP_V5,SOL_5M_V7_S5_CCI_F7_OVERSOLD_MFI_STOCH_LIGHT,212,725,0.0,0.0,0,937,0,779,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,198,198,1.0,1.0,198,198,198,198,1.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,198,144,0.0,0.0,0,342,0,342,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_TS_MPSKEW_S6_0_60_V5,198,144,0.0,0.0,0,342,0,342,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,198,467,0.0,0.0,0,665,0,665,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_V5,198,107,0.0,0.0,0,305,0,305,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_CLOUD_MP_SMS_ACTIVE_OFF120_V5,198,124,0.0,0.0,0,322,0,322,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_TR200_MP_MPNX_SMS_OFF120_V5,198,16,0.0,0.0,0,214,0,214,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_TR200_MP_SMS_ACTIVE_OFF120_V5,198,120,0.0,0.0,0,318,0,318,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_RFAGED_TRSTACK_LATE_V5,198,297,0.0,0.0,0,495,0,481,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_TRSTACK_VOL_RIBBON_EMA_MID_V5,198,103,0.0,0.0,0,301,0,287,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_DEPTH_UP_HOD_SESSION_V5,198,90,0.0,0.0,0,288,0,272,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_RF_TR_PARTIAL_MID_V5,198,207,0.0,0.0,0,405,0,394,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_RF_TR_PP_MID_V5,198,126,0.0,0.0,0,324,0,319,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_15M_EMA200_MPSKEW_RF_OFF600_DOWN_V6,198,526,0.17532467532467533,0.17532467532467533,108,616,108,616,0.5454545454545454
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_15M_EMA800_RIBSLP_HAWKES_OFF840_V6,198,353,0.0,0.03571428571428571,0,551,19,532,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_15M_VWAPPREM_EMA50_MPSKEW_OFF600_V6,198,359,0.0509433962264151,0.0509433962264151,27,530,27,530,0.13636363636363635
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_PW_TRENDSLOPE_TRSTACK_VWAP_VOL_OFFEARLY_V6,198,63,0.0,0.0,0,261,0,261,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_BAND_V6,198,90,0.0,0.0,0,288,0,288,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_BB_MP_HURST_BAND_V6,198,162,0.0,0.0,0,360,0,360,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_CLOUD_RIBBON_MP_HURST_V6,198,481,0.0,0.0,0,679,0,679,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_V5_REPL_OFF120_V6,198,120,0.0,0.0,0,318,0,318,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_HOD_EU_OFF60_240_RF_TR_VWAP80_V6,198,336,0.0,0.0,0,534,0,459,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_HOD_EU_TIGHTRIB_RF_TR_VWAP80_V6,198,749,0.0,0.0,0,947,0,605,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_CCI_F7_MFI_PARTIAL_VWAP_V6,198,183,0.0,0.0,0,381,0,356,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_F7_MFI_EMA200_VWAP_V6,198,144,0.0,0.0,0,342,0,323,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_F7_MP_EMA200_VWAP_V6,198,189,0.0,0.0,0,387,0,365,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_15M_V7_BASELINE,198,526,0.17532467532467533,0.17532467532467533,108,616,108,616,0.5454545454545454
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_V7_T1_PARENT15M_REGIME,198,526,0.0,0.0,0,724,0,430,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_V7_T2_PARENT15M_SLOPE,198,413,0.0,0.0,0,611,0,444,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_V7_T3_OFI_TS,198,689,0.0,0.0,0,887,0,639,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_V7_T4_HURST_TS_HAWKES,198,918,0.0,0.0,0,1116,0,703,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,BTC_5M_V7_T5_PARENT15M_NOTRANGING_MPSKEW,198,219,0.0,0.0,0,417,0,295,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_V7_PG_RV_ABOVE_MED,198,56,0.0,0.0,0,254,0,254,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_V7_PG_VOL_EXTREME_CORE,198,37,0.0,0.0,0,235,0,235,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_V7_PG_VOL_EXTREME_TS,198,35,0.0,0.0,0,233,0,233,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_V7_PI_S1_BTC_15M_TREND,198,64,0.0,0.0,0,262,0,262,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_15M_V7_PI_S1_TS_AND_BTC_15M,198,57,0.0,0.0,0,255,0,255,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_V7_C1_CLOUD_VWAP_HURST_MP,198,163,0.0,0.0,0,361,0,361,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_V7_C2_EMA50_HURST_PARENT_RANGING,198,748,0.0,0.0,0,946,0,946,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_V7_C3_V6C3_PARENT_RANGING,198,437,0.0,0.0,0,635,0,635,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_V7_C4_XA_3SOURCE_PARENT_RANGING,198,105,0.0,0.0,0,303,0,303,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,ETH_5M_V7_C5_CLOUD_HURST_VWAP_PARENT,198,265,0.0,0.0,0,463,0,463,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_V7_S1_BTC_ADX_VOLLOW,198,40,0.0,0.0,0,238,0,227,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_V7_S1_BTC_ADX_VOLLOW_V2,198,42,0.0,0.0,0,240,0,229,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_V7_S3_XADX_ETHVOLLOW,198,52,0.0,0.0,0,250,0,238,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_V7_S5_BTC_SLOPE_STR,198,104,0.0,0.0,0,302,0,280,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_15M_V7_S5_BTC_SLOPE_STR_V2,198,104,0.0,0.0,0,302,0,280,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_V7_S1_BTC_TREND_CCI_HURST_REV,198,661,0.0,0.0,0,859,0,746,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_V7_S2_BTC_F7_OVERBOUGHT_EMA800_VWAP,198,1068,0.0,0.0,0,1266,0,645,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_V7_S3_BTC_F7_AGAINST_CCI_HURST_REV,198,882,0.0,0.0,0,1080,0,900,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_V7_S4_CCI_F7_OVERSOLD_MFI_STOCH,198,673,0.0,0.0,0,871,0,734,0.0
BTC_15M_TS_TRSTACK_OFF600_DOWN_V5,SOL_5M_V7_S5_CCI_F7_OVERSOLD_MFI_STOCH_LIGHT,198,725,0.0,0.0,0,923,0,765,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,144,144,1.0,1.0,144,144,144,144,1.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_TS_MPSKEW_S6_0_60_V5,144,144,1.0,1.0,144,144,144,144,1.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,144,467,0.0,0.0,0,611,0,611,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_V5,144,107,0.0,0.0,0,251,0,251,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_CLOUD_MP_SMS_ACTIVE_OFF120_V5,144,124,0.0,0.0,0,268,0,268,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_TR200_MP_MPNX_SMS_OFF120_V5,144,16,0.0,0.0,0,160,0,160,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_TR200_MP_SMS_ACTIVE_OFF120_V5,144,120,0.0,0.0,0,264,0,264,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_RFAGED_TRSTACK_LATE_V5,144,297,0.0,0.0,0,441,0,427,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_TRSTACK_VOL_RIBBON_EMA_MID_V5,144,103,0.0,0.0,0,247,0,233,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_DEPTH_UP_HOD_SESSION_V5,144,90,0.0,0.0,0,234,0,218,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_RF_TR_PARTIAL_MID_V5,144,207,0.0,0.0,0,351,0,340,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_RF_TR_PP_MID_V5,144,126,0.0,0.0,0,270,0,265,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_15M_EMA200_MPSKEW_RF_OFF600_DOWN_V6,144,526,0.0,0.0,0,670,0,670,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_15M_EMA800_RIBSLP_HAWKES_OFF840_V6,144,353,0.0,0.0,0,497,0,497,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_15M_VWAPPREM_EMA50_MPSKEW_OFF600_V6,144,359,0.0,0.0,0,503,0,503,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_PW_TRENDSLOPE_TRSTACK_VWAP_VOL_OFFEARLY_V6,144,63,0.0,0.0,0,207,0,207,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_BAND_V6,144,90,0.0,0.0,0,234,0,234,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_BB_MP_HURST_BAND_V6,144,162,0.0,0.0,0,306,0,306,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_CLOUD_RIBBON_MP_HURST_V6,144,481,0.0,0.0,0,625,0,625,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_V5_REPL_OFF120_V6,144,120,0.0,0.0,0,264,0,264,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_HOD_EU_OFF60_240_RF_TR_VWAP80_V6,144,336,0.0,0.0,0,480,0,405,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_HOD_EU_TIGHTRIB_RF_TR_VWAP80_V6,144,749,0.0,0.0,0,893,0,551,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_CCI_F7_MFI_PARTIAL_VWAP_V6,144,183,0.0,0.0,0,327,0,302,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_F7_MFI_EMA200_VWAP_V6,144,144,0.0,0.0,0,288,0,269,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_F7_MP_EMA200_VWAP_V6,144,189,0.0,0.0,0,333,0,311,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_15M_V7_BASELINE,144,526,0.0,0.0,0,670,0,670,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_V7_T1_PARENT15M_REGIME,144,526,0.010558069381598794,0.018970189701897018,7,663,7,369,0.04861111111111111
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_V7_T2_PARENT15M_SLOPE,144,413,0.041121495327102804,0.19631901840490798,22,535,64,326,0.1527777777777778
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_V7_T3_OFI_TS,144,689,0.0,0.14705882352941177,0,833,75,510,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_V7_T4_HURST_TS_HAWKES,144,918,0.03206997084548105,0.09628378378378379,33,1029,57,592,0.22916666666666666
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,BTC_5M_V7_T5_PARENT15M_NOTRANGING_MPSKEW,144,219,0.03125,0.04782608695652174,11,352,11,230,0.0763888888888889
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_V7_PG_RV_ABOVE_MED,144,56,0.0,0.0,0,200,0,200,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_V7_PG_VOL_EXTREME_CORE,144,37,0.0,0.0,0,181,0,181,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_V7_PG_VOL_EXTREME_TS,144,35,0.0,0.0,0,179,0,179,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_V7_PI_S1_BTC_15M_TREND,144,64,0.0,0.0,0,208,0,208,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_15M_V7_PI_S1_TS_AND_BTC_15M,144,57,0.0,0.0,0,201,0,201,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_V7_C1_CLOUD_VWAP_HURST_MP,144,163,0.0,0.0,0,307,0,307,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_V7_C2_EMA50_HURST_PARENT_RANGING,144,748,0.0,0.0,0,892,0,892,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_V7_C3_V6C3_PARENT_RANGING,144,437,0.0,0.0,0,581,0,581,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_V7_C4_XA_3SOURCE_PARENT_RANGING,144,105,0.0,0.0,0,249,0,249,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,ETH_5M_V7_C5_CLOUD_HURST_VWAP_PARENT,144,265,0.0,0.0,0,409,0,409,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_V7_S1_BTC_ADX_VOLLOW,144,40,0.0,0.0,0,184,0,173,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_V7_S1_BTC_ADX_VOLLOW_V2,144,42,0.0,0.0,0,186,0,175,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_V7_S3_XADX_ETHVOLLOW,144,52,0.0,0.0,0,196,0,184,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_V7_S5_BTC_SLOPE_STR,144,104,0.0,0.0,0,248,0,226,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_15M_V7_S5_BTC_SLOPE_STR_V2,144,104,0.0,0.0,0,248,0,226,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_V7_S1_BTC_TREND_CCI_HURST_REV,144,661,0.0,0.0,0,805,0,692,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_V7_S2_BTC_F7_OVERBOUGHT_EMA800_VWAP,144,1068,0.0,0.0,0,1212,0,591,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_V7_S3_BTC_F7_AGAINST_CCI_HURST_REV,144,882,0.0,0.0,0,1026,0,846,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_V7_S4_CCI_F7_OVERSOLD_MFI_STOCH,144,673,0.0,0.0,0,817,0,680,0.0
BTC_5M_TS_MPSKEW_ANY_OFFSET30_V5,SOL_5M_V7_S5_CCI_F7_OVERSOLD_MFI_STOCH_LIGHT,144,725,0.0,0.0,0,869,0,711,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_5M_TS_MPSKEW_S6_0_60_V5,144,144,1.0,1.0,144,144,144,144,1.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,144,467,0.0,0.0,0,611,0,611,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_V5,144,107,0.0,0.0,0,251,0,251,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_CLOUD_MP_SMS_ACTIVE_OFF120_V5,144,124,0.0,0.0,0,268,0,268,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_TR200_MP_MPNX_SMS_OFF120_V5,144,16,0.0,0.0,0,160,0,160,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_TR200_MP_SMS_ACTIVE_OFF120_V5,144,120,0.0,0.0,0,264,0,264,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_RFAGED_TRSTACK_LATE_V5,144,297,0.0,0.0,0,441,0,427,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_TRSTACK_VOL_RIBBON_EMA_MID_V5,144,103,0.0,0.0,0,247,0,233,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_DEPTH_UP_HOD_SESSION_V5,144,90,0.0,0.0,0,234,0,218,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_RF_TR_PARTIAL_MID_V5,144,207,0.0,0.0,0,351,0,340,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_RF_TR_PP_MID_V5,144,126,0.0,0.0,0,270,0,265,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_15M_EMA200_MPSKEW_RF_OFF600_DOWN_V6,144,526,0.0,0.0,0,670,0,670,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_15M_EMA800_RIBSLP_HAWKES_OFF840_V6,144,353,0.0,0.0,0,497,0,497,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_15M_VWAPPREM_EMA50_MPSKEW_OFF600_V6,144,359,0.0,0.0,0,503,0,503,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_PW_TRENDSLOPE_TRSTACK_VWAP_VOL_OFFEARLY_V6,144,63,0.0,0.0,0,207,0,207,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_BAND_V6,144,90,0.0,0.0,0,234,0,234,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_BB_MP_HURST_BAND_V6,144,162,0.0,0.0,0,306,0,306,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_CLOUD_RIBBON_MP_HURST_V6,144,481,0.0,0.0,0,625,0,625,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_V5_REPL_OFF120_V6,144,120,0.0,0.0,0,264,0,264,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_HOD_EU_OFF60_240_RF_TR_VWAP80_V6,144,336,0.0,0.0,0,480,0,405,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_HOD_EU_TIGHTRIB_RF_TR_VWAP80_V6,144,749,0.0,0.0,0,893,0,551,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_CCI_F7_MFI_PARTIAL_VWAP_V6,144,183,0.0,0.0,0,327,0,302,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_F7_MFI_EMA200_VWAP_V6,144,144,0.0,0.0,0,288,0,269,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_F7_MP_EMA200_VWAP_V6,144,189,0.0,0.0,0,333,0,311,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_15M_V7_BASELINE,144,526,0.0,0.0,0,670,0,670,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_5M_V7_T1_PARENT15M_REGIME,144,526,0.010558069381598794,0.018970189701897018,7,663,7,369,0.04861111111111111
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_5M_V7_T2_PARENT15M_SLOPE,144,413,0.041121495327102804,0.19631901840490798,22,535,64,326,0.1527777777777778
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_5M_V7_T3_OFI_TS,144,689,0.0,0.14705882352941177,0,833,75,510,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_5M_V7_T4_HURST_TS_HAWKES,144,918,0.03206997084548105,0.09628378378378379,33,1029,57,592,0.22916666666666666
BTC_5M_TS_MPSKEW_S6_0_60_V5,BTC_5M_V7_T5_PARENT15M_NOTRANGING_MPSKEW,144,219,0.03125,0.04782608695652174,11,352,11,230,0.0763888888888889
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_V7_PG_RV_ABOVE_MED,144,56,0.0,0.0,0,200,0,200,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_V7_PG_VOL_EXTREME_CORE,144,37,0.0,0.0,0,181,0,181,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_V7_PG_VOL_EXTREME_TS,144,35,0.0,0.0,0,179,0,179,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_V7_PI_S1_BTC_15M_TREND,144,64,0.0,0.0,0,208,0,208,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_15M_V7_PI_S1_TS_AND_BTC_15M,144,57,0.0,0.0,0,201,0,201,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_V7_C1_CLOUD_VWAP_HURST_MP,144,163,0.0,0.0,0,307,0,307,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_V7_C2_EMA50_HURST_PARENT_RANGING,144,748,0.0,0.0,0,892,0,892,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_V7_C3_V6C3_PARENT_RANGING,144,437,0.0,0.0,0,581,0,581,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_V7_C4_XA_3SOURCE_PARENT_RANGING,144,105,0.0,0.0,0,249,0,249,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,ETH_5M_V7_C5_CLOUD_HURST_VWAP_PARENT,144,265,0.0,0.0,0,409,0,409,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_V7_S1_BTC_ADX_VOLLOW,144,40,0.0,0.0,0,184,0,173,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_V7_S1_BTC_ADX_VOLLOW_V2,144,42,0.0,0.0,0,186,0,175,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_V7_S3_XADX_ETHVOLLOW,144,52,0.0,0.0,0,196,0,184,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_V7_S5_BTC_SLOPE_STR,144,104,0.0,0.0,0,248,0,226,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_15M_V7_S5_BTC_SLOPE_STR_V2,144,104,0.0,0.0,0,248,0,226,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_V7_S1_BTC_TREND_CCI_HURST_REV,144,661,0.0,0.0,0,805,0,692,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_V7_S2_BTC_F7_OVERBOUGHT_EMA800_VWAP,144,1068,0.0,0.0,0,1212,0,591,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_V7_S3_BTC_F7_AGAINST_CCI_HURST_REV,144,882,0.0,0.0,0,1026,0,846,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_V7_S4_CCI_F7_OVERSOLD_MFI_STOCH,144,673,0.0,0.0,0,817,0,680,0.0
BTC_5M_TS_MPSKEW_S6_0_60_V5,SOL_5M_V7_S5_CCI_F7_OVERSOLD_MFI_STOCH_LIGHT,144,725,0.0,0.0,0,869,0,711,0.0
ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,467,467,1.0,1.0,467,467,467,467,1.0
ETH_15M_TRSTACK_VWAP_OFFEARLY_V5,ETH_15M_TRSTACK_VWAP_VOL_OFFEARLY_V5,467,107,0.2291220556745182,0.2291220556745182,107,467,107,467,1.0
