slug,fire_ts_us,f2_outcome,is_fire,wallet,n_trades_5s,up_buy_$_5s,dn_buy_$_5s,up_sell_$_5s,dn_sell_$_5s,net_up_5s,net_dn_5s,flow_imbalance_5s,mean_price_up_5s,mean_price_dn_5s,n_trades_10s,up_buy_$_10s,dn_buy_$_10s,up_sell_$_10s,dn_sell_$_10s,net_up_10s,net_dn_10s,flow_imbalance_10s,mean_price_up_10s,mean_price_dn_10s,n_trades_30s,up_buy_$_30s,dn_buy_$_30s,up_sell_$_30s,dn_sell_$_30s,net_up_30s,net_dn_30s,flow_imbalance_30s,mean_price_up_30s,mean_price_dn_30s,net_aggressor_5s,net_aggressor_10s,net_aggressor_30s,winner,up_ask,dn_ask,up_asz,dn_asz,sum_asks,max_asz,slot_start_s,offset_s,ws_s,direction,entry_px,entry_size,won,outcome_truth,shares,stake_usd,pnl_usd,fired
btc-updown-5m-1778435100,1778435261000000,Down,1,0x9dae874a,247,145110.0,54184.200000000004,320.03999999999996,572.88,144789.96,53611.32000000001,0.4595667931174614,0.6620610687022902,0.3498275862068965,335,327799.78,73701.59999999999,576.8000000000001,1337.56,327222.98000000004,72364.04,0.6378058526525697,0.6685128205128205,0.34585714285714286,517,655099.2000000002,156672.04000000004,12283.880000000001,5299.14,642815.3200000002,151372.90000000002,0.6187984253908971,0.6460457516339869,0.3523222748815167,,,,Down,0.6600000262260437,0.3499999940395355,6.75,532.9000244140625,1.0100000202655792,532.9000244140625,1778435100,161,1778435100,Up,0.6600000262260437,6.75,False,Down,1.5151514549448057,1.0,-1.023799998164177,True
btc-updown-5m-1778435100,1778435261000000,Down,1,0x9dae874a,247,145110.0,54184.200000000004,320.03999999999996,572.88,144789.96,53611.32000000001,0.4595667931174614,0.6620610687022902,0.3498275862068965,335,327799.78,73701.59999999999,576.8000000000001,1337.56,327222.98000000004,72364.04,0.6378058526525697,0.6685128205128205,0.34585714285714286,517,655099.2000000002,156672.04000000004,12283.880000000001,5299.14,642815.3200000002,151372.90000000002,0.6187984253908971,0.6460457516339869,0.3523222748815167,,,,Down,0.6600000262260437,0.3499999940395355,6.75,532.9000244140625,1.0100000202655792,532.9000244140625,1778435100,161,1778435100,Up,0.6600000262260437,6.75,False,Down,1.5151514549448057,1.0,-1.023799998164177,True
btc-updown-5m-1778495700,1778495972000000,Up,1,0xa0a50783,203,17260.319999999996,133841.95999999996,176.4,0.0,17083.919999999995,133841.95999999996,-0.7736117887800239,0.15886597938144328,0.8508490566037733,484,68324.76,1008476.7000000002,720.7199999999999,45.919999999999995,67604.04,1008430.7800000001,-0.8743459993237015,0.1661375661375661,0.8389491525423727,1693,1289132.3354000002,8201472.0648,7805.2688,16068.36,1281327.0666000003,8185403.7047999995,-0.7292989316922319,0.15717054545454545,0.8479000000000001,,,,Down,0.1599999964237213,0.8500000238418579,196.8300018310547,617.72998046875,1.0100000202655792,617.72998046875,1778495700,272,1778495700,Down,0.8500000238418579,617.72998046875,True,Down,1.1764705552361838,1.0,0.16597055690511384,True
btc-updown-5m-1778495700,1778495972000000,Up,1,0xa0a50783,203,17260.319999999996,133841.95999999996,176.4,0.0,17083.919999999995,133841.95999999996,-0.7736117887800239,0.15886597938144328,0.8508490566037733,484,68324.76,1008476.7000000002,720.7199999999999,45.919999999999995,67604.04,1008430.7800000001,-0.8743459993237015,0.1661375661375661,0.8389491525423727,1693,1289132.3354000002,8201472.0648,7805.2688,16068.36,1281327.0666000003,8185403.7047999995,-0.7292989316922319,0.15717054545454545,0.8479000000000001,,,,Down,0.1599999964237213,0.8500000238418579,196.8300018310547,617.72998046875,1.0100000202655792,617.72998046875,1778495700,272,1778495700,Down,0.8500000238418579,617.72998046875,True,Down,1.1764705552361838,1.0,0.16597055690511384,True
btc-updown-5m-1778495700,1778495972000000,Up,1,0xa0a50783,203,17260.319999999996,133841.95999999996,176.4,0.0,17083.919999999995,133841.95999999996,-0.7736117887800239,0.15886597938144328,0.8508490566037733,484,68324.76,1008476.7000000002,720.7199999999999,45.919999999999995,67604.04,1008430.7800000001,-0.8743459993237015,0.1661375661375661,0.8389491525423727,1693,1289132.3354000002,8201472.0648,7805.2688,16068.36,1281327.0666000003,8185403.7047999995,-0.7292989316922319,0.15717054545454545,0.8479000000000001,,,,Down,0.1599999964237213,0.8500000238418579,196.8300018310547,617.72998046875,1.0100000202655792,617.72998046875,1778495700,272,1778495700,Down,0.8500000238418579,617.72998046875,True,Down,1.1764705552361838,1.0,0.16597055690511384,True
btc-updown-5m-1778495700,1778495972000000,Up,1,0xa0a50783,203,17260.319999999996,133841.95999999996,176.4,0.0,17083.919999999995,133841.95999999996,-0.7736117887800239,0.15886597938144328,0.8508490566037733,484,68324.76,1008476.7000000002,720.7199999999999,45.919999999999995,67604.04,1008430.7800000001,-0.8743459993237015,0.1661375661375661,0.8389491525423727,1693,1289132.3354000002,8201472.0648,7805.2688,16068.36,1281327.0666000003,8185403.7047999995,-0.7292989316922319,0.15717054545454545,0.8479000000000001,,,,Down,0.1599999964237213,0.8500000238418579,196.8300018310547,617.72998046875,1.0100000202655792,617.72998046875,1778495700,272,1778495700,Down,0.8500000238418579,617.72998046875,True,Down,1.1764705552361838,1.0,0.16597055690511384,True
btc-updown-5m-1778495700,1778495972000000,Up,1,0xa0a50783,203,17260.319999999996,133841.95999999996,176.4,0.0,17083.919999999995,133841.95999999996,-0.7736117887800239,0.15886597938144328,0.8508490566037733,484,68324.76,1008476.7000000002,720.7199999999999,45.919999999999995,67604.04,1008430.7800000001,-0.8743459993237015,0.1661375661375661,0.8389491525423727,1693,1289132.3354000002,8201472.0648,7805.2688,16068.36,1281327.0666000003,8185403.7047999995,-0.7292989316922319,0.15717054545454545,0.8479000000000001,,,,Down,0.1599999964237213,0.8500000238418579,196.8300018310547,617.72998046875,1.0100000202655792,617.72998046875,1778495700,272,1778495700,Down,0.8500000238418579,617.72998046875,True,Down,1.1764705552361838,1.0,0.16597055690511384,True
btc-updown-5m-1778495700,1778495972000000,Up,1,0xa0a50783,203,17260.319999999996,133841.95999999996,176.4,0.0,17083.919999999995,133841.95999999996,-0.7736117887800239,0.15886597938144328,0.8508490566037733,484,68324.76,1008476.7000000002,720.7199999999999,45.919999999999995,67604.04,1008430.7800000001,-0.8743459993237015,0.1661375661375661,0.8389491525423727,1693,1289132.3354000002,8201472.0648,7805.2688,16068.36,1281327.0666000003,8185403.7047999995,-0.7292989316922319,0.15717054545454545,0.8479000000000001,,,,Down,0.1599999964237213,0.8500000238418579,196.8300018310547,617.72998046875,1.0100000202655792,617.72998046875,1778495700,272,1778495700,Down,0.8500000238418579,617.72998046875,True,Down,1.1764705552361838,1.0,0.16597055690511384,True
btc-updown-5m-1778565600,1778565813000000,Down,1,0xa0a50783,130,23685.199999999993,11232.760000000004,0.0,141.11999999999998,23685.199999999993,11091.640000000003,0.36212490841605016,0.8738636363636361,0.13418604651162797,205,64118.880000000005,25406.500000000007,0.0,325.36,64118.880000000005,25081.140000000007,0.4376427269859306,0.8834722222222223,0.12714285714285717,493,464562.57680000004,85169.38080000001,13172.9024,1776.8800000000003,451389.6744,83392.50080000001,0.688125353958131,0.9109282511210762,0.10948925925925927,,,,Up,0.8700000047683716,0.14000000059604645,630.530029296875,230.92999267578125,1.010000005364418,630.530029296875,1778565600,213,1778565600,Up,0.8700000047683716,630.530029296875,True,Up,1.1494252810564518,0.9999999999999999,0.1403252813902379,True
btc-updown-5m-1778565600,1778565813000000,Down,1,0xa0a50783,130,23685.199999999993,11232.760000000004,0.0,141.11999999999998,23685.199999999993,11091.640000000003,0.36212490841605016,0.8738636363636361,0.13418604651162797,205,64118.880000000005,25406.500000000007,0.0,325.36,64118.880000000005,25081.140000000007,0.4376427269859306,0.8834722222222223,0.12714285714285717,493,464562.57680000004,85169.38080000001,13172.9024,1776.8800000000003,451389.6744,83392.50080000001,0.688125353958131,0.9109282511210762,0.10948925925925927,,,,Up,0.8700000047683716,0.14000000059604645,630.530029296875,230.92999267578125,1.010000005364418,630.530029296875,1778565600,213,1778565600,Up,0.8700000047683716,630.530029296875,True,Up,1.1494252810564518,0.9999999999999999,0.1403252813902379,True
