proxy_wallet,pseudonym,activity_count,n_unique_markets,value_now,pct_updown,asset_mix_updown,pct_maker,n_maker,n_taker,n_rebate,type_counts,med_notional,sum_notional_recent,n_mlb,n_nba,n_nhl,n_election,window_hours,verdict,lb_appearances,lb_best_rank,lb_profit_all,lb_profit_30d,lb_profit_7d,lb_profit_1d,lb_volume_all,lb_volume_30d
0x63ce342161250d705dc0b16df89036c8e5f9ba9a,0x8dxd,500,21,0.0,22.8,"{""btc"": 35, ""eth"": 69, ""sol"": 4}",0.2,1,499,1,"{""TRADE"": 411, ""REDEEM"": 39, ""REFERRAL_REWARD"": 32, ""YIELD"": 15, ""REWARD"": 2, ""MAKER_REBATE"": 1}",4.14,59862.64,0,0,0,0,1332.7,UPDOWN_MIXED,2,41,2382956.869226364,,,,200152822.075472,
