short,strategy,total_pnl,total_pnl_per_day,span_days,first_external_usd,first_any_usd,first_any_asset,first_external_from,first_external_ts,n_transfers,n_mints_onchain,n_burns_onchain,usdc_to_ctf,usdc_from_ctf,fires_enriched,n_buy,n_sell,buy_pct,sum_asks_mean,sum_asks_med,own_ask_mean,own_bid_mean,spread_med,offset_s_mean,trading_in,trading_out,net_trading_pnl,capital_in,capital_out,net_capital,n_days_positive,n_days_negative,n_open_positions,open_position_value,asset_mix
0x7f599984,directional_clob_taker_at_mispricing,44569.0,6348.86,7.02,2.999999,4998.88,PUSD,0x0c2c4a70fa198aaaf805ff8f7659ce6c3aaf2cf2,2026-05-10T15:33:22.000Z,14269,0,89,0.0,106.18,1500.0,1319.0,181.0,0.879,1.0165,1.01,0.3551,0.3515,,,190993.17,158955.73,32037.44,12640.73,109.17,12531.57,6.0,2.0,0.0,0.0,{}
0xb27bc932,directional_clob_taker_at_mispricing,918627.23,254467.38,3.61,9.931144,9.931144,USDCE,0xf70da97812cb96acdf810712aa562db8dfa3dbef,2026-03-03T20:29:01.000Z,283290,0,0,0.0,0.0,600.0,594.0,6.0,0.99,1.0128,1.01,0.5485,0.5414,,,1586612.42,647929.93,938682.49,9944.74,30000.0,-20055.26,4.0,0.0,0.0,0.0,{}
0xa0a50783,directional_clob_taker_at_mispricing,40914.97,5828.34,7.02,34.3595,4998.88,PUSD,0x3a9418b2651c8164db5ebc56f12008137865e0f7,2026-05-11T00:45:26.000Z,15231,0,84,0.0,787.36,600.0,432.0,168.0,0.72,1.0126,1.01,0.495,0.4873,,,160651.0,162475.31,-1824.31,43528.86,789.58,42739.28,4.0,4.0,0.0,0.0,{}
0x3e6bfd2f,non_updown_polymarket_trader,58317.09,166620.26,0.35,0.9,29901.446413,PUSD,0xde879292253ad02262b1c710fe5625658589d369,2026-05-16T22:27:38.000Z,7097,0,0,0.0,0.0,,,,,,,,,,,141001.73,82801.8,58199.94,117.16,0.0,117.16,2.0,0.0,0.0,0.0,
0xeefe46de,directional_clob_taker_at_mispricing,190.8,93.99,2.03,5.3,19534.0,PUSD,0x514938b5625a234afa7fcf693228c359a0ffca67,2026-05-11T07:02:37.000Z,13697,0,0,0.0,0.0,600.0,576.0,24.0,0.96,1.0208,1.01,0.4186,0.422,,,225530.11,180103.91,45426.19,350.28,45585.68,-45235.39,2.0,0.0,0.0,0.0,{}
0x0fe40e88,non_updown_polymarket_trader,531931.74,19265.91,27.61,9.994612,9.994612,USDCE,0xf70da97812cb96acdf810712aa562db8dfa3dbef,2025-12-10T01:09:50.000Z,20995,0,203,0.0,1101713.35,,,,,,,,,,,2539395.77,1779630.9,759764.87,3090.83,230923.97,-227833.14,11.0,16.0,0.0,0.0,
0x9dae874a,directional_clob_taker_at_mispricing,41419.79,5900.25,7.02,20.2223,4998.88,PUSD,0x3a9418b2651c8164db5ebc56f12008137865e0f7,2026-05-11T00:45:19.000Z,18325,0,92,0.0,3.57,600.0,533.0,67.0,0.888,1.0133,1.01,0.4019,0.414,,,211196.03,204318.85,6877.18,34546.19,3.57,34542.61,5.0,3.0,0.0,0.0,{}
0xcfb103c3,directional_clob_taker_at_mispricing,-174.63,-39.96,4.37,100.0,100.0,USDCE,0xbfa061ecafe23ca0db242456b36780e81d8f74bf,2026-04-06T12:29:33.000Z,31714,0,0,0.0,0.0,600.0,430.0,170.0,0.717,1.015,1.01,0.4875,0.5221,,,1060833.16,1064121.4,-3288.24,9411.71,6492.35,2919.36,2.0,3.0,100.0,194.25,{}
0x89b5cdaa,mixed_clob_taker_seller,42742.12,9498.25,4.5,999.497614,999.497614,USDCE,0xf70da97812cb96acdf810712aa562db8dfa3dbef,2026-02-22T18:03:08.000Z,204717,6,1705,0.0,0.0,600.0,365.0,235.0,0.608,1.0129,1.01,0.5355,0.5277,,,952373.09,965029.28,-12656.19,53951.28,35.0,53916.28,3.0,3.0,23.0,1482.03,{}
