n_thr,flow_thr,sa_thr,asz_thr,off_thr,n,wr_follow,mean_follow,sum_follow,wr_fade,mean_fade,sum_fade
10,0.1,1.01,100,270,384,0.5755208333333334,-0.17995257501343062,-69.10178880515736,0.4244791666666667,1.3549776387214114,520.311413269022
10,0.1,1.01,500,60,1476,0.6090785907859079,-0.072133712579605,-106.46935976749698,0.39092140921409213,0.18777320408897477,277.15324923532677
10,0.1,1.01,500,120,1189,0.6518082422203533,-0.058780523055666264,-69.89004191318719,0.3481917577796468,0.08391262567183749,99.77211192381478
10,0.1,1.01,500,240,250,0.656,-0.09060580399101724,-22.65145099775431,0.344,1.2633418849398437,315.8354712349609
10,0.1,1.01,500,270,143,0.6643356643356644,-0.016695305711267126,-2.3874287167111987,0.3356643356643357,1.7425420114683394,249.18350763997253
10,0.1,1.01,1000,60,367,0.5749318801089919,-0.2309828021451862,-84.77068838728334,0.4250681198910082,1.0238950384835508,375.7694791234631
10,0.1,1.01,1000,120,320,0.578125,-0.30044775712824057,-96.14328228103699,0.421875,1.1240504369556616,359.6961398258117
10,0.1,1.01,1000,240,125,0.592,-0.3474310502271273,-43.42888127839091,0.408,2.9876570629648627,373.45713287060784
10,0.1,1.01,1000,270,91,0.5274725274725275,-0.41710040168689505,-37.95613655350745,0.4725274725274725,3.057912206708183,278.27001081044466
10,0.1,1.02,100,60,985,0.3725888324873096,-0.4381184629306115,-431.54668598665234,0.6274111675126903,0.5928499159573268,583.9571672179669
10,0.1,1.02,100,120,775,0.4038709677419355,-0.39508096598385606,-306.1877486374884,0.5961290322580645,0.5129888534440243,397.56636141911883
10,0.1,1.02,100,240,281,0.5338078291814946,-0.1697060711298055,-47.68740598747535,0.46619217081850534,0.42726368623684136,120.06109583255243
10,0.1,1.02,100,270,194,0.5979381443298969,-0.03197348946652114,-6.2028569565051015,0.4020618556701031,0.17851159919825177,34.631250244460844
10,0.1,1.02,500,60,238,0.3949579831932773,-0.3144766418626537,-74.84544076331159,0.6050420168067226,0.5853508801936121,139.31350948607968
10,0.1,1.02,500,120,153,0.5555555555555556,-0.025301945570825612,-3.8711976723363186,0.4444444444444444,0.08037609657457825,12.297542775910474
10,0.1,1.02,500,240,76,0.5,0.04351419071157461,3.3070784940796707,0.5,0.2717335425777976,20.651749235912614
10,0.1,1.02,500,270,68,0.5,0.09801373875349519,6.664934235237673,0.5,0.27799264402824425,18.90349979392061
10,0.1,1.02,1000,60,74,0.3783783783783784,-0.5144585294830265,-38.06993118174396,0.6216216216216216,0.5965372102898112,44.143753561446026
10,0.1,1.02,1000,120,70,0.4,-0.4851333026130318,-33.95933118291222,0.6,0.5523808940581799,38.6666625840726
10,0.1,1.02,1000,240,53,0.37735849056603776,-0.5621811754137724,-29.79560229692994,0.6226415094339622,0.6845046530714957,36.27874661278927
10,0.1,1.02,1000,270,50,0.38,-0.5608220725693726,-28.04110362846863,0.62,0.6291312070675612,31.456560353378062
10,0.2,1.005,100,60,7744,0.5458419421487604,-0.1439601661047657,-1114.8275263153055,0.4541580578512397,0.3678583710267553,2848.695225231193
10,0.2,1.005,100,120,5909,0.5623624978845828,-0.1459701300109421,-862.5374982346569,0.4376375021154172,0.3797336041682587,2243.8458670302407
10,0.2,1.005,100,240,1537,0.5849056603773585,-0.11967670126110463,-183.94308983831783,0.41509433962264153,1.028962540054072,1581.5154240631089
