slug,buy_size_60s,sell_size_60s,ofi,ofi_total,ofi_pct
btc-updown-15m-1778391900,7592.802123,28297.19485,-20704.392727,35889.996973,-0.5768847721713466
btc-updown-15m-1777946400,740.305,597.8000000000001,142.50499999999988,1338.105,0.10649762163648846
btc-updown-15m-1777103100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778985000,2580.183846,401.126665,2179.057181,2981.3105109999997,0.7309058123799267
btc-updown-15m-1779286500,0.0,6.44,-6.44,6.44,-0.9999999998447204
btc-updown-15m-1779157800,1249.42,0.0,1249.42,1249.42,0.9999999999991996
btc-updown-15m-1779287400,2525.5527309999998,4034.2604810000003,-1508.7077500000005,6559.813212,-0.22999248625553248
btc-updown-15m-1777138200,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778994000,3529.5640000000003,20.0,3509.5640000000003,3549.5640000000003,0.9887310103435271
btc-updown-15m-1779480900,6158.294089,4448.629888,1709.6642009999996,10606.923977,0.161183789448012
btc-updown-15m-1779407100,2054.02,0.0,2054.02,2054.02,0.9999999999995132
btc-updown-15m-1777686300,41409.789503,1386.0004179999999,40023.789085,42795.789921,0.935227253869645
btc-updown-15m-1778404500,3660.1000000000004,7086.546978999999,-3426.4469789999985,10746.646979,-0.31883870249904855
btc-updown-15m-1779533100,335.77,0.0,335.77,335.77,0.9999999999970218
btc-updown-15m-1779667200,972.552,2478.0,-1505.4479999999999,3450.552,-0.4362919324211209
btc-updown-15m-1779665400,617.8820000000001,12.3,605.5820000000001,630.182,0.9609636581162888
btc-updown-15m-1777533300,0.0,266.0,-266.0,266.0,-0.9999999999962407
btc-updown-15m-1777684500,13967.562776999997,5090.044449999999,8877.518326999998,19057.607226999997,0.46582544289307454
btc-updown-15m-1779211800,9781.683556,2559.0087,7222.674856,12340.692256,0.5852730710862493
btc-updown-15m-1779359400,3228.4307360000003,7374.411255,-4145.980519,10602.841991000001,-0.3910253988995438
btc-updown-15m-1778645700,7825.3877840000005,3762.7645709999997,4062.6232130000008,11588.152355,0.35058420777896737
btc-updown-15m-1779090300,2689.992,1663.96,1026.0320000000002,4353.952,0.2356553310646889
btc-updown-15m-1779330600,21745.549786000003,13726.39184,8019.157946000003,35471.941626,0.22607045395344094
btc-updown-15m-1779455700,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779223500,608.358,11766.336856,-11157.978856,12374.694856,-0.901677090695213
btc-updown-15m-1779714000,1262.7475,3064.4684429999998,-1801.7209429999998,4327.215942999999,-0.4163695472406849
btc-updown-15m-1778208300,1556.29,5148.454186,-3592.164186,6704.744186,-0.5357645402042583
btc-updown-15m-1778017500,1267.558754,1141.0177740000001,126.54097999999976,2408.576528,0.05253766219544726
btc-updown-15m-1778236200,0.0,31.0,-31.0,31.0,-0.9999999999677419
btc-updown-15m-1777703400,7719.70863,28351.838887,-20632.130257,36071.547517,-0.5719779626109971
btc-updown-15m-1778019300,0.0,205.9,-205.9,205.9,-0.9999999999951433
btc-updown-15m-1778301000,18621.526636000002,7423.993598000001,11197.533038000001,26045.520234000003,0.4299216501493502
btc-updown-15m-1778116500,11640.026408000002,5371.002998000001,6269.023410000001,17011.029406,0.3685269868376378
btc-updown-15m-1778976000,1511.3840000000002,2205.92,-694.5359999999998,3717.304,-0.1868386335903152
btc-updown-15m-1779294600,0.0,177.44000000000003,-177.44000000000003,177.44000000000003,-0.9999999999943644
btc-updown-15m-1777916700,10597.908000000001,3765.74,6832.1680000000015,14363.648000000001,0.47565688048046884
btc-updown-15m-1779705000,1021.273213,2386.5162029999997,-1365.2429899999997,3407.7894159999996,-0.40062422389998975
btc-updown-15m-1779736500,3988.865205,4073.654998,-84.78979299999992,8062.520203,-0.01051653712054449
btc-updown-15m-1778514300,0.0,129.98000000000002,-129.98000000000002,129.98000000000002,-0.9999999999923066
btc-updown-15m-1779336900,945.0477,240.86,704.1877,1185.9077,0.5937963806115824
btc-updown-15m-1778456700,2449.7200000000003,0.0,2449.7200000000003,2449.7200000000003,0.9999999999995918
btc-updown-15m-1777269600,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779266700,39.07000000000001,0.0,39.07000000000001,39.07000000000001,0.999999999974405
btc-updown-15m-1778679000,238.73,180.0,58.72999999999999,418.73,0.1402574451313728
btc-updown-15m-1778284800,1924.693332,3092.7741379999998,-1168.0808059999997,5017.46747,-0.23280286578515016
btc-updown-15m-1779649200,4303.384717,5160.062675,-856.6779580000002,9463.447392,-0.09052493478477083
btc-updown-15m-1777777200,1548.22,4343.4592999999995,-2795.2392999999993,5891.6793,-0.4744384678235159
btc-updown-15m-1779277500,8906.833036,12355.573242999999,-3448.740206999999,21262.406279,-0.1621989610087554
btc-updown-15m-1777638600,7271.676799999999,57615.739547,-50344.062746999996,64887.416347,-0.775867889049135
btc-updown-15m-1777901400,3650.8461800000005,7827.644528,-4176.798347999999,11478.490708000001,-0.36388044859317537
btc-updown-15m-1778302800,8286.701764,4315.392158000001,3971.309605999999,12602.093922,0.3151309322545838
btc-updown-15m-1777532400,1815.851628,3974.2250000000004,-2158.3733720000005,5790.076628000001,-0.3727711238849648
btc-updown-15m-1777054500,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779055200,92.3,470.49,-378.19,562.79,-0.6719913289136765
btc-updown-15m-1777692600,5848.346646000001,12648.777216,-6800.4305699999995,18497.123862,-0.3676479987232099
btc-updown-15m-1778716800,0.0,10004.58,-10004.58,10004.58,-0.9999999999999
btc-updown-15m-1779166800,2110.7400000000002,4413.6503330000005,-2302.9103330000003,6524.390333000001,-0.35296942939659137
btc-updown-15m-1778132700,6838.349678999999,4418.24093,2420.108748999999,11256.590608999999,0.21499482685857216
btc-updown-15m-1778781600,0.0,11074.7,-11074.7,11074.7,-0.9999999999999096
btc-updown-15m-1777884300,14290.439579000002,14737.085814999999,-446.64623599999686,29027.525394,-0.015386989760150323
btc-updown-15m-1777950900,3037.978718,12011.52,-8973.541282,15049.498718,-0.5962684505409187
btc-updown-15m-1777223700,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779541200,0.0,2010.1,-2010.1,2010.1,-0.9999999999995025
btc-updown-15m-1779279300,2877.5005539999997,532.5400000000001,2344.960554,3410.0405539999997,0.6876635385607536
btc-updown-15m-1778534100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777793400,2031.051832,3047.5551549999996,-1016.5033229999995,5078.606986999999,-0.2001539645815872
btc-updown-15m-1779808500,409.94,0.0,409.94,409.94,0.9999999999975606
btc-updown-15m-1778704200,220.0,2035.0,-1815.0,2255.0,-0.8048780487801309
btc-updown-15m-1779617700,0.0,89.0,-89.0,89.0,-0.999999999988764
btc-updown-15m-1777420800,16158.406899000001,8947.673583999998,7210.733315000003,25106.080482999998,0.2872106348851346
btc-updown-15m-1778591700,3105.43,0.0,3105.43,3105.43,0.999999999999678
btc-updown-15m-1777368600,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778794200,4243.587378,7761.006182,-3517.418804,12004.593560000001,-0.2930060719189985
btc-updown-15m-1779743700,1004.04073,2888.2834950000006,-1884.2427650000004,3892.3242250000008,-0.4840919348129371
btc-updown-15m-1778659200,4427.226526,2521.937214,1905.2893120000003,6949.16374,0.27417533724708665
btc-updown-15m-1777654800,12427.823562000001,31178.68,-18750.856438,43606.503562,-0.4300013737936931
btc-updown-15m-1778253300,362.36,0.0,362.36,362.36,0.9999999999972403
btc-updown-15m-1779343200,209.07999999999998,0.0,209.07999999999998,209.07999999999998,0.9999999999952172
btc-updown-15m-1779413400,9251.370024999998,25189.38472,-15938.014695,34440.754745,-0.46276612731064987
btc-updown-15m-1777437900,1246.4628500000001,1083.8951359999999,162.56771400000025,2330.357986,0.06976083287485535
btc-updown-15m-1777979700,7626.901184999999,8125.772572000001,-498.87138700000196,15752.673757,-0.031668997574350655
btc-updown-15m-1778944500,4102.456945000001,4252.881643,-150.4246979999989,8355.338588,-0.0180034233700621
btc-updown-15m-1777613400,33083.195021,12710.063329999999,20373.131691000002,45793.258351,0.44489369013320423
btc-updown-15m-1777558500,22973.492760999998,14501.766646000002,8471.726114999996,37475.259407,0.22606184050636186
btc-updown-15m-1777753800,18166.359189,16122.628546000002,2043.7306429999971,34288.987735,0.05960311977696059
btc-updown-15m-1778669100,5700.106802000001,6267.50389,-567.3970879999988,11967.610692000002,-0.04741105828076775
btc-updown-15m-1778813100,0.0,2000.0,-2000.0,2000.0,-0.9999999999995
btc-updown-15m-1777087800,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777460400,29607.817929999997,4541.345197999999,25066.472732,34149.163128,0.7340289024958991
btc-updown-15m-1779333300,0.0,281.24,-281.24,281.24,-0.9999999999964444
btc-updown-15m-1779338700,0.0,311.92,-311.92,311.92,-0.9999999999967941
btc-updown-15m-1779449400,2098.1135759999997,381.69,1716.4235759999997,2479.803576,0.6921611020369413
btc-updown-15m-1778234400,1179.346657,4007.2522140000005,-2827.9055570000005,5186.598871,-0.545233133954356
btc-updown-15m-1778255100,6765.76,1581.5900000000001,5184.17,8347.35,0.6210557841709499
btc-updown-15m-1778032800,2.86,0.0,2.86,2.86,0.9999999996503496
btc-updown-15m-1778670000,5352.62,0.0,5352.62,5352.62,0.999999999999813
btc-updown-15m-1778136300,4978.543208,2319.6,2658.943208,7298.1432079999995,0.36433146517116627
btc-updown-15m-1777881600,1945.821411,17986.591560999997,-16040.770149999997,19932.412972,-0.8047580678030511
btc-updown-15m-1779741900,2274.257353,1929.573452,344.6839009999999,4203.830805,0.08199281012688565
btc-updown-15m-1779810300,1316.545238,2167.2745929999996,-850.7293549999997,3483.819831,-0.24419441769913836
btc-updown-15m-1777028400,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778356800,1792.0,4754.491,-2962.491,6546.491,-0.4525311346184616
btc-updown-15m-1777246200,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777300200,1466.6944,11375.106689999997,-9908.412289999997,12841.801089999997,-0.7715749699405464
btc-updown-15m-1778977800,2287.5299999999997,0.0,2287.5299999999997,2287.5299999999997,0.9999999999995629
btc-updown-15m-1778247900,14585.691831,6856.762218,7728.929613,21442.454049,0.3604498624708532
btc-updown-15m-1777462200,1168.071605,19515.970391,-18347.898785999998,20684.041996,-0.8870557693485313
btc-updown-15m-1778675400,872.32,0.0,872.32,872.32,0.9999999999988537
btc-updown-15m-1777473900,4839.90416,3897.424944,942.4792160000002,8737.329104,0.10786811447544305
btc-updown-15m-1777256100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777956300,9460.256000000001,8903.495713,556.760287000001,18363.751713,0.030318439047824355
btc-updown-15m-1779629400,4024.394161,1474.2854069999999,2550.1087540000003,5498.679568,0.46376747771230314
btc-updown-15m-1779088500,15523.832425,3070.2753950000006,12453.55703,18594.10782,0.6697582454913037
btc-updown-15m-1779080400,9523.11509,7767.325258,1755.7898319999995,17290.440348,0.10154685460066906
btc-updown-15m-1777239900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777831200,204.3,186.284666,18.015334000000024,390.58466599999997,0.04612401757716188
btc-updown-15m-1777245300,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777178700,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777272300,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777426200,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779673500,1445.16,0.0,1445.16,1445.16,0.999999999999308
btc-updown-15m-1777941900,0.0,336.08000000000004,-336.08000000000004,336.08000000000004,-0.9999999999970246
btc-updown-15m-1778014800,8042.985387000001,12049.223595,-4006.238207999999,20092.208982,-0.1993926208705507
btc-updown-15m-1779380100,1660.0900000000001,0.0,1660.0900000000001,1660.0900000000001,0.9999999999993976
btc-updown-15m-1779612300,6696.866733,1159.9533300000003,5536.913403,7856.820063,0.7047270216959906
btc-updown-15m-1779198300,2298.803044,4030.02,-1731.2169559999998,6328.823044000001,-0.27354485090888975
btc-updown-15m-1779392700,4296.4677679999995,2394.407034,1902.0607339999997,6690.874801999999,0.28427683827399697
btc-updown-15m-1779733800,1838.605846,2619.870355,-781.2645090000001,4458.4762009999995,-0.1752312839136819
btc-updown-15m-1778115600,3659.4246000000003,1133.85,2525.5746000000004,4793.274600000001,0.526899627240107
btc-updown-15m-1779773400,1003.7033240000001,188.13,815.5733240000001,1191.8333240000002,0.6843014938213925
btc-updown-15m-1777667400,11.059999999999999,1060.0,-1048.94,1071.06,-0.9793475622271589
btc-updown-15m-1777023900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779134400,1570.0,1505.62,64.38000000000011,3075.62,0.020932364856509966
btc-updown-15m-1777355100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778177700,12103.322972,15514.109907,-3410.786935,27617.432879,-0.12350123018107893
btc-updown-15m-1778624100,2131.50388,595.011426,1536.4924540000002,2726.5153060000002,0.5635370726209437
btc-updown-15m-1777959000,8232.481975,15009.298173,-6776.816197999999,23241.780147999998,-0.2915790509524661
btc-updown-15m-1779615000,4734.348621,2392.012377,2342.336244,7126.360998,0.32868616179520566
btc-updown-15m-1777873500,6895.33,0.0,6895.33,6895.33,0.9999999999998549
btc-updown-15m-1778206500,4287.42,259.99199999999996,4027.428,4547.412,0.8856527624941645
btc-updown-15m-1778418000,11568.885956,8532.207922,3036.6780340000005,20101.093878,0.15107028763859442
btc-updown-15m-1778006700,5241.500276,12987.402169,-7745.901893000001,18228.902445,-0.4249242057425239
btc-updown-15m-1779429600,9015.152558999998,4097.208323999999,4917.944234999999,13112.360882999998,0.3750616901778286
btc-updown-15m-1777750200,3367.3801359999998,16402.206736,-13034.8266,19769.586872,-0.659337328816961
btc-updown-15m-1778058900,1314.64,0.0,1314.64,1314.64,0.9999999999992394
btc-updown-15m-1778791500,2446.34,30.0,2416.34,2476.34,0.9757706938461699
btc-updown-15m-1778314500,5899.277615000001,2844.966538,3054.3110770000008,8744.244153000001,0.3492938924803202
btc-updown-15m-1777320000,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778454900,172.92000000000002,0.0,172.92000000000002,172.92000000000002,0.9999999999942171
btc-updown-15m-1778981400,15.0,0.0,15.0,15.0,0.9999999999333333
btc-updown-15m-1779115500,10361.0,5010.0696179999995,5350.9303820000005,15371.069618,0.3481169830714674
btc-updown-15m-1779708600,0.0,5.68,-5.68,5.68,-0.9999999998239436
btc-updown-15m-1778660100,1786.1055639999995,3865.006664,-2078.9011000000005,5651.112228,-0.3678746795540781
btc-updown-15m-1779655500,1686.37,3197.9679619999997,-1511.5979619999998,4884.337962,-0.30947857698625203
btc-updown-15m-1778899500,6422.394454000001,1608.593332,4813.801122000001,8030.9877860000015,0.5994033673405714
btc-updown-15m-1779802200,6134.186062000001,2178.5053279999997,3955.680734000001,8312.69139,0.47586041011436186
btc-updown-15m-1778367600,173.3,10143.461400000004,-9970.161400000005,10316.761400000003,-0.9664041857165597
btc-updown-15m-1777650300,42122.955344,2762.3811290000003,39360.574215,44885.336473,0.8769138722771032
btc-updown-15m-1778069700,0.0,68.98,-68.98,68.98,-0.999999999985503
btc-updown-15m-1779619500,2429.019528,4930.9757740000005,-2501.9562460000006,7359.995302,-0.3399399243257371
btc-updown-15m-1778319900,7637.686284,4708.314301999999,2929.3719820000015,12346.000585999998,0.2372729501828783
btc-updown-15m-1778732100,614.3075,1654.254283,-1039.9467829999999,2268.561783,-0.4584167778866005
btc-updown-15m-1779235200,25.82,0.0,25.82,25.82,0.9999999999612703
btc-updown-15m-1778992200,3546.1069999999995,2110.02,1436.0869999999995,5656.1269999999995,0.25389935551301196
btc-updown-15m-1778235300,5755.584,82.44,5673.144,5838.023999999999,0.971757567286299
btc-updown-15m-1778099400,439.88,1212.8400000000001,-772.9600000000002,1652.7200000000003,-0.46768962679675463
btc-updown-15m-1777122000,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778366700,2278.56,4035.3323600000003,-1756.7723600000004,6313.89236,-0.27823920013734954
btc-updown-15m-1778481900,12923.543909999999,5325.875794,7597.668115999999,18249.419704,0.41632381956420716
btc-updown-15m-1779630300,6.0,0.0,6.0,6.0,0.9999999998333333
btc-updown-15m-1777814100,22297.613391,5078.627545,17218.985846,27376.240936,0.6289755370817274
btc-updown-15m-1779360300,188.05,0.0,188.05,188.05,0.9999999999946824
btc-updown-15m-1777599000,0.0,1490.74,-1490.74,1490.74,-0.9999999999993292
btc-updown-15m-1779385500,9016.280736,14469.412159000001,-5453.131423000001,23485.692895,-0.23218950564412413
btc-updown-15m-1777033800,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777593600,21475.28856,44517.837404,-23042.548843999997,65993.125964,-0.34916589428677186
btc-updown-15m-1779108300,2335.2200000000003,0.0,2335.2200000000003,2335.2200000000003,0.9999999999995718
btc-updown-15m-1779083100,12143.813864000002,12546.103835,-402.28997099999833,24689.917699,-0.01629369428867216
btc-updown-15m-1777877100,0.0,5736.38,-5736.38,5736.38,-0.9999999999998256
btc-updown-15m-1777265100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779290100,0.0,30.0,-30.0,30.0,-0.9999999999666667
btc-updown-15m-1777396500,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777467600,22911.384503999998,6608.438294,16302.946209999998,29519.822797999997,0.5522711407029174
btc-updown-15m-1779074100,0.0,745.92,-745.92,745.92,-0.9999999999986594
btc-updown-15m-1779261300,10849.869252,9955.843348,894.0259040000001,20805.7126,0.04297021309426129
btc-updown-15m-1779015600,4822.75,0.0,4822.75,4822.75,0.9999999999997926
btc-updown-15m-1779269400,9268.621417,3695.509618,5573.111799,12964.131035,0.42988703091271785
btc-updown-15m-1778193900,2828.1056660000004,1239.08,1589.0256660000005,4067.1856660000003,0.3906941547525629
btc-updown-15m-1778213700,18605.009707000005,10478.631254,8126.378453000005,29083.640961000005,0.2794140686820083
btc-updown-15m-1779542100,1806.04,3879.7,-2073.66,5685.74,-0.3647124208985348
btc-updown-15m-1777431600,0.0,7.640000000000001,-7.640000000000001,7.640000000000001,-0.9999999998691099
btc-updown-15m-1779124500,0.0,1836.38,-1836.38,1836.38,-0.9999999999994554
btc-updown-15m-1779030000,600.506676,1907.887934,-1307.3812580000001,2508.3946100000003,-0.5212023868921799
btc-updown-15m-1779751800,0.0,17.98,-17.98,17.98,-0.9999999999443826
btc-updown-15m-1779175800,2894.4980000000005,11960.921999999999,-9066.423999999999,14855.419999999998,-0.6103108495080846
btc-updown-15m-1779551100,6293.799258999999,1521.967243,4771.832015999999,7815.7665019999995,0.6105392241155503
btc-updown-15m-1777022100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779750000,1279.726,4015.18,-2735.4539999999997,5294.906,-0.5166199362178446
btc-updown-15m-1779426000,3630.6342999999993,388.4126279999999,3242.221671999999,4019.0469279999993,0.8067140618367005
btc-updown-15m-1778161500,5133.490383,12978.902868,-7845.412484999999,18112.393251,-0.43315162034516963
btc-updown-15m-1777327200,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777578300,17112.732696,36360.795406,-19248.06271,53473.528102,-0.35995497946730265
btc-updown-15m-1777428900,1030.8,720.0,310.79999999999995,1750.8,0.17751884852628652
btc-updown-15m-1777486500,6402.201513,5287.116084,1115.0854289999997,11689.317597000001,0.09539354369891402
btc-updown-15m-1777050900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777248900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778968800,1104.947204,3338.96523,-2234.0180259999997,4443.912434,-0.5027142319248267
btc-updown-15m-1778861700,16622.408906,2607.2408650000007,14015.168041,19229.649771,0.7288311647846741
btc-updown-15m-1777695300,11864.044609999997,15319.725451999999,-3455.6808420000016,27183.770061999996,-0.12712294262783463
btc-updown-15m-1777194900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779220800,1139.96,1121.24,18.720000000000027,2261.2,0.00827879002299299
btc-updown-15m-1778120100,9186.343563999999,12302.992905000001,-3116.649341000002,21489.336469,-0.14503236735558866
btc-updown-15m-1777199400,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778337900,4453.271007,5546.919909,-1093.648902,10000.190916,-0.10936280228911287
btc-updown-15m-1779744600,1347.011113,4661.235004,-3314.223891,6008.246117000001,-0.5516125382450687
btc-updown-15m-1778720400,8039.736121000001,12012.910811999998,-3973.1746909999974,20052.646933,-0.19813716883736046
btc-updown-15m-1779403500,1549.3838769999998,3997.469252,-2448.085375,5546.853128999999,-0.4413467092179716
btc-updown-15m-1778547600,37.03,0.0,37.03,37.03,0.9999999999729949
btc-updown-15m-1778814000,1437.286664,3601.569084,-2164.2824200000005,5038.855748,-0.4295186304665713
btc-updown-15m-1779147900,1064.0,4513.346,-3449.3459999999995,5577.346,-0.6184565203592141
btc-updown-15m-1779186600,9049.803132,8764.333330000001,285.4698019999978,17814.136462000002,0.01602490261646575
btc-updown-15m-1779120000,8864.904936,5414.191589,3450.713347000001,14279.096525,0.2416618825258455
btc-updown-15m-1778588100,8556.596011,4854.895769,3701.700242,13411.49178,0.27600958213462246
btc-updown-15m-1777350600,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779579900,989.9341,133.64,856.2941,1123.5740999999998,0.7621162680763449
btc-updown-15m-1777669200,25240.559127999997,22001.665225999994,3238.8939020000034,47242.22435399999,0.06855930147848126
btc-updown-15m-1778056200,2680.54,13.36,2667.18,2693.9,0.9900812947767214
btc-updown-15m-1778819400,1966.3583499999997,16778.551993999998,-14812.193643999997,18744.910343999996,-0.7901981589760123
btc-updown-15m-1777857300,0.0,5055.789999999998,-5055.789999999998,5055.789999999998,-0.9999999999998022
btc-updown-15m-1778316300,1408.294586,3674.35383,-2266.059244,5082.648416,-0.44584221817627173
btc-updown-15m-1779408900,411.37,1098.02,-686.65,1509.3899999999999,-0.4549188745119188
btc-updown-15m-1779430500,3109.6099999999997,0.0,3109.6099999999997,3109.6099999999997,0.9999999999996784
btc-updown-15m-1777320900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779652800,668.03,2301.7525,-1633.7225,2969.7825000000003,-0.5501152020390213
btc-updown-15m-1778544900,6554.553330000001,5177.065152000001,1377.4881779999996,11731.618482000002,0.11741672132565366
btc-updown-15m-1777485600,20846.615999999998,34.975,20811.641,20881.590999999997,0.9966501594633764
btc-updown-15m-1777328100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779690600,0.0,2098.06,-2098.06,2098.06,-0.9999999999995234
btc-updown-15m-1777344300,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778433300,6255.992971000001,1943.64,4312.352971,8199.632971,0.5259202437781253
btc-updown-15m-1779638400,0.0,105.0,-105.0,105.0,-0.9999999999904762
btc-updown-15m-1778657400,3795.3410000000003,6047.719999999999,-2252.378999999999,9843.061,-0.22882912134749242
btc-updown-15m-1779078600,0.0,4113.66,-4113.66,4113.66,-0.9999999999997568
btc-updown-15m-1779668100,4864.563631999999,1898.5848079999998,2965.978824,6763.148439999999,0.43855001118377956
btc-updown-15m-1778020200,221.79000000000002,0.0,221.79000000000002,221.79000000000002,0.9999999999954913
btc-updown-15m-1779219900,2049.3233299999997,3218.8767000000007,-1169.553370000001,5268.20003,-0.22200246067721519
btc-updown-15m-1779728400,1566.48821,4061.6899359999993,-2495.2017259999993,5628.178145999999,-0.44334092867563546
btc-updown-15m-1778090400,9225.409907000001,8661.954162,563.4557450000011,17887.364069000003,0.031500211144943155
btc-updown-15m-1777230900,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1777542300,3871.477525,15716.297083999998,-11844.819558999998,19587.774608999996,-0.6047047097201667
btc-updown-15m-1777953600,653.62,0.0,653.62,653.62,0.9999999999984701
btc-updown-15m-1778295600,12261.046647000001,3772.627977,8488.418670000001,16033.674624000001,0.5294119326391709
btc-updown-15m-1777545000,4443.386128,11714.835000000001,-7271.448872000001,16158.221128000001,-0.4500154326641265
btc-updown-15m-1778150700,2868.061664,5286.5585,-2418.4968360000003,8154.620164,-0.2965799494471345
btc-updown-15m-1778015700,523.34,0.0,523.34,523.34,0.9999999999980892
btc-updown-15m-1779748200,600.0,0.0,600.0,600.0,0.9999999999983333
btc-updown-15m-1777611600,5073.08,1162.08,3911.0,6235.16,0.6272493408347777
btc-updown-15m-1778558400,1152.146664,3831.162514,-2679.01585,4983.309178,-0.5375977597028522
btc-updown-15m-1778027400,5800.82856,17388.267603,-11587.439043,23189.096163000002,-0.49969343184182213
btc-updown-15m-1777842900,6278.65,845.9259999999999,5432.724,7124.575999999999,0.7625329563470497
btc-updown-15m-1778676300,4596.011552,5826.409994,-1230.3984419999997,10422.421546,-0.11805302986157701
btc-updown-15m-1778505300,160.4,0.0,160.4,160.4,0.9999999999937657
btc-updown-15m-1778261400,0.0,442.65,-442.65,442.65,-0.9999999999977409
btc-updown-15m-1778265900,5471.179512000001,7694.644364,-2223.464851999999,13165.823876,-0.16888155826336
btc-updown-15m-1777169700,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778572800,1418.96,4204.282666,-2785.322666,5623.242666,-0.49532322032632414
btc-updown-15m-1778552100,2727.5317619999996,5800.497128999999,-3072.965367,8528.028890999998,-0.3603371196646243
btc-updown-15m-1778299200,0.0,13.0,-13.0,13.0,-0.9999999999230769
btc-updown-15m-1777687200,19300.727997999995,7626.725569,11674.002428999995,26927.453566999997,0.4335353285431426
btc-updown-15m-1779688800,1184.693103,2054.151161,-869.4580579999997,3238.844264,-0.2684470098373743
btc-updown-15m-1777772700,11927.171836,23698.239606,-11771.06777,35625.411442,-0.3304121213915964
btc-updown-15m-1777816800,16669.248560999997,50231.553256,-33562.304695,66900.801817,-0.501672682291695
btc-updown-15m-1778001300,0.0,2050.0,-2050.0,2050.0,-0.9999999999995122
btc-updown-15m-1779084000,8650.801428,8466.320072,184.48135600000023,17117.1215,0.010777592248789578
btc-updown-15m-1778445000,138.51999999999998,279.95000000000005,-141.43000000000006,418.47,-0.3379692690029443
btc-updown-15m-1778581800,1182.24222,2010.441552,-828.1993319999999,3192.6837720000003,-0.25940537527176694
btc-updown-15m-1779754500,1089.98,0.0,1089.98,1089.98,0.9999999999990825
btc-updown-15m-1777037400,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779281100,539.998,1029.61,-489.61199999999985,1569.608,-0.31193266089347654
btc-updown-15m-1778143500,1621.75,2393.8152,-772.0652,4015.5652,-0.19226812703721202
btc-updown-15m-1778705100,2233.99719,3518.302629,-1284.3054389999998,5752.299819,-0.22326816741326333
btc-updown-15m-1777206600,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1778873400,4620.387497,4773.701895,-153.31439800000044,9394.089392,-0.016320304353346537
btc-updown-15m-1779440400,4162.41,3684.0602999999996,478.3497000000002,7846.470299999999,0.06096367942665115
btc-updown-15m-1779602400,9347.119109,9460.546505,-113.42739600000095,18807.665613999998,-0.006030913050451203
btc-updown-15m-1778743800,1559.56,1386.6799999999998,172.8800000000001,2946.24,0.058678179645901704
btc-updown-15m-1778691600,0.0,6.0,-6.0,6.0,-0.9999999998333333
btc-updown-15m-1777799700,8563.806691999998,32751.992293999996,-24188.185601999998,41315.798985999994,-0.5854463957043567
btc-updown-15m-1777494600,0.0,341.68,-341.68,341.68,-0.9999999999970733
btc-updown-15m-1779091200,4888.708086000001,7004.038480000001,-2115.3303940000005,11892.746566000002,-0.17786727248080014
btc-updown-15m-1777013100,0.0,0.0,0.0,0.0,0.0
btc-updown-15m-1779659100,7660.482054,8558.160561,-897.6785070000005,16218.642615,-0.05534855957487569
btc-updown-15m-1777911300,0.0,475.91999999999996,-475.91999999999996,475.91999999999996,-0.9999999999978988
btc-updown-15m-1777582800,8030.322609000001,6596.349792,1433.9728170000008,14626.672401,0.09803821249882266
