rank,sleeve_id,path,gate_stack,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25_train,dpt_25_val,dpt_25_lockbox,dpt_25_full,max_dd_25_lockbox,loss_streak_lockbox,sharpe_lockbox,bootstrap_p_lockbox,proj_32d,proj_full,proj_honest,max_dd_25_full,loss_streak_full,sharpe_full
1,L_g_1h_rf_with+g_imb5_strong_with+g_rf_with,L_grandparent_1h,g_1h_rf_with+g_imb5_strong_with+g_rf_with,786,363,360,1509,0.767175572519084,0.71900826446281,0.6888888888888889,0.7369118621603711,3.461642032607192,6.78840545598218,5.111243510332489,4.655460226554327,228.0949974000365,6,13.767407667368994,0.0,9207.65841823725,7025.08948187048,7025.08948187048,805.3125701671335,11,11.839585626257447
2,L_g_1h_rf_with+g_imb5_strong_with+g_ribbon_agrees,L_grandparent_1h,g_1h_rf_with+g_imb5_strong_with+g_ribbon_agrees,781,374,354,1509,0.8079385403329066,0.7807486631016043,0.7542372881355932,0.7886017229953611,3.604755006071416,3.790805729424076,6.187800509176818,4.256829942210056,300.3816663249514,6,14.89465319853022,0.0,10961.240145304404,6423.556382794975,6423.556382794975,425.0,17,13.171693700575805
3,Q_g_parent_15m_slope_with+g_trend_slope_strong_with+g_vol_high,Q_parent_15m,g_parent_15m_slope_with+g_trend_slope_strong_with+g_vol_high,1010,439,323,1772,0.7336633663366336,0.7585421412300684,0.8173374613003096,0.755079006772009,2.435209561502469,-1.7685666051626447,8.950849706917133,2.581425153942058,342.1325779022436,11,18.87306725197978,0.0,14467.280904841318,4574.285372785327,4574.285372785327,1560.7314385671875,46,4.587982452512696
4,Q_g_parent_15m_slope_with+g_trend_slope_strong_with+g_imb5_strong_with,Q_parent_15m,g_parent_15m_slope_with+g_trend_slope_strong_with+g_imb5_strong_with,348,121,188,657,0.6954022988505747,0.7520661157024794,0.7553191489361702,0.7229832572298326,2.232443657838021,2.569947370625764,15.880091532281265,6.199864890170817,304.37007628708454,9,17.44559729186977,0.0,14939.325070847744,4073.311232842226,4073.311232842226,913.367732778342,10,6.603437447493435
5,J_g_2asset_btc_eth_with+g_trend_slope_strong_with+g_queue_top_high,J_confluence,g_2asset_btc_eth_with+g_trend_slope_strong_with+g_queue_top_high,810,475,388,1673,0.8654320987654321,0.848421052631579,0.8221649484536082,0.8505678421996413,1.308037218309505,-0.5686737964030747,7.1678404038163634,2.134197352193657,316.26148359651944,8,13.5194397700852,0.0,13916.82542055927,3570.512170219988,3570.512170219988,1204.2070787116515,29,5.3620347695994734
