SET
2026-06-25 15:51:05.794279+02|-2.488205882352941|time60|1714.3502|9.803921568627452|0.27
2026-06-25 17:16:05.886639+02|0.6822499999999997|time60|3407.0661000000005|9.25925925925926|0.63
2026-06-25 17:21:05.639744+02|1.5359999999999994|time60|7173.6998|9.25925925925926|0.72
2026-06-25 18:11:05.762673+02|-2.308490566037736|time60|2585.1083000000003|9.433962264150942|0.3
2026-06-25 21:11:05.24751+02|-0.8396634615384617|time60|3055.7778|9.615384615384615|0.45
2026-06-26 04:21:05.883466+02|-1.5325196078431376|time60|2176.2905|9.803921568627452|0.37
2026-06-26 04:31:09.684316+02|-2.24413|time60|1881.0566000000001|10.0|0.29
2026-06-26 11:51:05.874647+02|0.9656666666666667|time60|7221.8932|9.25925925925926|0.66
2026-06-26 14:06:05.24791+02|2.6798800000000003|time60|11881.844199999998|10.0|0.78
2026-06-26 14:26:06.950504+02|0.9684774730000003|time60|9018.150000000003|10.059000000000001|0.61
2026-06-26 14:51:05.381632+02|0.6076923076923073|time60|5425.3528|9.615384615384615|0.6
2026-06-26 15:16:06.201564+02|1.5452300000000003|time60|11326.167700000002|10.0|0.67
2026-06-26 15:21:10.293216+02|3.2458333333333336|time60|12986.161900000003|9.803921568627452|0.85
2026-06-26 15:26:05.319607+02|-0.7305377358490576|time60|8201.363|9.433962264150942|0.4699999999999999
2026-06-26 15:56:06.159699+02|2.0894545454545455|time60|10237.707000000002|11.363636363636363|0.64
2026-06-26 16:16:10.67436+02|1.216421568627451|time60|11801.990799999998|9.803921568627452|0.65
2026-06-26 16:21:06.378232+02|2.885798076923076|time60|12198.398900000002|9.615384615384615|0.83
2026-06-26 16:31:07.273306+02|2.1228627450980393|time60|13025.8179|9.803921568627452|0.74
2026-06-26 16:41:06.573828+02|0.7176470588235291|time60|7732.4234000000015|9.803921568627452|0.6
2026-06-26 17:21:08.389329+02|-0.27492999999999956|time60|6540.298999999999|10.0|0.49000000000000005
2026-06-26 17:36:09.684803+02|1.5173333333333339|time60|10786.8712|9.803921568627452|0.68
2026-06-26 17:41:06.07874+02|-0.6249351851851856|time60|10308.111900000004|9.25925925925926|0.49
2026-06-26 18:36:05.563274+02|-0.06782407407407401|time60|5707.5747|9.25925925925926|0.55
2026-06-26 18:56:05.956196+02|-1.9895204081632651|time60|5480.6373|10.204081632653061|0.31
2026-06-26 20:21:05.671628+02|0.49395370370370323|time60|8397.7722|9.25925925925926|0.61
2026-06-26 20:46:09.676059+02|1.9558699999999996|time60|10110.509000000002|10.0|0.71
2026-06-26 22:01:05.02965+02|2.9379215686274507|time60|13503.485799999999|9.803921568627452|0.82
2026-06-27 09:56:05.857362+02|1.2502499999999992|time60|3094.6958999999997|9.25925925925926|0.69
2026-06-27 11:11:06.000652+02|2.885798076923076|time60|3523.4750000000004|9.615384615384615|0.83
2026-06-27 15:41:05.308578+02|-1.9268020833333328|time60|1540.8495000000005|10.416666666666668|0.31
2026-06-27 21:31:09.661319+02|4.46675|time60|7913.595000000003|10.0|0.95
2026-06-28 12:26:16.177794+02|4.042669999999999|time60|5695.9239|10.0|0.9099999999999999
2026-06-28 13:21:06.668834+02|1.232412000527498|time60|3661.8533999999995|9.284444444444443|0.6863439444710389
2026-06-28 15:06:08.639888+02|1.0778551138461538|time60|2663.1749000000004|13.140512820512821|0.48
2026-06-28 15:41:05.410067+02|3.761197916666668|time60|7228.206|10.416666666666668|0.85
