strategy_id,asset,tf,variant,n_trades,win_rate,total_pnl_usd,avg_pnl_usd,sharpe_ann,calmar,max_dd_usd,profit_factor,avg_bars_held,is_n_trades,is_sharpe_ann,is_total_pnl_usd,is_win_rate,oos_n_trades,oos_sharpe_ann,oos_total_pnl_usd,oos_win_rate,oos_calmar,oos_profit_factor,oos_max_dd_usd,buy_hold_pnl_usd,perm_p_value,gate_perm_pass,gate_pf_pass,gate_calmar_pass,gate_n_pass,gate_oos_sharpe_pass,gate_beats_bh,gates_passed_n,strategy_family
C1_BTC_4h_lb50_off1.0_trail2.0,BTC,4h,lb50_off1.0_trail2.0,162,0.5246913580246914,857.1177402873973,5.290850248687637,5.107351254300167,8.724934260039351,-98.23773047930467,2.5471057577593506,6.067901234567901,107,6.497695665949267,843.1124557255324,0.5887850467289719,55,0.4481092297543367,14.005284561865167,0.4,0.1425652291999521,1.0663429566249774,-98.23773047930445,11267.740315571118,,False,False,False,True,True,False,2,C1_atr_breakout
C1_BTC_4h_lb50_off1.0_trail3.0,BTC,4h,lb50_off1.0_trail3.0,158,0.5759493670886076,2714.467577472165,17.18017454096307,4.300249208735077,25.34194724035661,-107.1136148981252,3.845215946963484,17.240506329113924,115,4.658834231854603,2296.662218891992,0.6434782608695652,43,3.162409257631946,417.805358580173,0.3953488372093023,4.678480027075609,2.5530821442422584,-89.30365335797572,11267.740315571118,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C2_BTC_4h_bb20_sq0.1_trail2.0,BTC,4h,bb20_sq0.1_trail2.0,352,0.5085227272727273,1582.8677740110966,4.496783448895161,3.7849004275093674,15.232289452675694,-103.91528988001544,2.005266604434845,6.852272727272728,236,4.440898166848717,1488.555628495161,0.538135593220339,116,1.3462272528261587,94.31214551593554,0.4482758620689655,1.2076102193721383,1.220879249577071,-78.09816777218927,11267.740315571118,,False,False,True,True,True,False,3,C2_bb_squeeze
C2_BTC_4h_bb20_sq0.2_trail2.0,BTC,4h,bb20_sq0.2_trail2.0,462,0.5,1888.9889360668328,4.0887206408373,3.46141673239807,11.8076605211911,-159.97994968407852,1.8837979640420777,6.744588744588745,313,4.199540254401144,1853.635076134316,0.5303514376996805,149,0.4160134581616596,35.353859932517295,0.436241610738255,0.3192716113184237,1.0626121508244757,-110.73286405429052,11267.740315571118,,False,False,False,True,True,False,2,C2_bb_squeeze
C3_BTC_4h_lb20_off0.5_volx2_trail2.5,BTC,4h,lb20_off0.5_volx2_trail2.5,319,0.554858934169279,2769.398808285343,8.681500966411733,4.427347434289691,19.653204750469172,-140.9133443348078,2.7236556857080507,10.730407523510973,201,5.128630202513408,2266.7736997821,0.6069651741293532,118,2.9010361866193985,502.62510850324304,0.4661016949152542,3.566909229753401,1.883517656699859,-140.91334433480722,11267.740315571118,0.004975124378109453,True,True,True,True,True,False,5,C3_vol_donchian
C1_BTC_1d_lb20_off0.25_trail2.0,BTC,1d,lb20_off0.25_trail2.0,122,0.5737704918032787,1307.4545168197465,10.7168403018012,1.6677577777268238,6.537650100536,-199.98845100513296,1.9107671861678053,6.852459016393443,83,1.9601871728041884,1191.647306903271,0.6265060240963856,39,0.6823469260949011,115.80720991647551,0.4615384615384615,0.7892505076211191,1.2313764562859773,-146.730611888398,11267.740315571118,,False,False,False,False,True,False,1,C1_atr_breakout
C1_BTC_1d_lb20_off0.25_trail3.0,BTC,1d,lb20_off0.25_trail3.0,97,0.5360824742268041,2688.868437193986,27.720293166948316,1.1985792965634916,5.41629137429886,-496.4408764921848,2.113238339811611,16.237113402061855,66,1.2737401520108556,2215.0275203751926,0.5606060606060606,31,1.027325092788488,473.8409168187943,0.4838709677419355,2.25593911010948,1.7781494192799208,-210.04153644723104,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb20_off0.5_trail2.0,BTC,1d,lb20_off0.5_trail2.0,92,0.5978260869565217,1044.6419499247288,11.35480380352966,1.860160381881773,5.223511381154289,-199.98845100513296,2.0639704174960114,6.75,64,1.9169820634959656,844.1019575820137,0.640625,28,1.6843364632042577,200.53999234271495,0.5,1.836456063631828,1.6584478018904187,-109.19945013338427,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb20_off0.5_trail3.0,BTC,1d,lb20_off0.5_trail3.0,75,0.6,2842.7285938644286,37.90304791819238,1.563451227735647,6.97698363281844,-407.4437813631609,2.5783029683756533,16.973333333333333,54,1.4789586109969102,2139.894809224389,0.6111111111111112,21,2.0068821591064165,702.8337846400398,0.5714285714285714,5.798129358023418,3.114205658189593,-121.21733428859471,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb20_off1.0_trail2.0,BTC,1d,lb20_off1.0_trail2.0,45,0.6,733.0822052720775,16.290715672712835,2.9005177911026654,12.158528704607331,-60.29366077774564,3.30653929403302,7.533333333333333,35,3.072315896986734,627.5000724180543,0.6,10,2.3338477628905667,105.58213285402324,0.6,2.328835985678826,2.345495226960449,-45.33686936448098,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb20_off1.0_trail3.0,BTC,1d,lb20_off1.0_trail3.0,45,0.6222222222222222,2193.859033943867,48.752422976530376,2.010073500951933,19.84074175720525,-110.57343827113506,3.691178012121674,18.288888888888888,35,1.8675771577406397,1632.6994268297308,0.6,10,2.9159397782202303,561.1596071141369,0.7,8.989728422244674,7.308237837239727,-62.42230919073961,11267.740315571118,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C1_BTC_1d_lb50_off0.25_trail2.0,BTC,1d,lb50_off0.25_trail2.0,73,0.6164383561643836,984.9692833171796,13.492729908454514,2.012577319934633,4.357896627261118,-226.01942348876236,2.1715672468534333,6.123287671232877,52,2.1443610671273543,867.5001513645936,0.6346153846153846,21,1.5600869564980742,117.46913195258578,0.5714285714285714,1.0407256420432738,1.6000579330650595,-112.87233369397596,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb50_off0.25_trail3.0,BTC,1d,lb50_off0.25_trail3.0,55,0.6181818181818182,2415.8817051758174,43.92512191228759,1.8102685890043744,5.264207535193151,-458.9259995972358,3.016091310235095,16.90909090909091,40,1.7188467689471771,1870.5388571920755,0.625,15,2.477224441767479,545.342847983742,0.6,4.447452211727332,4.26903153155733,-122.61915857032628,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb50_off0.5_trail2.0,BTC,1d,lb50_off0.5_trail2.0,58,0.6724137931034483,874.737634326759,15.081683350461365,2.387556544840853,4.049413088401984,-216.01590532517287,2.506113954589636,6.086206896551724,42,2.4733584305112406,746.2236770849618,0.7142857142857143,16,2.249301028819773,128.51395724179724,0.5625,2.3787264885323447,1.94805728458864,-54.02636993422868,11267.740315571118,,False,True,True,False,True,False,3,C1_atr_breakout
C1_BTC_1d_lb50_off0.5_trail3.0,BTC,1d,lb50_off0.5_trail3.0,47,0.6382978723404256,2235.9871935085725,47.574195606565375,1.8936219527709377,4.872217297496606,-458.9259995972358,3.2819990971428283,17.319148936170212,35,1.727732505823928,1671.10584586121,0.6571428571428571,12,2.9281416692822697,564.8813476473624,0.5833333333333334,6.76009890419523,5.920284958272698,-83.56110696794752,11267.740315571118,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C1_BTC_1d_lb50_off1.0_trail2.0,BTC,1d,lb50_off1.0_trail2.0,29,0.6896551724137931,608.9417690475324,20.997992036121808,3.9238570535191255,11.610492554087228,-52.44753968970656,5.289066387896291,6.103448275862069,23,4.786919898390661,615.640044326411,0.7391304347826086,6,-0.4123807823965025,-6.698275278878764,0.5,-0.1477445481519398,0.8738775160399128,-45.33686936448098,11267.740315571118,,False,False,False,False,False,False,0,C1_atr_breakout
C1_BTC_1d_lb50_off1.0_trail3.0,BTC,1d,lb50_off1.0_trail3.0,31,0.6451612903225806,1991.785158461896,64.25113414393213,2.477740482322613,18.085867162588343,-110.12937010739626,5.667142689935764,18.225806451612904,24,2.454019109726337,1608.2416921190377,0.6666666666666666,7,3.032868589583777,383.54346634285855,0.5714285714285714,12.590858675624592,13.590858675624592,-30.462057928216097,11267.740315571118,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C2_BTC_1d_bb20_sq0.1_trail2.0,BTC,1d,bb20_sq0.1_trail2.0,47,0.5531914893617021,399.5640612031799,8.501363004322977,1.553846582483032,1.3581546927509316,-294.1962821583056,1.7225615867705082,7.361702127659575,30,1.5320784984137088,254.5920168289688,0.6,17,1.5959632014278955,144.97204437421115,0.4705882352941176,1.8047843995226411,1.777541284657185,-80.3265167920089,11267.740315571118,,False,True,True,False,True,False,3,C2_bb_squeeze
C2_BTC_1d_bb20_sq0.2_trail2.0,BTC,1d,bb20_sq0.2_trail2.0,61,0.5245901639344263,262.0479649048207,4.295868277128208,0.8053837348077154,1.05644128866556,-248.0478259571108,1.3208861288058855,7.311475409836065,38,1.005813299616624,212.84726744791055,0.5789473684210527,23,0.4341802421167143,49.20069745690998,0.4347826086956521,0.327894482723319,1.1661437419167722,-150.05039745797146,11267.740315571118,,False,False,False,False,True,False,1,C2_bb_squeeze
C3_BTC_1d_lb20_off0.5_volx2_trail2.5,BTC,1d,lb20_off0.5_volx2_trail2.5,39,0.6666666666666666,1372.7843942200614,35.19959985179644,2.4834847926925843,12.376076988440245,-110.92241875210516,4.274340073242587,12.384615384615383,24,2.323442702648609,978.3958248322062,0.625,15,3.1950049249804446,394.38856938785534,0.7333333333333333,3.5555352454877007,3.7626832971248847,-110.92241875210505,11267.740315571118,0.01990049751243781,True,True,True,False,True,False,4,C3_vol_donchian
C1_ETH_4h_lb20_off0.25_trail2.0,ETH,4h,lb20_off0.25_trail2.0,739,0.4844384303112314,2659.382955753244,3.5986237560937,2.475167614669324,8.37576063222795,-317.5094266090373,1.5069780614911534,6.290933694181327,526,2.7043196587074187,2292.060979636978,0.4904942965779467,213,1.8551774359372049,367.321976116266,0.4694835680751174,1.5296013527022658,1.3180985538421333,-240.1422929362201,4493.8232656992,,False,False,True,True,True,False,3,C1_atr_breakout
C1_ETH_4h_lb20_off0.25_trail3.0,ETH,4h,lb20_off0.25_trail3.0,535,0.5009345794392523,7658.51526130217,14.314981796826489,2.596471271194808,18.7511338098168,-408.4294495990798,2.211420648457368,17.3607476635514,380,2.552105706719408,5887.511121511927,0.4842105263157895,155,2.9981154354122626,1767.355443560432,0.5419354838709678,9.3048084920788,2.2406211216214102,-189.9400127434095,4493.8232656992,0.004975124378109453,True,True,True,True,True,True,6,C1_atr_breakout
C1_ETH_4h_lb20_off0.5_trail2.0,ETH,4h,lb20_off0.5_trail2.0,554,0.5054151624548736,2754.34513318207,4.971742117657168,3.7457034642858513,14.867317290456008,-185.2617442253827,1.8240307085204173,5.935018050541516,392,4.248224526656825,2436.449415760523,0.5255102040816326,162,2.1426611134359472,317.8957174215478,0.4567901234567901,1.7159274773684885,1.3639774885879996,-185.2617442253831,4493.8232656992,,False,False,True,True,True,False,3,C1_atr_breakout
C1_ETH_4h_lb20_off0.5_trail3.0,ETH,4h,lb20_off0.5_trail3.0,417,0.5419664268585132,7833.291491434151,18.784871682096284,3.261758031047491,23.371101594784744,-335.1699730397881,2.782879520795844,17.249400479616305,297,3.297845665099336,6232.167806022752,0.5286195286195287,120,3.391134172363976,1597.4749891815873,0.575,8.410418458482576,2.483742577367904,-189.9400127434095,4493.8232656992,0.004975124378109453,True,True,True,True,True,True,6,C1_atr_breakout
C1_ETH_4h_lb20_off1.0_trail2.0,ETH,4h,lb20_off1.0_trail2.0,250,0.54,1949.8872546482976,7.79954901859319,5.547352361626516,11.849301327628677,-164.55714988881255,2.546025787769971,5.62,174,6.414088282165106,1701.3924501775464,0.5862068965517241,76,3.133350935903997,248.49480447075072,0.4342105263157895,1.51008208782574,1.5865700957927291,-164.55714988881218,4493.8232656992,0.004975124378109453,True,True,True,True,True,False,5,C1_atr_breakout
C1_ETH_4h_lb20_off1.0_trail3.0,ETH,4h,lb20_off1.0_trail3.0,232,0.5646551724137931,6177.328529241553,26.62641607431704,4.349953667215599,33.472587247048935,-184.54888125763773,4.1442723358461455,17.655172413793103,162,4.649807965595513,4953.701000932929,0.5679012345679012,70,3.711557956784538,1219.978832078814,0.5571428571428572,7.224540683544038,2.934348700069147,-168.86593702180477,4493.8232656992,0.004975124378109453,True,True,True,True,True,True,6,C1_atr_breakout
C1_ETH_4h_lb50_off0.25_trail2.0,ETH,4h,lb50_off0.25_trail2.0,449,0.512249443207127,2252.7345354972967,5.017226136965026,3.634586469096282,13.225276158201623,-170.33553844546896,1.7377163095343306,5.748329621380846,316,4.34284718538343,2050.891746717575,0.5316455696202531,133,1.521584101497852,201.8427887797216,0.4661654135338345,1.184971677794292,1.2458763715832877,-170.335538445469,4493.8232656992,,False,False,True,True,True,False,3,C1_atr_breakout
C1_ETH_4h_lb50_off0.25_trail3.0,ETH,4h,lb50_off0.25_trail3.0,327,0.5321100917431193,6538.111207401055,19.99422387584421,3.5232292528600637,41.61286768626,-157.1175352944938,3.08710057603488,17.003058103975537,225,3.8102576713736007,5462.3371257779945,0.5244444444444445,102,2.841648475687251,1072.1253853932496,0.5490196078431373,6.8237156558222924,2.059850924659384,-157.1175352944939,4493.8232656992,0.004975124378109453,True,True,True,True,True,True,6,C1_atr_breakout
C1_ETH_4h_lb50_off0.5_trail2.0,ETH,4h,lb50_off0.5_trail2.0,349,0.5243553008595988,2015.6262116910195,5.775433271320973,4.6171631556249,14.888385322617363,-135.3824587431268,2.016959546548468,5.487106017191977,248,5.239423614092332,1738.5432507062642,0.5443548387096774,101,2.870915860327424,277.08296098475523,0.4752475247524752,2.061603402106833,1.52258860876156,-134.4016801202372,4493.8232656992,0.004975124378109453,True,True,True,True,True,False,5,C1_atr_breakout
C1_ETH_4h_lb50_off0.5_trail3.0,ETH,4h,lb50_off0.5_trail3.0,261,0.5440613026819924,5888.3735537025,22.560818213419537,3.645630288869077,18.3600652201282,-320.716374539185,3.294014426439974,17.53639846743295,183,3.7359734577317183,4776.805295671198,0.5245901639344263,78,3.756711463662697,1107.9195618014912,0.5897435897435898,9.675598960441349,2.7734182783146,-114.50656092002328,4493.8232656992,0.004975124378109453,True,True,True,True,True,True,6,C1_atr_breakout
C1_ETH_4h_lb50_off1.0_trail2.0,ETH,4h,lb50_off1.0_trail2.0,171,0.5672514619883041,1242.1261002052447,7.263895322837689,5.9716319602133225,11.833102368574204,-104.97045166312635,2.516677467305139,5.052631578947368,126,6.887894669326844,1071.0720689826087,0.5952380952380952,45,3.4702341276051945,171.05403122263607,0.4888888888888889,1.6295445862382982,1.7034195752314394,-104.97045166312608,4493.8232656992,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C1_ETH_4h_lb50_off1.0_trail3.0,ETH,4h,lb50_off1.0_trail3.0,156,0.5705128205128205,4530.432456122166,29.04123369309081,4.560457382405482,30.348640332208618,-149.27958572542957,4.588151376649287,17.17948717948718,114,4.9784322589066665,3942.7912652565865,0.5877192982456141,42,3.3555313785791574,587.6411908655799,0.5238095238095238,3.936514078665976,2.4445975261688995,-149.27958572543005,4493.8232656992,0.004975124378109453,True,True,True,False,True,True,5,C1_atr_breakout
C2_ETH_4h_bb20_sq0.1_trail2.0,ETH,4h,bb20_sq0.1_trail2.0,335,0.4686567164179104,1923.885858375441,5.742942860822213,3.54069953965613,10.467710230292894,-183.7924260463226,1.8943783290831,6.66865671641791,229,4.017268443710581,1694.8589961842615,0.4847161572052402,106,2.062818069249281,229.0268621911794,0.4339622641509434,1.2552663005020788,1.3685320015425555,-182.45280869849984,4493.8232656992,,False,False,True,True,True,False,3,C2_bb_squeeze
C2_ETH_4h_bb20_sq0.2_trail2.0,ETH,4h,bb20_sq0.2_trail2.0,441,0.4693877551020408,2321.79312485559,5.26483701781313,3.414876241720313,8.583499523477796,-270.49493257440804,1.820707563802191,6.573696145124717,302,4.048605635743048,2108.655321455497,0.4900662251655629,139,1.5017678298851111,213.13780340009305,0.4244604316546763,1.1800554575590645,1.2624943759629954,-180.61676850422515,4493.8232656992,,False,False,True,True,True,False,3,C2_bb_squeeze
C3_ETH_4h_lb20_off0.5_volx2_trail2.5,ETH,4h,lb20_off0.5_volx2_trail2.5,331,0.5891238670694864,4892.982326761969,14.782423947921355,4.756104940975822,31.423324130783616,-155.71179886626305,3.229152767998696,10.83987915407855,219,5.419274694692698,4093.749783189064,0.6210045662100456,112,3.151618481977082,799.2325435729049,0.5267857142857143,5.132768032943643,1.9778942591707684,-155.711798866263,4493.8232656992,0.004975124378109453,True,True,True,True,True,True,6,C3_vol_donchian
C1_ETH_1d_lb20_off0.25_trail2.0,ETH,1d,lb20_off0.25_trail2.0,121,0.5619834710743802,2901.7167773737838,23.98113039151887,2.506634466544935,16.867605335299192,-172.02897030684608,2.5351481393227697,6.487603305785124,86,2.8647614165107447,2610.5922170567223,0.6162790697674418,35,1.2498571867632018,291.1245603170618,0.4285714285714285,1.6922996155693222,1.4305859519026172,-172.028970306846,4493.8232656992,,False,False,True,False,True,False,2,C1_atr_breakout
C1_ETH_1d_lb20_off0.25_trail3.0,ETH,1d,lb20_off0.25_trail3.0,87,0.5402298850574713,4975.321854538733,57.187607523433705,1.6719612808345778,13.40684616246145,-371.1030763125637,2.7454191552070366,18.436781609195403,59,2.0348179140130007,4547.238659158518,0.6271186440677966,28,0.6785037525232646,428.083195380214,0.3571428571428571,1.2359652743489675,1.4593647990289504,-346.3553582488008,4493.8232656992,,False,False,True,False,True,True,3,C1_atr_breakout
C1_ETH_1d_lb20_off0.5_trail2.0,ETH,1d,lb20_off0.5_trail2.0,97,0.5876288659793815,2006.9751983249616,20.69046596211301,2.350341206229384,13.063561515622442,-153.63154955291952,2.361656260311527,6.309278350515464,71,2.434870465023658,1641.0974737924878,0.6197183098591549,26,2.051381233961919,365.8777245324741,0.5,2.5281849282543507,1.7821682103633196,-144.71952602972902,4493.8232656992,,False,True,True,False,True,False,3,C1_atr_breakout
C1_ETH_1d_lb20_off0.5_trail3.0,ETH,1d,lb20_off0.5_trail3.0,75,0.5733333333333334,4177.550245495642,55.700669939941896,1.8079907033329463,18.52188335041333,-225.546731207678,2.991456619159698,18.453333333333333,52,2.087960335965425,3645.192156912616,0.6346153846153846,23,1.0624578805183131,532.3580885830257,0.4347826086956521,2.5345973621191127,1.8303218011697424,-210.0365511853664,4493.8232656992,,False,True,True,False,True,False,3,C1_atr_breakout
C1_ETH_1d_lb20_off1.0_trail2.0,ETH,1d,lb20_off1.0_trail2.0,46,0.6521739130434783,1227.1676640056428,26.677557913166147,3.091788497671862,8.614625564419157,-142.45165443686756,3.160883566638901,6.5,31,3.6063256207306655,994.3404071104202,0.7096774193548387,15,2.004315413794466,232.8272568952227,0.5333333333333333,1.634429995324541,1.767533242536979,-142.45165443686764,4493.8232656992,,False,True,True,False,True,False,3,C1_atr_breakout
C1_ETH_1d_lb20_off1.0_trail3.0,ETH,1d,lb20_off1.0_trail3.0,47,0.6170212765957447,3020.935436033341,64.27522204326257,2.3375090202330018,17.665969584877217,-171.00309278350528,4.17486973337887,18.27659574468085,31,2.859603016892984,2501.9863043875243,0.7096774193548387,16,1.36897263073402,518.9491316458159,0.4375,3.694746983250957,2.317886516350334,-140.45593216485958,4493.8232656992,,False,True,True,False,True,False,3,C1_atr_breakout
C1_ETH_1d_lb50_off0.25_trail2.0,ETH,1d,lb50_off0.25_trail2.0,74,0.6081081081081081,2539.0360718280917,34.31129826794718,3.9315726404696782,19.62761568830341,-129.3603926299192,4.786181197608119,6.391891891891892,53,4.370744558874222,2146.494992764705,0.6415094339622641,21,2.668248256871732,392.5410790633866,0.5238095238095238,3.5080218397241265,2.124228727406264,-111.89812863145012,4493.8232656992,,False,True,True,False,True,False,3,C1_atr_breakout
C1_ETH_1d_lb50_off0.25_trail3.0,ETH,1d,lb50_off0.25_trail3.0,51,0.6470588235294118,4573.650706276295,89.67942561326068,2.893381040275942,19.50136147306229,-234.5298153974527,6.182520157582898,19.666666666666668,37,3.167585476590133,3729.797161221536,0.6486486486486487,14,2.4034887788822097,843.8535450547594,0.6428571428571429,4.032021170217779,4.237078854656587,-209.2879747973101,4493.8232656992,,False,True,True,False,True,True,4,C1_atr_breakout
C1_ETH_1d_lb50_off0.5_trail2.0,ETH,1d,lb50_off0.5_trail2.0,57,0.6491228070175439,1760.7282789283595,30.889969805760693,3.7084908039420874,19.384280542761235,-90.83278974652876,4.588066927886229,6.578947368421052,41,3.8674150722367377,1378.0007017571822,0.6829268292682927,16,3.2652120446540422,382.7275771711774,0.5625,5.654895714219815,2.592343442398525,-67.68074894975865,4493.8232656992,0.009950248756218905,True,True,True,False,True,False,4,C1_atr_breakout
C1_ETH_1d_lb50_off0.5_trail3.0,ETH,1d,lb50_off0.5_trail3.0,42,0.6666666666666666,3299.681488631681,78.56384496742098,2.6324821610790927,14.069347571181009,-234.5298153974527,5.000807913895879,19.666666666666668,31,2.5973830697297564,2454.499639419828,0.6451612903225806,11,3.2804906124033577,845.1818492118531,0.7272727272727273,13.344919731655622,8.366749188859952,-63.333603064467184,4493.8232656992,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C1_ETH_1d_lb50_off1.0_trail2.0,ETH,1d,lb50_off1.0_trail2.0,26,0.6538461538461539,746.0627572002319,28.69472143077815,3.4563273402567907,5.969878913527522,-124.9711707736118,4.547004997441968,6.538461538461538,18,3.818178150309524,619.8624917006229,0.7222222222222222,8,2.4577456223079506,126.20026549960886,0.5,1.5578777977364011,1.9376326914653663,-81.00780798274295,4493.8232656992,,False,True,True,False,True,False,3,C1_atr_breakout
C1_ETH_1d_lb50_off1.0_trail3.0,ETH,1d,lb50_off1.0_trail3.0,27,0.4444444444444444,1098.4641261917568,40.68385652562062,1.4524299867979629,4.070460655225729,-269.8623618389553,2.4864558740591147,17.11111111111111,19,1.7987293264926258,1019.1530500553266,0.4736842105263157,8,0.6098912592843523,79.31107613643047,0.375,0.7401696019047803,1.4796068201554753,-107.1525714273166,4493.8232656992,,False,False,False,False,True,False,1,C1_atr_breakout
C2_ETH_1d_bb20_sq0.1_trail2.0,ETH,1d,bb20_sq0.1_trail2.0,48,0.5,1193.7016173440377,24.86878369466745,2.1701846411370957,4.695876726694973,-254.2020770175077,2.432415160189764,7.4375,31,2.661337798927751,1114.4037970859863,0.4516129032258064,17,0.7096462596385148,79.29782025805102,0.5882352941176471,0.6998005716450696,1.253215148011792,-113.31488351265584,4493.8232656992,,False,False,False,False,True,False,1,C2_bb_squeeze
C2_ETH_1d_bb20_sq0.2_trail2.0,ETH,1d,bb20_sq0.2_trail2.0,67,0.4925373134328358,1634.8996103227232,24.40148672123468,2.411213751886374,9.36383121081568,-174.59729607624013,2.595275565444201,6.731343283582089,46,2.961398512451471,1563.8150406415814,0.4782608695652174,21,0.5606927201301838,71.08456968114206,0.5238095238095238,0.5348399242421141,1.188516270629053,-132.90812158772786,4493.8232656992,,False,False,False,False,True,False,1,C2_bb_squeeze
C3_ETH_1d_lb20_off0.5_volx2_trail2.5,ETH,1d,lb20_off0.5_volx2_trail2.5,39,0.4615384615384615,943.8872446800406,24.202237043077965,1.1380700828667498,2.7071542705119422,-348.66400299438595,1.837336458575984,12.743589743589745,25,1.1850598612654828,706.0029592204206,0.48,14,1.1211445512175269,237.88428545962,0.4285714285714285,1.0839100592104838,1.742886421972863,-219.46865742061112,4493.8232656992,,False,True,True,False,True,False,3,C3_vol_donchian
C1_SOL_4h_lb20_off0.25_trail2.0,SOL,4h,lb20_off0.25_trail2.0,475,0.4905263157894737,1915.1868044938376,4.031972219987027,2.078805488663166,7.045040822473423,-271.8489293042081,1.4279365738156664,6.551578947368421,325,2.4284815643219835,1736.030803973145,0.4984615384615384,150,1.0444954719736934,190.03230913775909,0.4733333333333333,1.068590468178941,1.1626611283621826,-177.83455383202718,21144.736842105263,,False,False,True,True,True,False,3,C1_atr_breakout
C1_SOL_4h_lb20_off0.25_trail3.0,SOL,4h,lb20_off0.25_trail3.0,344,0.4970930232558139,5066.001597507639,14.726748829964066,2.2864512727504183,14.522040721729692,-348.8491524422772,1.906780695018193,17.78488372093023,240,2.3404745023135254,3979.14551719128,0.5,104,2.28518653922068,1110.3025284727323,0.4903846153846153,5.24751258935861,1.8394281591858104,-211.58644397048351,21144.736842105263,,False,True,True,True,True,False,4,C1_atr_breakout
C1_SOL_4h_lb20_off0.5_trail2.0,SOL,4h,lb20_off0.5_trail2.0,334,0.5029940119760479,1604.3116351611686,4.803328248985535,2.65494147439225,6.138988455727799,-261.33159342632644,1.5273228755510808,6.7155688622754495,230,2.5226709664810234,1150.107139123172,0.5,104,3.310652516859981,462.5144191440447,0.5096153846153846,2.946405103548977,1.6341711297888302,-156.9758410297827,21144.736842105263,0.004975124378109453,True,True,True,True,True,False,5,C1_atr_breakout
C1_SOL_4h_lb20_off0.5_trail3.0,SOL,4h,lb20_off0.5_trail3.0,258,0.5387596899224806,5019.546192891033,19.45560539880245,3.028112641555636,16.996321453592255,-295.3313284051901,2.3519198455447654,18.8062015503876,185,2.824380973786451,3558.139136976305,0.5351351351351351,73,3.820916176527085,1484.8535040711015,0.547945205479452,12.434314306993466,3.0043731564133846,-119.41579305551022,21144.736842105263,0.004975124378109453,True,True,True,True,True,False,5,C1_atr_breakout
C1_SOL_4h_lb20_off1.0_trail2.0,SOL,4h,lb20_off1.0_trail2.0,137,0.4963503649635036,52.599721650754304,0.3839395740930971,0.2753463826968135,0.290219620685981,-181.2410943354772,1.0402427173885376,5.948905109489052,89,-0.9557115831315504,-127.67760290551344,0.4606741573033708,48,3.889949070766882,188.5872476623155,0.5625,1.9784815710125176,1.7074646850081472,-95.3191833704082,21144.736842105263,0.03482587064676617,True,True,True,False,True,False,4,C1_atr_breakout
C1_SOL_4h_lb20_off1.0_trail3.0,SOL,4h,lb20_off1.0_trail3.0,129,0.4961240310077519,2164.9501634177823,16.7825594063394,2.939120298229659,7.579350106089554,-285.6379680466765,2.1399051730549683,17.186046511627907,87,2.4007029713919894,1211.2405926314868,0.4712643678160919,42,4.417813743786524,973.1932916756052,0.5476190476190477,12.041360602880586,3.410393135134739,-80.82087429910484,21144.736842105263,0.004975124378109453,True,True,True,False,True,False,4,C1_atr_breakout
C1_SOL_4h_lb50_off0.25_trail2.0,SOL,4h,lb50_off0.25_trail2.0,299,0.4916387959866221,1219.6234173406597,4.07900808475137,2.116250278328225,5.15168983316924,-236.7424004232736,1.4273315739534511,6.053511705685619,208,2.3682212781884933,1065.035499077453,0.4855769230769231,91,1.515925883752412,165.46422688027354,0.5054945054945055,1.4135310869994522,1.2442161948623127,-117.05736676192228,21144.736842105263,,False,False,True,True,True,False,3,C1_atr_breakout
C1_SOL_4h_lb50_off0.25_trail3.0,SOL,4h,lb50_off0.25_trail3.0,220,0.4727272727272727,3667.2128617059007,16.669149371390457,2.524700159907098,11.079937858203134,-330.9777463229043,2.023453113074573,17.263636363636362,155,2.618099824703364,2975.9630610673084,0.4903225806451612,65,2.457314015013101,714.6962487949659,0.4307692307692308,3.355762238424086,1.8568733177140508,-212.9758302336096,21144.736842105263,,False,True,True,True,True,False,4,C1_atr_breakout
C1_SOL_4h_lb50_off0.5_trail2.0,SOL,4h,lb50_off0.5_trail2.0,217,0.4976958525345622,747.6719702672741,3.4454929505404337,2.059627619994634,3.89601030397364,-191.9070823567136,1.365756067853213,5.907834101382488,151,2.040082016422978,559.2956615702673,0.4900662251655629,66,2.3834619138613458,196.68623180305457,0.5151515151515151,2.6806126404180133,1.4105367554974602,-73.37361200101758,21144.736842105263,,False,False,True,True,True,False,3,C1_atr_breakout
