label,family,asset,z_thresh,hold_h,z_window_d,expected_proxy,atr_exit,n_signals,status,n_trades,win_rate,total_pnl_usd,avg_pnl_usd,sharpe,g1_p,g1_pass,g2_pass,g3_wf_stable,g3_wf_mean_sharpe,g4_perm_p,g4_pass,g5_pos_folds,g5_pass,g6_boot_lo,g6_boot_hi,g6_pass,g7_regime_min_sharpe,g7_pass,all_gates_pass,avg_funding,avg_fees,mkt_corr,mkt_neutral,fund_z_filter
D1|ETH|z2.5|h168h|zwin90d|term_next|atr0,D1,ETH,2.5,168,90,term_next,0,26,OK,26,0.5769230769230769,48.083720766216935,1.8493738756237283,2.356768197694794,0.557197093963623,False,True,False,-0.13452355349030132,0.2047952047952048,False,1,False,-0.24533939542084804,0.5755825132337562,False,,False,False,-0.15433522788461534,0.22499999999999998,,,
D1|ETH|z2.5|h168h|zwin90d|term_next|atr1,D1,ETH,2.5,168,90,term_next,1,26,OK,26,0.34615384615384615,-36.49283480325573,-1.4035705693559897,-5.1420129353494,0.16863754391670227,False,False,False,-4.691770326709937,0.9440559440559441,False,1,False,-0.777769257958313,0.05596529576906,False,,False,False,-0.035749350961538404,0.22499999999999998,,,
D1|ETH|z3.0|h168h|zwin90d|term_next|atr0,D1,ETH,3.0,168,90,term_next,0,10,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,0,False,,,False,,False,False,0.0,0.0,,,
D1|ETH|z3.0|h168h|zwin90d|term_next|atr1,D1,ETH,3.0,168,90,term_next,1,10,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,0,False,,,False,,False,False,0.0,0.0,,,
D1|SOL|z1.0|h4h|zwin7d|fund30davg|atr0,D1,SOL,1.0,4,7,fund30davg,0,655,OK,655,0.45648854961832064,-53.45703549169997,-0.08161379464381675,-0.377681091943554,0.028585362458961306,True,False,False,-0.7831340397798492,0.7182817182817183,False,1,False,-0.10008465591789263,0.05115264938080333,False,-4.78186277957918,False,False,-0.011766607442747875,0.2250000000000001,,,
D1|SOL|z1.0|h4h|zwin7d|fund30davg|atr1,D1,SOL,1.0,4,7,fund30davg,1,655,OK,655,0.4030534351145038,-183.51017306634077,-0.28016820315471874,-2.2288272629862775,7.893542025929276e-07,True,False,False,-2.44486385052147,1.0,False,0,False,-0.21962890522947173,-0.06348014212541067,False,-3.70253730520728,False,False,-0.005743496450381552,0.2250000000000001,,,
D1|SOL|z1.5|h4h|zwin7d|fund30davg|atr0,D1,SOL,1.5,4,7,fund30davg,0,299,OK,299,0.4414715719063545,27.729671313246286,0.09274137562958625,0.45016236414983524,0.049085636653722196,True,True,False,-0.13568749344475814,0.3256743256743257,False,1,False,-0.08757776359999792,0.1376532516497194,False,-6.126043860295561,False,False,-0.01611211020066858,0.22500000000000006,,,
D1|SOL|z1.5|h4h|zwin7d|fund30davg|atr1,D1,SOL,1.5,4,7,fund30davg,1,299,OK,299,0.43478260869565216,-81.8032613927079,-0.27358950298564516,-1.9951571405836037,0.02781014602336309,True,False,False,-1.9768311763799593,0.983016983016983,False,0,False,-0.23947323412176902,-0.012522008562884128,False,-2.6102286157584187,False,False,-0.008776422157190423,0.22500000000000006,,,
D1|SOL|z2.0|h4h|zwin7d|fund30davg|atr0,D1,SOL,2.0,4,7,fund30davg,0,136,OK,136,0.47058823529411764,41.52132200824087,0.30530383829588875,1.4132500376052453,0.5485023614867373,False,True,False,-0.11276140562461882,0.15184815184815184,False,1,False,-0.08235131497299093,0.25211531295401873,False,-17.298875024351805,False,False,-0.018588641911764278,0.22500000000000003,,,
D1|SOL|z2.0|h4h|zwin7d|fund30davg|atr1,D1,SOL,2.0,4,7,fund30davg,1,136,OK,136,0.47058823529411764,-25.662592322018238,-0.18869553177954587,-1.5024959767581414,0.5485023614867373,False,False,False,-1.7398870923235457,0.8781218781218781,False,1,False,-0.26416574722905484,0.07372183176929742,False,-7.854616969464274,False,False,-0.011088150183823187,0.22500000000000003,,,
D1|SOL|z2.5|h4h|zwin7d|fund30davg|atr0,D1,SOL,2.5,4,7,fund30davg,0,57,OK,57,0.5263157894736842,25.18710505398307,0.44187903603479073,2.40309388004837,0.7913664277791806,False,True,False,1.1797229780976892,0.12787212787212787,False,1,False,-0.11589065847722663,0.3941453049438331,False,-1.7830087262841896,False,False,-0.017087964035087222,0.225,,,
D1|SOL|z2.5|h4h|zwin7d|fund30davg|atr1,D1,SOL,2.5,4,7,fund30davg,1,57,OK,57,0.5087719298245614,-6.150386864300963,-0.10790152393510462,-0.7896172127435844,1.0,False,False,False,-1.167796227051985,0.6323676323676324,False,1,False,-0.30826196348312424,0.21885673375309814,False,-5.216541048707095,False,False,-0.01229421885964866,0.225,,,
D1|SOL|z3.0|h4h|zwin7d|fund30davg|atr0,D1,SOL,3.0,4,7,fund30davg,0,29,OK,29,0.4482758620689655,-8.43894849710582,-0.2909982240381317,-2.050286226373822,0.711071103811264,False,False,True,-4.072524027512837,0.7802197802197802,False,2,True,-0.5569722601110279,0.23056529200678857,False,,False,False,-0.018554037931033832,0.22499999999999995,,,
D1|SOL|z3.0|h4h|zwin7d|fund30davg|atr1,D1,SOL,3.0,4,7,fund30davg,1,29,OK,29,0.41379310344827586,-21.43544558368032,-0.7391532959889765,-5.842828549980039,0.45825831964612007,False,False,False,-5.538848809242791,0.978021978021978,False,1,False,-0.7010050978159926,-0.031045473597251738,False,,False,False,-0.014849774137930438,0.22499999999999995,,,
D1|SOL|z1.0|h8h|zwin7d|fund30davg|atr0,D1,SOL,1.0,8,7,fund30davg,0,658,OK,658,0.48024316109422494,70.73652649952896,0.10750231990809873,0.33242307354371514,0.32976117951963263,False,True,False,-0.4052382806677359,0.27472527472527475,False,1,False,-0.05644308817964821,0.09576034685336055,False,-6.351176816900772,False,False,-0.01906082184650422,0.22500000000000006,,,
D1|SOL|z1.0|h8h|zwin7d|fund30davg|atr1,D1,SOL,1.0,8,7,fund30davg,1,658,OK,658,0.4072948328267477,-183.33734974478483,-0.2786281911014967,-2.136983154846791,2.2460377168370958e-06,True,False,False,-2.288178798217959,1.0,False,0,False,-0.21203079479448358,-0.0584012660112665,False,-4.083745996353,False,False,-0.006519286854103172,0.22500000000000006,,,
