strategy,asset,tf,window,auc,n_signals,n_trades,n_wins,win_rate,total_pnl_usd,avg_pnl_usd,sharpe,max_dd_usd,avg_funding_paid,avg_fees_paid,avg_bars_held,n_end_of_data,sharpe_ann,feature,z_thr,sign
F1_prob_sized,ETH,1h,1,0.5404616753178141,380,380,193,0.5078947368421053,-93.17407033658309,-0.24519492193837655,-2.031975249633732,-93.50234740057269,-0.0019301874113149206,0.08525486842105263,3.75,0,-6.186635973898176,,,
F2_ensemble,ETH,1h,1,0.5426152047061338,850,850,512,0.6023529411764705,-68.62309055023415,-0.08073304770615783,-0.8415482005450292,-78.09341793339792,-0.0017278029922937466,0.06280729411764706,3.755294117647059,0,-2.5604057857582516,,,
F3_rsi_14_z1.0_momentum,ETH,1h,1,,88,88,43,0.48863636363636365,-37.8346792881635,-0.42993953736549434,-0.5111074117737027,-122.27576367131284,0.01465884119319143,0.22500000000000006,39.64772727272727,0,-0.4785802948459386,rsi_14,1.0,momentum
F3_rsi_14_z1.0_fade,ETH,1h,1,,88,88,44,0.5,-14.965320711836583,-0.1700604626345066,-0.20216601486518002,-99.11349482396437,-0.01465884119319143,0.22500000000000006,39.64772727272727,0,-0.18930007425688508,rsi_14,1.0,fade
F3_rsi_14_z1.5_momentum,ETH,1h,1,,68,68,34,0.5,2.0274002256656853,0.02981470920096596,0.03466281869087011,-83.8278848087449,0.0404479639705919,0.225,40.0,0,0.03231362365100121,rsi_14,1.5,momentum
F3_rsi_14_z1.5_fade,ETH,1h,1,,68,68,32,0.47058823529411764,-42.82740022566571,-0.6298147092009664,-0.7322276037214838,-112.14631916572014,-0.0404479639705919,0.225,40.0,0,-0.6826025149467309,rsi_14,1.5,fade
F1_prob_sized,ETH,1h,2,0.5392218824196398,342,342,209,0.6111111111111112,24.677062886640933,0.07215515463930097,0.9166120766632178,-14.402478555195541,-0.0017626127265363454,0.08183618421052631,4.257309941520468,0,2.619206399325684,,,
F2_ensemble,ETH,1h,2,0.5424632008445367,781,780,476,0.6102564102564103,-40.64127375281114,-0.052104197118988636,-0.5775370743380409,-53.85812338886054,-0.0022445462897123583,0.05979346153846154,4.211538461538462,0,-1.6592478577258398,,,
F3_rsi_14_z1.0_momentum,ETH,1h,2,,90,90,41,0.45555555555555555,43.04485966967579,0.4782762185519532,0.5766184022160654,-93.6291295937438,0.03999402472223459,0.2250000000000001,39.577777777777776,0,0.5403990516559845,rsi_14,1.0,momentum
F3_rsi_14_z1.0_fade,ETH,1h,2,,90,90,48,0.5333333333333333,-97.04485966967579,-1.0782762185519532,-1.2999891823420644,-137.3641640777955,-0.03999402472223459,0.2250000000000001,39.577777777777776,0,-1.2183324684068109,rsi_14,1.0,fade
F3_rsi_14_z1.5_momentum,ETH,1h,2,,73,73,37,0.5068493150684932,-81.44727207168687,-1.1157160557765324,-1.3165115720429776,-136.34619426008985,0.040046157534249165,0.22500000000000006,40.0,0,-1.2272879436198234,rsi_14,1.5,momentum
F3_rsi_14_z1.5_fade,ETH,1h,2,,73,73,35,0.4794520547945205,37.64727207168686,0.5157160557765322,0.6085295194982414,-84.45630090477371,-0.040046157534249165,0.22500000000000006,40.0,0,0.5672877918254828,rsi_14,1.5,fade
F1_prob_sized,ETH,1h,3,0.5312389994110656,309,309,182,0.5889967637540453,-19.267414232456225,-0.06235409136717225,-0.7422351710344016,-39.16100650129525,0.0006840232100333825,0.07974466019417477,3.585760517799353,0,-2.31101450798844,,,
F1_prob_sized_shuffle,ETH,1h,3,0.5058282286407481,306,306,117,0.38235294117647056,-36.2506930047545,-0.11846631700900165,-1.1627900728987648,-57.821218506950075,0.0008117574013900969,0.07811617647058824,4.336601307189542,0,-3.292140412167411,,,
F2_ensemble,ETH,1h,3,0.5332311870666725,740,740,457,0.6175675675675676,-59.312969696504084,-0.08015266175203255,-1.088882253008914,-72.21091126327298,0.0001037081552707142,0.05206043918918919,4.441891891891892,0,-3.04613193775761,,,
F3_rsi_14_z1.0_momentum,ETH,1h,3,,89,89,46,0.5168539325842697,91.63624387128792,1.0296207176549204,1.4261702016444766,-41.507533227725105,0.015374091011232839,0.22500000000000006,39.58426966292135,0,1.336478025674567,rsi_14,1.0,momentum
F3_rsi_14_z1.0_fade,ETH,1h,3,,89,89,39,0.43820224719101125,-145.03624387128795,-1.629620717654921,-2.257254994630817,-186.67880718911636,-0.015374091011232839,0.22500000000000006,39.58426966292135,0,-2.1152957025674044,rsi_14,1.0,fade
F3_rsi_14_z1.5_momentum,ETH,1h,3,,71,71,38,0.5352112676056338,10.353995219964851,0.14583091859105424,0.17893656987352713,-107.9691847717656,0.005573566549286467,0.225,40.0,0,0.1668095439052448,rsi_14,1.5,momentum
F3_rsi_14_z1.5_fade,ETH,1h,3,,71,71,32,0.4507042253521127,-52.953995219964845,-0.7458309185910542,-0.915144933376918,-154.7028236070015,-0.005573566549286467,0.225,40.0,0,-0.8531230315395911,rsi_14,1.5,fade
F1_prob_sized,ETH,4h,0,0.5159081584086919,108,108,56,0.5185185185185185,-43.36006892451974,-0.40148211967147907,-1.4701708336762356,-75.84102896194057,-0.02542230363427967,0.11372291666666667,4.898148148148148,0,-1.9582747826739555,,,
F2_ensemble,ETH,4h,0,0.5215046528039914,161,161,94,0.5838509316770186,-25.95932725598177,-0.16123805749057,-0.7791275863769321,-68.73197210925603,-0.012926072301251076,0.08016568322981367,5.285714285714286,0,-0.9990299923501099,,,
F3_rf_dist_bps_z1.0_momentum,ETH,4h,0,,22,22,12,0.5454545454545454,47.556984897814004,2.1616811317188183,1.799488873919061,-46.68227569840781,0.07008153636361318,0.22499999999999992,40.18181818181818,0,0.8368664565464855,rf_dist_bps,1.0,momentum
F3_rf_dist_bps_z1.0_fade,ETH,4h,0,,22,22,10,0.45454545454545453,-60.75698489781402,-2.7616811317188192,-2.2989581566494612,-87.03197572661,-0.07008153636361318,0.22499999999999992,40.18181818181818,0,-1.0691485755695818,rf_dist_bps,1.0,fade
F3_rf_dist_bps_z1.5_momentum,ETH,4h,0,,12,12,5,0.4166666666666667,46.0990110490247,3.841584254085392,2.93416522099039,-35.48770693727739,-0.15861302708361671,0.225,41.0,0,1.3508726958561412,rf_dist_bps,1.5,momentum
F3_rf_dist_bps_z1.5_fade,ETH,4h,0,,12,12,7,0.5833333333333334,-53.2990110490247,-4.441584254085392,-3.3924394683199925,-78.64345372412198,0.15861302708361671,0.225,41.0,0,-1.5618595085628315,rf_dist_bps,1.5,fade
F1_prob_sized,ETH,4h,1,0.5178355204471684,130,130,74,0.5692307692307692,-35.03961894281153,-0.26953553032931943,-0.966660375051897,-70.98131624563206,0.006506422519427108,0.11515153846153846,3.1923076923076925,0,-1.5949362591104925,,,
F2_ensemble,ETH,4h,1,0.5186563240885518,189,189,116,0.6137566137566137,-12.411644389936797,-0.06567007613723173,-0.31058497062770835,-37.69760979820681,-0.003861386416528241,0.08365119047619048,4.201058201058201,0,-0.44670711936033725,,,
F3_rf_dist_bps_z1.0_momentum,ETH,4h,1,,21,21,9,0.42857142857142855,-183.14715849797872,-8.72129326180851,-6.5831661313013035,-179.5414726077158,-0.05052348095245781,0.22499999999999995,42.0,0,-2.994552674811193,rf_dist_bps,1.0,momentum
F3_rf_dist_bps_z1.0_fade,ETH,4h,1,,21,21,12,0.5714285714285714,170.54715849797867,8.121293261808509,6.130263154620329,-48.064614772919654,0.05052348095245781,0.22499999999999995,42.0,0,2.7885360267121313,rf_dist_bps,1.0,fade
F3_rf_dist_bps_z1.5_momentum,ETH,4h,1,,16,16,9,0.5625,123.90399895583892,7.743999934739932,4.586973183922596,-45.469428448917064,-0.009121529687585367,0.225,42.0,0,2.08652380074258,rf_dist_bps,1.5,momentum
F3_rf_dist_bps_z1.5_fade,ETH,4h,1,,16,16,7,0.4375,-133.50399895583894,-8.343999934739934,-4.942368836498359,-140.43413286630357,0.009121529687585367,0.225,42.0,0,-2.248186286666606,rf_dist_bps,1.5,fade
F1_prob_sized,ETH,4h,2,0.5281827895126161,87,87,45,0.5172413793103449,-4.726906601781823,-0.054332259790595666,-0.13817222634080234,-63.62528181642361,-0.01972702495923347,0.11480689655172413,7.068965517241379,0,-0.1532020620492345,,,
F2_ensemble,ETH,4h,2,0.5293630311498315,146,146,93,0.636986301369863,46.5738513209053,0.31899898165003626,0.8872112315653853,-46.70421157447478,-0.02580634036800874,0.08672825342465752,6.178082191780822,0,1.05225737244919,,,
F3_rf_dist_bps_z1.0_momentum,ETH,4h,2,,22,22,13,0.5909090909090909,136.34639260280687,6.197563300127585,4.148084907533149,-71.25378510163578,0.14137554886366577,0.22499999999999992,40.86363636363637,0,1.9129381083806607,rf_dist_bps,1.0,momentum
F3_rf_dist_bps_z1.0_fade,ETH,4h,2,,22,22,9,0.4090909090909091,-149.54639260280692,-6.797563300127587,-4.5496703087615105,-202.58489876549422,-0.14137554886366577,0.22499999999999992,40.86363636363637,0,-2.0981339360706777,rf_dist_bps,1.0,fade
F3_rf_dist_bps_z1.5_momentum,ETH,4h,2,,11,11,6,0.5454545454545454,-3.8165310287229746,-0.34695736624754314,-0.4873683967368294,-35.436830182563995,-0.12472042727302113,0.225,42.0,0,-0.22169428918516806,rf_dist_bps,1.5,momentum
F3_rf_dist_bps_z1.5_fade,ETH,4h,2,,11,11,5,0.45454545454545453,-2.7834689712770393,-0.2530426337524581,-0.35544708000236475,-46.08566031042172,0.12472042727302113,0.225,42.0,0,-0.16168587924797015,rf_dist_bps,1.5,fade
F1_prob_sized,ETH,4h,3,0.5118575815030453,94,94,56,0.5957446808510638,-4.487787018646778,-0.047742415091987005,-0.15583943101178516,-88.22575177587453,-0.007962734518899643,0.11035292553191488,4.9361702127659575,0,-0.20677787954304971,,,
F1_prob_sized_shuffle,ETH,4h,3,0.4794845551099851,145,145,59,0.4068965517241379,-57.68886116846269,-0.3978542149549151,-1.8468490133613806,-68.97897852156993,0.0029879342913816816,0.0978858620689655,4.055172413793104,0,-2.703637844122736,,,
F2_ensemble,ETH,4h,3,0.5158912062282924,147,147,92,0.6258503401360545,37.44241218919084,0.2547102870012982,1.0864043591866168,-63.651984883379214,-0.007038504035724535,0.08194744897959184,5.755102040816326,0,1.335016927512078,,,
F3_rf_dist_bps_z1.0_momentum,ETH,4h,3,,20,20,9,0.45,-55.88737875917511,-2.7943689379587555,-2.1110884676346386,-110.86462611343683,0.045669882500097576,0.22499999999999995,41.5,0,-0.9660601592491038,rf_dist_bps,1.0,momentum
F3_rf_dist_bps_z1.0_fade,ETH,4h,3,,20,20,11,0.55,43.88737875917509,2.1943689379587545,1.65780076343261,-46.342832580749416,-0.045669882500097576,0.22499999999999995,41.5,0,0.758630106733247,rf_dist_bps,1.0,fade
F3_rf_dist_bps_z1.5_momentum,ETH,4h,3,,9,9,3,0.3333333333333333,53.976071195844256,5.997341243982695,3.1328601053555327,-38.635596219570786,-0.03892695555581124,0.22499999999999998,42.0,0,1.4250763874383996,rf_dist_bps,1.5,momentum
F3_rf_dist_bps_z1.5_fade,ETH,4h,3,,9,9,5,0.5555555555555556,-59.37607119584426,-6.5973412439826955,-3.4462850026130134,-101.99291069465895,0.03892695555581124,0.22499999999999998,42.0,0,-1.5676472030178756,rf_dist_bps,1.5,fade
