strategy,asset,tf,window,auc,n_signals,n_trades,n_wins,win_rate,total_pnl_usd,avg_pnl_usd,sharpe,max_dd_usd,avg_funding_paid,avg_fees_paid,avg_bars_held,n_end_of_data,sharpe_ann,feature,z_thr,sign
F3_rf_band_pos_z1.0_momentum,ETH,15m,2,,404,404,187,0.4628712871287129,-15.073505408000202,-0.03731065695049555,-0.09587626396338801,-176.4162626444214,0.004383627599011841,0.2250000000000001,39.90841584158416,0,-0.17896192242335024,rf_band_pos,1.0,momentum
F3_rf_band_pos_z1.0_fade,ETH,15m,2,,404,404,192,0.4752475247524752,-227.32649459199982,-0.5626893430495045,-1.445928761189587,-320.4518360961484,-0.004383627599011841,0.2250000000000001,39.90841584158416,0,-2.6989598894729157,rf_band_pos,1.0,fade
F3_rf_band_pos_z1.5_momentum,ETH,15m,2,,281,281,136,0.48398576512455516,-75.25532177730273,-0.2678125330153122,-0.7055061812483251,-163.94585105183648,-0.014731360409262324,0.22500000000000003,40.0,0,-1.315384154279299,rf_band_pos,1.5,momentum
F3_rf_band_pos_z1.5_fade,ETH,15m,2,,281,281,124,0.4412811387900356,-93.34467822269727,-0.33218746698468776,-0.8750909027753437,-123.60965116277472,0.014731360409262324,0.22500000000000003,40.0,0,-1.6315671466236166,rf_band_pos,1.5,fade
F1_prob_sized,ETH,15m,3,0.5385446642264792,330,330,192,0.5818181818181818,-31.00512815143638,-0.09395493379223145,-1.8054301233953651,-39.88027112432482,0.00025233576250068376,0.06070227272727272,6.63939393939394,0,-8.262248327513332,,,
F1_prob_sized_shuffle,ETH,15m,3,0.5001839810753038,414,414,162,0.391304347826087,-20.395254887600455,-0.04926390069468709,-0.9550343810666457,-28.19088075453722,0.00021933951038680198,0.0658391304347826,6.557971014492754,0,-4.397603183429302,,,
F2_ensemble,ETH,15m,3,0.5432931409611871,2349,2349,1335,0.5683269476372924,-113.23805792630286,-0.048206921211708324,-1.7054383158825643,-114.84977301638777,-3.1492863974025057e-05,0.034355076628352486,5.506172839506172,0,-8.570237837484541,,,
F3_rf_band_pos_z1.0_momentum,ETH,15m,3,,396,396,181,0.45707070707070707,-108.12107412865542,-0.2730330154764026,-0.6871041007211948,-196.9893816958083,0.002117797727275188,0.22500000000000006,39.96969696969697,0,-1.2815598442651692,rf_band_pos,1.0,momentum
F3_rf_band_pos_z1.0_fade,ETH,15m,3,,396,396,182,0.4595959595959596,-129.4789258713446,-0.32696698452359746,-0.8228321965920784,-154.19112924574662,-0.002117797727275188,0.22500000000000006,39.96969696969697,0,-1.534714609640785,rf_band_pos,1.0,fade
F3_rf_band_pos_z1.5_momentum,ETH,15m,3,,274,274,119,0.4343065693430657,-55.90327462325053,-0.20402654971989245,-0.5631823477070302,-170.74764101064932,-0.003249563594895893,0.22500000000000003,40.0,0,-1.0500278464362507,rf_band_pos,1.5,momentum
F3_rf_band_pos_z1.5_fade,ETH,15m,3,,274,274,126,0.45985401459854014,-108.49672537674951,-0.3959734502801077,-1.0930207743284754,-169.23624940685335,0.003249563594895893,0.22500000000000003,40.0,0,-2.0378874701080862,rf_band_pos,1.5,fade
F1_prob_sized,ETH,1h,0,0.5462856985796052,383,383,192,0.5013054830287206,-40.131230935132166,-0.10478128181496649,-1.2930832668916794,-56.5482937321615,-0.004609675019453931,0.0803614229765013,3.83289817232376,0,-3.894167551496456,,,
F2_ensemble,ETH,1h,0,0.5519495969859274,815,815,469,0.5754601226993865,-57.46665779644495,-0.07051123656005515,-1.1643923372844145,-61.93809507879992,-0.0020349969070867727,0.055129417177914114,4.015950920245399,0,-3.4257599133651246,,,
F3_rsi_14_z1.0_momentum,ETH,1h,0,,90,90,48,0.5333333333333333,121.00680684434423,1.3445200760482692,2.401788884408681,-52.831711210479114,-0.005861326111095749,0.2250000000000001,39.96666666666667,0,2.239946518103357,rsi_14,1.0,momentum
F3_rsi_14_z1.0_fade,ETH,1h,0,,90,90,39,0.43333333333333335,-175.00680684434423,-1.9445200760482693,-3.4736013149680844,-180.88058122604815,0.005861326111095749,0.2250000000000001,39.96666666666667,0,-3.2395358398278207,rsi_14,1.0,fade
F3_rsi_14_z1.5_momentum,ETH,1h,0,,69,69,37,0.5362318840579711,30.547115215578494,0.4427118147185289,0.6450956167759367,-108.67228997121117,0.004016872463777755,0.225,39.95652173913044,0,0.6017028049166827,rsi_14,1.5,momentum
F3_rsi_14_z1.5_fade,ETH,1h,0,,69,69,31,0.4492753623188406,-71.94711521557849,-1.0427118147185288,-1.5193830362604352,-152.7264087453412,-0.004016872463777755,0.225,39.95652173913044,0,-1.4171806642088345,rsi_14,1.5,fade
