strategy,asset,tf,variant,n_trades,win_rate,total_pnl_usd,avg_pnl_usd,sharpe_ann,max_dd_usd,calmar,profit_factor,avg_bars_held,avg_funding,avg_fees
E1_router,BTC,4h,composite,194,0.42783505154639173,-240.21369895083967,-1.2382149430455653,-2.357556363746316,-235.38638780687282,-1.0205080301751668,0.631317453555832,12.0,0.050408976417537575,0.22500000000000006
E1_router,BTC,4h,A2_only,223,0.47085201793721976,-157.32214701715702,-0.7054804798975651,-1.2784560669995852,-179.55015916577858,-0.8762016572310669,0.7802415661908811,11.964125560538116,0.06366355605381771,0.22500000000000012
E1_router,BTC,4h,B1_only,77,0.4805194805194805,-48.379447449435524,-0.6283045123303315,-0.7754223663757699,-141.42951275815958,-0.34207462435484026,0.8537884308221636,12.0,-0.19410782305193752,0.22500000000000012
E2_vol_sized,BTC,4h,vol_sized,199,0.45226130653266333,151.63940940734165,0.762007082448953,0.8790265270046345,-94.28762358767398,1.6082641988143729,1.2414029317118869,12.0,0.013180346796455708,0.24987437185929653
E2_vol_sized,BTC,4h,flat_1x,199,0.45226130653266333,37.01351071914358,0.18599754130222906,0.3011274376884506,-66.10481346209914,0.5599215666853835,1.0633851089829247,12.0,0.008576510929643746,0.2250000000000001
E3_session,BTC,4h,composite,212,0.4056603773584906,-55.50096322265613,-0.2617969963332836,-0.38717270362631856,-118.40138242184224,-0.46875266223595646,0.9268572866537824,12.0,0.05195702040095116,0.2250000000000001
E3_session,BTC,4h,A1_only,234,0.4358974358974359,20.2253589629997,0.08643315796153718,0.13151249146922578,-113.55780395533915,0.1781062882384911,1.0260534400887336,12.0,0.07311621762820912,0.2250000000000001
E3_session,BTC,4h,B1_only,77,0.4805194805194805,-48.379447449435524,-0.6283045123303315,-0.7754223663757699,-141.42951275815958,-0.34207462435484026,0.8537884308221636,12.0,-0.19410782305193752,0.22500000000000012
E4_cyclops_conf,BTC,4h,composite,142,0.4859154929577465,-52.98926786229426,-0.37316385818517084,-0.6482577630524496,-73.92703224069952,-0.7167779668168763,0.8817755859078491,12.0,0.04928000774648634,0.2250000000000001
E4_cyclops_conf,BTC,4h,A2_only,223,0.47085201793721976,-157.32214701715702,-0.7054804798975651,-1.2784560669995852,-179.55015916577858,-0.8762016572310669,0.7802415661908811,11.964125560538116,0.06366355605381771,0.22500000000000012
E1_router,ETH,1h,composite,516,0.47674418604651164,-158.1150629028883,-0.30642454050947343,-0.7423807247873633,-212.84984455158292,-0.7428479134480647,0.898355425353112,23.992248062015506,0.009816122577522637,0.22500000000000003
E1_router,ETH,1h,A2_only,643,0.4416796267496112,-199.06485795276194,-0.30958764844908543,-0.7537404359279157,-253.82139592507622,-0.7842713858981475,0.8932362183302629,23.9751166407465,0.013297313646971246,0.225
E1_router,ETH,1h,B1_only,222,0.5,-208.2647606099876,-0.9381295522972415,-1.9412355289233238,-230.50629561116304,-0.9035100757564805,0.7495483316438364,24.0,-0.05816830788288651,0.2250000000000001
E2_vol_sized,ETH,1h,vol_sized,575,0.41739130434782606,-701.9651391378998,-1.22080893763113,-3.047562275072125,-778.4856514154117,-0.901705943920244,0.6039050309706558,23.963478260869564,0.002715271500009326,0.1960434782608696
E2_vol_sized,ETH,1h,flat_1x,575,0.41739130434782606,-821.5143734706173,-1.4287206495141171,-3.3272368119637927,-896.3846930391298,-0.9164752364136541,0.6120216466945257,23.963478260869564,0.0010775346087047747,0.2250000000000001
E3_session,ETH,1h,composite,593,0.418212478920742,-450.657157613589,-0.759961479955462,-1.7086696600057427,-481.48650332999705,-0.9359704882625163,0.7790572547145233,24.0,0.0199869535413151,0.225
E3_session,ETH,1h,A1_only,676,0.4334319526627219,-439.90904838106053,-0.6507530301494978,-1.5139128160428788,-538.6145887623566,-0.8167417993483905,0.8055451111882351,24.0,0.027566814201187523,0.2250000000000001
E3_session,ETH,1h,B1_only,222,0.5,-208.2647606099876,-0.9381295522972415,-1.9412355289233238,-230.50629561116304,-0.9035100757564805,0.7495483316438364,24.0,-0.05816830788288651,0.2250000000000001
E4_cyclops_conf,ETH,1h,composite,421,0.45605700712589076,-188.2901482389217,-0.4472450076934007,-1.105283073336587,-278.39575935021486,-0.6763398576127642,0.8515840967009785,23.961995249406176,0.0035683713182954628,0.22500000000000006
E4_cyclops_conf,ETH,1h,A2_only,643,0.4416796267496112,-199.06485795276194,-0.30958764844908543,-0.7537404359279157,-253.82139592507622,-0.7842713858981475,0.8932362183302629,23.9751166407465,0.013297313646971246,0.225
E1_router,ETH,4h,composite,181,0.4143646408839779,-141.06209716539283,-0.7793486031237172,-0.8265602527256886,-220.30236718074133,-0.6403113092727784,0.8420642133399909,12.0,0.03372880303866511,0.2250000000000001
E1_router,ETH,4h,A2_only,225,0.41333333333333333,-196.01930458268242,-0.8711969092563663,-0.973259508804464,-334.99603345331275,-0.585139180789736,0.8183740801448114,12.0,0.04373806266664664,0.22500000000000006
E1_router,ETH,4h,B1_only,80,0.4625,-101.093942401563,-1.2636742800195375,-1.3062384321048468,-213.54333607489684,-0.47341183414923305,0.7707614633509093,12.0,-0.16208648562499456,0.22500000000000003
E2_vol_sized,ETH,4h,vol_sized,193,0.46632124352331605,58.37136847757441,0.3024423237180021,0.4273471130868739,-111.80588890715174,0.5220777639543515,1.0969173660509046,11.953367875647668,-0.012745838341977492,0.1917746113989638
E2_vol_sized,ETH,4h,flat_1x,193,0.46632124352331605,0.9527556259151027,0.0049365576472285115,0.00625355849759456,-142.90483835434407,0.006667063459059855,1.001239340450873,11.953367875647668,-0.01845171476684048,0.22500000000000006
E3_session,ETH,4h,composite,218,0.44036697247706424,-52.466741490696236,-0.24067312610411118,-0.27793229850453116,-185.31932659969843,-0.2831153256024276,0.9428616465799804,12.0,0.07836229403671038,0.22500000000000006
E3_session,ETH,4h,A1_only,245,0.46530612244897956,114.10394846214547,0.46573040188630804,0.5353561990828464,-119.81442384006894,0.9523389989710592,1.119496067260701,12.0,0.09857821816328308,0.2250000000000001
E3_session,ETH,4h,B1_only,80,0.4625,-101.093942401563,-1.2636742800195375,-1.3062384321048468,-213.54333607489684,-0.47341183414923305,0.7707614633509093,12.0,-0.16208648562499456,0.22500000000000003
E4_cyclops_conf,ETH,4h,composite,137,0.4233576642335766,10.024365682349021,0.07317055242590527,0.07579424151883181,-93.13464786884839,0.10763304432594482,1.0159239287619353,12.0,0.0025163273722538263,0.22500000000000003
E4_cyclops_conf,ETH,4h,A2_only,225,0.41333333333333333,-196.01930458268242,-0.8711969092563663,-0.973259508804464,-334.99603345331275,-0.585139180789736,0.8183740801448114,12.0,0.04373806266664664,0.22500000000000006
E1_router,SOL,1h,composite,533,0.474671669793621,-210.37123513215,-0.39469274884080674,-0.725864845702795,-406.65420192524266,-0.5173221723424455,0.9047389123012785,23.97936210131332,0.03832577504690388,0.22500000000000006
E1_router,SOL,1h,A2_only,631,0.49445324881141045,195.61081882366705,0.31000129766032813,0.5368937645036391,-213.66410312783037,0.9155062360037032,1.078983262327113,23.98256735340729,0.03810534912836661,0.22500000000000003
E1_router,SOL,1h,B1_only,193,0.38860103626943004,-277.2134272362962,-1.4363390012243327,-2.2566140395612035,-288.32196729037776,-0.9614717527128489,0.7287748369194368,24.0,-0.0891074308290186,0.22500000000000006
E2_vol_sized,SOL,1h,vol_sized,569,0.44991212653778556,-458.9312920846667,-0.8065576310802579,-1.2207036173612837,-627.3525212774928,-0.7315365388986308,0.8352134613998247,24.0,-0.002191995760108865,0.2605887521968366
E2_vol_sized,SOL,1h,flat_1x,569,0.44991212653778556,-498.8198178667743,-0.8766604883423099,-1.579245484339307,-625.7621655994985,-0.7971396247468722,0.8056375170922584,24.0,-0.003909000659053482,0.22500000000000006
E3_session,SOL,1h,composite,602,0.48006644518272423,-79.21016061125307,-0.13157833988580245,-0.22482485085956114,-299.7105206771531,-0.264288889266513,0.9688713532280304,23.980066445182725,0.028707114202657286,0.22500000000000003
E3_session,SOL,1h,A1_only,707,0.4809052333804809,-401.1803306182211,-0.567440354481218,-0.9738867189445286,-539.8493826329052,-0.7431338138456697,0.8722559377644111,23.983026874115982,0.03975302995049743,0.22500000000000006
E3_session,SOL,1h,B1_only,193,0.38860103626943004,-277.2134272362962,-1.4363390012243327,-2.2566140395612035,-288.32196729037776,-0.9614717527128489,0.7287748369194368,24.0,-0.0891074308290186,0.22500000000000006
E4_cyclops_conf,SOL,1h,composite,439,0.45558086560364464,-404.4436224004653,-0.9212838779053879,-1.5811520139590507,-408.484626768366,-0.9901073281511957,0.7946734912373399,23.9749430523918,0.02171215165148534,0.2250000000000001
E4_cyclops_conf,SOL,1h,A2_only,631,0.49445324881141045,195.61081882366705,0.31000129766032813,0.5368937645036391,-213.66410312783037,0.9155062360037032,1.078983262327113,23.98256735340729,0.03810534912836661,0.22500000000000003
E1_router,SOL,4h,composite,178,0.550561797752809,169.8120675085542,0.9540003792615405,0.8492774495549146,-122.51007832943733,1.3861069213580848,1.1741003559525007,11.955056179775282,0.06064117233145397,0.22500000000000006
E1_router,SOL,4h,A2_only,218,0.5596330275229358,272.5581973456018,1.2502669603009258,1.1594185874448832,-127.46686153101818,2.1382671077947317,1.2439065716695512,11.963302752293577,0.05892446926605115,0.22500000000000006
E1_router,SOL,4h,B1_only,71,0.4647887323943662,-132.79147172343932,-1.8703024186399904,-1.2150327185814827,-282.5529578048592,-0.46997020578050247,0.7782744821848921,12.0,-0.25447663239437174,0.225
E2_vol_sized,SOL,4h,vol_sized,197,0.5076142131979695,-89.64273842522577,-0.4550392813463237,-0.3321567528022185,-272.2262810934973,-0.3292949456060695,0.9321023561005334,12.0,-0.015445626776657614,0.2695431472081219
E2_vol_sized,SOL,4h,flat_1x,197,0.5076142131979695,-112.40759831077574,-0.5705969457399783,-0.5217149856919651,-228.77641364053912,-0.49134260180944256,0.9026225111620978,12.0,-0.00671044796954742,0.2250000000000001
E3_session,SOL,4h,composite,225,0.4444444444444444,-250.76191367522506,-1.1144973941121115,-0.9453103795260892,-537.0348109781391,-0.46693791268110685,0.830552252212051,12.0,0.11360606844444043,0.22500000000000006
E3_session,SOL,4h,A1_only,255,0.47843137254901963,-104.83486766736628,-0.41111712810731876,-0.35099566760157985,-415.4064591166857,-0.2523669658153261,0.9330875284802661,12.0,0.1280962420588197,0.22500000000000003
E3_session,SOL,4h,B1_only,71,0.4647887323943662,-132.79147172343932,-1.8703024186399904,-1.2150327185814827,-282.5529578048592,-0.46997020578050247,0.7782744821848921,12.0,-0.25447663239437174,0.225
E4_cyclops_conf,SOL,4h,composite,134,0.5671641791044776,285.5428566121413,2.1309168403891143,1.9822331428293973,-102.80603235935092,2.7774912625170405,1.4588892999653027,12.0,0.06481729570894587,0.22667910447761194
E4_cyclops_conf,SOL,4h,A2_only,218,0.5596330275229358,272.5581973456018,1.2502669603009258,1.1594185874448832,-127.46686153101818,2.1382671077947317,1.2439065716695512,11.963302752293577,0.05892446926605115,0.22500000000000006
