strategy_id,family,variant,asset,tf,n_trades,win_rate,avg_pnl_usd,total_pnl_usd,sharpe_ann,calmar,max_dd_usd,profit_factor,avg_bars_held,avg_fees,avg_funding,oos_sharpe,oos_pf,oos_n_trades,is_sharpe,is_pf,bh_sharpe_ann,bh_total_pnl_usd,bh_max_dd_usd,beats_bh_sharpe
A1,Donchian,N20_ATR1.5,BTC,4h,438,0.4840182648401826,0.08891321365338553,38.94398758018286,0.31928867357580154,0.3160104018263137,-123.23641043179123,1.040805410859929,4.9771689497716896,0.22500000000000006,0.030367333961187216,-2.5906545509438867,0.7287647269284985,132,1.3227055157496237,1.1814844727072684,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N20_ATR2.0,BTC,4h,375,0.4693333333333333,0.35787397602272797,134.202741008523,0.8598874339630143,1.4626161932216772,-91.75526814927238,1.140684137307523,7.664,0.2250000000000001,0.048037852266666674,-1.551876464405571,0.7992399276786193,113,1.6648891238783612,1.2942018806145372,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N20_ATR3.0,BTC,4h,235,0.3872340425531915,0.5105142014718903,119.97083734589422,0.48699192372597316,0.7781692803718759,-154.17061604971335,1.1360830675391338,18.540425531914895,0.22500000000000006,0.09744486478723403,-1.4179411163065028,0.7076977943814988,71,1.1330208552075816,1.3535487070773171,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N50_ATR1.5,BTC,4h,258,0.4883720930232558,0.17762764468965758,45.827932329931656,0.5880823354448562,0.45614028033370785,-100.46894410729169,1.0746794774119994,4.9147286821705425,0.22500000000000003,0.052990223255813956,-0.0439908219825497,0.9943427138318934,78,0.8274178741789927,1.1038974824169094,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N50_ATR2.0,BTC,4h,221,0.4434389140271493,0.4195275069715212,92.71557904070619,0.9502237750084035,1.2038389094297874,-77.01659940915353,1.1556147074116356,7.796380090497737,0.22500000000000012,0.0879357015837104,0.01156307177887417,1.0017489575612741,67,1.284210411413128,1.2139816257605798,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N50_ATR3.0,BTC,4h,145,0.3724137931034483,0.44238985140572573,64.14652845383023,0.40574260374283855,0.5428172782703216,-118.1733357092687,1.1133557546030084,18.324137931034482,0.22500000000000006,0.1781818570689655,-0.22072566092138776,0.9462454613252037,44,0.6230157977989675,1.1821082222806925,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N100_ATR1.5,BTC,4h,182,0.46703296703296704,-0.14890279033237874,-27.10030784049293,-0.48233065081812404,-0.30214532780383435,-89.69295682138633,0.9429268495215184,4.967032967032967,0.2250000000000001,0.07656059876373626,-1.068152372540581,0.8731068689232209,55,-0.25911744602041403,0.9694641663139049,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N100_ATR2.0,BTC,4h,157,0.4394904458598726,0.32094909043724607,50.38900719864763,0.7097051329097616,0.767751459749101,-65.63192626831946,1.111815270578289,7.732484076433121,0.22500000000000012,0.12010664076433121,1.307269672565021,1.2110356397002542,48,0.5163299764955759,1.0799969040842756,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N100_ATR3.0,BTC,4h,100,0.39,0.1935783395512548,19.357833955125482,0.15965608019760094,0.19453622662905368,-99.5076047816917,1.0412233352121334,18.08,0.22500000000000012,0.24421797275000004,-0.339441815734208,0.923361363486512,30,0.318287202478485,1.0853857954959658,1.1724492940862372,441.90947073101427,-163.4804496797605,0
A1,Donchian,N20_ATR1.5,BTC,1d,76,0.4342105263157895,-0.49626555730625815,-37.71618235527562,-0.31987523248643973,-0.3201821406739219,-117.79602158911892,0.9122179956330854,4.894736842105263,0.22500000000000012,0.4137484858552632,-2.8623631838541126,0.4651445312875822,23,0.693974043228075,1.2277175495179387,1.1510471210626023,444.68610909395176,-160.59186125214234,0
A1,Donchian,N20_ATR2.0,BTC,1d,60,0.45,1.3277116983613582,79.66270190168149,0.482069990425876,1.1326560149051104,-70.33265250293606,1.2062281923154254,8.233333333333333,0.225,0.7188447250000001,-0.16365456427554093,0.9374381468344807,18,0.7296660015847084,1.3256958182028118,1.1510471210626023,444.68610909395176,-160.59186125214234,0
A1,Donchian,N20_ATR3.0,BTC,1d,45,0.35555555555555557,-3.9372458822376086,-177.1760647006924,-0.6672967421615419,-0.7747611954636553,-228.6847427802079,0.6886206884764022,17.355555555555554,0.22499999999999995,1.1209602827777776,-0.6943727097292078,0.6937553875724722,14,-0.664069938004535,0.6866771458161356,1.1510471210626023,444.68610909395176,-160.59186125214234,0
