sleeve_id,cohort,gate_stack,depth,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25,dpt_train,dpt_val,dpt_full,sum_25_28d,sum_lockbox,max_dd_25,max_dd_full,loss_streak,loss_streak_full,sharpe,sharpe_full,n_days_lock,n_days_full,fires_per_day,fires_per_day_lock,days_lock,days_full,bootstrap_p_lockbox,bootstrap_p_full
GR_REG28_k4_n40,31D,g_tr_stack_full_with&g_mp_change_with&g_mp_weighted_skew_with&g_mp_skew_with,4,63,18,10,91,76.19047619047619,44.44444444444444,80.0,70.32967032967034,6.400226385318845,6.128055659087793,-5.959776302459023,3.7669648014445825,342.793796931457,64.00226385318845,26.364088700014428,143.74581972862535,1,3,33.305631704255454,4.781708374741355,3,28,2.935483870967742,2.5,4.0,31.0,0.0001,0.04
GR_REG28_k4_n80,31D,g_tr_stack_full_with&g_mp_change_with&g_above_1h_dailyvwap_with&g_ribbon_slope_with,4,126,36,16,178,83.33333333333334,86.11111111111111,93.75,84.8314606741573,5.452995416281135,3.1871571253762543,1.7797839310471906,3.106190707728119,552.9019459756051,87.24792666049817,25.0,106.25519214425879,1,3,13.67089812084387,7.897366549153078,4,30,5.741935483870968,4.0,4.0,31.0,0.044,0.009
GR_REG28_k5_n20,31D,g_tr_stack_full_with&g_mp_change_with&g_mp_weighted_skew_with&g_tr_above_pp&g_ribbon_agrees,5,44,13,3,60,77.27272727272727,38.46153846153847,33.33333333333333,66.66666666666666,-7.686055296897471,7.421690840006466,-10.926149702164677,2.690938082357521,161.45628494145126,-23.05816589069241,25.0,167.03994612814083,1,3,-9.606891243595312,2.4311544869818142,2,26,1.935483870967742,0.75,4.0,31.0,,0.22
GR_REG28_k5_n40,31D,g_tr_stack_full_with&g_mp_change_with&g_mp_weighted_skew_with&g_mp_skew_with&g_tight_ribbon,5,58,18,8,84,77.58620689655173,44.44444444444444,75.0,70.23809523809523,3.1984394334170427,7.2016387281908525,-5.959776302459023,4.000078431644565,336.00658825814344,25.587515467336342,26.364088700014428,143.74581972862535,1,2,96.17473388361266,5.014212231881375,2,27,2.7096774193548385,2.0,4.0,31.0,,0.031
GR_REG28_k5_n80,31D,g_tr_stack_full_with&g_mp_change_with&g_above_1h_dailyvwap_with&g_ribbon_slope_with&g_ribbon_agrees,5,126,36,16,178,83.33333333333334,86.11111111111111,93.75,84.8314606741573,5.452995416281135,3.1871571253762543,1.7797839310471906,3.106190707728119,552.9019459756051,87.24792666049817,25.0,106.25519214425879,1,3,13.67089812084387,7.897366549153078,4,30,5.741935483870968,4.0,4.0,31.0,0.044,0.009
GR_HUR22_k3_n20,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early,3,293,104,60,457,68.25938566552901,63.46153846153846,73.33333333333333,67.83369803063457,3.748607139673564,3.6774618470800515,0.9545064433555511,3.067136585741457,1401.681419683846,224.91642838041383,106.17368399478283,211.36294010740562,4,5,9.791118944924467,10.20418897163968,4,32,14.28125,15.0,4.0,32.0,0.083,0.0001
GR_HUR22_k3_n40,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early,3,293,104,60,457,68.25938566552901,63.46153846153846,73.33333333333333,67.83369803063457,3.748607139673564,3.6774618470800515,0.9545064433555511,3.067136585741457,1401.681419683846,224.91642838041383,106.17368399478283,211.36294010740562,4,5,9.791118944924467,10.20418897163968,4,32,14.28125,15.0,4.0,32.0,0.083,0.0001
GR_HUR22_k3_n80,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early,3,293,104,60,457,68.25938566552901,63.46153846153846,73.33333333333333,67.83369803063457,3.748607139673564,3.6774618470800515,0.9545064433555511,3.067136585741457,1401.681419683846,224.91642838041383,106.17368399478283,211.36294010740562,4,5,9.791118944924467,10.20418897163968,4,32,14.28125,15.0,4.0,32.0,0.083,0.0001
GR_HUR22_k4_n20,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_far_from_pivot,4,54,12,8,74,66.66666666666666,66.66666666666666,100.0,70.27027027027027,13.985850080658695,3.631280336348904,2.2961400511753745,4.534184046246148,335.5296194222149,111.88680064526956,0.0,121.30088344585982,0,2,133.39873149225133,10.606223609888763,2,15,2.3125,2.0,4.0,32.0,,0.01
GR_HUR22_k4_n40,22D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high,4,59,15,26,100,74.57627118644068,73.33333333333333,88.46153846153845,78.0,10.532423419839851,6.996370834569789,4.097017594512222,7.480841520731371,748.084152073137,273.84300891583615,50.0,100.0,2,4,35.138460281877194,11.33902422739778,3,20,4.761904761904762,6.5,4.0,21.0,0.0001,0.0001
GR_HUR22_k4_n80,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_tight_ribbon,4,265,90,52,407,67.54716981132076,60.0,69.23076923076923,66.09336609336609,3.2917190345684917,4.051546546873605,0.3881062753188184,3.1443704901664877,1279.7587894977605,171.16938979756156,106.17368399478283,238.97331788896054,4,5,8.01311679866475,9.694792722795855,4,32,12.71875,13.0,4.0,32.0,0.146,0.0001
GR_HUR22_k5_n20,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_far_from_pivot&g_rf_with,5,51,11,7,69,64.70588235294117,72.72727272727273,100.0,69.56521739130434,14.997980407820615,3.2065652303821586,4.777607328554954,4.653251742294766,321.07437021833886,104.9858628547443,0.0,133.1799239095447,0,4,468.78061619862393,10.318816284771751,2,15,2.15625,1.75,4.0,32.0,,0.012
GR_HUR22_k5_n40,22D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_rf_strong,5,44,13,18,75,75.0,69.23076923076923,88.88888888888889,77.33333333333333,10.937844453989685,8.58164839926889,1.4930253866270204,7.918440796877289,593.8830597657967,196.88120017181433,25.0,75.0,1,3,14.198747939674247,10.089238719721646,3,19,3.5714285714285716,4.5,4.0,21.0,0.0001,0.0001
GR_HUR22_k5_n80,33D,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_tight_ribbon&g_rf_with,5,239,80,50,369,66.10878661087865,58.75,68.0,64.76964769647697,2.7600478303072298,3.3877742293357103,-0.1302734204930463,2.5399960940031234,937.2585586871526,138.0023915153615,106.17368399478283,268.31954756347,4,4,6.448755065616595,7.403812631019647,4,32,11.53125,12.5,4.0,32.0,0.252,0.005
GR_SMS22_k3_n20,22D,g_rsi_overbought&g_near_pivot&g_cvd_with,3,32,7,8,47,75.0,100.0,100.0,82.97872340425532,4.341217491942218,39.244885979420594,15.972079433597036,29.837673347067575,1402.370647312176,34.729739935537744,0.0,200.0,0,8,0.0,14.079483407470104,1,5,2.238095238095238,2.0,4.0,21.0,,0.0001
GR_SMS22_k3_n40,22D,g_rsi_overbought&g_near_pivot&g_trend_strong_60,3,53,14,0,67,47.16981132075472,50.0,,47.76119402985074,,16.091034224889288,-4.51396028320148,11.78551298439271,789.6293699543116,0.0,0.0,184.15709914777017,0,3,0.0,8.76286706584296,0,4,3.1904761904761907,0.0,4.0,21.0,,0.08
GR_SMS22_k3_n80,22D,g_rsi_overbought&g_bb_squeeze&g_rf_fresh,3,83,0,0,83,49.39759036144578,,,49.39759036144578,,7.989338435769196,,7.989338435769196,663.1150901688433,0.0,0.0,483.4482446449467,0,2,0.0,4.265273888799491,0,5,3.9523809523809526,0.0,4.0,21.0,,0.345
GR_SMS22_k4_n20,22D,g_rsi_overbought&g_near_pivot&g_cvd_with&g_mp_weighted_skew_with,4,20,4,0,24,70.0,100.0,,75.0,,61.59960698374564,20.54146388938236,54.75658313468511,1314.1579952324425,0.0,0.0,150.0,0,6,0.0,15.105827138537112,0,4,1.1428571428571428,0.0,4.0,21.0,,0.0001
GR_SMS22_k4_n40,22D,g_rsi_overbought&g_near_pivot&g_trend_strong_60&g_rf_fresh,4,51,4,0,55,49.01960784313725,50.0,,49.09090909090909,,17.702447331747692,-4.025545246574259,16.122229689687916,886.7226329328354,0.0,0.0,126.52357930949415,0,3,0.0,9.533020314180105,0,4,2.619047619047619,0.0,4.0,21.0,,0.08
GR_SMS22_k4_n80,22D,g_rsi_overbought&g_bb_squeeze&g_rf_fresh,3,83,0,0,83,49.39759036144578,,,49.39759036144578,,7.989338435769196,,7.989338435769196,663.1150901688433,0.0,0.0,483.4482446449467,0,2,0.0,4.265273888799491,0,5,3.9523809523809526,0.0,4.0,21.0,,0.345
GR_SMS22_k5_n20,22D,g_rsi_overbought&g_near_pivot&g_cvd_with&g_mp_weighted_skew_with&g_rf_fresh,5,20,2,0,22,70.0,100.0,,72.72727272727273,,61.59960698374564,16.948909506851482,57.54045266766435,1265.8899586886157,0.0,0.0,150.0,0,6,0.0,14.057826285193432,0,4,1.0476190476190477,0.0,4.0,21.0,,0.0001
GR_SMS22_k5_n40,22D,g_rsi_overbought&g_near_pivot&g_trend_strong_60&g_rf_fresh&g_tr_in_active_session,5,51,4,0,55,49.01960784313725,50.0,,49.09090909090909,,17.702447331747692,-4.025545246574259,16.122229689687916,886.7226329328354,0.0,0.0,126.52357930949415,0,3,0.0,9.533020314180105,0,4,2.619047619047619,0.0,4.0,21.0,,0.08
GR_SMS22_k5_n80,22D,g_rsi_overbought&g_bb_squeeze&g_rf_fresh,3,83,0,0,83,49.39759036144578,,,49.39759036144578,,7.989338435769196,,7.989338435769196,663.1150901688433,0.0,0.0,483.4482446449467,0,2,0.0,4.265273888799491,0,5,3.9523809523809526,0.0,4.0,21.0,,0.345
GR_ALL22_k3_n20,22D,g_rsi_overbought&g_rv_with&g_hurst_trending,3,22,1,2,25,54.54545454545454,100.0,50.0,56.00000000000001,-0.29016074969648287,108.4562911480143,1121.1200182539228,140.26312408043378,3506.5781020108448,-0.5803214993929657,25.0,50.0,1,2,0.0,8.365597453563689,1,8,1.1904761904761905,0.5,4.0,21.0,,0.002
GR_ALL22_k3_n40,22D,g_rsi_overbought&g_rv_with&g_adx_strong,3,40,1,4,45,50.0,100.0,50.0,51.11111111111111,-0.5197916843256554,61.47856501887518,1121.1200182539228,79.51518782825838,3578.183452271627,-2.0791667373026215,50.0,111.2757050837126,2,2,0.0,7.884968212754734,1,8,2.142857142857143,1.0,4.0,21.0,,0.042
GR_ALL22_k3_n80,22D,g_rsi_overbought&g_vol_med&g_cci_with,3,82,3,1,86,57.3170731707317,66.66666666666666,100.0,58.139534883720934,0.7577312137840356,26.10122515800315,-4.9467337942106875,24.72346503241175,2126.2179927874104,0.7577312137840356,0.0,310.50496532232137,0,5,0.0,4.909965906826334,1,10,4.095238095238095,0.25,4.0,21.0,,0.192
GR_ALL22_k4_n20,22D,g_rsi_overbought&g_rv_with&g_hurst_trending&g_tight_ribbon,4,20,0,2,22,55.00000000000001,,50.0,54.54545454545454,-0.29016074969648287,120.41580911564748,,109.44253912788894,2407.7358608135564,-0.5803214993929657,25.0,50.0,1,2,0.0,6.449844836195553,1,7,1.0476190476190477,0.5,4.0,21.0,,0.031
GR_ALL22_k4_n40,22D,g_rsi_overbought&g_rv_with&g_adx_strong&g_rf_fresh,4,40,0,4,44,50.0,,50.0,50.0,-0.5197916843256554,61.47856501887518,,55.842350773129645,2457.0634340177044,-2.0791667373026215,50.0,111.2757050837126,2,2,0.0,6.0102448333315035,1,7,2.0952380952380953,1.0,4.0,21.0,,0.166
GR_ALL22_k4_n80,22D,g_rsi_overbought&g_vol_med&g_cci_with&g_tight_ribbon,4,80,3,1,84,57.49999999999999,66.66666666666666,100.0,58.333333333333336,0.7577312137840356,26.93222503208886,-4.9467337942106875,25.482089671407866,2140.495532398261,0.7577312137840356,0.0,310.50496532232137,0,4,0.0,4.950437672822666,1,10,4.0,0.25,4.0,21.0,,0.182
GR_ALL22_k5_n20,22D,g_rsi_overbought&g_rv_with&g_hurst_trending&g_tight_ribbon&g_rf_fresh,5,20,0,2,22,55.00000000000001,,50.0,54.54545454545454,-0.29016074969648287,120.41580911564748,,109.44253912788894,2407.7358608135564,-0.5803214993929657,25.0,50.0,1,2,0.0,6.449844836195553,1,7,1.0476190476190477,0.5,4.0,21.0,,0.031
GR_ALL22_k5_n40,22D,g_rsi_overbought&g_rv_with&g_adx_strong&g_rf_fresh&g_vol_expanding,5,40,0,4,44,50.0,,50.0,50.0,-0.5197916843256554,61.47856501887518,,55.842350773129645,2457.0634340177044,-2.0791667373026215,50.0,111.2757050837126,2,2,0.0,6.0102448333315035,1,7,2.0952380952380953,1.0,4.0,21.0,,0.166
GR_ALL22_k5_n80,22D,g_rsi_overbought&g_vol_med&g_cci_with&g_tight_ribbon&g_tr_in_active_session,5,80,3,1,84,57.49999999999999,66.66666666666666,100.0,58.333333333333336,0.7577312137840356,26.93222503208886,-4.9467337942106875,25.482089671407866,2140.495532398261,0.7577312137840356,0.0,310.50496532232137,0,4,0.0,4.950437672822666,1,10,4.0,0.25,4.0,21.0,,0.182
OFFSET_0_60_GR3,28D,g_offset_early&g_above_1h_dailyvwap_with&g_range_compressed&g_rf_aged,4,31,7,14,52,61.29032258064516,71.42857142857143,71.42857142857143,65.38461538461539,8.797541059585638,8.730500879291624,22.648484904380346,10.622124931209648,552.3504964229016,123.16557483419894,50.0,114.35422493859255,2,4,15.896662864391775,9.011011268506405,4,20,1.9259259259259258,2.8,5.0,27.0,0.017,0.001
OFFSET_0_60_GR4,28D,g_offset_early&g_above_1h_dailyvwap_with&g_range_compressed&g_rf_aged&g_tight_ribbon,5,30,6,13,49,63.33333333333333,66.66666666666666,69.23076923076923,65.3061224489796,8.666582633704037,9.854850908601344,16.925662772580292,10.405409757789275,509.8650781316745,112.66557423815249,50.0,114.35422493859255,2,4,14.35316196085963,9.115029131298124,4,18,1.8148148148148149,2.6,5.0,27.0,0.017,0.008
OFFSET_60_150_GR3,31D,g_above_1h_dailyvwap_with&g_mp_weighted_skew_with&g_mp_change_with,3,344,77,48,469,46.80232558139535,35.064935064935064,52.083333333333336,45.41577825159915,15.57642394193776,5.620110967554946,-6.538236364429354,4.64294738164361,2177.5423219908535,747.6683492130124,84.4574572183275,700.3233528224969,3,15,22.320842375542693,5.6007006885124895,4,31,15.129032258064516,12.0,4.0,31.0,0.0001,0.015
OFFSET_60_150_GR4,31D,g_above_1h_dailyvwap_with&g_mp_weighted_skew_with&g_mp_change_with&g_tr_within_adr,4,167,51,30,248,50.29940119760479,31.372549019607842,53.333333333333336,46.774193548387096,12.373346968882467,12.130345633423644,-9.553171182684133,7.700630643271499,1909.7563995313317,371.20040906647404,121.03494237053015,720.6683682305304,3,15,13.74110760888379,6.555877801429392,3,26,8.0,7.5,4.0,31.0,0.032,0.019
OFFSET_150_300_GR3,31D,g_above_1h_dailyvwap_with&g_mp_change_with&g_mp_weighted_skew_with,3,344,77,48,469,46.80232558139535,35.064935064935064,52.083333333333336,45.41577825159915,15.57642394193776,5.620110967554946,-6.538236364429354,4.64294738164361,2177.5423219908535,747.6683492130124,84.4574572183275,700.3233528224969,3,15,22.320842375542693,5.6007006885124895,4,31,15.129032258064516,12.0,4.0,31.0,0.0001,0.015
OFFSET_150_300_GR4,31D,g_above_1h_dailyvwap_with&g_mp_change_with&g_mp_weighted_skew_with&g_mp_skew_with,4,258,60,34,352,48.06201550387597,36.666666666666664,64.70588235294117,47.72727272727273,20.844061505053954,7.83117118246973,-4.562273303918989,6.975579142084903,2455.403858013886,708.6980911718344,63.02569747240511,481.92923839953687,2,13,36.78373771573736,6.869525105923217,4,31,11.35483870967742,8.5,4.0,31.0,0.0001,0.001
OFFSET_300_480_GR3,31D,g_offset_mid&g_above_1h_dailyvwap_with&g_mp_no_extreme&g_far_from_pivot,4,201,99,34,334,60.19900497512438,59.59595959595959,58.82352941176471,59.88023952095808,4.815324879425418,5.749259608818384,1.403998862333362,4.366221900131624,1458.3181146439624,163.72104590046422,130.32189318024652,342.9541871913982,4,10,19.328578206995548,10.582322670568068,2,16,10.774193548387096,8.5,4.0,31.0,,0.0001
OFFSET_300_480_GR4,28D,g_offset_mid&g_above_1h_dailyvwap_with&g_mp_no_extreme&g_far_from_pivot&g_atr_high,5,47,20,8,75,70.2127659574468,45.0,75.0,64.0,14.63181232930746,7.805120492341057,1.1153649165171358,6.749366134731095,506.20246010483214,117.05449863445968,27.52767364459166,231.60873837132857,1,6,34.79155085663977,8.02686567198741,2,13,2.7777777777777777,1.6,5.0,27.0,,0.039
OFFSET_480_720_GR3,28D,g_tr_stack_full_with&g_trend_slope_strong_with&g_mp_weighted_skew_with,3,159,52,39,250,56.60377358490566,55.769230769230774,56.41025641025641,56.39999999999999,-0.8161110233593148,0.6843114026747072,1.5334415812063922,0.6268645813479906,156.71614533699764,-31.82832991101328,198.4361701466585,388.3450799471275,4,13,-0.9336097130636314,0.6957511526302462,5,27,9.25925925925926,7.8,5.0,27.0,0.5,0.424
OFFSET_480_720_GR4,28D,g_tr_stack_full_with&g_trend_slope_strong_with&g_mp_weighted_skew_with&g_rf_fresh,4,114,44,32,190,54.385964912280706,56.81818181818182,56.25,55.26315789473685,-0.25853190680497073,0.7050417736922271,2.570817631797652,0.9748300893802717,185.21771698225163,-8.273021017759064,125.0,381.3824853084304,5,10,-0.3652816145106084,0.9602846793137586,5,27,7.037037037037037,6.4,5.0,27.0,0.5,0.395
OFFSET_720_900_GR3,28D,g_offset_late&g_mp_no_extreme_150&g_tr_above_pp&g_trend_slope_with,4,377,144,119,640,50.663129973474796,55.55555555555556,56.30252100840336,52.81249999999999,-0.2904459149257918,3.2985696239898834,4.332331153364234,2.863833391331979,1832.8533704524666,-34.563063876169224,260.9224984298786,616.1948498675831,6,8,-2.836119783793083,5.44078109012244,5,27,23.703703703703702,23.8,5.0,27.0,0.5,0.024
OFFSET_720_900_GR4,28D,g_offset_late&g_mp_no_extreme_150&g_tr_above_pp&g_trend_slope_with&g_stoch_with,5,159,65,70,294,65.40880503144653,70.76923076923077,61.42857142857143,65.64625850340136,-2.733982095582273,4.074946904006965,4.772138877440686,2.607914415238071,766.726838079993,-191.3787466907591,220.1101628034191,370.7649065702507,5,6,-6.812124622454917,2.976164396048331,5,27,10.88888888888889,14.0,5.0,27.0,0.5,0.154
