stack,n_t,wr_t,dpt_t,dd_t,ls_t,shp_t,n_l,wr_l,dpt_l,dd_l,ls_l,shp_l,size,val_n,val_wr,val_dpt,val_sum_pnl,val_max_dd,val_max_ls,val_sharpe,val_n_per_day
g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema800,35,0.9142857142857143,5.046849939775288,44.192592739492014,1,10.918473030508302,45,0.8,2.453080206464595,75.0,3,19.05285688228075,T,67,0.7761194029850746,-1.8988309262773677,-127.22167206058364,204.98186820177688,3,-7.314908549132919,11.166666666666666
g_bb_pos_extreme_with+g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong,28,0.9285714285714286,5.278802435664667,25.0,1,9.725079624492201,37,0.8378378378378378,2.3557075328346073,50.008268373371365,2,14.864951893535602,Q,67,0.8059701492537313,-0.8884708826965184,-59.527549140666736,146.2635814617843,3,-4.231291683743517,11.166666666666666
g_R1_six+g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong,29,0.9310344827586207,4.833170138444609,25.0,1,9.859982899131202,34,0.8235294117647058,2.3529059979498443,58.12627142500928,2,19.255073061190696,Q,63,0.8253968253968254,-0.09477746064109248,-5.970980020388827,112.15568597961476,2,-0.9484398476320928,10.5
g_R1_five+g_mp_no_extreme_100+g_regime_trending_dn+g_ribbon_slope_strong,34,0.9117647058823529,4.5880797005530445,50.0,2,9.22371170331339,40,0.825,2.308639338630643,54.13789980585746,2,16.103456540517975,Q,73,0.8082191780821918,-0.1950961331546555,-14.242017720289851,137.15568597961476,3,-1.350244614317735,12.166666666666666
g_cci_strong_with+g_ev_ge_30+g_regime_trending_dn+g_ribbon_slope_strong,30,0.9333333333333333,6.545868560168308,25.0,1,12.79737790030287,39,0.8205128205128205,2.2962311537035087,71.08933981548505,2,8.500010695400295,Q,75,0.8133333333333334,0.45979865065438424,34.48489879907882,138.10325108739997,2,1.6062094784985876,12.5
g_R1_six+g_regime_trending_dn+g_ribbon_slope_strong+g_strong_favorite,27,0.9629629629629629,3.7591585446141376,25.0,1,27.13781411989394,31,0.8709677419354839,2.264200188468605,50.0,2,13.579118775276944,Q,62,0.8387096774193549,-0.5965030826097751,-36.98319112180606,88.0911237463065,2,-4.637326958094148,10.333333333333334
g_regime_trending_dn+g_ribbon_slope_strong+g_sms_no_liquidity_above+g_strong_favorite,28,0.9285714285714286,3.1003138788992572,44.192592739492014,1,18.17056286395984,33,0.8787878787878788,2.2250985598153474,50.0,2,11.140764435381152,Q,63,0.873015873015873,1.0056257532570145,63.35442245519191,61.9384118461159,2,8.420800547541253,10.5
g_cci_extreme_with+g_regime_trending_dn+g_rf_with+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,35,0.7428571428571429,1.8632672152379801,94.78182265155299,3,7.053362733361252,Q,58,0.7413793103448276,-2.299359810118184,-133.36286898685466,204.46711633567313,2,-14.640344026581246,9.666666666666666
g_bb_pos_strong_with+g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_bb_pos_extreme_with+g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_adx_strong+g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_bb_pos_with+g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_cci_extreme_with+g_cci_strong_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong+g_ribbon_slope_with,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_cci_extreme_with+g_regime_trending_dn+g_rf_fresh+g_ribbon_slope_strong,26,0.8461538461538461,7.049618602872686,44.68571635076569,1,10.16865723748431,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,56,0.7321428571428571,-2.4425839539885827,-136.78470142336064,207.1752651879646,2,-14.741503003263743,9.333333333333334
g_cci_extreme_with+g_regime_trending_dn+g_ribbon_agrees+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_cci_extreme_with+g_cci_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong+g_tr_above_ema50,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
g_R1_five+g_cci_extreme_with+g_regime_trending_dn+g_ribbon_slope_strong,27,0.8518518518518519,6.848758024445333,44.68571635076569,1,9.60073134658178,36,0.75,1.8387320248512233,94.78182265155299,3,7.097384683179614,Q,59,0.7457627118644068,-2.236197951712847,-131.93567915105797,204.4671163356731,2,-14.334640838299897,9.833333333333334
