band,off_lo,off_hi,stack,n_t,wr_t,dpt_t,sum_t,dd_t,ls_t,shp_t,n_v,wr_v,dpt_v,sum_v,dd_v,ls_v,shp_v,n_l,wr_l,dpt_l,sum_l,dd_l,ls_l,shp_l,np_d_l,score
early,30,90,g_R1_full+g_mp_wt_no_extreme_100+g_regime_trending_dn+g_tr_partial_stack_with,27,0.7407407407407407,3.6943144192081014,99.74648931861874,50.0,2,5.941638006646049,28,0.8571428571428571,7.412663055216756,207.55456554606917,25.0,1,17.472479960918964,18,0.7777777777777778,4.23732877153379,76.27191788760823,29.262163337756352,1,13.336715314102662,2.0,13.149991826750547
early,30,90,g_R1_full+g_mp_wt_no_extreme_100+g_regime_trending_dn+g_tr_above_ema200,27,0.7407407407407407,3.6943144192081014,99.74648931861874,50.0,2,5.941638006646049,28,0.8571428571428571,7.412663055216756,207.55456554606917,25.0,1,17.472479960918964,18,0.7777777777777778,4.23732877153379,76.27191788760823,29.262163337756352,1,13.336715314102662,2.0,13.149991826750547
early,30,90,g_R1_full+g_mp_no_extreme_150+g_mp_wt_no_extreme_100+g_regime_trending_dn,28,0.75,4.183349244956153,117.13377885877227,50.0,2,7.0211744994397085,28,0.8571428571428571,7.412663055216756,207.55456554606917,46.51119999235327,1,15.67767191891528,18,0.7777777777777778,4.23732877153379,76.27191788760823,29.262163337756352,1,13.336715314102662,2.0,13.149991826750547
early,30,90,g_R1_full+g_mp_wt_no_extreme_100+g_regime_trending_dn+g_tight_ribbon,28,0.75,4.183349244956153,117.13377885877227,50.0,2,7.0211744994397085,24,0.8333333333333334,7.68181518974782,184.3635645539477,25.0,1,22.56470986538205,16,0.75,3.921060470984707,62.73696753575531,29.26216333775635,1,11.667241833742926,1.7777777777777777,13.102875660732527
early,30,90,g_R1_full+g_regime_trending_dn+g_rf_full_align+g_tr_within_adr,36,0.8611111111111112,6.293273722080945,226.55785399491404,50.0,2,15.579053767268125,26,0.8846153846153846,5.388040300252829,140.08904780657355,50.0,2,14.42902955989893,16,0.8125,6.12204893869099,97.95278301905584,25.0,1,12.16141410890852,1.7777777777777777,13.01008923894382
early,30,90,g_R1_full+g_regime_trending_dn+g_rf_strong+g_tr_within_adr,36,0.8611111111111112,6.293273722080945,226.55785399491404,50.0,2,15.579053767268125,26,0.8846153846153846,5.388040300252829,140.08904780657355,50.0,2,14.42902955989893,16,0.8125,6.12204893869099,97.95278301905584,25.0,1,12.16141410890852,1.7777777777777777,13.01008923894382
mid,90,180,g_mfi_strong_with+g_rf_strict_align+g_tr_above_pp+g_tr_full_stack_with,36,0.8611111111111112,3.5159344724509998,126.573641008236,69.72215437302239,2,5.9906878178531535,13,0.8461538461538461,1.1894990261613123,15.46348734009706,36.69274968150427,1,3.3934557042717164,15,1.0,10.296396549813355,154.44594824720033,0.0,0,15.872156849371624,1.6666666666666667,12.985895575974668
mid,90,180,g_cci_extreme_with+g_rf_strict_align+g_tr_above_ema800,35,0.8857142857142857,4.42408725473539,154.84305391573866,41.91648244528301,1,6.055053288471509,5,1.0,3.7207879436571445,18.603939718285723,0.0,0,28.419176950275805,15,0.8666666666666667,7.750910293173164,116.26365439759746,50.0,2,11.154360490019798,1.6666666666666667,12.971698236830308
mid,90,180,g_bb_pos_strong_with+g_cci_extreme_with+g_rf_strict_align+g_tr_above_ema800,35,0.8857142857142857,4.42408725473539,154.84305391573866,41.91648244528301,1,6.055053288471509,5,1.0,3.7207879436571445,18.603939718285723,0.0,0,28.419176950275805,15,0.8666666666666667,7.750910293173164,116.26365439759746,50.0,2,11.154360490019798,1.6666666666666667,12.971698236830308
mid,90,180,g_cci_extreme_with+g_rf_strict_align+g_rf_with+g_tr_above_ema800,35,0.8857142857142857,4.42408725473539,154.84305391573866,41.91648244528301,1,6.055053288471509,5,1.0,3.7207879436571445,18.603939718285723,0.0,0,28.419176950275805,15,0.8666666666666667,7.750910293173164,116.26365439759746,50.0,2,11.154360490019798,1.6666666666666667,12.971698236830308
mid,90,180,g_cci_extreme_with+g_rf_strict_align+g_tr_above_cloud+g_tr_above_ema800,35,0.8857142857142857,4.42408725473539,154.84305391573866,41.91648244528301,1,6.055053288471509,5,1.0,3.7207879436571445,18.603939718285723,0.0,0,28.419176950275805,15,0.8666666666666667,7.750910293173164,116.26365439759746,50.0,2,11.154360490019798,1.6666666666666667,12.971698236830308
mid,90,180,g_cci_extreme_with+g_rf_strict_align+g_tr_full_stack_with,35,0.8857142857142857,4.42408725473539,154.84305391573866,41.91648244528301,1,6.055053288471509,5,1.0,3.7207879436571445,18.603939718285723,0.0,0,28.419176950275805,15,0.8666666666666667,7.750910293173164,116.26365439759746,50.0,2,11.154360490019798,1.6666666666666667,12.971698236830308
