sleeve_id,anchor,gate_stack,description,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_train,sum_25_val,sum_25_lockbox,max_dd_25_train,max_dd_25_val,max_dd_25_lockbox,loss_streak_train,loss_streak_val,loss_streak_lockbox,sharpe_train,sharpe_val,sharpe_lockbox,np_d_lockbox,bootstrap_p_lockbox,bootstrap_ci_lo,bootstrap_ci_hi,depth_250_strict_pct_lockbox,depth_250_med_pct_lockbox,depth_250_loose_pct_lockbox,underfilled_250_pct_lockbox,mean_slip_250_bps_lockbox,dpt_250_lockbox,sum_250_lockbox
SOL5_S1_RF_TR_MID,offset_90-180s,g_rf_strict_align & g_tr_partial_stack_with,RF strict alignment + TR partial stack (mid window 90-180s),120,37,50,0.7666666666666667,0.8108108108108109,0.84,1.1937669734140266,-0.26590281079403205,4.2651035319929544,143.2520368096832,-9.838403999379185,213.25517659964774,132.87387503590543,123.85192091049538,64.37956007957742,3,2,2,4.442000614841036,-0.8408104338194492,10.121609246626578,5.555555555555555,0.059,-1.6132367333648123,7.651916551183951,0.18,0.42,0.7,0.04,377.7757711293242,32.823042755864016,1641.1521377932008
SOL5_S2_DEPTH_DIR_HOD,offset_30-90s,g_depth_250_strict & g_dir_up & g_hod_us_afternoon & g_tr_in_active_session,Deep book + UP only + US afternoon + active session (early 30-90s),32,7,51,0.9375,0.8571428571428571,0.9019607843137255,4.052771537891468,2.1287737996068143,4.273890361730672,129.68868921252698,14.901416597247701,217.96840844826428,25.0,25.0,25.139004133642658,1,1,1,11.840408854050613,7.832452823470978,16.076638514535983,5.666666666666667,0.003,1.6335525871140602,6.466304917678911,1.0,1.0,1.0,0.0,129.9821357357302,47.2145432010186,2407.9417032519486
SOL5_S3_RF_TR_PP_MID,offset_90-180s,g_rf_strict_align & g_tr_above_ema200 & g_tr_above_pp & g_tr_partial_stack_with,RF strict + EMA200 + above PP + partial stack (mid),73,22,31,0.821917808219178,0.8181818181818182,0.9032258064516129,3.2872761744785683,-0.17166859179893154,8.632349219102673,239.9711607369355,-3.7767090195764936,267.6028257921829,73.71052599217423,86.69274968150427,25.0,2,1,1,7.645888239551559,-0.4419464317204972,12.31168612162788,3.4444444444444446,0.015,1.2204508273914403,12.040863395272993,0.1935483870967742,0.3870967741935484,0.6774193548387096,0.03225806451612903,407.8485754967984,56.859244906808456,1762.636592111062
SOL5_S4_RF_CCI_TRFULL_MID,offset_90-180s,g_cci_strong_with & g_rf_strict_align & g_tr_full_stack_with,CCI strong + RF strict + TR full stack (mid),62,22,35,0.8387096774193549,0.9090909090909091,0.8857142857142857,3.5356186918532497,1.3350742203326413,6.708903899141409,219.2083588949015,29.37163284731811,234.81163646994932,50.0,50.0,25.0,2,2,1,8.222774045358793,7.924727399492514,15.015650835264827,3.888888888888889,0.005,2.363093992161853,9.924600146528537,0.22857142857142856,0.45714285714285713,0.6857142857142857,0.02857142857142857,380.9884517049731,45.97776553603481,1609.2217937612184
SOL5_S5_MP_RF_ADR_LATE,offset_180-270s,g_mp_no_extreme_100 & g_rf_strict_align & g_tr_within_adr,Microprice no extreme + RF strict + within ADR (late 180-270s),28,11,30,0.8571428571428571,0.9090909090909091,0.9333333333333333,6.624078871190237,2.399405654028523,5.761847052854368,185.47420839332665,26.393462194313756,172.85541158563106,67.48379631204534,25.0,26.100722242645503,2,1,1,9.163402233300827,5.198474625517232,11.831505389408173,3.3333333333333335,0.014,0.5672410556214587,9.60075743058323,0.36666666666666664,0.5333333333333333,0.6666666666666666,0.06666666666666667,307.08480736686477,44.86040999603288,1345.8122998809863
