n,wr,dpt,sum_pnl,max_dd,max_ls,sharpe,n_per_day,stack,score,stack_size
5798,0.8765091410831322,0.003699654317968889,21.45059573558362,931.8844535586809,6,0.11423647108505591,322.1111111111111,g_R1_five+g_cci_strong_with+g_depth_250_loose,-2.5500534704375184,R3
3799,0.9310344827586207,0.003484130654369987,13.23621235595158,545.733468417228,4,0.14399326360195217,211.05555555555554,g_cci_strong_with+g_depth_250_med+g_tr_above_cloud,1.856494274068297,R3
5869,0.8756176520701994,0.002618880436748951,15.370209283279593,854.1034283496779,6,0.08530911299096368,326.05555555555554,g_cci_strong_with+g_depth_250_loose+g_tr_above_ema50,-1.7822388823580364,R3
4309,0.9387328846600139,0.0014214351825766792,6.124964201722911,564.0261991586729,5,0.06300501865360622,239.38888888888889,g_R1_five+g_depth_250_med+g_mp_no_extreme_50,1.7484882901959877,R3
4413,0.9383639247677317,0.0010142138386103222,4.4757256697873515,626.4473455063294,5,0.04366610504901564,245.16666666666666,g_cci_with+g_depth_250_med+g_mp_no_extreme_50,1.120180006452633,R3
5875,0.8755744680851064,0.0009996249796959285,5.87279675571358,879.1034283496783,6,0.032281810635851026,326.3888888888889,g_cci_strong_with+g_cci_with+g_depth_250_loose,-2.034289977666023,R3
5834,0.8772711690092561,0.0008115927684295634,4.734832211018073,908.9374490071614,6,0.02523614897401013,324.1111111111111,g_cci_strong_with+g_depth_250_loose+g_tr_above_cloud,-2.3158512072106237,R3
5991,0.9320647638123852,0.0007909946225264601,4.738848783556023,659.2483983821637,6,0.040172686837693004,332.8333333333333,g_depth_250_med+g_mp_no_extreme_100+g_tr_above_ema50,0.7289546489247423,R3
5874,0.8755532856656452,0.0005654508738942998,3.321458433255117,879.1034283496783,6,0.018234779583065793,326.3333333333333,g_bb_pos_with+g_cci_strong_with+g_depth_250_loose,-2.0349359759664374,R3
2474,0.9583670169765561,0.00033771522889498054,0.8355074762861818,349.3008431462421,4,0.013298573900909735,137.44444444444446,g_bb_pos_strong_with+g_depth_250_strict+g_mp_no_extreme_50,4.090999453532035,R3
1958,0.9785495403472931,0.00031035675479135243,0.6076785258814681,169.68688507615016,3,0.01695938831419711,108.77777777777777,g_depth_250_strict+g_mp_wt_no_extreme_100+g_tr_partial_stack_with,4.785805760227723,R3
5076,0.7576832151300237,-0.0003016371410674549,-1.5311101280584012,1240.0157131211338,6,-0.005609706511784346,282.0,g_cci_extreme_with+g_mp_no_extreme_150+g_tr_above_ema50,-6.8236266170521676,R3
4404,0.9382379654859219,-0.0012488403211993384,-5.499892774561886,613.2773714531277,5,-0.05454187834914711,244.66666666666666,g_bb_pos_with+g_depth_250_med+g_mp_no_extreme_50,1.2483571000067424,R3
5074,0.7577847851793457,-0.0012762231010619229,-6.4755560147881965,1240.0157131211336,6,-0.02346758173569271,281.8888888888889,g_bb_pos_strong_with+g_cci_extreme_with+g_mp_no_extreme_150,-6.823585502518941,R3
1868,0.9791220556745182,-0.001383808540145671,-2.5849543529921135,161.7197179721018,3,-0.07592793629553639,103.77777777777777,g_depth_250_strict+g_mp_wt_no_extreme_100+g_tr_full_stack_with,4.789836748205036,R3
3807,0.9303913842920936,-0.001688211123557943,-6.4270197473850885,571.8904235699946,4,-0.06893860010726618,211.5,g_cci_strong_with+g_cci_with+g_depth_250_med,1.583321396097431,R3
3807,0.9303913842920936,-0.001688211123557943,-6.4270197473850885,571.8904235699946,4,-0.06893860010726618,211.5,g_cci_strong_with+g_depth_250_loose+g_depth_250_med,1.583321396097431,R3
6961,0.9311880476942967,-0.0017547075339064023,-12.214519143522466,810.8954329641698,6,-0.09494944319573904,386.72222222222223,g_depth_250_med+g_mp_no_extreme_150+g_tr_above_cloud,-0.7988285602326366,R3
3806,0.9303730951129795,-0.002359001069323153,-8.978358069843921,571.8904235699947,4,-0.09643282703372062,211.44444444444446,g_bb_pos_with+g_cci_strong_with+g_depth_250_med,1.5824677143605248,R3
1133,0.9399823477493381,-0.002619768282666795,-2.968197464261479,214.56364587184066,2,-0.05524314055159126,62.94444444444444,g_cci_extreme_with+g_depth_250_med+g_tr_stack_with,4.397203709210714,R3
3804,0.9303364879074658,-0.0031682408835726978,-12.051988321110542,571.8904235699945,4,-0.12953523169889253,211.33333333333334,g_cci_strong_with+g_depth_250_med+g_tr_above_ema50,1.5812924024911417,R3
4988,0.7588211708099438,-0.0033638780916221164,-16.779023921011117,1136.8586127071474,6,-0.06590578392394575,277.1111111111111,g_bb_pos_extreme_with+g_cci_extreme_with+g_mp_no_extreme_150,-5.783738297063659,R3
6740,0.9324925816023739,-0.003580880735001129,-24.13513615390761,662.5441421839116,7,-0.1965188165771914,374.44444444444446,g_depth_250_med+g_mp_no_extreme_100+g_ribbon_agrees,-0.30409648655037724,R3
5842,0.8774392331393358,-0.0038236537206327585,-22.337785035936577,850.1336308354216,6,-0.11220487505938821,324.55555555555554,g_cci_strong_with+g_depth_250_loose+g_mp_no_extreme_150,-1.7307676306814912,R3
1201,0.9592006661115737,-0.0038775107865830307,-4.65689045468622,212.99984246027827,2,-0.11501709854350868,66.72222222222223,g_R1_full+g_bb_pos_extreme_with+g_depth_250_strict,4.588129150329155,R3
3801,0.9308076821888976,-0.0040575650186689596,-15.422804635960716,576.1475240793723,4,-0.1662567902164406,211.16666666666666,g_cci_strong_with+g_depth_250_med+g_mp_no_extreme_150,1.5425440160765849,R3
6933,0.9311986153180442,-0.004744016509924916,-32.890266463309445,807.6049548439782,6,-0.26397098223483667,385.1666666666667,g_depth_250_med+g_tr_above_cloud+g_tr_above_ema200,-0.7688074117692656,R3
5077,0.7575339767579279,-0.0052257455442305525,-26.531110128058515,1265.0157131211338,6,-0.09707274705272446,282.05555555555554,g_cci_extreme_with+g_cci_strong_with+g_mp_no_extreme_150,-7.080043109176289,R3
5077,0.7575339767579279,-0.0052257455442305525,-26.531110128058515,1265.0157131211338,6,-0.09707274705272446,282.05555555555554,g_bb_pos_with+g_cci_extreme_with+g_mp_no_extreme_150,-7.080043109176289,R3
5077,0.7575339767579279,-0.0052257455442305525,-26.531110128058515,1265.0157131211338,6,-0.09707274705272446,282.05555555555554,g_cci_extreme_with+g_cci_with+g_mp_no_extreme_150,-7.080043109176289,R3
1178,0.9558573853989814,-0.005884805423627564,-6.93230078903327,185.50121049417845,3,-0.19755736625766876,65.44444444444444,g_R1_six+g_cci_extreme_with+g_depth_250_strict,4.552689048566186,R3
3993,0.9579263711495116,-0.0063203769898251775,-25.237265320371932,316.0778295356051,4,-0.3791001625718931,221.83333333333334,g_depth_250_strict+g_mp_no_extreme_50+g_ribbon_agrees,4.412165039149241,R3
6969,0.9306930693069307,-0.007636495086087938,-53.21873425494684,806.638332454792,6,-0.42016543916761045,387.1666666666667,g_depth_250_loose+g_depth_250_med+g_tr_above_cloud,-0.7670891265647013,R3
5615,0.8762243989314337,-0.008395430152864198,-47.14034030833247,845.3833063913409,6,-0.28123831555789996,311.94444444444446,g_bb_pos_strong_with+g_cci_strong_with+g_depth_250_loose,-1.6999845047519355,R3
7180,0.7942896935933148,-0.010413454759980281,-74.76860517665841,1941.716330637839,6,-0.255993105248236,398.8888888888889,g_cci_strong_with+g_mp_no_extreme_50+g_tr_above_ema200,-7.067516518826832,R3
2587,0.7916505604947816,-0.01047313527096819,-27.094000945994708,708.8124462510743,4,-0.19966382085928092,143.72222222222223,g_bb_pos_extreme_with+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,-1.1820919928338962,R3
3889,0.8930316276677809,-0.012314373658508604,-47.89059915793996,760.0378891461515,5,-0.45582824795436155,216.05555555555554,g_bb_pos_extreme_with+g_depth_250_loose+g_tr_full_stack_with,-0.6823769884422148,R3
6198,0.9294933849628912,-0.013475965280472752,-83.52403280837012,780.733210757443,6,-0.6791375359763748,344.3333333333333,g_depth_250_med+g_mp_no_extreme_150+g_tr_above_ema50,-0.5258742232259905,R3
6395,0.9308835027365129,-0.013605899317926936,-87.00972613814275,884.669130232491,6,-0.6856428197816723,355.27777777777777,g_depth_250_med+g_ribbon_agrees+g_tr_above_cloud,-1.5514621742777086,R3
3193,0.9392420920764172,-0.01403752008437517,-44.82180162940992,508.0456690069161,4,-0.5192372491801736,177.38888888888889,g_bb_pos_strong_with+g_depth_250_med+g_mp_no_extreme_50,2.297926710610636,R3
5865,0.9300937766410913,-0.014331096355933872,-84.05188012755217,794.0673124345474,6,-0.6758212942095619,325.8333333333333,g_depth_250_med+g_ribbon_agrees+g_tr_above_ema50,-0.6540664542904953,R3
7175,0.7941463414634147,-0.014541166878481742,-104.3328723531065,1964.3693992589867,6,-0.35799961188352303,398.6111111111111,g_cci_strong_with+g_mp_no_extreme_50+g_tr_partial_stack_with,-7.073077752244335,R3
7356,0.8806416530723219,-0.01515637109841086,-111.49026579991028,1381.9750426005357,10,-0.44457936691838085,408.6666666666667,g_R1_six+g_depth_250_loose+g_ribbon_agrees,-10.208739840375191,R3
1847,0.9783432593394694,-0.015233996897302472,-28.137192269317666,239.10628046595178,2,-0.7150051303425723,102.61111111111111,g_R1_five+g_depth_250_strict+g_mp_wt_no_extreme_100,4.768198596497392,R3
7717,0.9315796293896592,-0.01542904318545882,-119.06592626218571,887.5016626595507,6,-0.8784740234815462,428.72222222222223,g_depth_250_med+g_mp_no_extreme_150+g_tr_above_ema200,-1.5746493758843734,R3
3665,0.9386084583901774,-0.01608143052084297,-58.93844285888949,445.4101236898873,5,-0.8254877903202393,203.61111111111111,g_depth_250_med+g_mfi_strong_with+g_mp_no_extreme_50,2.9159019164820577,R3
5931,0.8148710166919575,-0.01638166832427319,-97.15967483126428,1278.116492561164,6,-0.44882508999315085,329.5,g_cci_strong_with+g_mp_no_extreme_50+g_tr_full_stack_with,-6.64883642701634,R3
3771,0.9299920445505171,-0.017208401216435604,-64.89288098717866,587.5879227536758,4,-0.7055336888647248,209.5,g_R1_five+g_cci_strong_with+g_depth_250_med,1.4068328167519772,R3
2811,0.9007470651013874,-0.017267079377697704,-48.53776013070825,567.1474187528959,5,-0.5278103395711011,156.16666666666666,g_bb_pos_extreme_with+g_depth_250_loose+g_tr_stack_with,1.318729384107217,R3
1883,0.9782262347318109,-0.01739598334463592,-32.75663663794944,253.23898577208064,2,-0.7736757472474964,104.61111111111111,g_bb_pos_with+g_depth_250_strict+g_mp_wt_no_extreme_100,4.764866363973474,R3
5832,0.9308984910836763,-0.01764167037798617,-102.88622164441534,844.280282523066,6,-0.825145948254297,324.0,g_depth_250_med+g_ribbon_agrees+g_tr_partial_stack_with,-1.1514595847718834,R3
6121,0.9307302728312368,-0.018143123403813875,-111.05405835474473,798.5215457630666,6,-0.9020362853027468,340.05555555555554,g_depth_250_med+g_mp_no_extreme_150+g_tr_partial_stack_with,-0.6960558527221119,R3
2247,0.9781931464174455,-0.018423684803298705,-41.39801975301219,210.43786816810092,3,-0.9940841492893102,124.83333333333333,g_depth_250_strict+g_mp_wt_no_extreme_100+g_tr_above_cloud,4.763507779371156,R3
6285,0.9376292760540971,-0.018792978551252254,-118.11387019462042,701.4949097797355,9,-0.9039327597491867,349.1666666666667,g_depth_250_med+g_mp_no_extreme_100+g_mp_no_extreme_50,-2.6574493158076358,R3
6285,0.9376292760540971,-0.018792978551252254,-118.11387019462042,701.4949097797355,9,-0.9039327597491867,349.1666666666667,g_depth_250_med+g_mp_no_extreme_150+g_mp_no_extreme_50,-2.6574493158076358,R3
6285,0.9376292760540971,-0.018792978551252254,-118.11387019462042,701.4949097797355,9,-0.9039327597491867,349.1666666666667,g_depth_250_loose+g_depth_250_med+g_mp_no_extreme_50,-2.6574493158076358,R3
6206,0.9289397357396069,-0.0200657827779237,-124.52824791979447,776.4761102480651,6,-1.0203362509867946,344.77777777777777,g_depth_250_loose+g_depth_250_med+g_tr_above_ema50,-0.49542952786250627,R3
2903,0.9676197037547365,-0.020678272722418314,-60.02902571318036,202.7694715162775,3,-0.8546896135555346,161.27777777777777,g_depth_250_med+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,4.655518764824946,R3
4777,0.9338496964622148,-0.021152387929992106,-101.0449571415723,707.2404179697396,5,-0.9983344783800379,265.3888888888889,g_R1_six+g_depth_250_med+g_mp_no_extreme_100,0.24494039699476033,R3
5612,0.9317533856022808,-0.02186828607087167,-122.7248214297318,656.7342974174941,5,-1.0816433021109493,311.77777777777777,g_R1_five+g_depth_250_med+g_mp_no_extreme_100,0.7283225957769961,R3
1208,0.9561258278145696,-0.022638911299350622,-27.34780484961555,175.2219483549063,3,-0.748830729178449,67.11111111111111,g_cci_extreme_with+g_depth_250_strict+g_tr_full_stack_with,4.538619366846345,R3
1208,0.9561258278145696,-0.022638911299350622,-27.34780484961555,175.2219483549063,3,-0.748830729178449,67.11111111111111,g_cci_extreme_with+g_depth_250_strict+g_tr_above_ema800,4.538619366846345,R3
7401,0.8800162140251317,-0.023236567427495046,-171.97383553089082,1439.0947435517703,10,-0.6846682087509199,411.1666666666667,g_R1_five+g_R1_six+g_depth_250_loose,-10.223074427176178,R3
7322,0.8814531548757171,-0.023541106391605688,-172.36798099933685,1432.7689270395144,10,-0.650169853989713,406.77777777777777,g_R1_six+g_depth_250_loose+g_tr_above_cloud,-10.209009557634435,R3
7399,0.879983781592107,-0.023829135331628098,-176.3117723187163,1443.4326803395957,10,-0.70134845530284,411.05555555555554,g_R1_six+g_bb_pos_with+g_depth_250_loose,-10.223991319410558,R3
7726,0.931012166709811,-0.023954198987006205,-185.07014137360994,858.2445621501729,6,-1.3797737126815908,429.22222222222223,g_depth_250_loose+g_depth_250_med+g_tr_above_ema200,-1.2962781533906247,R3
7397,0.8799513316209274,-0.02410718558892346,-178.32085180126683,1444.4417607952837,10,-0.710425956007443,410.94444444444446,g_R1_six+g_cci_with+g_depth_250_loose,-10.22459386937965,R3
7346,0.8799346583174517,-0.024227073222195493,-177.9720798902481,1424.5118371794365,10,-0.7070901282510063,408.1111111111111,g_R1_six+g_depth_250_loose+g_tr_above_ema50,-10.22488049004768,R3
4271,0.930929524701475,-0.024280991115507928,-103.70411305433436,506.1954222547863,4,-1.0579219198419278,237.27777777777777,g_bb_pos_strong_with+g_depth_250_med+g_tr_partial_stack_with,2.2230600333513797,R3
4271,0.930929524701475,-0.024280991115507928,-103.70411305433436,506.1954222547863,4,-1.0579219198419278,237.27777777777777,g_bb_pos_strong_with+g_depth_250_med+g_tr_above_ema200,2.2230600333513797,R3
6129,0.9301680535160711,-0.024809638353103142,-152.05827346616917,794.2644452536889,6,-1.2496840708887134,340.5,g_depth_250_med+g_tr_above_ema200+g_tr_above_ema50,-0.665773555729281,R3
6129,0.9301680535160711,-0.024809638353103142,-152.05827346616917,794.2644452536889,6,-1.2496840708887134,340.5,g_depth_250_med+g_tr_above_cloud+g_tr_partial_stack_with,-0.665773555729281,R3
6129,0.9301680535160711,-0.024809638353103142,-152.05827346616917,794.2644452536889,6,-1.2496840708887134,340.5,g_depth_250_loose+g_depth_250_med+g_tr_partial_stack_with,-0.665773555729281,R3
6129,0.9301680535160711,-0.024809638353103142,-152.05827346616917,794.2644452536889,6,-1.2496840708887134,340.5,g_depth_250_med+g_tr_above_ema200+g_tr_partial_stack_with,-0.665773555729281,R3
6129,0.9301680535160711,-0.024809638353103142,-152.05827346616917,794.2644452536889,6,-1.2496840708887134,340.5,g_depth_250_med+g_tr_above_ema50+g_tr_partial_stack_with,-0.665773555729281,R3
2475,0.8193939393939393,-0.027149576144273314,-67.19520095707645,540.8764297940497,4,-0.5614326219993404,137.5,g_cci_extreme_with+g_mp_no_extreme_100+g_tr_stack_with,0.7580255198546229,R3
6165,0.929602595296026,-0.027962164032085415,-172.3867412578066,793.2978228645027,6,-1.4078545939573017,342.5,g_depth_250_med+g_tr_above_cloud+g_tr_above_ema50,-0.6649144397168527,R3
7370,0.8814111261872456,-0.028013029564284846,-206.45602788877932,1362.431737787252,10,-0.78495627235761,409.44444444444446,g_R1_six+g_depth_250_loose+g_mp_no_extreme_150,-10.21390176769183,R3
4010,0.9576059850374065,-0.02838268897739313,-113.81458279934645,364.888304779696,5,-1.7038190335403929,222.77777777777777,g_depth_250_strict+g_mp_no_extreme_50+g_tr_above_cloud,3.8987941135997115,R3
1886,0.9777306468716861,-0.029901993546787235,-56.395159829240725,253.78055623877216,2,-1.3408305460594034,104.77777777777777,g_cci_with+g_depth_250_strict+g_mp_wt_no_extreme_100,4.747404475170074,R3
4296,0.9299348230912476,-0.030573796843049485,-131.34503123774059,530.5645529125634,4,-1.3451720455371454,238.66666666666666,g_bb_pos_strong_with+g_depth_250_med+g_tr_above_ema50,1.9631289049437934,R3
2514,0.9781225139220366,-0.03090206466142474,-77.6877905588218,211.18532316713245,3,-1.7464312192477272,139.66666666666666,g_depth_250_strict+g_mp_wt_no_extreme_100+g_tr_above_ema200,4.750323074558941,R3
3305,0.957034795763994,-0.031896684804185546,-105.41854327783324,383.7907392455796,4,-1.6874195048695293,183.61111111111111,g_R1_five+g_depth_250_strict+g_mp_no_extreme_50,3.7005438803799584,R3
3050,0.8465573770491803,-0.03203080607370319,-97.69395852479472,647.6843158374872,5,-0.6445463757099692,169.44444444444446,g_bb_pos_extreme_with+g_mp_no_extreme_50+g_tr_stack_with,-0.043300193956772315,R3
5742,0.9308603274120516,-0.032483928874143864,-186.52271959533408,699.3923094987226,5,-1.5654614500051371,319.0,g_bb_pos_with+g_depth_250_med+g_mp_no_extreme_100,0.2821962502591462,R3
4465,0.9578947368421052,-0.0326443635728607,-145.75708335282303,398.09150479582735,5,-1.8777584499732185,248.05555555555554,g_depth_250_strict+g_mp_no_extreme_50+g_tr_above_ema200,3.565387956889918,R3
4287,0.9302542570562164,-0.0328946683032339,-141.01944301596373,530.182586678495,4,-1.444747374061256,238.16666666666666,g_bb_pos_strong_with+g_depth_250_med+g_tr_above_cloud,1.9678220354739806,R3
4253,0.9299318128379968,-0.03348746581577822,-142.42219211450475,515.6852419807827,4,-1.526858222742248,236.27777777777777,g_R1_five+g_bb_pos_strong_with+g_depth_250_med,2.108978242756362,R3
7246,0.7811206182721502,-0.0336551010483829,-243.86486219658252,2310.2804753908604,6,-0.7987755111695377,402.55555555555554,g_bb_pos_strong_with+g_cci_strong_with+g_mp_no_extreme_50,-7.222448918326881,R3
5539,0.9404224589276042,-0.03405173444729669,-188.61255710357636,707.4678277246951,8,-1.830943145795373,307.72222222222223,g_depth_250_med+g_mp_no_extreme_50+g_tr_above_ema800,-1.7045054224182055,R3
2895,0.9512953367875647,-0.03416800644181325,-98.91637864904938,360.64835590366766,3,-1.9435089410644864,160.83333333333334,g_cci_strong_with+g_depth_250_strict+g_ribbon_agrees,3.872301802397158,R3
4277,0.9303249941547814,-0.034256234433877424,-146.51391467369373,532.6625743875201,4,-1.4894588572595182,237.61111111111111,g_bb_pos_strong_with+g_depth_250_med+g_ribbon_agrees,1.9423679632387358,R3
3378,0.9567791592658378,-0.03467073233595801,-117.11773383086614,414.3901966968571,4,-1.816250013313449,187.66666666666666,g_bb_pos_with+g_depth_250_strict+g_mp_no_extreme_50,3.3892188933538483,R3
1989,0.9688285570638512,-0.035988825562708215,-71.58177404422663,307.9664052260915,3,-1.6149239756286038,110.5,g_R1_five+g_depth_250_med+g_mp_wt_no_extreme_100,4.572632692814889,R3
2702,0.9777942264988897,-0.03616766028545853,-97.72501809130895,254.04269864665213,3,-1.6735876248415502,150.11111111111111,g_depth_250_strict+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,4.741774604703439,R3
4297,0.9297184081917617,-0.03638469426058659,-156.34503123774059,530.5645529125634,4,-1.6065225038824704,238.72222222222223,g_bb_pos_strong_with+g_cci_with+g_depth_250_med,1.955153858531396,R3
4297,0.9297184081917617,-0.03638469426058659,-156.34503123774059,530.5645529125634,4,-1.6065225038824704,238.72222222222223,g_bb_pos_strong_with+g_depth_250_loose+g_depth_250_med,1.955153858531396,R3
4297,0.9297184081917617,-0.03638469426058659,-156.34503123774059,530.5645529125634,4,-1.6065225038824704,238.72222222222223,g_bb_pos_strong_with+g_bb_pos_with+g_depth_250_med,1.955153858531396,R3
1968,0.9771341463414634,-0.03650528472340284,-71.84240033565678,243.66605117238177,3,-1.6875846178923648,109.33333333333333,g_depth_250_strict+g_mp_wt_no_extreme_100+g_tr_above_ema50,4.734836178691231,R3
3528,0.9569160997732427,-0.036888212553714765,-130.1416138895057,388.7104578172318,5,-2.180334735702545,196.0,g_depth_250_strict+g_mp_no_extreme_50+g_tr_above_ema50,3.6451682070063938,R3
5992,0.8115821094793058,-0.03730247320532176,-223.516419446288,1363.8674154961825,6,-0.9987763643953038,332.8888888888889,g_cci_strong_with+g_mp_no_extreme_50+g_tr_above_ema800,-6.921481378412264,R3
2479,0.9778136345300524,-0.03753608467673118,-93.0519539136166,210.0385205255926,3,-2.05496735770202,137.72222222222223,g_depth_250_strict+g_mp_wt_no_extreme_100+g_tr_above_ema800,4.740600260623793,R3
1008,0.9553571428571429,-0.03776636216200213,-38.06849305929815,158.0112919571945,3,-1.0895282482281328,56.0,g_cci_extreme_with+g_depth_250_strict+g_mfi_strong_with,4.515805066409427,R3
4291,0.9300862269867164,-0.03853200096162113,-165.34081612631624,559.821653421941,4,-1.667948150824154,238.38888888888889,g_bb_pos_strong_with+g_depth_250_med+g_mp_no_extreme_150,1.6641137346861323,R3
6906,0.9306400231682594,-0.0386698160615043,-267.05374972074867,895.4562075208285,6,-2.03118500956768,383.6666666666667,g_depth_250_med+g_ribbon_agrees+g_tr_above_ema200,-1.6868316595871935,R3
548,0.9726277372262774,-0.03877487703312705,-21.24863261415362,94.47405085730585,2,-1.5225212163384283,30.444444444444443,g_cci_extreme_with+g_depth_250_med+g_mp_wt_no_extreme_100,4.687502495229647,R3
5756,0.9306810284920083,-0.039063636630490596,-224.8502924451039,706.6967895899372,5,-1.8820788784512728,319.77777777777777,g_cci_with+g_depth_250_med+g_mp_no_extreme_100,0.20077875239022003,R3
3377,0.9315960912052117,-0.039174689877716815,-132.29292771704968,619.7805686296782,4,-1.721874724656775,187.61111111111111,g_R1_six+g_cci_strong_with+g_depth_250_med,1.0789805358776179,R3
3484,0.9328358208955224,-0.03930491903742599,-136.93833792639214,631.6353661433234,4,-1.8927322316170232,193.55555555555554,g_cci_strong_with+g_depth_250_med+g_tr_above_ema800,0.9726996284845644,R3
3384,0.9565602836879432,-0.03954680791023696,-133.82639796824188,423.02160643254985,4,-1.9987009764678974,188.0,g_cci_with+g_depth_250_strict+g_mp_no_extreme_50,3.2958399646436964,R3
2869,0.9574764726385501,-0.03991370840137252,-114.51242940353775,391.9337987003795,4,-1.8881228482421188,159.38888888888889,g_R1_six+g_depth_250_strict+g_mp_no_extreme_50,3.615513030980334,R3
4729,0.8126453795728484,-0.04017789108893486,-190.00124695957297,870.675845562054,6,-0.878889672595911,262.72222222222223,g_R1_six+g_bb_pos_extreme_with+g_mp_no_extreme_50,-2.6204825509809897,R3
880,0.9409090909090909,-0.040482730532001576,-35.62480286816139,195.373119204443,2,-0.9330654036848345,48.888888888888886,g_R1_full+g_cci_extreme_with+g_depth_250_med,4.368608178558907,R3
2878,0.9510076441973593,-0.04082937460055236,-117.50694010038968,370.1393172367012,3,-2.2477234060936864,159.88888888888889,g_R1_five+g_cci_strong_with+g_depth_250_strict,3.767853895006028,R3
7299,0.8821756404986985,-0.041282091064240675,-301.3179826778927,1472.300615426054,10,-1.135794131148182,405.5,g_R1_six+g_depth_250_loose+g_tr_above_ema200,-10.219525686077256,R3
2899,0.9510175922731977,-0.041780950032839624,-121.12297414520208,385.64835590366744,3,-2.358858535952431,161.05555555555554,g_cci_strong_with+g_depth_250_loose+g_depth_250_strict,3.6119114136624635,R3
2899,0.9510175922731977,-0.041780950032839624,-121.12297414520208,385.64835590366744,3,-2.358858535952431,161.05555555555554,g_cci_strong_with+g_depth_250_med+g_depth_250_strict,3.6119114136624635,R3
2899,0.9510175922731977,-0.041780950032839624,-121.12297414520208,385.64835590366744,3,-2.358858535952431,161.05555555555554,g_cci_strong_with+g_cci_with+g_depth_250_strict,3.6119114136624635,R3
2899,0.9510175922731977,-0.041780950032839624,-121.12297414520208,385.64835590366744,3,-2.358858535952431,161.05555555555554,g_bb_pos_with+g_cci_strong_with+g_depth_250_strict,3.6119114136624635,R3
2692,0.9687964338781575,-0.04180814474561705,-112.5475256552011,371.043978817648,5,-2.0453569372638727,149.55555555555554,g_depth_250_med+g_mp_wt_no_extreme_100+g_tr_above_ema200,3.9357164058594782,R3
7244,0.8821093318608504,-0.04242355425693683,-307.31622703725037,1466.0590842966371,10,-1.150501347642683,402.44444444444446,g_R1_six+g_depth_250_loose+g_tr_partial_stack_with,-10.221330235648432,R3
5752,0.9283727399165508,-0.04245247429581115,-244.18663214950573,857.0331099500988,5,-1.924535022430767,319.55555555555554,g_cci_with+g_depth_250_med+g_tr_above_ema50,-1.329056174631292,R3
3479,0.9327392929002587,-0.04277298186623786,-148.8072039126415,631.6353661433232,4,-2.0690659802286167,193.27777777777777,g_cci_strong_with+g_depth_250_med+g_tr_full_stack_with,0.9682662857031175,R3
2897,0.9509837763203314,-0.04287076437572275,-124.19660439646881,388.22198664150255,3,-2.4141570423798133,160.94444444444446,g_cci_strong_with+g_depth_250_strict+g_tr_above_ema50,3.584747132412566,R3
3658,0.9291962821213778,-0.042928713706856435,-157.03323473968084,592.0527013576642,4,-1.9401284499558134,203.22222222222223,g_bb_pos_strong_with+g_cci_strong_with+g_depth_250_med,1.3285070939302805,R3
5823,0.9292460930791688,-0.04377254460323977,-254.88752722466518,848.1960236163316,5,-2.0002893401260033,323.5,g_bb_pos_with+g_depth_250_med+g_ribbon_agrees,-1.2332718499748667,R3
5766,0.9281997918834547,-0.04445127870996383,-256.3060730416514,821.3818830247235,5,-2.080878279531589,320.3333333333333,g_bb_pos_with+g_depth_250_med+g_tr_above_ema50,-0.9762721901226525,R3
5851,0.9297555973337891,-0.044460955950449126,-260.14105326607785,850.3378039299344,5,-2.183596922823016,325.05555555555554,g_bb_pos_with+g_depth_250_med+g_tr_above_ema200,-1.250283021911902,R3
5720,0.8807692307692307,-0.044878901635182634,-256.70731735324466,1101.7841135016897,10,-1.134739216672204,317.77777777777777,g_R1_six+g_bb_pos_strong_with+g_depth_250_loose,-8.255027728959773,R3
6980,0.9289398280802292,-0.04494588975137716,-313.7223104646126,884.9466709893863,7,-2.234366855183842,387.77777777777777,g_depth_250_loose+g_depth_250_med+g_ribbon_agrees,-2.605014318842948,R3
5694,0.9285212504390586,-0.0451765950828448,-257.2355324017183,814.6853714409422,5,-2.1492082731117668,316.3333333333333,g_R1_five+g_depth_250_med+g_tr_above_ema50,-0.9068178051016798,R3
2891,0.9515738498789347,-0.045276396898183184,-130.89406343264758,394.38784619414275,3,-2.5078067603202503,160.61111111111111,g_cci_strong_with+g_depth_250_strict+g_tr_above_ema200,3.526583639949736,R3
6970,0.9294117647058824,-0.04543441878255779,-316.6778989144278,878.2191291732734,7,-2.3034901982269447,387.22222222222223,g_depth_250_med+g_mp_no_extreme_150+g_ribbon_agrees,-2.533508063456467,R3
2890,0.9515570934256056,-0.04546507368376437,-131.39406294607903,394.38784619414275,3,-2.5163082142659308,160.55555555555554,g_cci_strong_with+g_depth_250_strict+g_tr_partial_stack_with,3.5262273986308643,R3
5772,0.9286209286209286,-0.04564429639794637,-263.45887880894645,752.5048268614568,5,-2.17881906036449,320.6666666666667,g_R1_five+g_bb_pos_with+g_depth_250_med,-0.2844832788032283,R3
908,0.9570484581497798,-0.046345561448196126,-42.081769794962085,183.5576178853795,2,-1.2908731970151195,50.44444444444444,g_cci_extreme_with+g_depth_250_strict+g_tr_stack_with,4.524139020049602,R3
