stack,size,n_train,wr_train,dpt_train,sum_train,dd_train,ls_train,shp_train,n_val,wr_val,dpt_val,sum_val,dd_val,ls_val,shp_val,n_lock,wr_lock,dpt_lock,sum_lock,dd_lock,ls_lock,shp_lock,np_d_lock
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_no_extreme_50+g_mp_wt_no_extreme_100,R5,544,0.9613970588235294,0.31219548982477313,169.83434646467657,110.74818266755287,2,7.177356859638812,170,0.9705882352941176,0.23004920015910654,39.10836402704811,68.72883555508662,1,5.356674908974274,628,0.8105095541401274,-0.5868149520767564,-368.51978990420304,419.2400042568982,3,-11.581089458764326,69.77777777777777
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_150+g_mp_no_extreme_50+g_mp_wt_no_extreme_100,R5,544,0.9613970588235294,0.31219548982477313,169.83434646467657,110.74818266755287,2,7.177356859638812,170,0.9705882352941176,0.23004920015910654,39.10836402704811,68.72883555508662,1,5.356674908974274,628,0.8105095541401274,-0.5868149520767564,-368.51978990420304,419.2400042568982,3,-11.581089458764326,69.77777777777777
g_bb_pos_with+g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_50+g_mp_wt_no_extreme_100,R5,544,0.9613970588235294,0.31219548982477313,169.83434646467657,110.74818266755287,2,7.177356859638812,170,0.9705882352941176,0.23004920015910654,39.10836402704811,68.72883555508662,1,5.356674908974274,628,0.8105095541401274,-0.5868149520767564,-368.51978990420304,419.2400042568982,3,-11.581089458764326,69.77777777777777
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_50+g_mp_wt_no_extreme_100,R4,544,0.9613970588235294,0.31219548982477313,169.83434646467657,110.74818266755287,2,7.177356859638812,170,0.9705882352941176,0.23004920015910654,39.10836402704811,68.72883555508662,1,5.356674908974274,628,0.8105095541401274,-0.5868149520767564,-368.51978990420304,419.2400042568982,3,-11.581089458764326,69.77777777777777
g_cci_extreme_with+g_cci_strong_with+g_depth_250_loose+g_mp_no_extreme_50+g_mp_wt_no_extreme_100,R5,544,0.9613970588235294,0.31219548982477313,169.83434646467657,110.74818266755287,2,7.177356859638812,170,0.9705882352941176,0.23004920015910654,39.10836402704811,68.72883555508662,1,5.356674908974274,628,0.8105095541401274,-0.5868149520767564,-368.51978990420304,419.2400042568982,3,-11.581089458764326,69.77777777777777
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_50+g_mp_wt_no_extreme_100+g_tr_above_ema50,R5,544,0.9613970588235294,0.31219548982477313,169.83434646467657,110.74818266755287,2,7.177356859638812,170,0.9705882352941176,0.23004920015910654,39.10836402704811,68.72883555508662,1,5.356674908974274,628,0.8105095541401274,-0.5868149520767564,-368.51978990420304,419.2400042568982,3,-11.581089458764326,69.77777777777777
g_bb_pos_extreme_with+g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_50+g_mp_wt_no_extreme_100,R5,536,0.960820895522388,0.24704086812856899,132.41390531691297,110.74818266755287,2,6.2585690313098405,167,0.9700598802395209,0.2156080687481289,36.00654748093753,68.72883555508662,1,4.852427756101073,619,0.8093699515347335,-0.602896958362748,-373.19321722654104,413.23557200879753,3,-11.729378143331163,68.77777777777777
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100+g_tr_partial_stack_with,R5,654,0.9480122324159022,0.380145657930605,248.61526028661567,63.27743011849998,2,10.40306001606987,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,858,0.7925407925407926,-0.6153559282826033,-527.9753864664737,701.9786012748576,3,-11.553321973059864,95.33333333333333
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100+g_tr_above_ema200,R5,654,0.9480122324159022,0.380145657930605,248.61526028661567,63.27743011849998,2,10.40306001606987,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,858,0.7925407925407926,-0.6153559282826033,-527.9753864664737,701.9786012748576,3,-11.553321973059864,95.33333333333333
g_R1_five+g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,R5,654,0.9480122324159022,0.4155742778938966,271.7855777426084,63.27743011849995,2,11.716196122407885,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,869,0.7894131185270425,-0.6355013529845455,-552.25067574357,705.7465588858505,3,-11.934553106228575,96.55555555555556
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100+g_ribbon_agrees,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,871,0.7887485648679678,-0.6605807881646204,-575.3658664913844,731.6066220539605,3,-11.675586824295697,96.77777777777777
g_bb_pos_with+g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_cci_extreme_with+g_cci_strong_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100+g_tr_above_ema50,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_cci_extreme_with+g_cci_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_bb_pos_strong_with+g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,207,0.966183574879227,0.1468365079491497,30.395157145473988,73.54098727728733,1,3.35268419105728,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100,R4,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_no_extreme_150+g_mp_wt_no_extreme_100,R5,656,0.948170731707317,0.41746684445659316,273.8582499635251,63.27743011849995,2,11.803635249063408,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,876,0.7865296803652968,-0.6958312419155124,-609.5481679179888,783.7406006424152,3,-11.472192830907323,97.33333333333333
g_cci_extreme_with+g_depth_250_loose+g_mp_no_extreme_100+g_mp_wt_no_extreme_100+g_tr_above_cloud,R5,655,0.9480916030534351,0.39706412077537784,260.0769991078725,63.27743011849995,2,11.155333873021094,208,0.9663461538461539,0.14977350172720208,31.152888359258032,73.54098727728733,1,3.456682367390254,866,0.7886836027713626,-0.6959721446361127,-602.7118772548736,776.9043099792998,3,-11.809848788487551,96.22222222222223
