band,band_lo,band_hi,stack,size,n_train,wr_train,dpt_train,sum_train,dd_train,ls_train,shp_train,n_val,wr_val,dpt_val,sum_val,dd_val,ls_val,shp_val,n_lock,wr_lock,dpt_lock,sum_lock,dd_lock,ls_lock,shp_lock,np_d_lock
narrow_mid,0.35,0.65,g_depth_250_loose+g_regime_trending_up+g_tr_above_ema200,R3,17,0.6470588235294118,6.757773492755896,114.88214937685024,50.0,2,10.323514696277968,0,0.0,0.0,0.0,0.0,0,0.0,45,0.4222222222222222,-6.567341049560119,-295.5303472302054,343.162631104388,7,-16.58736621292262,5.0
narrow_mid,0.35,0.65,g_R1_full+g_bb_pos_extreme_with+g_cci_extreme_with+g_depth_250_loose,R4,35,0.7428571428571429,5.627816760625075,196.97358662187762,50.0,2,8.282696732015946,0,0.0,0.0,0.0,0.0,0,0.0,106,0.5849056603773585,-0.18791556470489212,-19.919049858718566,245.78928237187145,4,-0.8089195874265372,11.777777777777779
narrow_mid,0.35,0.65,g_R1_full+g_bb_pos_strong_with+g_cci_extreme_with+g_depth_250_loose,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_full+g_R1_six+g_cci_extreme_with+g_depth_250_loose,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_full+g_cci_extreme_with+g_depth_250_loose+g_tr_above_ema200,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,105,0.5904761904761905,0.0734885537477865,7.716298143517582,235.80994409895365,4,0.2909433753051102,11.666666666666666
narrow_mid,0.35,0.65,g_R1_full+g_cci_extreme_with+g_cci_strong_with+g_depth_250_loose,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_full+g_cci_extreme_with+g_depth_250_loose+g_ribbon_agrees,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_five+g_R1_full+g_cci_extreme_with+g_depth_250_loose,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_full+g_cci_extreme_with+g_depth_250_loose,R3,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_full+g_cci_extreme_with+g_depth_250_loose+g_tr_partial_stack_with,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,105,0.5904761904761905,0.0734885537477865,7.716298143517582,235.80994409895365,4,0.2909433753051102,11.666666666666666
narrow_mid,0.35,0.65,g_R1_full+g_cci_extreme_with+g_depth_250_loose+g_tr_full_stack_with,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,103,0.5922330097087378,0.16555693843857125,17.052364659172838,235.80994409895365,4,0.6347047632803307,11.444444444444445
narrow_mid,0.35,0.65,g_R1_full+g_bb_pos_with+g_cci_extreme_with+g_depth_250_loose,R4,36,0.7222222222222222,4.777044072829934,171.97358662187762,50.0,2,7.3154595565822,0,0.0,0.0,0.0,0.0,0,0.0,107,0.5887850467289719,-0.03556936939689926,-3.8059225254682207,245.78928237187145,4,-0.14526813588821405,11.88888888888889
narrow_mid,0.35,0.65,g_R1_six+g_bb_pos_extreme_with+g_cci_extreme_with+g_depth_250_loose,R4,75,0.7066666666666667,4.67498433810395,350.6238253577963,75.0,4,7.81426307396166,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,241,0.5726141078838174,-0.6953395014531013,-167.5768198501974,460.93865347862686,7,-3.7997416192942426,26.77777777777778
narrow_mid,0.35,0.65,g_R1_six+g_bb_pos_strong_with+g_cci_extreme_with+g_depth_250_loose,R4,77,0.7012987012987013,4.55088084895427,350.4178253694788,75.0,4,7.717011742228386,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,244,0.569672131147541,-0.8256708709710948,-201.46369251694713,475.18319036497303,7,-4.542329393579327,27.11111111111111
narrow_mid,0.35,0.65,g_R1_five+g_R1_six+g_cci_extreme_with+g_depth_250_loose,R4,77,0.7012987012987013,4.55088084895427,350.4178253694788,75.0,4,7.717011742228386,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,244,0.569672131147541,-0.8256708709710948,-201.46369251694713,475.18319036497303,7,-4.542329393579327,27.11111111111111
narrow_mid,0.35,0.65,g_R1_six+g_bb_pos_with+g_cci_extreme_with+g_depth_250_loose,R4,77,0.7012987012987013,4.55088084895427,350.4178253694788,75.0,4,7.717011742228386,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,244,0.569672131147541,-0.8256708709710948,-201.46369251694713,475.18319036497303,7,-4.542329393579327,27.11111111111111
narrow_mid,0.35,0.65,g_R1_six+g_cci_extreme_with+g_cci_strong_with+g_depth_250_loose,R4,77,0.7012987012987013,4.55088084895427,350.4178253694788,75.0,4,7.717011742228386,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,244,0.569672131147541,-0.8256708709710948,-201.46369251694713,475.18319036497303,7,-4.542329393579327,27.11111111111111
narrow_mid,0.35,0.65,g_R1_six+g_cci_extreme_with+g_depth_250_loose,R3,77,0.7012987012987013,4.55088084895427,350.4178253694788,75.0,4,7.717011742228386,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,244,0.569672131147541,-0.8256708709710948,-201.46369251694713,475.18319036497303,7,-4.542329393579327,27.11111111111111
narrow_mid,0.35,0.65,g_R1_six+g_cci_extreme_with+g_depth_250_loose+g_ribbon_agrees,R4,77,0.7012987012987013,4.55088084895427,350.4178253694788,75.0,4,7.717011742228386,9,0.4444444444444444,-6.723532084828501,-60.51178876345651,95.90105186205258,3,-13.044967202747511,244,0.569672131147541,-0.8256708709710948,-201.46369251694713,475.18319036497303,7,-4.542329393579327,27.11111111111111
narrow_mid,0.35,0.65,g_R1_full+g_bb_pos_extreme_with+g_depth_250_loose,R3,63,0.6984126984126984,4.335269147975182,273.12195632243646,75.0,3,10.572635442475702,9,0.5555555555555556,-2.439061882198121,-21.95155693978309,59.45972982740303,2,-5.66465070623643,198,0.5707070707070707,-0.7457967677074411,-147.66776000607334,375.8770428122173,4,-5.034980426474276,22.0
narrow_mid,0.35,0.65,g_bb_pos_extreme_with+g_cci_extreme_with+g_depth_250_loose,R3,90,0.7,4.1910108967617345,377.19098070855614,103.93739334627233,4,6.744741525239716,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,287,0.5505226480836237,-1.5378816785087872,-441.3720417320219,719.2087043196392,9,-10.195894173204703,31.88888888888889
narrow_mid,0.35,0.65,g_bb_pos_extreme_with+g_bb_pos_strong_with+g_cci_extreme_with+g_depth_250_loose,R4,90,0.7,4.1910108967617345,377.19098070855614,103.93739334627233,4,6.744741525239716,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,287,0.5505226480836237,-1.5378816785087872,-441.3720417320219,719.2087043196392,9,-10.195894173204703,31.88888888888889
narrow_mid,0.35,0.65,g_bb_pos_extreme_with+g_bb_pos_with+g_cci_extreme_with+g_depth_250_loose,R4,90,0.7,4.1910108967617345,377.19098070855614,103.93739334627233,4,6.744741525239716,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,287,0.5505226480836237,-1.5378816785087872,-441.3720417320219,719.2087043196392,9,-10.195894173204703,31.88888888888889
narrow_mid,0.35,0.65,g_bb_pos_extreme_with+g_cci_extreme_with+g_cci_strong_with+g_depth_250_loose,R4,90,0.7,4.1910108967617345,377.19098070855614,103.93739334627233,4,6.744741525239716,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,287,0.5505226480836237,-1.5378816785087872,-441.3720417320219,719.2087043196392,9,-10.195894173204703,31.88888888888889
narrow_mid,0.35,0.65,g_R1_six+g_cci_extreme_with+g_depth_250_med,R3,16,0.6875,4.16381795306426,66.62108724902816,57.4048460434627,2,4.466263821552511,0,0.0,0.0,0.0,0.0,0,0.0,32,0.46875,-5.748175566001841,-183.9416181120589,241.24990131364478,4,-10.226002249902548,3.5555555555555554
narrow_mid,0.35,0.65,g_cci_extreme_with+g_depth_250_loose+g_rf_full_align,R3,78,0.6923076923076923,3.950253163528141,308.11974675519497,76.09350513703752,3,6.815869871071192,9,0.4444444444444444,-6.522164832315604,-58.699483490840436,109.45972982740304,4,-8.528371212723586,228,0.5614035087719298,-1.174812295276216,-267.8572033229772,471.18491683611757,6,-5.1860847625684965,25.333333333333332
narrow_mid,0.35,0.65,g_bb_pos_strong_with+g_cci_extreme_with+g_depth_250_loose,R3,94,0.6914893617021277,3.9256426201584635,369.0104062948956,128.9373933462723,4,6.188365531931964,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,294,0.5510204081632653,-1.5273427640118822,-449.03877261949333,739.402714512884,9,-9.215889299216501,32.666666666666664
narrow_mid,0.35,0.65,g_cci_extreme_with+g_cci_strong_with+g_depth_250_loose,R3,94,0.6914893617021277,3.9256426201584635,369.0104062948956,128.9373933462723,4,6.188365531931964,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,294,0.5510204081632653,-1.5273427640118822,-449.03877261949333,739.402714512884,9,-9.215889299216501,32.666666666666664
narrow_mid,0.35,0.65,g_cci_extreme_with+g_depth_250_loose,R2,94,0.6914893617021277,3.9256426201584635,369.0104062948956,128.9373933462723,4,6.188365531931964,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,294,0.5510204081632653,-1.5273427640118822,-449.03877261949333,739.402714512884,9,-9.215889299216501,32.666666666666664
narrow_mid,0.35,0.65,g_bb_pos_with+g_cci_extreme_with+g_depth_250_loose,R3,94,0.6914893617021277,3.9256426201584635,369.0104062948956,128.9373933462723,4,6.188365531931964,10,0.5,-4.514080552548998,-45.14080552548998,95.90105186205258,3,-7.40155434644723,294,0.5510204081632653,-1.5273427640118822,-449.03877261949333,739.402714512884,9,-9.215889299216501,32.666666666666664
narrow_mid,0.35,0.65,g_bb_pos_extreme_with+g_cci_extreme_with+g_depth_250_med,R3,19,0.6842105263157895,3.8486600707943612,73.12454134509287,82.4048460434627,3,4.233467238923268,0,0.0,0.0,0.0,0.0,0,0.0,36,0.4444444444444444,-6.503858980495486,-234.1389232978375,291.4472064994234,5,-12.560547450819124,4.0
narrow_mid,0.35,0.65,g_R1_five+g_cci_extreme_with+g_depth_250_med,R3,19,0.6842105263157895,3.8486600707943612,73.12454134509287,82.4048460434627,3,4.233467238923268,0,0.0,0.0,0.0,0.0,0,0.0,37,0.4594594594594595,-5.892589080123978,-218.0257959645872,275.33407916617307,4,-11.896555048799922,4.111111111111111
narrow_mid,0.35,0.65,g_bb_pos_with+g_cci_extreme_with+g_depth_250_med,R3,19,0.6842105263157895,3.8486600707943612,73.12454134509287,82.4048460434627,3,4.233467238923268,0,0.0,0.0,0.0,0.0,0,0.0,38,0.4473684210526316,-6.39541568327861,-243.0257959645872,300.33407916617307,5,-13.308257129449382,4.222222222222222
narrow_mid,0.35,0.65,g_cci_extreme_with+g_depth_250_loose+g_depth_250_med,R3,19,0.6842105263157895,3.8486600707943612,73.12454134509287,82.4048460434627,3,4.233467238923268,0,0.0,0.0,0.0,0.0,0,0.0,38,0.4473684210526316,-6.39541568327861,-243.0257959645872,300.33407916617307,5,-13.308257129449382,4.222222222222222
narrow_mid,0.35,0.65,g_cci_extreme_with+g_depth_250_med+g_ribbon_agrees,R3,19,0.6842105263157895,3.8486600707943612,73.12454134509287,82.4048460434627,3,4.233467238923268,0,0.0,0.0,0.0,0.0,0,0.0,38,0.4473684210526316,-6.39541568327861,-243.0257959645872,300.33407916617307,5,-13.308257129449382,4.222222222222222
narrow_mid,0.35,0.65,g_cci_extreme_with+g_cci_strong_with+g_depth_250_med,R3,19,0.6842105263157895,3.8486600707943612,73.12454134509287,82.4048460434627,3,4.233467238923268,0,0.0,0.0,0.0,0.0,0,0.0,38,0.4473684210526316,-6.39541568327861,-243.0257959645872,300.33407916617307,5,-13.308257129449382,4.222222222222222
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_strict_align+g_tr_above_ema200+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_R1_five+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_strict_align+g_tr_full_stack_with,R3,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_bb_pos_strong_with+g_rf_strict_align+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_strict_align+g_tr_full_stack_with+g_tr_partial_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_strict_align+g_tr_above_ema50+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_strict_align+g_ribbon_agrees+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_strict_align+g_rf_strong+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_bb_pos_extreme_with+g_rf_full_align+g_rf_strict_align+g_tr_full_stack_with,R4,24,0.7083333333333334,9.507569299751493,228.18166319403582,71.59460816618093,2,7.777122749942155,5,0.6,2.5055961108097624,12.527980554048812,25.0,1,3.095755920312475,15,0.7333333333333333,8.433903523189821,126.50855284784731,25.0,1,12.398261061339207,1.6666666666666667
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_rf_strong+g_ribbon_agrees+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_five+g_R1_full+g_bb_pos_extreme_with+g_rf_full_align+g_rf_strict_align+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_full_stack_with+g_tr_stack_with,R5,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_partial_stack_with+g_tr_stack_with,R5,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_above_ema200+g_tr_above_ema50+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_five+g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_partial_stack_with+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_five+g_R1_full+g_R1_six+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_R1_six+g_bb_pos_extreme_with+g_rf_strict_align+g_rf_strong+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_ribbon_agrees+g_tr_above_ema200+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_full_align+g_rf_strict_align+g_rf_strong+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_five+g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_rf_strong+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_five+g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_above_ema200+g_tr_stack_with,R6,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_five+g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_tr_stack_with,R5,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
mid_wide,0.3,0.7,g_R1_full+g_bb_pos_extreme_with+g_rf_strict_align+g_rf_strong+g_tr_stack_with,R5,10,0.8,8.890857031409793,88.90857031409793,25.0,1,11.852597776745068,0,0.0,0.0,0.0,0.0,0,0.0,7,0.8571428571428571,15.196954942630368,106.37868459841258,0.0,1,12.70086977944532,0.7777777777777778
